DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS
129901,CRANDALL ISD,129,KAUFMAN,10,N,N,Meets Requirements, 
129902,FORNEY ISD,129,KAUFMAN,10,N,N,Meets Requirements, 
129903,KAUFMAN ISD,129,KAUFMAN,10,N,N,Meets Requirements, 
129904,KEMP ISD,129,KAUFMAN,10,N,N,Needs Intervention, 
129905,MABANK ISD,129,KAUFMAN,10,N,N,Meets Requirements, 
129906,TERRELL ISD,129,KAUFMAN,10,N,N,Needs Substantial Intervention, 
129910,SCURRY-ROSSER ISD,129,KAUFMAN,10,N,N,Meets Requirements, 
130801,MEADOWLAND CHARTER DISTRICT,130,KENDALL,20,Y,Y,Meets Requirements,ASVAB Alternative Test Offered
130901,BOERNE ISD,130,KENDALL,20,N,N,Meets Requirements, 
130902,COMFORT ISD,130,KENDALL,13,N,N,Meets Requirements, 
131001,KENEDY COUNTY WIDE CSD,131,KENEDY,2,N,N,Meets Requirements, 
132902,JAYTON-GIRARD ISD,132,KENT,17,N,N,Meets Requirements, 
133901,CENTER POINT ISD,133,KERR,20,N,N,Meets Requirements, 
133902,HUNT ISD,133,KERR,20,N,N,Meets Requirements, 
133903,KERRVILLE ISD,133,KERR,20,N,N,Meets Requirements, 
133904,INGRAM ISD,133,KERR,20,N,N,Meets Requirements, 
133905,DIVIDE ISD,133,KERR,20,N,N,Meets Requirements, 
134901,JUNCTION ISD,134,KIMBLE,15,N,N,Meets Requirements, 
135001,GUTHRIE CSD,135,KING,17,N,N,Meets Requirements, 
136901,BRACKETT ISD,136,KINNEY,20,N,N,Meets Requirements, 
137901,KINGSVILLE ISD,137,KLEBERG,2,N,N,Needs Assistance, 
137902,RICARDO ISD,137,KLEBERG,2,N,N,Meets Requirements, 
137903,RIVIERA ISD,137,KLEBERG,2,N,N,Meets Requirements, 
137904,SANTA GERTRUDIS ISD,137,KLEBERG,2,N,N,Meets Requirements, 
138902,KNOX CITY-O'BRIEN CISD,138,KNOX,9,N,N,Meets Requirements,ASVAB Alternative Test Offered
138903,MUNDAY CISD,138,KNOX,9,N,N,Meets Requirements, 
138904,BENJAMIN ISD,138,KNOX,9,N,N,Meets Requirements, 
139905,CHISUM ISD,139,LAMAR,8,N,N,Meets Requirements, 
139909,PARIS ISD,139,LAMAR,8,N,N,Meets Requirements, 
139911,NORTH LAMAR ISD,139,LAMAR,8,N,N,Meets Requirements, 
139912,PRAIRILAND ISD,139,LAMAR,8,N,N,Meets Requirements, 
140901,AMHERST ISD,140,LAMB,17,N,N,Meets Requirements, 
140904,LITTLEFIELD ISD,140,LAMB,17,N,N,Meets Requirements, 
140905,OLTON ISD,140,LAMB,17,N,N,Meets Requirements, 
140907,SPRINGLAKE-EARTH ISD,140,LAMB,17,N,N,Meets Requirements, 
140908,SUDAN ISD,140,LAMB,17,N,N,Meets Requirements, 
141901,LAMPASAS ISD,141,LAMPASAS,12,N,N,Meets Requirements, 
141902,LOMETA ISD,141,LAMPASAS,12,N,N,Meets Requirements, 
142901,COTULLA ISD,142,LA SALLE,20,N,N,Needs Assistance, 
143901,HALLETTSVILLE ISD,143,LAVACA,3,N,N,Needs Assistance, 
143902,MOULTON ISD,143,LAVACA,3,N,N,Meets Requirements, 
143903,SHINER ISD,143,LAVACA,3,N,N,Meets Requirements, 
143904,VYSEHRAD ISD,143,LAVACA,3,N,N,Meets Requirements, 
143905,SWEET HOME ISD,143,LAVACA,3,N,N,Meets Requirements, 
143906,EZZELL ISD,143,LAVACA,3,N,N,Meets Requirements, 
144901,GIDDINGS ISD,144,LEE,13,N,N,Meets Requirements, 
144902,LEXINGTON ISD,144,LEE,13,N,N,Meets Requirements, 
144903,DIME BOX ISD,144,LEE,13,N,N,Needs Assistance, 
145901,BUFFALO ISD,145,LEON,6,N,N,Meets Requirements, 
145902,CENTERVILLE ISD,145,LEON,6,N,N,Meets Requirements, 
145906,NORMANGEE ISD,145,LEON,6,N,N,Meets Requirements, 
145907,OAKWOOD ISD,145,LEON,6,N,N,Meets Requirements, 
145911,LEON ISD,145,LEON,6,N,N,Meets Requirements, 
146901,CLEVELAND ISD,146,LIBERTY,4,N,N,Needs Assistance, 
146902,DAYTON ISD,146,LIBERTY,4,N,N,Needs Assistance, 
146903,DEVERS ISD,146,LIBERTY,4,N,N,Meets Requirements, 
146904,HARDIN ISD,146,LIBERTY,4,N,N,Meets Requirements, 
146905,HULL-DAISETTA ISD,146,LIBERTY,5,N,N,Meets Requirements, 
146906,LIBERTY ISD,146,LIBERTY,5,N,N,Needs Assistance, 
146907,TARKINGTON ISD,146,LIBERTY,4,N,N,Meets Requirements, 
147901,COOLIDGE ISD,147,LIMESTONE,12,N,N,Meets Requirements, 
147902,GROESBECK ISD,147,LIMESTONE,12,N,N,Meets Requirements, 
147903,MEXIA ISD,147,LIMESTONE,12,N,N,Meets Requirements, 
148901,BOOKER ISD,148,LIPSCOMB,16,N,N,Meets Requirements, 
148902,FOLLETT ISD,148,LIPSCOMB,16,N,N,Meets Requirements, 
148903,HIGGINS ISD,148,LIPSCOMB,16,N,N,Meets Requirements, 
148905,DARROUZETT ISD,148,LIPSCOMB,16,N,N,Meets Requirements, 
149901,GEORGE WEST ISD,149,LIVE OAK,2,N,N,Meets Requirements, 
149902,THREE RIVERS ISD,149,LIVE OAK,2,N,N,Meets Requirements, 
150901,LLANO ISD,150,LLANO,13,N,N,Needs Assistance, 
152802,RISE ACADEMY,152,LUBBOCK,17,Y,N,Meets Requirements, 
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,152,LUBBOCK,17,Y,Y,Meets Requirements, 
152806,BETTY M CONDRA SCHOOL FOR EDUCATIO,152,LUBBOCK,17,Y,N,Meets Requirements, 
152901,LUBBOCK ISD,152,LUBBOCK,17,N,N,Needs Assistance, 
152902,NEW DEAL ISD,152,LUBBOCK,17,N,N,Needs Assistance, 
152903,SLATON ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
152906,LUBBOCK-COOPER ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
152907,FRENSHIP ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
152908,ROOSEVELT ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
152909,SHALLOWATER ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
152910,IDALOU ISD,152,LUBBOCK,17,N,N,Meets Requirements, 
153903,O'DONNELL ISD,153,LYNN,17,N,N,Meets Requirements, 
153904,TAHOKA ISD,153,LYNN,17,N,N,Needs Assistance, 
153905,NEW HOME ISD,153,LYNN,17,N,N,Meets Requirements, 
153907,WILSON ISD,153,LYNN,17,N,N,Meets Requirements,ASVAB Test not Offered
154901,MADISONVILLE CISD,154,MADISON,6,N,N,Meets Requirements, 
154903,NORTH ZULCH ISD,154,MADISON,6,N,N,Meets Requirements, 
155901,JEFFERSON ISD,155,MARION,8,N,N,Meets Requirements, 
156902,STANTON ISD,156,MARTIN,18,N,N,Meets Requirements, 
156905,GRADY ISD,156,MARTIN,18,N,N,Meets Requirements, 
157901,MASON ISD,157,MASON,15,N,N,Meets Requirements, 
158901,BAY CITY ISD,158,MATAGORDA,3,N,N,Needs Assistance, 
158902,TIDEHAVEN ISD,158,MATAGORDA,3,N,N,Meets Requirements, 
158904,MATAGORDA ISD,158,MATAGORDA,3,N,N,Meets Requirements, 
158905,PALACIOS ISD,158,MATAGORDA,3,N,N,Meets Requirements, 
158906,VAN VLECK ISD,158,MATAGORDA,3,N,N,Needs Assistance, 
159901,EAGLE PASS ISD,159,MAVERICK,20,N,N,Needs Assistance, 
160901,BRADY ISD,160,MCCULLOCH,15,N,N,Needs Assistance, 
160904,ROCHELLE ISD,160,MCCULLOCH,15,N,N,Meets Requirements, 
160905,LOHN ISD,160,MCCULLOCH,15,N,N,Meets Requirements, 
161801,WACO CHARTER SCHOOL,161,MCLENNAN,12,Y,N,Meets Requirements, 
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,161,MCLENNAN,12,Y,N,Meets Requirements, 
161807,HARMONY SCIENCE ACAD (WACO),161,MCLENNAN,12,Y,N,Meets Requirements, 
161901,CRAWFORD ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161903,MIDWAY ISD,161,MCLENNAN,12,N,N,Needs Assistance, 
161906,LA VEGA ISD,161,MCLENNAN,12,N,N,Needs Assistance, 
161907,LORENA ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161908,MART ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161909,MCGREGOR ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161910,MOODY ISD,161,MCLENNAN,12,N,N,Needs Assistance, 
161912,RIESEL ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161914,WACO ISD,161,MCLENNAN,12,N,N,Needs Substantial Intervention, 
161916,WEST ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161918,AXTELL ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161919,BRUCEVILLE-EDDY ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161920,CHINA SPRING ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161921,CONNALLY ISD,161,MCLENNAN,12,N,N,Needs Assistance, 
161922,ROBINSON ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161923,BOSQUEVILLE ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161924,HALLSBURG ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
161925,GHOLSON ISD,161,MCLENNAN,12,N,N,Meets Requirements, 
162904,MCMULLEN COUNTY ISD,162,MCMULLEN,2,N,N,Meets Requirements, 
163901,DEVINE ISD,163,MEDINA,20,N,N,Meets Requirements, 
163902,D'HANIS ISD,163,MEDINA,20,N,N,Meets Requirements, 
163903,NATALIA ISD,163,MEDINA,20,N,N,Meets Requirements, 
163904,HONDO ISD,163,MEDINA,20,N,N,Meets Requirements, 
163908,MEDINA VALLEY ISD,163,MEDINA,20,N,N,Needs Assistance, 
164901,MENARD ISD,164,MENARD,15,N,N,Meets Requirements, 
165802,MIDLAND ACADEMY CHARTER SCHOOL,165,MIDLAND,18,Y,N,Meets Requirements, 
165901,MIDLAND ISD,165,MIDLAND,18,N,N,Meets Requirements, 
165902,GREENWOOD ISD,165,MIDLAND,18,N,N,Meets Requirements, 
166901,CAMERON ISD,166,MILAM,6,N,N,Meets Requirements, 
166902,GAUSE ISD,166,MILAM,6,N,N,Meets Requirements, 
166903,MILANO ISD,166,MILAM,6,N,N,Needs Assistance, 
166904,ROCKDALE ISD,166,MILAM,6,N,N,Needs Substantial Intervention, 
166905,THORNDALE ISD,166,MILAM,13,N,N,Meets Requirements, 
166907,BUCKHOLTS ISD,166,MILAM,6,N,N,Meets Requirements, 
167901,GOLDTHWAITE ISD,167,MILLS,12,N,N,Meets Requirements, 
167902,MULLIN ISD,167,MILLS,12,N,N,Meets Requirements, 
167904,PRIDDY ISD,167,MILLS,12,N,N,Meets Requirements, 
168901,COLORADO ISD,168,MITCHELL,14,N,N,Meets Requirements, 
168902,LORAINE ISD,168,MITCHELL,14,N,N,Meets Requirements, 
168903,WESTBROOK ISD,168,MITCHELL,14,N,N,Meets Requirements, 
169901,BOWIE ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169902,NOCONA ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169906,GOLD BURG ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169908,MONTAGUE ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169909,PRAIRIE VALLEY ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169910,FORESTBURG ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
169911,SAINT JO ISD,169,MONTAGUE,9,N,N,Meets Requirements, 
170801,TEXAS SERENITY ACADEMY,170,MONTGOMERY,6,Y,N,Meets Requirements, 
170902,CONROE ISD,170,MONTGOMERY,6,N,N,Needs Assistance, 
170903,MONTGOMERY ISD,170,MONTGOMERY,6,N,N,Meets Requirements, 
170904,WILLIS ISD,170,MONTGOMERY,6,N,N,Meets Requirements, 
170906,MAGNOLIA ISD,170,MONTGOMERY,6,N,N,Meets Requirements, 
170907,SPLENDORA ISD,170,MONTGOMERY,6,N,N,Meets Requirements, 
170908,NEW CANEY ISD,170,MONTGOMERY,6,N,N,Meets Requirements, 
171901,DUMAS ISD,171,MOORE,16,N,N,Meets Requirements, 
171902,SUNRAY ISD,171,MOORE,16,N,N,Meets Requirements, 
172902,DAINGERFIELD-LONE STAR ISD,172,MORRIS,8,N,N,Needs Assistance, 
172905,PEWITT CISD,172,MORRIS,8,N,N,Meets Requirements, 
173901,MOTLEY COUNTY ISD,173,MOTLEY,17,N,N,Meets Requirements, 
174801,STEPHEN F AUSTIN STATE UNIVERSITY,174,NACOGDOCHES,7,Y,N,Meets Requirements, 
174901,CHIRENO ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174902,CUSHING ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174903,GARRISON ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174904,NACOGDOCHES ISD,174,NACOGDOCHES,7,N,N,Needs Intervention, 
174906,WODEN ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174908,CENTRAL HEIGHTS ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174909,MARTINSVILLE ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174910,ETOILE ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
174911,DOUGLASS ISD,174,NACOGDOCHES,7,N,N,Meets Requirements, 
175902,BLOOMING GROVE ISD,175,NAVARRO,12,N,N,Meets Requirements, 
175903,CORSICANA ISD,175,NAVARRO,12,N,N,Needs Intervention, 
175904,DAWSON ISD,175,NAVARRO,12,N,N,Meets Requirements, 
175905,FROST ISD,175,NAVARRO,12,N,N,Meets Requirements, 
175907,KERENS ISD,175,NAVARRO,12,N,N,Meets Requirements, 
175910,MILDRED ISD,175,NAVARRO,12,N,N,Meets Requirements, 
175911,RICE ISD,175,NAVARRO,12,N,N,Meets Requirements, 
176901,BURKEVILLE ISD,176,NEWTON,5,N,N,Meets Requirements, 
176902,NEWTON ISD,176,NEWTON,5,N,N,Needs Intervention, 
176903,DEWEYVILLE ISD,176,NEWTON,5,N,N,Meets Requirements, 
177901,ROSCOE COLLEGIATE ISD,177,NOLAN,14,N,N,Meets Requirements,ASVAB Alternative Test Offered
177902,SWEETWATER ISD,177,NOLAN,14,N,N,Meets Requirements, 
177903,BLACKWELL CISD,177,NOLAN,14,N,N,Meets Requirements, 
177905,HIGHLAND ISD,177,NOLAN,14,N,N,Meets Requirements, 
178801,DR M L GARZA-GONZALEZ CHARTER SCHO,178,NUECES,2,Y,N,Meets Requirements, 
178807,CORPUS CHRISTI MONTESSORI SCHOOL,178,NUECES,2,Y,N,Meets Requirements, 
178808,SEASHORE CHARTER SCHOOLS,178,NUECES,2,Y,N,Meets Requirements, 
178901,AGUA DULCE ISD,178,NUECES,2,N,N,Meets Requirements, 
178902,BISHOP CISD,178,NUECES,2,N,N,Meets Requirements, 
178903,CALALLEN ISD,178,NUECES,2,N,N,Meets Requirements, 
178904,CORPUS CHRISTI ISD,178,NUECES,2,N,N,Needs Intervention, 
178905,DRISCOLL ISD,178,NUECES,2,N,N,Meets Requirements, 
178906,LONDON ISD,178,NUECES,2,N,N,Meets Requirements, 
178908,PORT ARANSAS ISD,178,NUECES,2,N,N,Meets Requirements, 
178909,ROBSTOWN ISD,178,NUECES,2,N,N,Needs Assistance, 
178912,TULOSO-MIDWAY ISD,178,NUECES,2,N,N,Meets Requirements, 
178913,BANQUETE ISD,178,NUECES,2,N,N,Meets Requirements,ASVAB Test not Offered
178914,FLOUR BLUFF ISD,178,NUECES,2,N,N,Needs Intervention, 
178915,WEST OSO ISD,178,NUECES,2,N,N,Meets Requirements, 
179901,PERRYTON ISD,179,OCHILTREE,16,N,N,Meets Requirements, 
180901,BOYS RANCH ISD,180,OLDHAM,16,N,N,Meets Requirements, 
180902,VEGA ISD,180,OLDHAM,16,N,N,Meets Requirements, 
180903,ADRIAN ISD,180,OLDHAM,16,N,N,Meets Requirements, 
180904,WILDORADO ISD,180,OLDHAM,16,N,N,Meets Requirements, 
181901,BRIDGE CITY ISD,181,ORANGE,5,N,N,Meets Requirements, 
181905,ORANGEFIELD ISD,181,ORANGE,5,N,N,Meets Requirements, 
181906,WEST ORANGE-COVE CISD,181,ORANGE,5,N,N,Needs Intervention, 
181907,VIDOR ISD,181,ORANGE,5,N,N,Needs Intervention, 
181908,LITTLE CYPRESS-MAURICEVILLE CISD,181,ORANGE,5,N,N,Needs Assistance, 
182901,GORDON ISD,182,PALO PINTO,11,N,N,Meets Requirements, 
182902,GRAFORD ISD,182,PALO PINTO,11,N,N,Meets Requirements, 
182903,MINERAL WELLS ISD,182,PALO PINTO,11,N,N,Needs Substantial Intervention, 
182904,SANTO ISD,182,PALO PINTO,11,N,N,Meets Requirements, 
182905,STRAWN ISD,182,PALO PINTO,11,N,N,Meets Requirements, 
182906,PALO PINTO ISD,182,PALO PINTO,11,N,N,Meets Requirements, 
183801,PANOLA CHARTER SCHOOL,183,PANOLA,7,Y,N,Meets Requirements, 
183901,BECKVILLE ISD,183,PANOLA,7,N,N,Meets Requirements, 
183902,CARTHAGE ISD,183,PANOLA,7,N,N,Meets Requirements, 
183904,GARY ISD,183,PANOLA,7,N,N,Meets Requirements, 
184801,CROSSTIMBERS ACADEMY,184,PARKER,11,Y,Y,Meets Requirements, 
184901,POOLVILLE ISD,184,PARKER,11,N,N,Meets Requirements, 
184902,SPRINGTOWN ISD,184,PARKER,11,N,N,Meets Requirements, 
184903,WEATHERFORD ISD,184,PARKER,11,N,N,Needs Assistance, 
184904,MILLSAP ISD,184,PARKER,11,N,N,Meets Requirements, 
184907,ALEDO ISD,184,PARKER,11,N,N,Meets Requirements, 
184908,PEASTER ISD,184,PARKER,11,N,N,Meets Requirements, 
184909,BROCK ISD,184,PARKER,11,N,N,Meets Requirements, 
184911,GARNER ISD,184,PARKER,11,N,N,Meets Requirements, 
185901,BOVINA ISD,185,PARMER,16,N,N,Meets Requirements, 
185902,FARWELL ISD,185,PARMER,16,N,N,Meets Requirements, 
185903,FRIONA ISD,185,PARMER,16,N,N,Meets Requirements, 
185904,LAZBUDDIE ISD,185,PARMER,16,N,N,Meets Requirements, 
186901,BUENA VISTA ISD,186,PECOS,18,N,N,Meets Requirements, 
186902,FORT STOCKTON ISD,186,PECOS,18,N,N,Meets Requirements, 
186903,IRAAN-SHEFFIELD ISD,186,PECOS,18,N,N,Meets Requirements, 
187901,BIG SANDY ISD,187,POLK,6,N,N,Meets Requirements, 
187903,GOODRICH ISD,187,POLK,6,N,N,Meets Requirements, 
187904,CORRIGAN-CAMDEN ISD,187,POLK,6,N,N,Needs Assistance, 
187906,LEGGETT ISD,187,POLK,6,N,N,Meets Requirements, 
187907,LIVINGSTON ISD,187,POLK,6,N,N,Needs Assistance, 
187910,ONALASKA ISD,187,POLK,6,N,N,Meets Requirements, 
188901,AMARILLO ISD,188,POTTER,16,N,N,Needs Intervention, 
188902,RIVER ROAD ISD,188,POTTER,16,N,N,Meets Requirements, 
188903,HIGHLAND PARK ISD,188,POTTER,16,N,N,Meets Requirements, 
188904,BUSHLAND ISD,188,POTTER,16,N,N,Meets Requirements, 
189901,MARFA ISD,189,PRESIDIO,18,N,N,Meets Requirements, 
189902,PRESIDIO ISD,189,PRESIDIO,18,N,N,Meets Requirements, 
190903,RAINS ISD,190,RAINS,7,N,N,Needs Intervention, 
191901,CANYON ISD,191,RANDALL,16,N,N,Needs Assistance, 
192901,REAGAN COUNTY ISD,192,REAGAN,18,N,N,Meets Requirements, 
193801,BIG SPRINGS CHARTER SCHOOL,193,REAL,20,Y,Y,Meets Requirements, 
193902,LEAKEY ISD,193,REAL,20,N,N,Meets Requirements, 
194902,AVERY ISD,194,RED RIVER,8,N,N,Meets Requirements, 
194903,RIVERCREST ISD,194,RED RIVER,8,N,N,Meets Requirements, 
194904,CLARKSVILLE ISD,194,RED RIVER,8,N,N,Needs Assistance, 
194905,DETROIT ISD,194,RED RIVER,8,N,N,Meets Requirements, 
195901,PECOS-BARSTOW-TOYAH ISD,195,REEVES,18,N,N,Meets Requirements, 
195902,BALMORHEA ISD,195,REEVES,18,N,N,Meets Requirements, 
196901,AUSTWELL-TIVOLI ISD,196,REFUGIO,3,N,N,Meets Requirements, 
196902,WOODSBORO ISD,196,REFUGIO,3,N,N,Meets Requirements, 
196903,REFUGIO ISD,196,REFUGIO,3,N,N,Needs Assistance, 
197902,MIAMI ISD,197,ROBERTS,16,N,N,Meets Requirements, 
198901,BREMOND ISD,198,ROBERTSON,6,N,N,Meets Requirements, 
198902,CALVERT ISD,198,ROBERTSON,6,N,N,Meets Requirements, 
198903,FRANKLIN ISD,198,ROBERTSON,6,N,N,Meets Requirements, 
198905,HEARNE ISD,198,ROBERTSON,6,N,N,Needs Assistance, 
198906,MUMFORD ISD,198,ROBERTSON,6,N,N,Meets Requirements, 
199901,ROCKWALL ISD,199,ROCKWALL,10,N,N,Needs Assistance, 
199902,ROYSE CITY ISD,199,ROCKWALL,10,N,N,Meets Requirements, 
200901,BALLINGER ISD,200,RUNNELS,15,N,N,Meets Requirements, 
200902,MILES ISD,200,RUNNELS,15,N,N,Meets Requirements, 
200904,WINTERS ISD,200,RUNNELS,15,N,N,Meets Requirements, 
200906,OLFEN ISD,200,RUNNELS,15,N,N,Meets Requirements, 
201902,HENDERSON ISD,201,RUSK,7,N,N,Needs Assistance, 
201903,LANEVILLE ISD,201,RUSK,7,N,N,Meets Requirements, 
201904,LEVERETTS CHAPEL ISD,201,RUSK,7,N,N,Meets Requirements, 
201907,MOUNT ENTERPRISE ISD,201,RUSK,7,N,N,Meets Requirements, 
201908,OVERTON ISD,201,RUSK,7,N,N,Meets Requirements, 
201910,TATUM ISD,201,RUSK,7,N,N,Meets Requirements, 
201913,CARLISLE ISD,201,RUSK,7,N,N,Meets Requirements, 
201914,WEST RUSK COUNTY CONSOLIDATED ISD,201,RUSK,7,N,N,Meets Requirements, 
202903,HEMPHILL ISD,202,SABINE,7,N,N,Meets Requirements, 
202905,WEST SABINE ISD,202,SABINE,7,N,N,Meets Requirements, 
203901,SAN AUGUSTINE ISD,203,SAN AUGUSTINE,7,N,N,Meets Requirements, 
203902,BROADDUS ISD,203,SAN AUGUSTINE,7,N,N,Meets Requirements, 
204901,COLDSPRING-OAKHURST CISD,204,SAN JACINTO,6,N,N,Meets Requirements, 
204904,SHEPHERD ISD,204,SAN JACINTO,6,N,N,Meets Requirements, 
205901,ARANSAS PASS ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205902,GREGORY-PORTLAND ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205903,INGLESIDE ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205904,MATHIS ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205905,ODEM-EDROY ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205906,SINTON ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
205907,TAFT ISD,205,SAN PATRICIO,2,N,N,Meets Requirements, 
206901,SAN SABA ISD,206,SAN SABA,15,N,N,Meets Requirements, 
206902,RICHLAND SPRINGS ISD,206,SAN SABA,15,N,N,Meets Requirements, 
206903,CHEROKEE ISD,206,SAN SABA,15,N,N,Meets Requirements, 
207901,SCHLEICHER ISD,207,SCHLEICHER,15,N,N,Meets Requirements, 
208901,HERMLEIGH ISD,208,SCURRY,14,N,N,Meets Requirements, 
208902,SNYDER ISD,208,SCURRY,14,N,N,Meets Requirements, 
208903,IRA ISD,208,SCURRY,14,N,N,Meets Requirements, 
209901,ALBANY ISD,209,SHACKELFORD,14,N,N,Meets Requirements, 
209902,MORAN ISD,209,SHACKELFORD,14,N,N,Meets Requirements, 
210901,CENTER ISD,210,SHELBY,7,N,N,Meets Requirements, 
210902,JOAQUIN ISD,210,SHELBY,7,N,N,Meets Requirements, 
210903,SHELBYVILLE ISD,210,SHELBY,7,N,N,Meets Requirements, 
210904,TENAHA ISD,210,SHELBY,7,N,N,Meets Requirements, 
210905,TIMPSON ISD,210,SHELBY,7,N,N,Meets Requirements, 
210906,EXCELSIOR ISD,210,SHELBY,7,N,N,Meets Requirements, 
211901,TEXHOMA ISD,211,SHERMAN,16,N,N,Meets Requirements, 
211902,STRATFORD ISD,211,SHERMAN,16,N,N,Meets Requirements, 
212801,CUMBERLAND ACADEMY,212,SMITH,7,Y,N,Meets Requirements, 
212804,UT TYLER UNIVERSITY ACADEMY,212,SMITH,7,Y,N,Meets Requirements, 
212901,ARP ISD,212,SMITH,7,N,N,Meets Requirements, 
212902,BULLARD ISD,212,SMITH,7,N,N,Meets Requirements, 
212903,LINDALE ISD,212,SMITH,7,N,N,Meets Requirements, 
212904,TROUP ISD,212,SMITH,7,N,N,Meets Requirements, 
212905,TYLER ISD,212,SMITH,7,N,N,Needs Assistance, 
212906,WHITEHOUSE ISD,212,SMITH,7,N,N,Needs Assistance, 
212909,CHAPEL HILL ISD,212,SMITH,7,N,N,Needs Assistance, 
212910,WINONA ISD,212,SMITH,7,N,N,Meets Requirements, 
213801,BRAZOS RIVER CHARTER SCHOOL,213,SOMERVELL,11,Y,Y,Meets Requirements, 
213901,GLEN ROSE ISD,213,SOMERVELL,11,N,N,Meets Requirements, 
214901,RIO GRANDE CITY CISD,214,STARR,1,N,N,Meets Requirements, 
214902,SAN ISIDRO ISD,214,STARR,1,N,N,Meets Requirements, 
214903,ROMA ISD,214,STARR,1,N,N,Needs Assistance, 
215901,BRECKENRIDGE ISD,215,STEPHENS,14,N,N,Meets Requirements, 
216901,STERLING CITY ISD,216,STERLING,15,N,N,Meets Requirements, 
217901,ASPERMONT ISD,217,STONEWALL,14,N,N,Meets Requirements, 
218901,SONORA ISD,218,SUTTON,15,N,N,Meets Requirements, 
219901,HAPPY ISD,219,SWISHER,16,N,N,Meets Requirements, 
219903,TULIA ISD,219,SWISHER,16,N,N,Meets Requirements, 
219905,KRESS ISD,219,SWISHER,16,N,N,Meets Requirements, 
220801,TREETOPS SCHOOL INTERNATIONAL,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Alternative Test Offered
220802,ARLINGTON CLASSICS ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, 
220809,FORT WORTH ACADEMY OF FINE ARTS,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Test not Offered
220810,WESTLAKE ACADEMY CHARTER SCHOOL,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Alternative Test Offered
220811,EAST FORT WORTH MONTESSORI ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, 
220814,TEXAS SCHOOL OF THE ARTS,220,TARRANT,11,Y,N,Meets Requirements, 
220815,CHAPEL HILL ACADEMY,220,TARRANT,11,Y,N,Meets Requirements, 
220817,NEWMAN INTERNATIONAL ACADEMY OF AR,220,TARRANT,11,Y,N,Meets Requirements, 
220819,HIGH POINT ACADEMY,220,TARRANT,11,Y,N,Meets Requirements,ASVAB Test not Offered
220901,ARLINGTON ISD,220,TARRANT,11,N,N,Needs Assistance, 
220902,BIRDVILLE ISD,220,TARRANT,11,N,N,Needs Intervention, 
220904,EVERMAN ISD,220,TARRANT,11,N,N,Needs Intervention, 
220905,FORT WORTH ISD,220,TARRANT,11,N,N,Needs Assistance, 
220906,GRAPEVINE-COLLEYVILLE ISD,220,TARRANT,11,N,N,Meets Requirements, 
220907,KELLER ISD,220,TARRANT,11,N,N,Meets Requirements, 
220908,MANSFIELD ISD,220,TARRANT,11,N,N,Needs Intervention, 
