DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,OUTCOME,ASVAB_STATUS,DISTNAME_CLEAN
107901,ATHENS ISD,107,HENDERSON,10,N,N,Meets Requirements, ,Athens ISD
107902,BROWNSBORO ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Brownsboro ISD
107904,CROSS ROADS ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Cross Roads ISD
107905,EUSTACE ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Eustace ISD
107906,MALAKOFF ISD,107,HENDERSON,7,N,N,Needs Assistance, ,Malakoff ISD
107907,TRINIDAD ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Trinidad ISD
107908,MURCHISON ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Murchison ISD
107910,LAPOYNOR ISD,107,HENDERSON,7,N,N,Meets Requirements, ,Lapoynor ISD
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,108,HIDALGO,1,Y,N,Meets Requirements, ,Horizon Montessori Public Schools
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GR,108,HIDALGO,1,Y,Y,Meets Requirements, ,Triumph Public High Schools-Rio Gr
108807,IDEA PUBLIC SCHOOLS,108,HIDALGO,1,Y,N,Meets Requirements, ,Idea Public Schools
108808,VANGUARD ACADEMY,108,HIDALGO,1,Y,N,Meets Requirements, ,Vanguard Academy
108809,EXCELLENCE IN LEADERSHIP ACADEMY,108,HIDALGO,1,Y,N,Meets Requirements, ,Excellence In Leadership Academy
108902,DONNA ISD,108,HIDALGO,1,N,N,Needs Substantial Intervention, ,Donna ISD
108903,EDCOUCH-ELSA ISD,108,HIDALGO,1,N,N,Needs Assistance, ,Edcouch-Elsa ISD
108904,EDINBURG CISD,108,HIDALGO,1,N,N,Needs Assistance, ,Edinburg CISD
108905,HIDALGO ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Hidalgo ISD
108906,MCALLEN ISD,108,HIDALGO,1,N,N,Needs Assistance, ,McAllen ISD
108907,MERCEDES ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Mercedes ISD
108908,MISSION CISD,108,HIDALGO,1,N,N,Needs Assistance, ,Mission CISD
108909,PHARR-SAN JUAN-ALAMO ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Pharr-San Juan-Alamo ISD
108910,PROGRESO ISD,108,HIDALGO,1,N,N,Needs Assistance, ,Progreso ISD
108911,SHARYLAND ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Sharyland ISD
108912,LA JOYA ISD,108,HIDALGO,1,N,N,Needs Substantial Intervention, ,La Joya ISD
108913,WESLACO ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Weslaco ISD
108914,LA VILLA ISD,108,HIDALGO,1,N,N,Meets Requirements, ,La Villa ISD
108915,MONTE ALTO ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Monte Alto ISD
108916,VALLEY VIEW ISD,108,HIDALGO,1,N,N,Meets Requirements, ,Valley View ISD
109901,ABBOTT ISD,109,HILL,12,N,N,Meets Requirements, ,Abbott ISD
109902,BYNUM ISD,109,HILL,12,N,N,Meets Requirements, ,Bynum ISD
109903,COVINGTON ISD,109,HILL,12,N,N,Meets Requirements, ,Covington ISD
109904,HILLSBORO ISD,109,HILL,12,N,N,Meets Requirements, ,Hillsboro ISD
109905,HUBBARD ISD,109,HILL,12,N,N,Meets Requirements, ,Hubbard ISD
109907,ITASCA ISD,109,HILL,12,N,N,Meets Requirements, ,Itasca ISD
109908,MALONE ISD,109,HILL,12,N,N,Meets Requirements, ,Malone ISD
109910,MOUNT CALM ISD,109,HILL,12,N,N,Meets Requirements, ,Mount Calm ISD
109911,WHITNEY ISD,109,HILL,12,N,N,Needs Assistance, ,Whitney ISD
109912,AQUILLA ISD,109,HILL,12,N,N,Meets Requirements, ,Aquilla ISD
109913,BLUM ISD,109,HILL,12,N,N,Meets Requirements, ,Blum ISD
109914,PENELOPE ISD,109,HILL,12,N,N,Meets Requirements, ,Penelope ISD
110901,ANTON ISD,110,HOCKLEY,17,N,N,Meets Requirements, ,Anton ISD
110902,LEVELLAND ISD,110,HOCKLEY,17,N,N,Needs Substantial Intervention, ,Levelland ISD
110905,ROPES ISD,110,HOCKLEY,17,N,N,Meets Requirements, ,Ropes ISD
110906,SMYER ISD,110,HOCKLEY,17,N,N,Meets Requirements, ,Smyer ISD
110907,SUNDOWN ISD,110,HOCKLEY,17,N,N,Meets Requirements,ASVAB Alternative Test Offered,Sundown ISD
110908,WHITHARRAL ISD,110,HOCKLEY,17,N,N,Meets Requirements, ,Whitharral ISD
111801,LAKE GRANBURY ACADEMY CHARTER SCHO,111,HOOD,11,Y,Y,Meets Requirements,ASVAB Test not Offered,Lake Granbury Academy Charter Scho
111901,GRANBURY ISD,111,HOOD,11,N,N,Needs Intervention, ,Granbury ISD
111902,LIPAN ISD,111,HOOD,11,N,N,Meets Requirements, ,Lipan ISD
111903,TOLAR ISD,111,HOOD,11,N,N,Meets Requirements, ,Tolar ISD
112901,SULPHUR SPRINGS ISD,112,HOPKINS,8,N,N,Needs Assistance, ,Sulphur Springs ISD
112905,CUMBY ISD,112,HOPKINS,8,N,N,Meets Requirements, ,Cumby ISD
112906,NORTH HOPKINS ISD,112,HOPKINS,8,N,N,Meets Requirements, ,North Hopkins ISD
112907,MILLER GROVE ISD,112,HOPKINS,8,N,N,Meets Requirements, ,Miller Grove ISD
112908,COMO-PICKTON CISD,112,HOPKINS,8,N,N,Meets Requirements, ,Como-Pickton CISD
112909,SALTILLO ISD,112,HOPKINS,8,N,N,Meets Requirements, ,Saltillo ISD
112910,SULPHUR BLUFF ISD,112,HOPKINS,8,N,N,Meets Requirements, ,Sulphur Bluff ISD
113901,CROCKETT ISD,113,HOUSTON,6,N,N,Meets Requirements, ,Crockett ISD
113902,GRAPELAND ISD,113,HOUSTON,6,N,N,Meets Requirements, ,Grapeland ISD
113903,LOVELADY ISD,113,HOUSTON,6,N,N,Meets Requirements, ,Lovelady ISD
113905,LATEXO ISD,113,HOUSTON,6,N,N,Meets Requirements, ,Latexo ISD
113906,KENNARD ISD,113,HOUSTON,6,N,N,Meets Requirements, ,Kennard ISD
114901,BIG SPRING ISD,114,HOWARD,18,N,N,Meets Requirements, ,Big Spring ISD
114902,COAHOMA ISD,114,HOWARD,18,N,N,Meets Requirements, ,Coahoma ISD
114904,FORSAN ISD,114,HOWARD,18,N,N,Meets Requirements, ,Forsan ISD
115901,FT HANCOCK ISD,115,HUDSPETH,19,N,N,Meets Requirements, ,Ft Hancock ISD
115902,SIERRA BLANCA ISD,115,HUDSPETH,19,N,N,Meets Requirements, ,Sierra Blanca ISD
115903,DELL CITY ISD,115,HUDSPETH,19,N,N,Meets Requirements, ,Dell City ISD
116901,CADDO MILLS ISD,116,HUNT,10,N,N,Meets Requirements, ,Caddo Mills ISD
116902,CELESTE ISD,116,HUNT,10,N,N,Meets Requirements, ,Celeste ISD
116903,COMMERCE ISD,116,HUNT,10,N,N,Needs Assistance, ,Commerce ISD
116905,GREENVILLE ISD,116,HUNT,10,N,N,Needs Assistance, ,Greenville ISD
116906,LONE OAK ISD,116,HUNT,10,N,N,Meets Requirements, ,Lone Oak ISD
116908,QUINLAN ISD,116,HUNT,10,N,N,Needs Assistance, ,Quinlan ISD
116909,WOLFE CITY ISD,116,HUNT,10,N,N,Meets Requirements, ,Wolfe City ISD
116910,CAMPBELL ISD,116,HUNT,10,N,N,Meets Requirements, ,Campbell ISD
116915,BLAND ISD,116,HUNT,10,N,N,Meets Requirements,ASVAB Test not Offered,Bland ISD
116916,BOLES ISD,116,HUNT,10,N,N,Meets Requirements, ,Boles ISD
117901,BORGER ISD,117,HUTCHINSON,16,N,N,Needs Assistance, ,Borger ISD
117903,SANFORD-FRITCH ISD,117,HUTCHINSON,16,N,N,Meets Requirements, ,Sanford-Fritch ISD
117904,PLEMONS-STINNETT-PHILLIPS CISD,117,HUTCHINSON,16,N,N,Meets Requirements, ,Plemons-Stinnett-Phillips CISD
117907,SPRING CREEK ISD,117,HUTCHINSON,16,N,N,Meets Requirements, ,Spring Creek ISD
118902,IRION COUNTY ISD,118,IRION,15,N,N,Meets Requirements, ,Irion County ISD
119901,BRYSON ISD,119,JACK,9,N,N,Meets Requirements, ,Bryson ISD
119902,JACKSBORO ISD,119,JACK,9,N,N,Meets Requirements, ,Jacksboro ISD
119903,PERRIN-WHITT CISD,119,JACK,9,N,N,Meets Requirements, ,Perrin-Whitt CISD
120901,EDNA ISD,120,JACKSON,3,N,N,Meets Requirements, ,Edna ISD
120902,GANADO ISD,120,JACKSON,3,N,N,Meets Requirements, ,Ganado ISD
120905,INDUSTRIAL ISD,120,JACKSON,3,N,N,Meets Requirements, ,Industrial ISD
121902,BROOKELAND ISD,121,JASPER,5,N,N,Needs Assistance, ,Brookeland ISD
121903,BUNA ISD,121,JASPER,5,N,N,Meets Requirements, ,Buna ISD
121904,JASPER ISD,121,JASPER,5,N,N,Needs Intervention, ,Jasper ISD
121905,KIRBYVILLE CISD,121,JASPER,5,N,N,Needs Assistance, ,Kirbyville CISD
121906,EVADALE ISD,121,JASPER,5,N,N,Meets Requirements, ,Evadale ISD
122901,FT DAVIS ISD,122,JEFF DAVIS,18,N,N,Meets Requirements, ,Ft Davis ISD
122902,VALENTINE ISD,122,JEFF DAVIS,18,N,N,Meets Requirements, ,Valentine ISD
123803,TEKOA ACADEMY OF ACCELERATED STUDI,123,JEFFERSON,5,Y,N,Meets Requirements, ,Tekoa Academy Of Accelerated Studi
123805,EHRHART SCHOOL,123,JEFFERSON,5,Y,N,Meets Requirements, ,Ehrhart School
123807,BOB HOPE SCHOOL,123,JEFFERSON,5,Y,N,Meets Requirements, ,Bob Hope School
123905,NEDERLAND ISD,123,JEFFERSON,5,N,N,Meets Requirements, ,Nederland ISD
123907,PORT ARTHUR ISD,123,JEFFERSON,5,N,N,Needs Intervention, ,Port Arthur ISD
123908,PORT NECHES-GROVES ISD,123,JEFFERSON,5,N,N,Needs Assistance, ,Port Neches-Groves ISD
123910,BEAUMONT ISD,123,JEFFERSON,5,N,N,Needs Substantial Intervention, ,Beaumont ISD
123913,SABINE PASS ISD,123,JEFFERSON,5,N,N,Meets Requirements, ,Sabine Pass ISD
123914,HAMSHIRE-FANNETT ISD,123,JEFFERSON,5,N,N,Meets Requirements, ,Hamshire-Fannett ISD
124901,JIM HOGG COUNTY ISD,124,JIM HOGG,1,N,N,Meets Requirements, ,Jim Hogg County ISD
125901,ALICE ISD,125,JIM WELLS,2,N,N,Meets Requirements, ,Alice ISD
125902,BEN BOLT-PALITO BLANCO ISD,125,JIM WELLS,2,N,N,Meets Requirements, ,Ben Bolt-Palito Blanco ISD
125903,ORANGE GROVE ISD,125,JIM WELLS,2,N,N,Needs Assistance, ,Orange Grove ISD
125905,PREMONT ISD,125,JIM WELLS,2,N,N,Meets Requirements,ASVAB Alternative Test Offered,Premont ISD
125906,LA GLORIA ISD,125,JIM WELLS,2,N,N,Meets Requirements, ,La Gloria ISD
126801,KAUFFMAN LEADERSHIP ACADEMY,126,JOHNSON,11,Y,N,Needs Intervention,ASVAB Alternative Test Offered,Kauffman Leadership Academy
126901,ALVARADO ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Alvarado ISD
126902,BURLESON ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Burleson ISD
126903,CLEBURNE ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Cleburne ISD
126904,GRANDVIEW ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Grandview ISD
126905,JOSHUA ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Joshua ISD
126906,KEENE ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Keene ISD
126907,RIO VISTA ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Rio Vista ISD
126908,VENUS ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Venus ISD
126911,GODLEY ISD,126,JOHNSON,11,N,N,Meets Requirements, ,Godley ISD
127901,ANSON ISD,127,JONES,14,N,N,Meets Requirements, ,Anson ISD
127903,HAMLIN COLLEGIATE ISD,127,JONES,14,N,N,Meets Requirements, ,Hamlin Collegiate ISD
127904,HAWLEY ISD,127,JONES,14,N,N,Meets Requirements, ,Hawley ISD
127905,LUEDERS-AVOCA ISD,127,JONES,14,N,N,Meets Requirements, ,Lueders-Avoca ISD
127906,STAMFORD ISD,127,JONES,14,N,N,Needs Assistance, ,Stamford ISD
128901,KARNES CITY ISD,128,KARNES,3,N,N,Meets Requirements, ,Karnes City ISD
128902,KENEDY ISD,128,KARNES,3,N,N,Meets Requirements, ,Kenedy ISD
128903,RUNGE ISD,128,KARNES,3,N,N,Meets Requirements, ,Runge ISD
128904,FALLS CITY ISD,128,KARNES,20,N,N,Meets Requirements, ,Falls City ISD
129901,CRANDALL ISD,129,KAUFMAN,10,N,N,Meets Requirements, ,Crandall ISD
129902,FORNEY ISD,129,KAUFMAN,10,N,N,Meets Requirements, ,Forney ISD
129903,KAUFMAN ISD,129,KAUFMAN,10,N,N,Meets Requirements, ,Kaufman ISD
129904,KEMP ISD,129,KAUFMAN,10,N,N,Needs Intervention, ,Kemp ISD
129905,MABANK ISD,129,KAUFMAN,10,N,N,Meets Requirements, ,Mabank ISD
129906,TERRELL ISD,129,KAUFMAN,10,N,N,Needs Substantial Intervention, ,Terrell ISD
129910,SCURRY-ROSSER ISD,129,KAUFMAN,10,N,N,Meets Requirements, ,Scurry-Rosser ISD
130801,MEADOWLAND CHARTER DISTRICT,130,KENDALL,20,Y,Y,Meets Requirements,ASVAB Alternative Test Offered,Meadowland Charter District
130901,BOERNE ISD,130,KENDALL,20,N,N,Meets Requirements, ,Boerne ISD
130902,COMFORT ISD,130,KENDALL,13,N,N,Meets Requirements, ,Comfort ISD
131001,KENEDY COUNTY WIDE CSD,131,KENEDY,2,N,N,Meets Requirements, ,Kenedy County Wide CSD
132902,JAYTON-GIRARD ISD,132,KENT,17,N,N,Meets Requirements, ,Jayton-Girard ISD
133901,CENTER POINT ISD,133,KERR,20,N,N,Meets Requirements, ,Center Point ISD
133902,HUNT ISD,133,KERR,20,N,N,Meets Requirements, ,Hunt ISD
133903,KERRVILLE ISD,133,KERR,20,N,N,Meets Requirements, ,Kerrville ISD
133904,INGRAM ISD,133,KERR,20,N,N,Meets Requirements, ,Ingram ISD
133905,DIVIDE ISD,133,KERR,20,N,N,Meets Requirements, ,Divide ISD
134901,JUNCTION ISD,134,KIMBLE,15,N,N,Meets Requirements, ,Junction ISD
135001,GUTHRIE CSD,135,KING,17,N,N,Meets Requirements, ,Guthrie CSD
136901,BRACKETT ISD,136,KINNEY,20,N,N,Meets Requirements, ,Brackett ISD
137901,KINGSVILLE ISD,137,KLEBERG,2,N,N,Needs Assistance, ,Kingsville ISD
137902,RICARDO ISD,137,KLEBERG,2,N,N,Meets Requirements, ,Ricardo ISD
137903,RIVIERA ISD,137,KLEBERG,2,N,N,Meets Requirements, ,Riviera ISD
137904,SANTA GERTRUDIS ISD,137,KLEBERG,2,N,N,Meets Requirements, ,Santa Gertrudis ISD
138902,KNOX CITY-O'BRIEN CISD,138,KNOX,9,N,N,Meets Requirements,ASVAB Alternative Test Offered,Knox City-O'Brien CISD
138903,MUNDAY CISD,138,KNOX,9,N,N,Meets Requirements, ,Munday CISD
138904,BENJAMIN ISD,138,KNOX,9,N,N,Meets Requirements, ,Benjamin ISD
139905,CHISUM ISD,139,LAMAR,8,N,N,Meets Requirements, ,Chisum ISD
139909,PARIS ISD,139,LAMAR,8,N,N,Meets Requirements, ,Paris ISD
139911,NORTH LAMAR ISD,139,LAMAR,8,N,N,Meets Requirements, ,North Lamar ISD
139912,PRAIRILAND ISD,139,LAMAR,8,N,N,Meets Requirements, ,Prairiland ISD
140901,AMHERST ISD,140,LAMB,17,N,N,Meets Requirements, ,Amherst ISD
140904,LITTLEFIELD ISD,140,LAMB,17,N,N,Meets Requirements, ,Littlefield ISD
140905,OLTON ISD,140,LAMB,17,N,N,Meets Requirements, ,Olton ISD
140907,SPRINGLAKE-EARTH ISD,140,LAMB,17,N,N,Meets Requirements, ,Springlake-Earth ISD
140908,SUDAN ISD,140,LAMB,17,N,N,Meets Requirements, ,Sudan ISD
141901,LAMPASAS ISD,141,LAMPASAS,12,N,N,Meets Requirements, ,Lampasas ISD
141902,LOMETA ISD,141,LAMPASAS,12,N,N,Meets Requirements, ,Lometa ISD
142901,COTULLA ISD,142,LA SALLE,20,N,N,Needs Assistance, ,Cotulla ISD
143901,HALLETTSVILLE ISD,143,LAVACA,3,N,N,Needs Assistance, ,Hallettsville ISD
143902,MOULTON ISD,143,LAVACA,3,N,N,Meets Requirements, ,Moulton ISD
143903,SHINER ISD,143,LAVACA,3,N,N,Meets Requirements, ,Shiner ISD
143904,VYSEHRAD ISD,143,LAVACA,3,N,N,Meets Requirements, ,Vysehrad ISD
143905,SWEET HOME ISD,143,LAVACA,3,N,N,Meets Requirements, ,Sweet Home ISD
143906,EZZELL ISD,143,LAVACA,3,N,N,Meets Requirements, ,Ezzell ISD
144901,GIDDINGS ISD,144,LEE,13,N,N,Meets Requirements, ,Giddings ISD
144902,LEXINGTON ISD,144,LEE,13,N,N,Meets Requirements, ,Lexington ISD
144903,DIME BOX ISD,144,LEE,13,N,N,Needs Assistance, ,Dime Box ISD
145901,BUFFALO ISD,145,LEON,6,N,N,Meets Requirements, ,Buffalo ISD
145902,CENTERVILLE ISD,145,LEON,6,N,N,Meets Requirements, ,Centerville ISD
145906,NORMANGEE ISD,145,LEON,6,N,N,Meets Requirements, ,Normangee ISD
145907,OAKWOOD ISD,145,LEON,6,N,N,Meets Requirements, ,Oakwood ISD
145911,LEON ISD,145,LEON,6,N,N,Meets Requirements, ,Leon ISD
146901,CLEVELAND ISD,146,LIBERTY,4,N,N,Needs Assistance, ,Cleveland ISD
146902,DAYTON ISD,146,LIBERTY,4,N,N,Needs Assistance, ,Dayton ISD
146903,DEVERS ISD,146,LIBERTY,4,N,N,Meets Requirements, ,Devers ISD
146904,HARDIN ISD,146,LIBERTY,4,N,N,Meets Requirements, ,Hardin ISD
146905,HULL-DAISETTA ISD,146,LIBERTY,5,N,N,Meets Requirements, ,Hull-Daisetta ISD
146906,LIBERTY ISD,146,LIBERTY,5,N,N,Needs Assistance, ,Liberty ISD
146907,TARKINGTON ISD,146,LIBERTY,4,N,N,Meets Requirements, ,Tarkington ISD
147901,COOLIDGE ISD,147,LIMESTONE,12,N,N,Meets Requirements, ,Coolidge ISD
147902,GROESBECK ISD,147,LIMESTONE,12,N,N,Meets Requirements, ,Groesbeck ISD
147903,MEXIA ISD,147,LIMESTONE,12,N,N,Meets Requirements, ,Mexia ISD
148901,BOOKER ISD,148,LIPSCOMB,16,N,N,Meets Requirements, ,Booker ISD
148902,FOLLETT ISD,148,LIPSCOMB,16,N,N,Meets Requirements, ,Follett ISD
148903,HIGGINS ISD,148,LIPSCOMB,16,N,N,Meets Requirements, ,Higgins ISD
148905,DARROUZETT ISD,148,LIPSCOMB,16,N,N,Meets Requirements, ,Darrouzett ISD
149901,GEORGE WEST ISD,149,LIVE OAK,2,N,N,Meets Requirements, ,George West ISD
149902,THREE RIVERS ISD,149,LIVE OAK,2,N,N,Meets Requirements, ,Three Rivers ISD
150901,LLANO ISD,150,LLANO,13,N,N,Needs Assistance, ,Llano ISD
152802,RISE ACADEMY,152,LUBBOCK,17,Y,N,Meets Requirements, ,Rise Academy
152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOC,152,LUBBOCK,17,Y,Y,Meets Requirements, ,Triumph Public High Schools-Lubboc
152806,BETTY M CONDRA SCHOOL FOR EDUCATIO,152,LUBBOCK,17,Y,N,Meets Requirements, ,Betty M Condra School For Educatio
152901,LUBBOCK ISD,152,LUBBOCK,17,N,N,Needs Assistance, ,Lubbock ISD
152902,NEW DEAL ISD,152,LUBBOCK,17,N,N,Needs Assistance, ,New Deal ISD
152903,SLATON ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Slaton ISD
152906,LUBBOCK-COOPER ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Lubbock-Cooper ISD
152907,FRENSHIP ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Frenship ISD
152908,ROOSEVELT ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Roosevelt ISD
152909,SHALLOWATER ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Shallowater ISD
152910,IDALOU ISD,152,LUBBOCK,17,N,N,Meets Requirements, ,Idalou ISD
153903,O'DONNELL ISD,153,LYNN,17,N,N,Meets Requirements, ,O'Donnell ISD
153904,TAHOKA ISD,153,LYNN,17,N,N,Needs Assistance, ,Tahoka ISD
153905,NEW HOME ISD,153,LYNN,17,N,N,Meets Requirements, ,New Home ISD
153907,WILSON ISD,153,LYNN,17,N,N,Meets Requirements,ASVAB Test not Offered,Wilson ISD
154901,MADISONVILLE CISD,154,MADISON,6,N,N,Meets Requirements, ,Madisonville CISD
154903,NORTH ZULCH ISD,154,MADISON,6,N,N,Meets Requirements, ,North Zulch ISD
155901,JEFFERSON ISD,155,MARION,8,N,N,Meets Requirements, ,Jefferson ISD
156902,STANTON ISD,156,MARTIN,18,N,N,Meets Requirements, ,Stanton ISD
156905,GRADY ISD,156,MARTIN,18,N,N,Meets Requirements, ,Grady ISD
157901,MASON ISD,157,MASON,15,N,N,Meets Requirements, ,Mason ISD
158901,BAY CITY ISD,158,MATAGORDA,3,N,N,Needs Assistance, ,Bay City ISD
158902,TIDEHAVEN ISD,158,MATAGORDA,3,N,N,Meets Requirements, ,Tidehaven ISD
158904,MATAGORDA ISD,158,MATAGORDA,3,N,N,Meets Requirements, ,Matagorda ISD
158905,PALACIOS ISD,158,MATAGORDA,3,N,N,Meets Requirements, ,Palacios ISD
158906,VAN VLECK ISD,158,MATAGORDA,3,N,N,Needs Assistance, ,Van Vleck ISD
159901,EAGLE PASS ISD,159,MAVERICK,20,N,N,Needs Assistance, ,Eagle Pass ISD
160901,BRADY ISD,160,MCCULLOCH,15,N,N,Needs Assistance, ,Brady ISD
160904,ROCHELLE ISD,160,MCCULLOCH,15,N,N,Meets Requirements, ,Rochelle ISD
160905,LOHN ISD,160,MCCULLOCH,15,N,N,Meets Requirements, ,Lohn ISD
161801,WACO CHARTER SCHOOL,161,MCLENNAN,12,Y,N,Meets Requirements, ,Waco Charter School
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,161,MCLENNAN,12,Y,N,Meets Requirements, ,Rapoport Academy Public School
161807,HARMONY SCIENCE ACAD (WACO),161,MCLENNAN,12,Y,N,Meets Requirements, ,Harmony Science Acad (Waco)
161901,CRAWFORD ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Crawford ISD
161903,MIDWAY ISD,161,MCLENNAN,12,N,N,Needs Assistance, ,Midway ISD
161906,LA VEGA ISD,161,MCLENNAN,12,N,N,Needs Assistance, ,La Vega ISD
161907,LORENA ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Lorena ISD
161908,MART ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Mart ISD
161909,MCGREGOR ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,McGregor ISD
161910,MOODY ISD,161,MCLENNAN,12,N,N,Needs Assistance, ,Moody ISD
161912,RIESEL ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Riesel ISD
161914,WACO ISD,161,MCLENNAN,12,N,N,Needs Substantial Intervention, ,Waco ISD
161916,WEST ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,West ISD
161918,AXTELL ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Axtell ISD
161919,BRUCEVILLE-EDDY ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Bruceville-Eddy ISD
161920,CHINA SPRING ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,China Spring ISD
161921,CONNALLY ISD,161,MCLENNAN,12,N,N,Needs Assistance, ,Connally ISD
161922,ROBINSON ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Robinson ISD
161923,BOSQUEVILLE ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Bosqueville ISD
161924,HALLSBURG ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Hallsburg ISD
161925,GHOLSON ISD,161,MCLENNAN,12,N,N,Meets Requirements, ,Gholson ISD
162904,MCMULLEN COUNTY ISD,162,MCMULLEN,2,N,N,Meets Requirements, ,McMullen County ISD
163901,DEVINE ISD,163,MEDINA,20,N,N,Meets Requirements, ,Devine ISD
163902,D'HANIS ISD,163,MEDINA,20,N,N,Meets Requirements, ,D'Hanis ISD
163903,NATALIA ISD,163,MEDINA,20,N,N,Meets Requirements, ,Natalia ISD
163904,HONDO ISD,163,MEDINA,20,N,N,Meets Requirements, ,Hondo ISD
163908,MEDINA VALLEY ISD,163,MEDINA,20,N,N,Needs Assistance, ,Medina Valley ISD
164901,MENARD ISD,164,MENARD,15,N,N,Meets Requirements, ,Menard ISD
165802,MIDLAND ACADEMY CHARTER SCHOOL,165,MIDLAND,18,Y,N,Meets Requirements, ,Midland Academy Charter School
165901,MIDLAND ISD,165,MIDLAND,18,N,N,Meets Requirements, ,Midland ISD
165902,GREENWOOD ISD,165,MIDLAND,18,N,N,Meets Requirements, ,Greenwood ISD
166901,CAMERON ISD,166,MILAM,6,N,N,Meets Requirements, ,Cameron ISD
166902,GAUSE ISD,166,MILAM,6,N,N,Meets Requirements, ,Gause ISD
166903,MILANO ISD,166,MILAM,6,N,N,Needs Assistance, ,Milano ISD
166904,ROCKDALE ISD,166,MILAM,6,N,N,Needs Substantial Intervention, ,Rockdale ISD
166905,THORNDALE ISD,166,MILAM,13,N,N,Meets Requirements, ,Thorndale ISD
166907,BUCKHOLTS ISD,166,MILAM,6,N,N,Meets Requirements, ,Buckholts ISD
167901,GOLDTHWAITE ISD,167,MILLS,12,N,N,Meets Requirements, ,Goldthwaite ISD
167902,MULLIN ISD,167,MILLS,12,N,N,Meets Requirements, ,Mullin ISD
167904,PRIDDY ISD,167,MILLS,12,N,N,Meets Requirements, ,Priddy ISD
168901,COLORADO ISD,168,MITCHELL,14,N,N,Meets Requirements, ,Colorado ISD
168902,LORAINE ISD,168,MITCHELL,14,N,N,Meets Requirements, ,Loraine ISD
168903,WESTBROOK ISD,168,MITCHELL,14,N,N,Meets Requirements, ,Westbrook ISD
169901,BOWIE ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Bowie ISD
169902,NOCONA ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Nocona ISD
169906,GOLD BURG ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Gold Burg ISD
169908,MONTAGUE ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Montague ISD
169909,PRAIRIE VALLEY ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Prairie Valley ISD
169910,FORESTBURG ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Forestburg ISD
169911,SAINT JO ISD,169,MONTAGUE,9,N,N,Meets Requirements, ,Saint Jo ISD
170801,TEXAS SERENITY ACADEMY,170,MONTGOMERY,6,Y,N,Meets Requirements, ,Texas Serenity Academy
170902,CONROE ISD,170,MONTGOMERY,6,N,N,Needs Assistance, ,Conroe ISD
170903,MONTGOMERY ISD,170,MONTGOMERY,6,N,N,Meets Requirements, ,Montgomery ISD
170904,WILLIS ISD,170,MONTGOMERY,6,N,N,Meets Requirements, ,Willis ISD
170906,MAGNOLIA ISD,170,MONTGOMERY,6,N,N,Meets Requirements, ,Magnolia ISD
170907,SPLENDORA ISD,170,MONTGOMERY,6,N,N,Meets Requirements, ,Splendora ISD
