Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
15,San Angelo,53,CROCKETT,Economically Disadvantaged,26,24,0.92,24,0.92,1,0.04,19,0.73,2,0.08,7,0.27,9,0.35,2,0.08,2,0.08
15,San Angelo,69,EDWARDS,Not Economically Disadvantaged,12,11,0.92,10,0.83,1,0.08,10,0.83,3,0.25,4,0.33,7,0.58, -   ,0,1,0.08
15,San Angelo,69,EDWARDS,Economically Disadvantaged,54,49,0.91,41,0.76,6,0.11,36,0.67,12,0.22,12,0.22,24,0.44,2,0.04,7,0.13
15,San Angelo,118,IRION,Not Economically Disadvantaged,19,19,1,19,1, -   ,0,19,1,11,0.58,5,0.26,16,0.84, -   ,0,6,0.32
15,San Angelo,118,IRION,Economically Disadvantaged,13,13,1,13,1, -   ,0,11,0.85,2,0.15,3,0.23,5,0.38, -   ,0,1,0.08
15,San Angelo,134,KIMBLE,Not Economically Disadvantaged,19,18,0.95,18,0.95,1,0.05,18,0.95,10,0.53,4,0.21,14,0.74, -   ,0,7,0.37
15,San Angelo,134,KIMBLE,Economically Disadvantaged,27,23,0.85,19,0.7,3,0.11,18,0.67,6,0.22,3,0.11,9,0.33, -   ,0,3,0.11
15,San Angelo,157,MASON,Not Economically Disadvantaged,16,16,1,16,1, -   ,0,16,1,8,0.5,4,0.25,12,0.75, -   ,0,7,0.44
15,San Angelo,157,MASON,Economically Disadvantaged,24,21,0.88,21,0.88, -   ,0,21,0.88,8,0.33,4,0.17,12,0.5, -   ,0,8,0.33
15,San Angelo,160,MCCULLOCH,Not Economically Disadvantaged,46,46,1,44,0.96,2,0.04,44,0.96,26,0.57,8,0.17,34,0.74,1,0.02,21,0.46
15,San Angelo,160,MCCULLOCH,Economically Disadvantaged,65,59,0.91,48,0.74,6,0.09,46,0.71,15,0.23,8,0.12,23,0.35, -   ,0,5,0.08
15,San Angelo,164,MENARD,Not Economically Disadvantaged,7,7,1,7,1, -   ,0,6,0.86,3,0.43,2,0.29,5,0.71, -   ,0,4,0.57
15,San Angelo,164,MENARD,Economically Disadvantaged,27,27,1,26,0.96, -   ,0,22,0.81,6,0.22,2,0.07,8,0.3, -   ,0,3,0.11
15,San Angelo,200,RUNNELS,Not Economically Disadvantaged,92,88,0.96,85,0.92,2,0.02,80,0.87,37,0.4,26,0.28,63,0.68,3,0.03,38,0.41
15,San Angelo,200,RUNNELS,Economically Disadvantaged,97,87,0.9,76,0.78,11,0.11,71,0.73,18,0.19,19,0.2,37,0.38,2,0.02,14,0.14
15,San Angelo,206,SAN SABA,Not Economically Disadvantaged,37,35,0.95,35,0.95, -   ,0,32,0.86,15,0.41,11,0.3,26,0.7,1,0.03,9,0.24
15,San Angelo,206,SAN SABA,Economically Disadvantaged,60,58,0.97,56,0.93,1,0.02,45,0.75,11,0.18,10,0.17,21,0.35,1,0.02,4,0.07
15,San Angelo,207,SCHLEICHER,Not Economically Disadvantaged,22,20,0.91,19,0.86,2,0.09,20,0.91,7,0.32,7,0.32,14,0.64, -   ,0,7,0.32
15,San Angelo,207,SCHLEICHER,Economically Disadvantaged,17,16,0.94,15,0.88, -   ,0,13,0.76, -   ,0,5,0.29,5,0.29, -   ,0,1,0.06
15,San Angelo,216,STERLING,Not Economically Disadvantaged,14,14,1,14,1, -   ,0,13,0.93,4,0.29,5,0.36,9,0.64, -   ,0,4,0.29
15,San Angelo,216,STERLING,Economically Disadvantaged,13,13,1,12,0.92, -   ,0,11,0.85,1,0.08,6,0.46,7,0.54, -   ,0,1,0.08
15,San Angelo,218,SUTTON,Not Economically Disadvantaged,47,46,0.98,45,0.96, -   ,0,40,0.85,20,0.43,11,0.23,31,0.66,2,0.04,15,0.32
15,San Angelo,218,SUTTON,Economically Disadvantaged,31,28,0.9,24,0.77, -   ,0,21,0.68,5,0.16,9,0.29,14,0.45, -   ,0,3,0.1
15,San Angelo,226,TOM GREEN,Not Economically Disadvantaged,717,679,0.95,642,0.9,23,0.03,593,0.83,312,0.44,153,0.21,465,0.65,16,0.02,229,0.32
15,San Angelo,226,TOM GREEN,Economically Disadvantaged,717,636,0.89,554,0.77,102,0.14,490,0.68,112,0.16,151,0.21,263,0.37,22,0.03,54,0.08
15,San Angelo,233,VAL VERDE,Not Economically Disadvantaged,206,196,0.95,188,0.91,5,0.02,171,0.83,61,0.3,80,0.39,141,0.68,7,0.03,73,0.35
15,San Angelo,233,VAL VERDE,Economically Disadvantaged,620,556,0.9,490,0.79,75,0.12,411,0.66,66,0.11,206,0.33,272,0.44,17,0.03,92,0.15
16,Amarillo,6,ARMSTRONG,Not Economically Disadvantaged,19,19,1,19,1, -   ,0,18,0.95,8,0.42,8,0.42,16,0.84,1,0.05,7,0.37
16,Amarillo,6,ARMSTRONG,Economically Disadvantaged,14,13,0.93,13,0.93, -   ,0,13,0.93,4,0.29,6,0.43,10,0.71, -   ,0,5,0.36
16,Amarillo,23,BRISCOE,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,23,BRISCOE,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,33,CARSON,Not Economically Disadvantaged,75,73,0.97,70,0.93,1,0.01,64,0.85,31,0.41,30,0.4,61,0.81,3,0.04,36,0.48
16,Amarillo,33,CARSON,Economically Disadvantaged,33,31,0.94,27,0.82,2,0.06,24,0.73,6,0.18,9,0.27,15,0.45, -   ,0,5,0.15
16,Amarillo,35,CASTRO,Not Economically Disadvantaged,35,35,1,34,0.97,1,0.03,33,0.94,16,0.46,12,0.34,28,0.8, -   ,0,21,0.6
16,Amarillo,35,CASTRO,Economically Disadvantaged,88,84,0.95,76,0.86,7,0.08,62,0.7,19,0.22,27,0.31,46,0.52,3,0.03,14,0.16
16,Amarillo,38,CHILDRESS,Not Economically Disadvantaged,47,46,0.98,42,0.89, -   ,0,40,0.85,13,0.28,20,0.43,33,0.7,1,0.02,18,0.38
16,Amarillo,38,CHILDRESS,Economically Disadvantaged,48,47,0.98,42,0.88,2,0.04,33,0.69,2,0.04,10,0.21,12,0.25, -   ,0,4,0.08
16,Amarillo,44,COLLINGSWORTH,Not Economically Disadvantaged,26,25,0.96,25,0.96, -   ,0,25,0.96,14,0.54,4,0.15,18,0.69,1,0.04,8,0.31
16,Amarillo,44,COLLINGSWORTH,Economically Disadvantaged,36,34,0.94,32,0.89,1,0.03,25,0.69,8,0.22,8,0.22,16,0.44,2,0.06,4,0.11
16,Amarillo,56,DALLAM,Not Economically Disadvantaged,59,56,0.95,54,0.92,2,0.03,54,0.92,21,0.36,21,0.36,42,0.71,1,0.02,20,0.34
16,Amarillo,56,DALLAM,Economically Disadvantaged,76,63,0.83,59,0.78, -   ,0,49,0.64,9,0.12,14,0.18,23,0.3,1,0.01,10,0.13
16,Amarillo,59,DEAF SMITH,Not Economically Disadvantaged,79,76,0.96,75,0.95,4,0.05,66,0.84,34,0.43,24,0.3,58,0.73,4,0.05,28,0.35
16,Amarillo,59,DEAF SMITH,Economically Disadvantaged,236,221,0.94,187,0.79,28,0.12,154,0.65,29,0.12,65,0.28,94,0.4,5,0.02,34,0.14
16,Amarillo,65,DONLEY,Not Economically Disadvantaged,16,16,1,16,1, -   ,0,15,0.94,3,0.19,10,0.63,13,0.81, -   ,0,7,0.44
16,Amarillo,65,DONLEY,Economically Disadvantaged,44,43,0.98,41,0.93,1,0.02,35,0.8,7,0.16,20,0.45,27,0.61,1,0.02,8,0.18
16,Amarillo,90,GRAY,Not Economically Disadvantaged,161,152,0.94,140,0.87,12,0.07,130,0.81,43,0.27,66,0.41,109,0.68,11,0.07,51,0.32
16,Amarillo,90,GRAY,Economically Disadvantaged,127,119,0.94,96,0.76,13,0.1,81,0.64,14,0.11,44,0.35,58,0.46,10,0.08,17,0.13
16,Amarillo,96,HALL,Not Economically Disadvantaged,21,20,0.95,20,0.95, -   ,0,19,0.9,12,0.57,3,0.14,15,0.71, -   ,0,12,0.57
16,Amarillo,96,HALL,Economically Disadvantaged,40,38,0.95,38,0.95, -   ,0,32,0.8,7,0.18,13,0.33,20,0.5,2,0.05,8,0.2
16,Amarillo,98,HANSFORD,Not Economically Disadvantaged,37,37,1,36,0.97,1,0.03,35,0.95,21,0.57,6,0.16,27,0.73, -   ,0,15,0.41
16,Amarillo,98,HANSFORD,Economically Disadvantaged,57,56,0.98,57,1, -   ,0,50,0.88,9,0.16,18,0.32,27,0.47, -   ,0,9,0.16
16,Amarillo,103,HARTLEY,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,103,HARTLEY,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,106,HEMPHILL,Not Economically Disadvantaged,30,28,0.93,26,0.87,2,0.07,22,0.73,10,0.33,7,0.23,17,0.57, -   ,0,10,0.33
16,Amarillo,106,HEMPHILL,Economically Disadvantaged,19,17,0.89,14,0.74,4,0.21,12,0.63,2,0.11,3,0.16,5,0.26,1,0.05,2,0.11
16,Amarillo,117,HUTCHINSON,Not Economically Disadvantaged,181,169,0.93,160,0.88,5,0.03,146,0.81,34,0.19,80,0.44,114,0.63,6,0.03,57,0.31
16,Amarillo,117,HUTCHINSON,Economically Disadvantaged,136,120,0.88,111,0.82,6,0.04,89,0.65,3,0.02,56,0.41,59,0.43,8,0.06,14,0.1
16,Amarillo,148,LIPSCOMB,Not Economically Disadvantaged,26,23,0.88,24,0.92, -   ,0,23,0.88,7,0.27,5,0.19,12,0.46, -   ,0,6,0.23
16,Amarillo,148,LIPSCOMB,Economically Disadvantaged,36,34,0.94,33,0.92, -   ,0,29,0.81,5,0.14,10,0.28,15,0.42, -   ,0,4,0.11
16,Amarillo,171,MOORE,Not Economically Disadvantaged,159,151,0.95,149,0.94,3,0.02,129,0.81,34,0.21,61,0.38,95,0.6,2,0.01,49,0.31
16,Amarillo,171,MOORE,Economically Disadvantaged,160,145,0.91,140,0.88,9,0.06,123,0.77,8,0.05,75,0.47,83,0.52,8,0.05,33,0.21
16,Amarillo,179,OCHILTREE,Not Economically Disadvantaged,65,62,0.95,61,0.94,3,0.05,60,0.92,14,0.22,29,0.45,43,0.66,1,0.02,18,0.28
16,Amarillo,179,OCHILTREE,Economically Disadvantaged,90,80,0.89,58,0.64,21,0.23,67,0.74,8,0.09,20,0.22,28,0.31,1,0.01,9,0.1
16,Amarillo,180,OLDHAM,Not Economically Disadvantaged,23,23,1,23,1, -   ,0,21,0.91,10,0.43,8,0.35,18,0.78, -   ,0,8,0.35
16,Amarillo,180,OLDHAM,Economically Disadvantaged,65,59,0.91,56,0.86,4,0.06,45,0.69,8,0.12,24,0.37,32,0.49,3,0.05,4,0.06
16,Amarillo,185,PARMER,Not Economically Disadvantaged,41,40,0.98,39,0.95,1,0.02,38,0.93,15,0.37,15,0.37,30,0.73, -   ,0,22,0.54
16,Amarillo,185,PARMER,Economically Disadvantaged,142,135,0.95,124,0.87,2,0.01,106,0.75,28,0.2,55,0.39,83,0.58,4,0.03,38,0.27
16,Amarillo,188,POTTER,Not Economically Disadvantaged,1145,1104,0.96,1049,0.92,40,0.03,986,0.86,285,0.25,533,0.47,818,0.71,51,0.04,406,0.35
16,Amarillo,188,POTTER,Economically Disadvantaged,1294,1212,0.94,998,0.77,162,0.13,878,0.68,82,0.06,491,0.38,573,0.44,55,0.04,115,0.09
16,Amarillo,191,RANDALL,Not Economically Disadvantaged,527,503,0.95,486,0.92,8,0.02,440,0.83,170,0.32,213,0.4,383,0.73,25,0.05,198,0.38
16,Amarillo,191,RANDALL,Economically Disadvantaged,146,137,0.94,126,0.86,3,0.02,104,0.71,19,0.13,50,0.34,69,0.47,7,0.05,19,0.13
16,Amarillo,197,ROBERTS,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,197,ROBERTS,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
16,Amarillo,211,SHERMAN,Not Economically Disadvantaged,28,27,0.96,26,0.93, -   ,0,15,0.54,8,0.29,4,0.14,12,0.43,2,0.07,7,0.25
16,Amarillo,211,SHERMAN,Economically Disadvantaged,32,29,0.91,27,0.84,1,0.03,26,0.81,2,0.06,9,0.28,11,0.34,1,0.03,4,0.13
16,Amarillo,219,SWISHER,Not Economically Disadvantaged,32,31,0.97,29,0.91,1,0.03,30,0.94,13,0.41,8,0.25,21,0.66,1,0.03,9,0.28
16,Amarillo,219,SWISHER,Economically Disadvantaged,67,63,0.94,63,0.94,2,0.03,55,0.82,14,0.21,15,0.22,29,0.43,1,0.01,10,0.15
16,Amarillo,242,WHEELER,Not Economically Disadvantaged,47,44,0.94,42,0.89,2,0.04,39,0.83,11,0.23,18,0.38,29,0.62, -   ,0,11,0.23
16,Amarillo,242,WHEELER,Economically Disadvantaged,34,31,0.91,27,0.79,2,0.06,24,0.71,6,0.18,7,0.21,13,0.38, -   ,0,2,0.06
17,Lubbock,9,BAILEY,Not Economically Disadvantaged,25,24,0.96,24,0.96, -   ,0,24,0.96,10,0.4,6,0.24,16,0.64,1,0.04,9,0.36
17,Lubbock,9,BAILEY,Economically Disadvantaged,69,65,0.94,58,0.84,8,0.12,53,0.77,9,0.13,15,0.22,24,0.35,1,0.01,11,0.16
17,Lubbock,17,BORDEN,Not Economically Disadvantaged,11,11,1,11,1, -   ,0,11,1,4,0.36,5,0.45,9,0.82, -   ,0,7,0.64
17,Lubbock,17,BORDEN,Economically Disadvantaged,5,5,1,5,1, -   ,0,5,1,3,0.6,2,0.4,5,1, -   ,0,4,0.8
17,Lubbock,40,COCHRAN,Not Economically Disadvantaged,15,15,1,15,1, -   ,0,15,1,4,0.27,6,0.4,10,0.67, -   ,0,7,0.47
17,Lubbock,40,COCHRAN,Economically Disadvantaged,47,44,0.94,38,0.81,3,0.06,37,0.79,3,0.06,19,0.4,22,0.47, -   ,0,9,0.19
17,Lubbock,51,COTTLE,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,51,COTTLE,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,54,CROSBY,Not Economically Disadvantaged,18,18,1,18,1, -   ,0,17,0.94,9,0.5,5,0.28,14,0.78, -   ,0,9,0.5
17,Lubbock,54,CROSBY,Economically Disadvantaged,79,77,0.97,73,0.92,3,0.04,60,0.76,7,0.09,24,0.3,31,0.39,2,0.03,11,0.14
17,Lubbock,58,DAWSON,Not Economically Disadvantaged,70,65,0.93,61,0.87,5,0.07,56,0.8,18,0.26,20,0.29,38,0.54,1,0.01,18,0.26
17,Lubbock,58,DAWSON,Economically Disadvantaged,114,103,0.9,93,0.82,13,0.11,80,0.7,5,0.04,30,0.26,35,0.31,1,0.01,8,0.07
17,Lubbock,63,DICKENS,Not Economically Disadvantaged,11,11,1,11,1, -   ,0,11,1,4,0.36,5,0.45,9,0.82, -   ,0,4,0.36
17,Lubbock,63,DICKENS,Economically Disadvantaged,19,19,1,19,1, -   ,0,14,0.74,2,0.11,5,0.26,7,0.37, -   ,0,3,0.16
17,Lubbock,77,FLOYD,Not Economically Disadvantaged,55,55,1,53,0.96,1,0.02,51,0.93,23,0.42,19,0.35,42,0.76,1,0.02,22,0.4
17,Lubbock,77,FLOYD,Economically Disadvantaged,72,67,0.93,59,0.82,6,0.08,46,0.64,7,0.1,21,0.29,28,0.39,1,0.01,5,0.07
17,Lubbock,83,GAINES,Not Economically Disadvantaged,107,104,0.97,103,0.96,1,0.01,96,0.9,32,0.3,27,0.25,59,0.55,1,0.01,36,0.34
17,Lubbock,83,GAINES,Economically Disadvantaged,103,95,0.92,87,0.84,2,0.02,83,0.81,8,0.08,26,0.25,34,0.33,1,0.01,13,0.13
17,Lubbock,85,GARZA,Not Economically Disadvantaged,40,39,0.98,39,0.98, -   ,0,36,0.9,14,0.35,17,0.43,31,0.78,1,0.03,12,0.3
17,Lubbock,85,GARZA,Economically Disadvantaged,50,48,0.96,45,0.9,3,0.06,37,0.74,8,0.16,12,0.24,20,0.4, -   ,0,4,0.08
17,Lubbock,95,HALE,Not Economically Disadvantaged,252,241,0.96,210,0.83,25,0.1,209,0.83,89,0.35,82,0.33,171,0.68,5,0.02,89,0.35
17,Lubbock,95,HALE,Economically Disadvantaged,350,329,0.94,273,0.78,44,0.13,234,0.67,50,0.14,83,0.24,133,0.38,12,0.03,32,0.09
17,Lubbock,110,HOCKLEY,Not Economically Disadvantaged,160,155,0.97,146,0.91,6,0.04,139,0.87,32,0.2,88,0.55,120,0.75,4,0.03,63,0.39
17,Lubbock,110,HOCKLEY,Economically Disadvantaged,207,202,0.98,172,0.83,20,0.1,154,0.74,10,0.05,86,0.42,96,0.46,1,0,23,0.11
17,Lubbock,132,KENT,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,132,KENT,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,135,KING,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,135,KING,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,140,LAMB,Not Economically Disadvantaged,86,85,0.99,80,0.93,4,0.05,78,0.91,27,0.31,33,0.38,60,0.7,1,0.01,31,0.36
17,Lubbock,140,LAMB,Economically Disadvantaged,168,161,0.96,134,0.8,15,0.09,113,0.67,14,0.08,51,0.3,65,0.39,3,0.02,22,0.13
17,Lubbock,152,LUBBOCK,Not Economically Disadvantaged,1524,1477,0.97,1391,0.91,45,0.03,1302,0.85,497,0.33,547,0.36,1044,0.69,49,0.03,503,0.33
17,Lubbock,152,LUBBOCK,Economically Disadvantaged,1661,1544,0.93,1345,0.81,153,0.09,1095,0.66,152,0.09,437,0.26,589,0.35,42,0.03,109,0.07
17,Lubbock,153,LYNN,Not Economically Disadvantaged,35,35,1,35,1, -   ,0,32,0.91,14,0.4,14,0.4,28,0.8,2,0.06,14,0.4
17,Lubbock,153,LYNN,Economically Disadvantaged,86,76,0.88,70,0.81,9,0.1,65,0.76,6,0.07,17,0.2,23,0.27,2,0.02,4,0.05
17,Lubbock,173,MOTLEY,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
17,Lubbock,223,TERRY,Not Economically Disadvantaged,54,53,0.98,51,0.94,2,0.04,48,0.89,20,0.37,23,0.43,43,0.8,2,0.04,17,0.31
17,Lubbock,223,TERRY,Economically Disadvantaged,117,110,0.94,101,0.86,11,0.09,83,0.71,8,0.07,32,0.27,40,0.34, -   ,0,10,0.09
17,Lubbock,251,YOAKUM,Not Economically Disadvantaged,60,60,1,57,0.95,1,0.02,56,0.93,19,0.32,22,0.37,41,0.68, -   ,0,26,0.43
17,Lubbock,251,YOAKUM,Economically Disadvantaged,63,58,0.92,56,0.89,1,0.02,50,0.79,7,0.11,19,0.3,26,0.41, -   ,0,12,0.19
18,Midland,2,ANDREWS,Not Economically Disadvantaged,126,122,0.97,113,0.9,7,0.06,106,0.84,22,0.17,37,0.29,59,0.47,2,0.02,22,0.17
18,Midland,2,ANDREWS,Economically Disadvantaged,85,83,0.98,70,0.82,11,0.13,59,0.69,4,0.05,25,0.29,29,0.34,1,0.01,7,0.08
18,Midland,22,BREWSTER,Not Economically Disadvantaged,32,30,0.94,26,0.81,1,0.03,24,0.75,16,0.5,4,0.13,20,0.63,1,0.03,6,0.19
18,Midland,22,BREWSTER,Economically Disadvantaged,51,47,0.92,42,0.82,2,0.04,38,0.75,16,0.31,10,0.2,26,0.51,2,0.04,8,0.16
18,Midland,52,CRANE,Not Economically Disadvantaged,36,36,1,35,0.97,1,0.03,31,0.86,14,0.39,16,0.44,30,0.83,2,0.06,14,0.39
18,Midland,52,CRANE,Economically Disadvantaged,35,32,0.91,25,0.71,9,0.26,24,0.69,4,0.11,7,0.2,11,0.31, -   ,0,4,0.11
18,Midland,55,CULBERSON,Not Economically Disadvantaged,8,8,1,8,1, -   ,0,8,1,5,0.63,1,0.13,6,0.75, -   ,0,2,0.25
18,Midland,55,CULBERSON,Economically Disadvantaged,39,37,0.95,37,0.95, -   ,0,31,0.79,10,0.26,6,0.15,16,0.41,1,0.03,9,0.23
18,Midland,68,ECTOR,Not Economically Disadvantaged,1027,960,0.93,903,0.88,67,0.07,761,0.74,189,0.18,402,0.39,591,0.58,37,0.04,227,0.22
18,Midland,68,ECTOR,Economically Disadvantaged,1065,903,0.85,793,0.74,148,0.14,553,0.52,71,0.07,310,0.29,381,0.36,56,0.05,96,0.09
18,Midland,87,GLASSCOCK,Not Economically Disadvantaged,13,13,1,12,0.92, -   ,0,13,1,7,0.54,5,0.38,12,0.92, -   ,0,9,0.69
18,Midland,87,GLASSCOCK,Economically Disadvantaged,15,15,1,14,0.93, -   ,0,14,0.93,3,0.2,3,0.2,6,0.4, -   ,0,2,0.13
18,Midland,114,HOWARD,Not Economically Disadvantaged,186,183,0.98,173,0.93,5,0.03,152,0.82,41,0.22,85,0.46,126,0.68,8,0.04,62,0.33
18,Midland,114,HOWARD,Economically Disadvantaged,220,199,0.9,169,0.77,27,0.12,131,0.6,11,0.05,80,0.36,91,0.41,10,0.05,32,0.15
18,Midland,122,JEFF DAVIS,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,122,JEFF DAVIS,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,156,MARTIN,Not Economically Disadvantaged,36,36,1,34,0.94, -   ,0,34,0.94,9,0.25,18,0.5,27,0.75, -   ,0,15,0.42
18,Midland,156,MARTIN,Economically Disadvantaged,39,34,0.87,34,0.87,3,0.08,25,0.64,1,0.03,15,0.38,16,0.41,1,0.03,6,0.15
18,Midland,165,MIDLAND,Not Economically Disadvantaged,986,923,0.94,841,0.85,68,0.07,787,0.8,202,0.2,416,0.42,618,0.63,37,0.04,269,0.27
18,Midland,165,MIDLAND,Economically Disadvantaged,884,808,0.91,651,0.74,132,0.15,533,0.6,46,0.05,293,0.33,339,0.38,22,0.02,77,0.09
18,Midland,186,PECOS,Not Economically Disadvantaged,81,79,0.98,76,0.94,2,0.02,71,0.88,24,0.3,33,0.41,57,0.7,3,0.04,18,0.22
18,Midland,186,PECOS,Economically Disadvantaged,120,117,0.98,98,0.82,16,0.13,83,0.69,18,0.15,35,0.29,53,0.44,5,0.04,12,0.1
18,Midland,189,PRESIDIO,Not Economically Disadvantaged,26,25,0.96,24,0.92,1,0.04,21,0.81,15,0.58,4,0.15,19,0.73, -   ,0,6,0.23
18,Midland,189,PRESIDIO,Economically Disadvantaged,132,108,0.82,97,0.73,14,0.11,84,0.64,37,0.28,17,0.13,54,0.41,2,0.02,18,0.14
18,Midland,192,REAGAN,Not Economically Disadvantaged,27,27,1,26,0.96, -   ,0,24,0.89,10,0.37,6,0.22,16,0.59, -   ,0,7,0.26
18,Midland,192,REAGAN,Economically Disadvantaged,28,28,1,28,1, -   ,0,25,0.89,5,0.18,7,0.25,12,0.43, -   ,0,5,0.18
18,Midland,195,REEVES,Not Economically Disadvantaged,52,50,0.96,47,0.9,2,0.04,45,0.87,19,0.37,11,0.21,30,0.58,1,0.02,12,0.23
18,Midland,195,REEVES,Economically Disadvantaged,117,111,0.95,83,0.71,17,0.15,79,0.68,15,0.13,29,0.25,44,0.38,1,0.01,2,0.02
18,Midland,222,TERRELL,Not Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,222,TERRELL,Economically Disadvantaged, . , . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,., . ,.
18,Midland,231,UPTON,Not Economically Disadvantaged,22,21,0.95,20,0.91,1,0.05,21,0.95,6,0.27,8,0.36,14,0.64, -   ,0,6,0.27
18,Midland,231,UPTON,Economically Disadvantaged,29,28,0.97,28,0.97, -   ,0,21,0.72,4,0.14,9,0.31,13,0.45, -   ,0,4,0.14
18,Midland,238,WARD,Not Economically Disadvantaged,101,95,0.94,85,0.84,10,0.1,85,0.84,30,0.3,31,0.31,61,0.6,1,0.01,29,0.29
18,Midland,238,WARD,Economically Disadvantaged,74,74,1,56,0.76,12,0.16,57,0.77,6,0.08,15,0.2,21,0.28, -   ,0,7,0.09
18,Midland,248,WINKLER,Not Economically Disadvantaged,56,55,0.98,54,0.96,1,0.02,46,0.82,14,0.25,20,0.36,34,0.61,2,0.04,12,0.21
18,Midland,248,WINKLER,Economically Disadvantaged,66,58,0.88,58,0.88,2,0.03,49,0.74,11,0.17,23,0.35,34,0.52,2,0.03,9,0.14
19,El Paso,999,El Paso&Hudsp,Not Economically Disadvantaged,3290,3021,0.92,2630,0.8,326,0.1,2641,0.8,1090,0.33,1150,0.35,2240,0.68,128,0.04,903,0.27
19,El Paso,999,El Paso&Hudsp,Economically Disadvantaged,9690,9014,0.93,7065,0.73,1751,0.18,7013,0.72,1665,0.17,3549,0.37,5214,0.54,410,0.04,1502,0.16
20,San Antonio,7,ATASCOSA,Not Economically Disadvantaged,234,228,0.97,212,0.91,8,0.03,205,0.88,69,0.29,74,0.32,143,0.61,5,0.02,63,0.27
20,San Antonio,7,ATASCOSA,Economically Disadvantaged,440,420,0.95,349,0.79,62,0.14,316,0.72,34,0.08,117,0.27,151,0.34,5,0.01,34,0.08
20,San Antonio,10,BANDERA,Not Economically Disadvantaged,125,122,0.98,113,0.9,6,0.05,110,0.88,36,0.29,36,0.29,72,0.58,2,0.02,29,0.23
20,San Antonio,10,BANDERA,Economically Disadvantaged,93,86,0.92,69,0.74,16,0.17,65,0.7,11,0.12,23,0.25,34,0.37,5,0.05,5,0.05
20,San Antonio,15,BEXAR,Not Economically Disadvantaged,8304,7767,0.94,6701,0.81,868,0.1,6613,0.8,2517,0.3,2884,0.35,5401,0.65,349,0.04,2545,0.31
20,San Antonio,15,BEXAR,Economically Disadvantaged,13108,12195,0.93,9062,0.69,2885,0.22,8594,0.66,1472,0.11,4196,0.32,5668,0.43,465,0.04,1399,0.11
20,San Antonio,64,DIMMIT,Not Economically Disadvantaged,34,33,0.97,28,0.82,5,0.15,29,0.85,8,0.24,14,0.41,22,0.65,1,0.03,12,0.35
20,San Antonio,64,DIMMIT,Economically Disadvantaged,161,153,0.95,111,0.69,38,0.24,111,0.69,16,0.1,60,0.37,76,0.47,7,0.04,25,0.16
20,San Antonio,82,FRIO,Not Economically Disadvantaged,54,54,1,48,0.89,5,0.09,48,0.89,22,0.41,14,0.26,36,0.67,1,0.02,22,0.41
20,San Antonio,82,FRIO,Economically Disadvantaged,182,174,0.96,133,0.73,40,0.22,142,0.78,23,0.13,47,0.26,70,0.38,1,0.01,19,0.1
20,San Antonio,130,KENDALL,Not Economically Disadvantaged,454,436,0.96,419,0.92,5,0.01,411,0.91,230,0.51,130,0.29,360,0.79,20,0.04,207,0.46
20,San Antonio,130,KENDALL,Economically Disadvantaged,70,65,0.93,57,0.81,2,0.03,49,0.7,7,0.1,19,0.27,26,0.37,4,0.06,6,0.09
