COUNTY,REGION,GRDSPAN,PAIRCAMP,CAMPUS,DISTRICT,CAMPNAME,DISTNAME,CNTYNAME,GRDTYPE,CFLCHART,CFLALTED,PAIRNAME,CAD_PROGRESS,CAD_GAP,CAD_READ,CAD_MATH,CAD_SCIE,CAD_SOCI,CAD_POST,C_RATING
"'101","'04","'EE - 05"," ","'101912115","'101912","DURHAM EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","A"
"'101","'04","'EE - 05"," ","'101912116","'101912","BRIARGROVE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101912117","'101912","BRISCOE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912119","'101912","BROOKLINE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912120","'101912","BROWNING EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912121","'101912","BRUCE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912122","'101912","BURBANK EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912123","'101912","CODWELL EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101912124","'101912","BURNET EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912125","'101912","BURRUS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'PK - 05"," ","'101912127","'101912","WOODSON SCHOOL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'PK - 05"," ","'101912128","'101912","LYONS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912130","'101912","CONDIT EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","1","1"," ","1","A"
"'101","'04","'PK - KG","'101912374","'101912131","'101912","HALPIN EARLY CHILDHOOD CTR","HOUSTON ISD","HARRIS","E","N","N","TINSLEY EL"," "," "," "," "," "," "," ","C"
"'101","'04","'PK - 05"," ","'101912132","'101912","COOP EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912133","'101912","CORNELIUS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912135","'101912","CROCKETT EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912136","'101912","CUNNINGHAM EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912137","'101912","DE CHAUMES EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912138","'101912","DE ZAVALA EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","0","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912140","'101912","DOGAN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101912144","'101912","DURKEE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912147","'101912","ELIOT EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912148","'101912","ELROD EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912149","'101912","EMERSON EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912151","'101912","BELL EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101912152","'101912","FIELD EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912153","'101912","FONDREN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912154","'101912","FOSTER EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912155","'101912","FRANKLIN EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101912156","'101912","FROST EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 08"," ","'101912157","'101912","GARDEN OAKS MONTESSORI","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0","0","0","B"
"'101","'04","'PK - 05"," ","'101912158","'101912","GARDEN VILLAS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912159","'101912","GOLFCREST EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101912162","'101912","GREGG EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'101","'04","'06 - 08"," ","'101912163","'101912","SUGAR GROVE ACADEMY","HOUSTON ISD","HARRIS","M","N","N"," ","0","1","0","0","0","0","0","B"
"'101","'04","'PK - 05"," ","'101912166","'101912","HARRIS J R EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101912167","'101912","HARRIS R P EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'PK - 05"," ","'101912168","'101912","HARTSFIELD EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","1","1"," ","1","B"
"'101","'04","'EE - 05"," ","'101912169","'101912","HARVARD EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101912170","'101912","HELMS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912171","'101912","HENDERSON J EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912172","'101912","HENDERSON N EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912173","'101912","HEROD EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912174","'101912","HIGHLAND HTS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","Not Rated: Senate Bill 1365"
"'101","'04","'PK - 05"," ","'101912175","'101912","HOBBY EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912178","'101912","HORN EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912179","'101912","MCGOWEN EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912180","'101912","ISAACS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912181","'101912","JANOWSKI EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'PK - 05"," ","'101912182","'101912","JEFFERSON EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912185","'101912","KASHMERE GARDENS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912186","'101912","ROBINSON EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912187","'101912","KELSO EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912188","'101912","KENNEDY EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912189","'101912","KOLTER EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","0","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912192","'101912","LANTRIP EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'01 - 05"," ","'101912194","'101912","LEWIS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912195","'101912","LOCKHART EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912196","'101912","LONGFELLOW EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912197","'101912","LOOSCAN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912198","'101912","LOVE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912199","'101912","LOVETT EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912201","'101912","MACGREGOR EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","1","0","0"," ","1","B"
"'101","'04","'PK - 05"," ","'101912203","'101912","MADING EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912204","'101912","MEMORIAL EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912207","'101912","MONTGOMERY EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","B"
"'101","'04","'PK - 01","'101912394","'101912209","'101912","NEFF ECC","HOUSTON ISD","HARRIS","E","N","N","NEFF EL"," "," "," "," "," "," "," ","B"
"'101","'04","'EE - 05"," ","'101912210","'101912","NORTHLINE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'KG - 05"," ","'101912211","'101912","OAK FOREST EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912212","'101912","OATES EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101912213","'101912","OSBORNE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912214","'101912","PARK PLACE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912215","'101912","PARKER EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912216","'101912","PATTERSON EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101912217","'101912","PECK EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","B"
"'101","'04","'EE - 08"," ","'101912218","'101912","PILGRIM ACADEMY","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912219","'101912","PINEY POINT EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912220","'101912","PLEASANTVILLE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912221","'101912","POE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101912222","'101912","PORT HOUSTON EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912223","'101912","PUGH EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912224","'101912","RED EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912225","'101912","REYNOLDS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'EE - 05"," ","'101912227","'101912","MCNAMARA EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912228","'101912","RIVER OAKS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912229","'101912","ROBERTS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912231","'101912","ROOSEVELT EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101912232","'101912","ROSS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101912233","'101912","RUCKER EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","B"
"'101","'04","'06 - 08"," ","'101912234","'101912","BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK","HOUSTON ISD","HARRIS","M","N","N"," ","0","1","1","0","1","0","1","A"
"'101","'04","'PK - 05"," ","'101912237","'101912","SCARBOROUGH EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912239","'101912","SHEARN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'PK - 05"," ","'101912240","'101912","SHERMAN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101912241","'101912","SINCLAIR EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912242","'101912","SMITH EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912243","'101912","THOMPSON EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'101","'04","'PK - 05"," ","'101912244","'101912","SOUTHMAYD EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","1","0"," ","0","A"
"'101","'04","'PK - 05"," ","'101912245","'101912","STEVENS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912247","'101912","YOUNG EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","1","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912248","'101912","SUTTON EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","1","0"," ","0","A"
"'101","'04","'KG - 05"," ","'101912249","'101912","TRAVIS EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912251","'101912","TWAIN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","1","0","0"," ","0","A"
"'101","'04","'EE - 05"," ","'101912252","'101912","WAINWRIGHT EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","C"
"'101","'04","'PK - 05"," ","'101912253","'101912","WALNUT BEND EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912254","'101912","WESLEY EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912255","'101912","WEST UNIVERSITY EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","1","1","1"," ","1","A"
"'101","'04","'PK - 08"," ","'101912256","'101912","WHARTON K-8 DUAL LANGUAGE ACADEMY","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912257","'101912","WHIDBY EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912258","'101912","WHITTIER EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","0"," ","0","A"
"'101","'04","'PK - 08"," ","'101912259","'101912","ELLA J BAKER MONTESSORI SCHOOL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","0","0","0","A"
"'101","'04","'EE - 05"," ","'101912260","'101912","WINDSOR VILLAGE EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912262","'101912","GRISSOM EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912263","'101912","LAW EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912264","'101912","MITCHELL EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912265","'101912","PETERSEN EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","0","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912267","'101912","WHITE E EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912268","'101912","BENBROOK EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","0","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912269","'101912","SCROGGINS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912271","'101912","FOERSTER EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - 05"," ","'101912273","'101912","ASHFORD EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912274","'101912","ASKEW EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101912275","'101912","BUSH EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'PK - 05"," ","'101912276","'101912","SHADOWBRIAR EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912279","'101912","TIJERINA EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","1","B"
"'101","'04","'PK - 05"," ","'101912281","'101912","SANCHEZ EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","A"
"'101","'04","'EE - 05"," ","'101912283","'101912","GARCIA EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912285","'101912","VALLEY WEST EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","1","0"," ","1","B"
"'101","'04","'PK - 05"," ","'101912286","'101912","HERRERA EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'EE - 05"," ","'101912287","'101912","CAGE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","0","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912289","'101912","MARTINEZ C EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","B"
"'101","'04","'PK - 05"," ","'101912290","'101912","CRESPO EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912291","'101912","GALLEGOS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912292","'101912","CARRILLO EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","0","1","0"," ","1","A"
"'101","'04","'EE - 05"," ","'101912295","'101912","BENAVIDEZ EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912297","'101912","DAVILA EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'EE - 05"," ","'101912298","'101912","MARTINEZ R EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","1","1","0"," ","1","A"
"'101","'04","'PK - 05"," ","'101912299","'101912","MILNE EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'09 - 12"," ","'101912301","'101912","EASTWOOD ACADEMY","HOUSTON ISD","HARRIS","S","N","N"," ","1","0","1","1","0","1","1","A"
"'101","'04","'09 - 12"," ","'101912308","'101912","NORTH HOUSTON EARLY COLLEGE H S","HOUSTON ISD","HARRIS","S","N","N"," ","0","1","1","0","0","1","0","A"
"'101","'04","'09 - 12"," ","'101912310","'101912","HOUSTON MATH SCIENCE AND TECHNOLOGY CENTER","HOUSTON ISD","HARRIS","S","N","N"," ","0","0","0","0","0","0","0","C"
"'101","'04","'09 - 12"," ","'101912311","'101912","MOUNT CARMEL ACADEMY","HOUSTON ISD","HARRIS","S","N","N"," ","1","1","0","1","0","0","0","B"
"'101","'04","'09 - 09"," ","'101912320","'101912","HARRIS CO J J A E P","HOUSTON ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'09 - 12"," ","'101912321","'101912","ENERGIZED FOR STEM ACADEMY H S","HOUSTON ISD","HARRIS","S","N","N"," ","1","1","1","1","1","1","1","B"
"'101","'04","'09 - 12"," ","'101912322","'101912","CARNEGIE VANGUARD H S","HOUSTON ISD","HARRIS","S","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101912323","'101912","CHALLENGE EARLY COLLEGE H S","HOUSTON ISD","HARRIS","S","N","N"," ","1","1","1","1","1","1","0","A"
"'101","'04","'11 - 12"," ","'101912324","'101912","LIBERTY H S","HOUSTON ISD","HARRIS","S","N","Y"," "," "," "," "," "," "," "," ","C"
"'101","'04","'06 - 08"," ","'101912337","'101912","PIN OAK MIDDLE","HOUSTON ISD","HARRIS","M","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'06 - 08"," ","'101912338","'101912","ORTIZ MIDDLE","HOUSTON ISD","HARRIS","M","N","N"," ","1","1","0","1","1","0","1","B"
"'101","'04","'04 - 08"," ","'101912340","'101912","LAS AMERICAS","HOUSTON ISD","HARRIS","M","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'06 - 08"," ","'101912342","'101912","ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE","HOUSTON ISD","HARRIS","M","N","N"," ","1","1","1","1","0","0","1","A"
"'101","'04","'PK - 08"," ","'101912344","'101912","BRIARMEADOW CHARTER","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1","1","1","A"
"'101","'04","'09 - 12"," ","'101912345","'101912","EAST EARLY COLLEGE H S","HOUSTON ISD","HARRIS","S","N","N"," ","0","1","1","0","0","0","0","A"
"'101","'04","'09 - 12"," ","'101912348","'101912","HOUSTON ACADEMY FOR INTERNATIONAL STUDIES","HOUSTON ISD","HARRIS","S","N","N"," ","0","1","1","0","0","0","0","A"
"'101","'04","'PK - PK","'101912364","'101912350","'101912","ENERGIZED FOR EXCELLENCE ACADEMY ECC","HOUSTON ISD","HARRIS","E","N","N","ENERGIZED FOR EXCELLENCE ACADEMY EL"," "," "," "," "," "," "," ","B"
"'101","'04","'07 - 10"," ","'101912351","'101912","HARPER DAEP","HOUSTON ISD","HARRIS","S","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'PK - PK","'101912359","'101912352","'101912","FARIAS EARLY CHILDHOOD CENTER","HOUSTON ISD","HARRIS","E","N","N","MORENO EL"," "," "," "," "," "," "," ","A"
"'101","'04","'EE - 05"," ","'101912353","'101912","SCHOOL AT ST GEORGE PLACE","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","0"," ","1","A"
"'101","'04","'PK - KG","'101912248","'101912354","'101912","MISTRAL CENTER FOR EARLY CHILDHOOD","HOUSTON ISD","HARRIS","E","N","N","SUTTON EL"," "," "," "," "," "," "," ","A"
"'101","'04","'EE - KG","'101912260","'101912355","'101912","KING EARLY CHILDHOOD CTR","HOUSTON ISD","HARRIS","E","N","N","WINDSOR VILLAGE EL"," "," "," "," "," "," "," ","A"
"'101","'04","'EE - KG","'101912192","'101912357","'101912","LAURENZO EARLY CHILDHOOD CTR","HOUSTON ISD","HARRIS","E","N","N","LANTRIP EL"," "," "," "," "," "," "," ","A"
"'101","'04","'PK - 05"," ","'101912358","'101912","COOK JR EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","1","0"," ","1","B"
"'101","'04","'EE - 05"," ","'101912359","'101912","MORENO EL","HOUSTON ISD","HARRIS","E","N","N"," ","1","1","1","1","1"," ","1","A"
"'101","'04","'EE - KG","'101912194","'101912360","'101912","BELLFORT EARLY CHILDHOOD CENTER","HOUSTON ISD","HARRIS","E","N","N","LEWIS EL"," "," "," "," "," "," "," ","B"
"'101","'04","'KG - 05"," ","'101912364","'101912","ENERGIZED FOR EXCELLENCE ACADEMY EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912369","'101912","GROSS EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","B"
"'101","'04","'PK - 05"," ","'101912372","'101912","RODRIGUEZ EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","1"," ","0","B"
"'101","'04","'PK - 05"," ","'101912373","'101912","SEGUIN EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","1","0","0","0"," ","1","A"
"'101","'04","'01 - 05"," ","'101912374","'101912","TINSLEY EL","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0"," ","0","C"
"'101","'04","'EE - EE"," ","'101912380","'101912","R D S P D","HOUSTON ISD","HARRIS","E","N","N"," "," "," "," "," "," "," "," ","Not Rated"
"'101","'04","'KG - 08"," ","'101912382","'101912","REAGAN K-8 EDUCATIONAL CTR","HOUSTON ISD","HARRIS","E","N","N"," ","0","0","0","0","0","0","0","C"
