Region Code,TEA Region,County Code,County Name,Gender,8th Grade (FY 2006),Enrolled in 9th Grade (FY 2007),% Enrolled in 9th Grade (FY 2007),Enrolled in 10th Grade(FY 2008),% Enrolled in 10th Grade (FY 2008),Enrolled in <10th Grade (FY 2008),% Enrolled in <10th Grade (FY 2008),High School Graduate FY 2009-2011,% High School Graduate FY 2009-2011,Enrolled TX 4-year,% Enrolled TX 4-year,Enrolled TX 2-year,% Enrolled TX 2-year,Enrolled in Higher Education,% Enrolled in Higher Education,No Public HS Grad Record Enrolled in Higher Ed,% No Public HS Grad Record Enrolled in Higher Ed,Higher Ed Degree or Certificate Texas,% Higher Ed Degree or Certificate Texas
16,Amarillo,33,CARSON,Male,58,55,0.95,51,0.88,3,0.05,46,0.79,17,0.29,24,0.41,41,0.71,2,0.03,19,0.33
16,Amarillo,35,CASTRO,Female,64,63,0.98,60,0.94,3,0.05,49,0.77,20,0.31,22,0.34,42,0.66,2,0.03,19,0.30
16,Amarillo,35,CASTRO,Male,59,56,0.95,50,0.85,5,0.08,46,0.78,15,0.25,17,0.29,32,0.54,1,0.02,16,0.27
16,Amarillo,38,CHILDRESS,Female,43,42,0.98,39,0.91,0,0.00,33,0.77,6,0.14,18,0.42,24,0.56,0,0.00,9,0.21
16,Amarillo,38,CHILDRESS,Male,52,51,0.98,45,0.87,2,0.04,40,0.77,9,0.17,12,0.23,21,0.40,1,0.02,13,0.25
16,Amarillo,44,COLLINGSWORTH,Female,29,26,0.90,26,0.90,0,0.00,20,0.69,9,0.31,7,0.24,16,0.55,2,0.07,4,0.14
16,Amarillo,44,COLLINGSWORTH,Male,33,33,1.00,31,0.94,1,0.03,30,0.91,13,0.39,5,0.15,18,0.55,1,0.03,8,0.24
16,Amarillo,56,DALLAM,Female,62,55,0.89,56,0.90,0,0.00,49,0.79,17,0.27,17,0.27,34,0.55,1,0.02,18,0.29
16,Amarillo,56,DALLAM,Male,73,64,0.88,57,0.78,2,0.03,54,0.74,13,0.18,18,0.25,31,0.42,1,0.01,12,0.16
16,Amarillo,59,DEAF SMITH,Female,139,134,0.96,122,0.88,12,0.09,104,0.75,29,0.21,52,0.37,81,0.58,4,0.03,34,0.24
16,Amarillo,59,DEAF SMITH,Male,176,163,0.93,140,0.80,20,0.11,116,0.66,34,0.19,37,0.21,71,0.40,5,0.03,28,0.16
16,Amarillo,65,DONLEY,Female,28,28,1.00,28,1.00,0,0.00,24,0.86,4,0.14,19,0.68,23,0.82,1,0.04,10,0.36
16,Amarillo,65,DONLEY,Male,32,31,0.97,29,0.91,1,0.03,26,0.81,6,0.19,11,0.34,17,0.53,0,0.00,5,0.16
16,Amarillo,90,GRAY,Female,158,148,0.94,135,0.85,7,0.04,123,0.78,37,0.23,70,0.44,107,0.68,14,0.09,52,0.33
16,Amarillo,90,GRAY,Male,130,123,0.95,101,0.78,18,0.14,88,0.68,20,0.15,40,0.31,60,0.46,7,0.05,16,0.12
16,Amarillo,96,HALL,Female,31,30,0.97,30,0.97,0,0.00,27,0.87,12,0.39,13,0.42,25,0.81,2,0.06,13,0.42
16,Amarillo,96,HALL,Male,30,28,0.93,28,0.93,0,0.00,24,0.80,7,0.23,3,0.10,10,0.33,0,0.00,7,0.23
16,Amarillo,98,HANSFORD,Female,41,40,0.98,41,1.00,0,0.00,36,0.88,14,0.34,13,0.32,27,0.66,0,0.00,14,0.34
16,Amarillo,98,HANSFORD,Male,53,53,1.00,52,0.98,1,0.02,49,0.92,16,0.30,11,0.21,27,0.51,0,0.00,10,0.19
16,Amarillo,103,HARTLEY,Female,,,,,,,,,,,,,,,,,,,
16,Amarillo,103,HARTLEY,Male,,,,,,,,,,,,,,,,,,,
16,Amarillo,106,HEMPHILL,Female,30,28,0.93,26,0.87,3,0.10,21,0.70,8,0.27,8,0.27,16,0.53,1,0.03,8,0.27
16,Amarillo,106,HEMPHILL,Male,19,17,0.89,14,0.74,3,0.16,13,0.68,4,0.21,2,0.11,6,0.32,0,0.00,4,0.21
16,Amarillo,117,HUTCHINSON,Female,153,138,0.90,127,0.83,3,0.02,109,0.71,21,0.14,67,0.44,88,0.58,10,0.07,37,0.24
16,Amarillo,117,HUTCHINSON,Male,164,151,0.92,144,0.88,8,0.05,126,0.77,16,0.10,69,0.42,85,0.52,4,0.02,34,0.21
16,Amarillo,148,LIPSCOMB,Female,35,31,0.89,31,0.89,0,0.00,29,0.83,6,0.17,9,0.26,15,0.43,0,0.00,7,0.20
16,Amarillo,148,LIPSCOMB,Male,27,26,0.96,26,0.96,0,0.00,23,0.85,6,0.22,6,0.22,12,0.44,0,0.00,3,0.11
16,Amarillo,171,MOORE,Female,159,148,0.93,145,0.91,2,0.01,124,0.78,21,0.13,66,0.42,87,0.55,6,0.04,40,0.25
16,Amarillo,171,MOORE,Male,160,148,0.93,144,0.90,10,0.06,128,0.80,21,0.13,70,0.44,91,0.57,4,0.03,42,0.26
16,Amarillo,179,OCHILTREE,Female,76,72,0.95,61,0.80,11,0.14,66,0.87,6,0.08,29,0.38,35,0.46,0,0.00,17,0.22
16,Amarillo,179,OCHILTREE,Male,79,70,0.89,58,0.73,13,0.16,61,0.77,16,0.20,20,0.25,36,0.46,2,0.03,10,0.13
16,Amarillo,180,OLDHAM,Female,38,35,0.92,36,0.95,1,0.03,30,0.79,9,0.24,16,0.42,25,0.66,2,0.05,7,0.18
16,Amarillo,180,OLDHAM,Male,50,47,0.94,43,0.86,3,0.06,36,0.72,9,0.18,16,0.32,25,0.50,1,0.02,5,0.10
16,Amarillo,185,PARMER,Female,88,84,0.95,77,0.88,2,0.02,70,0.80,21,0.24,37,0.42,58,0.66,3,0.03,30,0.34
16,Amarillo,185,PARMER,Male,95,91,0.96,86,0.91,1,0.01,74,0.78,22,0.23,33,0.35,55,0.58,1,0.01,30,0.32
16,Amarillo,188,POTTER,Female,1222,1169,0.96,1047,0.86,84,0.07,958,0.78,220,0.18,556,0.46,776,0.64,60,0.05,305,0.25
16,Amarillo,188,POTTER,Male,1217,1147,0.94,1000,0.82,118,0.10,906,0.74,147,0.12,468,0.38,615,0.51,46,0.04,216,0.18
16,Amarillo,191,RANDALL,Female,330,314,0.95,296,0.90,2,0.01,255,0.77,92,0.28,147,0.45,239,0.72,21,0.06,127,0.38
16,Amarillo,191,RANDALL,Male,343,326,0.95,316,0.92,9,0.03,289,0.84,97,0.28,116,0.34,213,0.62,11,0.03,90,0.26
16,Amarillo,197,ROBERTS,Female,,,,,,,,,,,,,,,,,,,
16,Amarillo,197,ROBERTS,Male,,,,,,,,,,,,,,,,,,,
16,Amarillo,211,SHERMAN,Female,22,19,0.86,18,0.82,1,0.05,17,0.77,1,0.05,8,0.36,9,0.41,1,0.05,4,0.18
16,Amarillo,211,SHERMAN,Male,38,37,0.97,35,0.92,0,0.00,24,0.63,9,0.24,5,0.13,14,0.37,2,0.05,7,0.18
16,Amarillo,219,SWISHER,Female,51,46,0.90,45,0.88,3,0.06,44,0.86,14,0.27,11,0.22,25,0.49,1,0.02,9,0.18
16,Amarillo,219,SWISHER,Male,48,48,1.00,47,0.98,0,0.00,41,0.85,13,0.27,12,0.25,25,0.52,1,0.02,10,0.21
16,Amarillo,242,WHEELER,Female,34,32,0.94,28,0.82,1,0.03,26,0.76,8,0.24,9,0.26,17,0.50,0,0.00,7,0.21
16,Amarillo,242,WHEELER,Male,47,43,0.91,41,0.87,3,0.06,37,0.79,9,0.19,16,0.34,25,0.53,0,0.00,6,0.13
17,Lubbock,9,BAILEY,Female,45,43,0.96,41,0.91,3,0.07,38,0.84,5,0.11,11,0.24,16,0.36,1,0.02,7,0.16
17,Lubbock,9,BAILEY,Male,49,46,0.94,41,0.84,5,0.10,39,0.80,14,0.29,10,0.20,24,0.49,1,0.02,13,0.27
17,Lubbock,17,BORDEN,Female,9,9,1.00,9,1.00,0,0.00,9,1.00,3,0.33,5,0.56,8,0.89,0,0.00,7,0.78
17,Lubbock,17,BORDEN,Male,7,7,1.00,7,1.00,0,0.00,7,1.00,4,0.57,2,0.29,6,0.86,0,0.00,4,0.57
17,Lubbock,40,COCHRAN,Female,29,27,0.93,24,0.83,1,0.03,24,0.83,3,0.10,14,0.48,17,0.59,0,0.00,9,0.31
17,Lubbock,40,COCHRAN,Male,33,32,0.97,29,0.88,2,0.06,28,0.85,4,0.12,11,0.33,15,0.45,0,0.00,7,0.21
17,Lubbock,51,COTTLE,Female,,,,,,,,,,,,,,,,,,,
17,Lubbock,51,COTTLE,Male,,,,,,,,,,,,,,,,,,,
17,Lubbock,54,CROSBY,Female,48,46,0.96,44,0.92,1,0.02,37,0.77,10,0.21,12,0.25,22,0.46,0,0.00,13,0.27
17,Lubbock,54,CROSBY,Male,49,49,1.00,47,0.96,2,0.04,40,0.82,6,0.12,17,0.35,23,0.47,2,0.04,7,0.14
17,Lubbock,58,DAWSON,Female,90,82,0.91,74,0.82,10,0.11,65,0.72,12,0.13,24,0.27,36,0.40,0,0.00,14,0.16
17,Lubbock,58,DAWSON,Male,94,86,0.91,80,0.85,8,0.09,71,0.76,11,0.12,26,0.28,37,0.39,2,0.02,12,0.13
17,Lubbock,63,DICKENS,Female,17,17,1.00,17,1.00,0,0.00,13,0.76,5,0.29,6,0.35,11,0.65,0,0.00,7,0.41
17,Lubbock,63,DICKENS,Male,13,13,1.00,13,1.00,0,0.00,12,0.92,1,0.08,4,0.31,5,0.38,0,0.00,0,0.00
17,Lubbock,77,FLOYD,Female,69,66,0.96,59,0.86,3,0.04,48,0.70,18,0.26,21,0.30,39,0.57,2,0.03,20,0.29
17,Lubbock,77,FLOYD,Male,58,56,0.97,53,0.91,4,0.07,49,0.84,12,0.21,19,0.33,31,0.53,0,0.00,7,0.12
17,Lubbock,83,GAINES,Female,109,106,0.97,103,0.95,2,0.02,96,0.88,24,0.22,29,0.27,53,0.49,0,0.00,31,0.28
17,Lubbock,83,GAINES,Male,101,93,0.92,87,0.86,1,0.01,83,0.82,16,0.16,24,0.24,40,0.40,2,0.02,18,0.18
17,Lubbock,85,GARZA,Female,36,34,0.94,32,0.89,2,0.06,28,0.78,12,0.33,14,0.39,26,0.72,1,0.03,9,0.25
17,Lubbock,85,GARZA,Male,54,53,0.98,52,0.96,1,0.02,45,0.83,10,0.19,15,0.28,25,0.46,0,0.00,7,0.13
17,Lubbock,95,HALE,Female,291,275,0.95,240,0.82,25,0.09,214,0.74,74,0.25,89,0.31,163,0.56,10,0.03,69,0.24
17,Lubbock,95,HALE,Male,311,295,0.95,243,0.78,44,0.14,229,0.74,65,0.21,76,0.24,141,0.45,7,0.02,52,0.17
17,Lubbock,110,HOCKLEY,Female,183,181,0.99,163,0.89,9,0.05,148,0.81,22,0.12,91,0.50,113,0.62,3,0.02,55,0.30
17,Lubbock,110,HOCKLEY,Male,184,176,0.96,155,0.84,17,0.09,145,0.79,20,0.11,83,0.45,103,0.56,2,0.01,31,0.17
17,Lubbock,132,KENT,Female,,,,,,,,,,,,,,,,,,,
17,Lubbock,132,KENT,Male,,,,,,,,,,,,,,,,,,,
17,Lubbock,135,KING,Female,,,,,,,,,,,,,,,,,,,
17,Lubbock,135,KING,Male,,,,,,,,,,,,,,,,,,,
17,Lubbock,140,LAMB,Female,132,128,0.97,108,0.82,9,0.07,94,0.71,18,0.14,48,0.36,66,0.50,2,0.02,25,0.19
17,Lubbock,140,LAMB,Male,122,118,0.97,106,0.87,10,0.08,97,0.80,23,0.19,36,0.30,59,0.48,2,0.02,28,0.23
17,Lubbock,152,LUBBOCK,Female,1506,1430,0.95,1317,0.87,76,0.05,1166,0.77,351,0.23,495,0.33,846,0.56,46,0.03,353,0.23
17,Lubbock,152,LUBBOCK,Male,1679,1591,0.95,1419,0.85,122,0.07,1231,0.73,298,0.18,489,0.29,787,0.47,45,0.03,259,0.15
17,Lubbock,153,LYNN,Female,57,54,0.95,52,0.91,3,0.05,49,0.86,9,0.16,14,0.25,23,0.40,2,0.04,7,0.12
17,Lubbock,153,LYNN,Male,64,57,0.89,53,0.83,6,0.09,48,0.75,11,0.17,17,0.27,28,0.44,2,0.03,11,0.17
17,Lubbock,173,MOTLEY,Female,,,,,,,,,,,,,,,,,,,
17,Lubbock,173,MOTLEY,Male,,,,,,,,,,,,,,,,,,,
17,Lubbock,223,TERRY,Female,91,87,0.96,83,0.91,6,0.07,66,0.73,18,0.20,26,0.29,44,0.48,0,0.00,13,0.14
17,Lubbock,223,TERRY,Male,80,76,0.95,69,0.86,7,0.09,65,0.81,10,0.13,29,0.36,39,0.49,2,0.03,14,0.18
17,Lubbock,251,YOAKUM,Female,67,65,0.97,62,0.93,1,0.01,58,0.87,17,0.25,22,0.33,39,0.58,0,0.00,24,0.36
17,Lubbock,251,YOAKUM,Male,56,53,0.95,51,0.91,1,0.02,48,0.86,9,0.16,19,0.34,28,0.50,0,0.00,14,0.25
18,Midland,2,ANDREWS,Female,92,89,0.97,81,0.88,4,0.04,69,0.75,10,0.11,33,0.36,43,0.47,2,0.02,16,0.17
18,Midland,2,ANDREWS,Male,119,116,0.97,102,0.86,14,0.12,96,0.81,16,0.13,29,0.24,45,0.38,1,0.01,13,0.11
18,Midland,22,BREWSTER,Female,37,34,0.92,31,0.84,0,0.00,30,0.81,23,0.62,4,0.11,27,0.73,2,0.05,6,0.16
18,Midland,22,BREWSTER,Male,46,43,0.93,37,0.80,3,0.07,32,0.70,9,0.20,10,0.22,19,0.41,1,0.02,8,0.17
18,Midland,52,CRANE,Female,32,30,0.94,29,0.91,2,0.06,25,0.78,10,0.31,10,0.31,20,0.63,2,0.06,9,0.28
18,Midland,52,CRANE,Male,39,38,0.97,31,0.79,8,0.21,30,0.77,8,0.21,13,0.33,21,0.54,0,0.00,9,0.23
18,Midland,55,CULBERSON,Female,24,24,1.00,23,0.96,0,0.00,20,0.83,8,0.33,5,0.21,13,0.54,1,0.04,7,0.29
18,Midland,55,CULBERSON,Male,23,21,0.91,22,0.96,0,0.00,19,0.83,7,0.30,2,0.09,9,0.39,0,0.00,4,0.17
18,Midland,68,ECTOR,Female,1031,934,0.91,876,0.85,85,0.08,683,0.66,142,0.14,398,0.39,540,0.52,52,0.05,215,0.21
18,Midland,68,ECTOR,Male,1061,929,0.88,820,0.77,130,0.12,631,0.59,118,0.11,314,0.30,432,0.41,41,0.04,108,0.10
18,Midland,87,GLASSCOCK,Female,17,17,1.00,16,0.94,0,0.00,16,0.94,8,0.47,4,0.24,12,0.71,0,0.00,8,0.47
18,Midland,87,GLASSCOCK,Male,11,11,1.00,10,0.91,0,0.00,11,1.00,2,0.18,4,0.36,6,0.55,0,0.00,3,0.27
18,Midland,114,HOWARD,Female,196,190,0.97,171,0.87,12,0.06,147,0.75,26,0.13,101,0.52,127,0.65,11,0.06,59,0.30
18,Midland,114,HOWARD,Male,210,192,0.91,171,0.81,20,0.10,136,0.65,26,0.12,64,0.30,90,0.43,7,0.03,35,0.17
18,Midland,122,JEFF DAVIS,Female,,,,,,,,,,,,,,,,,,,
18,Midland,122,JEFF DAVIS,Male,,,,,,,,,,,,,,,,,,,
18,Midland,156,MARTIN,Female,41,41,1.00,39,0.95,0,0.00,33,0.80,6,0.15,17,0.41,23,0.56,0,0.00,9,0.22
18,Midland,156,MARTIN,Male,34,29,0.85,29,0.85,3,0.09,26,0.76,4,0.12,16,0.47,20,0.59,1,0.03,12,0.35
18,Midland,165,MIDLAND,Female,947,882,0.93,774,0.82,83,0.09,705,0.74,138,0.15,397,0.42,535,0.56,26,0.03,199,0.21
18,Midland,165,MIDLAND,Male,923,849,0.92,718,0.78,117,0.13,615,0.67,110,0.12,312,0.34,422,0.46,33,0.04,147,0.16
18,Midland,186,PECOS,Female,90,86,0.96,76,0.84,8,0.09,64,0.71,9,0.10,36,0.40,45,0.50,5,0.06,13,0.14
18,Midland,186,PECOS,Male,111,110,0.99,98,0.88,10,0.09,90,0.81,33,0.30,32,0.29,65,0.59,3,0.03,17,0.15
18,Midland,189,PRESIDIO,Female,81,63,0.78,60,0.74,7,0.09,53,0.65,25,0.31,14,0.17,39,0.48,2,0.02,16,0.20
18,Midland,189,PRESIDIO,Male,77,70,0.91,61,0.79,8,0.10,52,0.68,27,0.35,7,0.09,34,0.44,0,0.00,8,0.10
18,Midland,192,REAGAN,Female,27,27,1.00,26,0.96,0,0.00,24,0.89,7,0.26,10,0.37,17,0.63,0,0.00,9,0.33
18,Midland,192,REAGAN,Male,28,28,1.00,28,1.00,0,0.00,25,0.89,8,0.29,3,0.11,11,0.39,0,0.00,3,0.11
18,Midland,195,REEVES,Female,71,66,0.93,53,0.75,7,0.10,49,0.69,12,0.17,22,0.31,34,0.48,2,0.03,4,0.06
18,Midland,195,REEVES,Male,98,95,0.97,77,0.79,12,0.12,75,0.77,22,0.22,18,0.18,40,0.41,0,0.00,10,0.10
18,Midland,222,TERRELL,Female,,,,,,,,,,,,,,,,,,,
18,Midland,222,TERRELL,Male,,,,,,,,,,,,,,,,,,,
18,Midland,231,UPTON,Female,20,19,0.95,19,0.95,0,0.00,17,0.85,5,0.25,8,0.40,13,0.65,0,0.00,6,0.30
18,Midland,231,UPTON,Male,31,30,0.97,29,0.94,1,0.03,25,0.81,5,0.16,9,0.29,14,0.45,0,0.00,4,0.13
18,Midland,238,WARD,Female,93,91,0.98,74,0.80,13,0.14,80,0.86,24,0.26,21,0.23,45,0.48,0,0.00,26,0.28
18,Midland,238,WARD,Male,82,78,0.95,67,0.82,9,0.11,62,0.76,12,0.15,25,0.30,37,0.45,1,0.01,10,0.12
18,Midland,248,WINKLER,Female,50,47,0.94,47,0.94,1,0.02,42,0.84,12,0.24,22,0.44,34,0.68,2,0.04,13,0.26
18,Midland,248,WINKLER,Male,72,66,0.92,65,0.90,2,0.03,53,0.74,13,0.18,21,0.29,34,0.47,2,0.03,8,0.11
19,El Paso,999,El Paso&Hudsp,Female,6388,5960,0.93,4969,0.78,835,0.13,4896,0.77,1441,0.23,2444,0.38,3885,0.61,233,0.04,1462,0.23
19,El Paso,999,El Paso&Hudsp,Male,6592,6075,0.92,4726,0.72,1242,0.19,4758,0.72,1314,0.20,2255,0.34,3569,0.54,305,0.05,943,0.14
20,San Antonio,7,ATASCOSA,Female,329,312,0.95,282,0.86,23,0.07,256,0.78,61,0.19,101,0.31,162,0.49,6,0.02,63,0.19
20,San Antonio,7,ATASCOSA,Male,345,336,0.97,279,0.81,47,0.14,265,0.77,42,0.12,90,0.26,132,0.38,4,0.01,34,0.10
20,San Antonio,10,BANDERA,Female,98,94,0.96,84,0.86,9,0.09,82,0.84,29,0.30,27,0.28,56,0.57,3,0.03,18,0.18
20,San Antonio,10,BANDERA,Male,120,114,0.95,98,0.82,13,0.11,93,0.78,18,0.15,32,0.27,50,0.42,4,0.03,16,0.13
20,San Antonio,15,BEXAR,Female,10386,9735,0.94,7921,0.76,1583,0.15,7583,0.73,2146,0.21,3660,0.35,5806,0.56,421,0.04,2311,0.22
20,San Antonio,15,BEXAR,Male,11026,10227,0.93,7842,0.71,2170,0.20,7624,0.69,1843,0.17,3420,0.31,5263,0.48,393,0.04,1633,0.15
20,San Antonio,64,DIMMIT,Female,106,100,0.94,87,0.82,15,0.14,80,0.75,12,0.11,47,0.44,59,0.56,6,0.06,19,0.18
20,San Antonio,64,DIMMIT,Male,89,86,0.97,52,0.58,28,0.31,60,0.67,12,0.13,27,0.30,39,0.44,2,0.02,18,0.20
20,San Antonio,82,FRIO,Female,125,122,0.98,95,0.76,24,0.19,101,0.81,23,0.18,33,0.26,56,0.45,1,0.01,20,0.16
20,San Antonio,82,FRIO,Male,111,106,0.96,86,0.77,21,0.19,89,0.80,22,0.20,28,0.25,50,0.45,1,0.01,21,0.19
20,San Antonio,130,KENDALL,Female,260,247,0.95,235,0.90,2,0.01,228,0.88,120,0.46,69,0.27,189,0.73,10,0.04,119,0.46
20,San Antonio,130,KENDALL,Male,264,254,0.96,241,0.91,5,0.02,232,0.88,117,0.44,80,0.30,197,0.75,14,0.05,94,0.36
20,San Antonio,133,KERR,Female,285,269,0.94,235,0.82,25,0.09,219,0.77,81,0.28,56,0.20,137,0.48,12,0.04,58,0.20
20,San Antonio,133,KERR,Male,302,276,0.91,226,0.75,43,0.14,200,0.66,68,0.23,46,0.15,114,0.38,9,0.03,42,0.14
20,San Antonio,136,KINNEY,Female,25,25,1.00,23,0.92,0,0.00,21,0.84,6,0.24,7,0.28,13,0.52,0,0.00,3,0.12
20,San Antonio,136,KINNEY,Male,31,29,0.94,26,0.84,1,0.03,23,0.74,11,0.35,5,0.16,16,0.52,0,0.00,8,0.26
20,San Antonio,142,LA SALLE,Female,49,48,0.98,44,0.90,5,0.10,39,0.80,15,0.31,4,0.08,19,0.39,0,0.00,7,0.14
20,San Antonio,142,LA SALLE,Male,47,46,0.98,40,0.85,6,0.13,43,0.91,12,0.26,7,0.15,19,0.40,0,0.00,7,0.15
20,San Antonio,159,MAVERICK,Female,512,492,0.96,426,0.83,50,0.10,404,0.79,108,0.21,237,0.46,345,0.67,14,0.03,156,0.30
20,San Antonio,159,MAVERICK,Male,564,536,0.95,453,0.80,65,0.12,419,0.74,115,0.20,206,0.37,321,0.57,13,0.02,134,0.24
20,San Antonio,163,MEDINA,Female,362,338,0.93,290,0.80,48,0.13,270,0.75,73,0.20,117,0.32,190,0.52,14,0.04,79,0.22
20,San Antonio,163,MEDINA,Male,377,360,0.95,303,0.80,43,0.11,299,0.79,83,0.22,98,0.26,181,0.48,6,0.02,74,0.20
20,San Antonio,193,REAL,Female,16,16,1.00,15,0.94,0,0.00,11,0.69,2,0.13,6,0.38,8,0.50,0,0.00,3,0.19
20,San Antonio,193,REAL,Male,12,11,0.92,10,0.83,1,0.08,11,0.92,0,0.00,9,0.75,9,0.75,0,0.00,1,0.08
20,San Antonio,232,UVALDE,Female,240,226,0.94,194,0.81,26,0.11,176,0.73,38,0.16,118,0.49,156,0.65,11,0.05,63,0.26
20,San Antonio,232,UVALDE,Male,257,246,0.96,180,0.70,52,0.20,170,0.66,29,0.11,104,0.40,133,0.52,12,0.05,47,0.18
20,San Antonio,247,WILSON,Female,296,286,0.97,261,0.88,22,0.07,260,0.88,73,0.25,119,0.40,192,0.65,11,0.04,88,0.30
20,San Antonio,247,WILSON,Male,313,305,0.97,279,0.89,21,0.07,257,0.82,55,0.18,105,0.34,160,0.51,4,0.01,61,0.19
20,San Antonio,254,ZAVALA,Female,106,101,0.95,86,0.81,17,0.16,75,0.71,9,0.08,57,0.54,66,0.62,3,0.03,29,0.27
20,San Antonio,254,ZAVALA,Male,103,94,0.91,77,0.75,14,0.14,73,0.71,5,0.05,46,0.45,51,0.50,1,0.01,15,0.15
