Region Code,TEA Region,County Code,County Name,Economic Status,8th Grade (FY 2006),Enrolled in 9th Grade (FY 2007),% Enrolled in 9th Grade (FY 2007),Enrolled in 10th Grade(FY 2008),% Enrolled in 10th Grade (FY 2008),Enrolled in <10th Grade (FY 2008),% Enrolled in <10th Grade (FY 2008),High School Graduate FY 2009-2011,% High School Graduate FY 2009-2011,Enrolled TX 4-year,% Enrolled TX 4-year,Enrolled TX 2-year,% Enrolled TX 2-year,Enrolled in Higher Education,% Enrolled in Higher Education,No Public HS Grad Record Enrolled in Higher Ed,% No Public HS Grad Record Enrolled in Higher Ed,Higher Ed Degree or Certificate Texas,% Higher Ed Degree or Certificate Texas
13,Austin,86,GILLESPIE,Economically Disadvantaged,119,113,0.95,105.00,0.88,8.00,0.07,101.00,0.85,20.00,0.17,29.00,0.24,49.00,0.41,1.00,0.01,18.00,0.15
13,Austin,89,GONZALES,Not Economically Disadvantaged,95,91,0.96,84.00,0.88,8.00,0.08,78.00,0.82,26.00,0.27,30.00,0.32,56.00,0.59,3.00,0.03,29.00,0.31
13,Austin,89,GONZALES,Economically Disadvantaged,172,166,0.97,138.00,0.80,24.00,0.14,113.00,0.66,22.00,0.13,30.00,0.17,52.00,0.30,3.00,0.02,16.00,0.09
13,Austin,94,GUADALUPE,Not Economically Disadvantaged,945,886,0.94,794.00,0.84,70.00,0.07,782.00,0.83,284.00,0.30,294.00,0.31,578.00,0.61,23.00,0.02,272.00,0.29
13,Austin,94,GUADALUPE,Economically Disadvantaged,533,487,0.91,363.00,0.68,129.00,0.24,366.00,0.69,56.00,0.11,113.00,0.21,169.00,0.32,14.00,0.03,39.00,0.07
13,Austin,105,HAYS,Not Economically Disadvantaged,1094,1052,0.96,973.00,0.89,76.00,0.07,936.00,0.86,417.00,0.38,319.00,0.29,736.00,0.67,28.00,0.03,318.00,0.29
13,Austin,105,HAYS,Economically Disadvantaged,656,625,0.95,489.00,0.75,122.00,0.19,466.00,0.71,83.00,0.13,142.00,0.22,225.00,0.34,11.00,0.02,42.00,0.06
13,Austin,130,KENDALL,Not Economically Disadvantaged,56,53,0.95,53.00,0.95,1.00,0.02,52.00,0.93,28.00,0.50,15.00,0.27,43.00,0.77,0.00,0.00,24.00,0.43
13,Austin,130,KENDALL,Economically Disadvantaged,41,39,0.95,32.00,0.78,5.00,0.12,27.00,0.66,5.00,0.12,7.00,0.17,12.00,0.29,2.00,0.05,4.00,0.10
13,Austin,144,LEE,Not Economically Disadvantaged,105,100,0.95,94.00,0.90,5.00,0.05,91.00,0.87,28.00,0.27,48.00,0.46,76.00,0.72,5.00,0.05,33.00,0.31
13,Austin,144,LEE,Economically Disadvantaged,89,82,0.92,66.00,0.74,18.00,0.20,60.00,0.67,8.00,0.09,22.00,0.25,30.00,0.34,2.00,0.02,7.00,0.08
13,Austin,150,LLANO,Not Economically Disadvantaged,82,79,0.96,73.00,0.89,5.00,0.06,73.00,0.89,38.00,0.46,18.00,0.22,56.00,0.68,1.00,0.01,26.00,0.32
13,Austin,150,LLANO,Economically Disadvantaged,54,47,0.87,35.00,0.65,9.00,0.17,32.00,0.59,4.00,0.07,11.00,0.20,15.00,0.28,0.00,0.00,2.00,0.04
13,Austin,166,MILAM,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
13,Austin,166,MILAM,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
13,Austin,227,TRAVIS,Not Economically Disadvantaged,4619,4350,0.94,3983.00,0.86,265.00,0.06,3765.00,0.82,1609.00,0.35,1382.00,0.30,2991.00,0.65,198.00,0.04,1388.00,0.30
13,Austin,227,TRAVIS,Economically Disadvantaged,4428,4018,0.91,3012.00,0.68,886.00,0.20,2703.00,0.61,485.00,0.11,1061.00,0.24,1546.00,0.35,144.00,0.03,317.00,0.07
13,Austin,246,WILLIAMSON,Not Economically Disadvantaged,4436,4288,0.97,3993.00,0.90,202.00,0.05,3859.00,0.87,1627.00,0.37,1448.00,0.33,3075.00,0.69,123.00,0.03,1580.00,0.36
13,Austin,246,WILLIAMSON,Economically Disadvantaged,1518,1413,0.93,1146.00,0.75,235.00,0.15,1072.00,0.71,200.00,0.13,429.00,0.28,629.00,0.41,51.00,0.03,172.00,0.11
14,Abilene,30,CALLAHAN,Not Economically Disadvantaged,124,118,0.95,115.00,0.93,2.00,0.02,105.00,0.85,48.00,0.39,41.00,0.33,89.00,0.72,3.00,0.02,54.00,0.44
14,Abilene,30,CALLAHAN,Economically Disadvantaged,96,87,0.91,79.00,0.82,10.00,0.10,66.00,0.69,17.00,0.18,29.00,0.30,46.00,0.48,5.00,0.05,15.00,0.16
14,Abilene,47,COMANCHE,Not Economically Disadvantaged,78,77,0.99,70.00,0.90,4.00,0.05,65.00,0.83,36.00,0.46,24.00,0.31,60.00,0.77,2.00,0.03,25.00,0.32
14,Abilene,47,COMANCHE,Economically Disadvantaged,115,106,0.92,92.00,0.80,11.00,0.10,81.00,0.70,16.00,0.14,28.00,0.24,44.00,0.38,4.00,0.03,13.00,0.11
14,Abilene,67,EASTLAND,Not Economically Disadvantaged,110,109,0.99,107.00,0.97,0.00,0.00,101.00,0.92,40.00,0.36,48.00,0.44,88.00,0.80,3.00,0.03,45.00,0.41
14,Abilene,67,EASTLAND,Economically Disadvantaged,128,123,0.96,111.00,0.87,7.00,0.05,92.00,0.72,17.00,0.13,48.00,0.38,65.00,0.51,3.00,0.02,26.00,0.20
14,Abilene,76,FISHER,Not Economically Disadvantaged,17,17,1.00,17.00,1.00,0.00,0.00,15.00,0.88,10.00,0.59,5.00,0.29,15.00,0.88,0.00,0.00,8.00,0.47
14,Abilene,76,FISHER,Economically Disadvantaged,41,40,0.98,37.00,0.90,0.00,0.00,28.00,0.68,3.00,0.07,12.00,0.29,15.00,0.37,1.00,0.02,5.00,0.12
14,Abilene,104,HASKELL,Not Economically Disadvantaged,18,17,0.94,17.00,0.94,0.00,0.00,18.00,1.00,10.00,0.56,4.00,0.22,14.00,0.78,0.00,0.00,9.00,0.50
14,Abilene,104,HASKELL,Economically Disadvantaged,47,44,0.94,39.00,0.83,2.00,0.04,37.00,0.79,13.00,0.28,8.00,0.17,21.00,0.45,0.00,0.00,8.00,0.17
14,Abilene,127,JONES,Not Economically Disadvantaged,92,91,0.99,89.00,0.97,1.00,0.01,87.00,0.95,41.00,0.45,31.00,0.34,72.00,0.78,0.00,0.00,35.00,0.38
14,Abilene,127,JONES,Economically Disadvantaged,130,121,0.93,115.00,0.88,5.00,0.04,98.00,0.75,27.00,0.21,28.00,0.22,55.00,0.42,1.00,0.01,23.00,0.18
14,Abilene,168,MITCHELL,Not Economically Disadvantaged,40,38,0.95,38.00,0.95,0.00,0.00,32.00,0.80,11.00,0.28,13.00,0.33,24.00,0.60,1.00,0.03,12.00,0.30
14,Abilene,168,MITCHELL,Economically Disadvantaged,68,64,0.94,55.00,0.81,7.00,0.10,49.00,0.72,6.00,0.09,19.00,0.28,25.00,0.37,3.00,0.04,11.00,0.16
14,Abilene,177,NOLAN,Not Economically Disadvantaged,106,105,0.99,99.00,0.93,7.00,0.07,96.00,0.91,53.00,0.50,28.00,0.26,81.00,0.76,1.00,0.01,50.00,0.47
14,Abilene,177,NOLAN,Economically Disadvantaged,129,120,0.93,90.00,0.70,26.00,0.20,80.00,0.62,8.00,0.06,32.00,0.25,40.00,0.31,3.00,0.02,11.00,0.09
14,Abilene,208,SCURRY,Not Economically Disadvantaged,134,134,1.00,124.00,0.93,7.00,0.05,114.00,0.85,15.00,0.11,76.00,0.57,91.00,0.68,1.00,0.01,41.00,0.31
14,Abilene,208,SCURRY,Economically Disadvantaged,120,110,0.92,91.00,0.76,23.00,0.19,84.00,0.70,3.00,0.03,57.00,0.48,60.00,0.50,3.00,0.03,25.00,0.21
14,Abilene,209,SHACKELFORD,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
14,Abilene,209,SHACKELFORD,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
14,Abilene,215,STEPHENS,Not Economically Disadvantaged,63,63,1.00,61.00,0.97,1.00,0.02,54.00,0.86,20.00,0.32,29.00,0.46,49.00,0.78,3.00,0.05,21.00,0.33
14,Abilene,215,STEPHENS,Economically Disadvantaged,73,70,0.96,58.00,0.79,7.00,0.10,52.00,0.71,7.00,0.10,23.00,0.32,30.00,0.41,3.00,0.04,8.00,0.11
14,Abilene,217,STONEWALL,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
14,Abilene,217,STONEWALL,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
14,Abilene,221,TAYLOR,Not Economically Disadvantaged,904,848,0.94,796.00,0.88,37.00,0.04,749.00,0.83,338.00,0.37,283.00,0.31,621.00,0.69,28.00,0.03,327.00,0.36
14,Abilene,221,TAYLOR,Economically Disadvantaged,782,718,0.92,596.00,0.76,114.00,0.15,503.00,0.64,85.00,0.11,232.00,0.30,317.00,0.41,34.00,0.04,90.00,0.12
15,San Angelo,25,BROWN,Not Economically Disadvantaged,271,264,0.97,254.00,0.94,8.00,0.03,232.00,0.86,121.00,0.45,70.00,0.26,191.00,0.70,13.00,0.05,95.00,0.35
15,San Angelo,25,BROWN,Economically Disadvantaged,286,267,0.93,239.00,0.84,23.00,0.08,193.00,0.67,43.00,0.15,71.00,0.25,114.00,0.40,8.00,0.03,41.00,0.14
15,San Angelo,41,COKE,Not Economically Disadvantaged,33,32,0.97,32.00,0.97,0.00,0.00,30.00,0.91,7.00,0.21,17.00,0.52,24.00,0.73,0.00,0.00,7.00,0.21
15,San Angelo,41,COKE,Economically Disadvantaged,35,34,0.97,31.00,0.89,2.00,0.06,26.00,0.74,4.00,0.11,7.00,0.20,11.00,0.31,0.00,0.00,0.00,0.00
15,San Angelo,42,COLEMAN,Not Economically Disadvantaged,58,54,0.93,54.00,0.93,1.00,0.02,49.00,0.84,19.00,0.33,18.00,0.31,37.00,0.64,1.00,0.02,18.00,0.31
15,San Angelo,42,COLEMAN,Economically Disadvantaged,81,79,0.98,70.00,0.86,4.00,0.05,62.00,0.77,9.00,0.11,25.00,0.31,34.00,0.42,4.00,0.05,9.00,0.11
15,San Angelo,48,CONCHO,Not Economically Disadvantaged,11,11,1.00,11.00,1.00,0.00,0.00,10.00,0.91,4.00,0.36,3.00,0.27,7.00,0.64,0.00,0.00,3.00,0.27
15,San Angelo,48,CONCHO,Economically Disadvantaged,19,19,1.00,19.00,1.00,0.00,0.00,18.00,0.95,5.00,0.26,8.00,0.42,13.00,0.68,0.00,0.00,1.00,0.05
15,San Angelo,53,CROCKETT,Not Economically Disadvantaged,33,33,1.00,30.00,0.91,0.00,0.00,29.00,0.88,10.00,0.30,11.00,0.33,21.00,0.64,2.00,0.06,10.00,0.30
15,San Angelo,53,CROCKETT,Economically Disadvantaged,26,24,0.92,24.00,0.92,1.00,0.04,19.00,0.73,2.00,0.08,7.00,0.27,9.00,0.35,2.00,0.08,2.00,0.08
15,San Angelo,69,EDWARDS,Not Economically Disadvantaged,12,11,0.92,10.00,0.83,1.00,0.08,10.00,0.83,3.00,0.25,4.00,0.33,7.00,0.58,0.00,0.00,1.00,0.08
15,San Angelo,69,EDWARDS,Economically Disadvantaged,54,49,0.91,41.00,0.76,6.00,0.11,36.00,0.67,12.00,0.22,12.00,0.22,24.00,0.44,2.00,0.04,7.00,0.13
15,San Angelo,118,IRION,Not Economically Disadvantaged,19,19,1.00,19.00,1.00,0.00,0.00,19.00,1.00,11.00,0.58,5.00,0.26,16.00,0.84,0.00,0.00,6.00,0.32
15,San Angelo,118,IRION,Economically Disadvantaged,13,13,1.00,13.00,1.00,0.00,0.00,11.00,0.85,2.00,0.15,3.00,0.23,5.00,0.38,0.00,0.00,1.00,0.08
15,San Angelo,134,KIMBLE,Not Economically Disadvantaged,19,18,0.95,18.00,0.95,1.00,0.05,18.00,0.95,10.00,0.53,4.00,0.21,14.00,0.74,0.00,0.00,7.00,0.37
15,San Angelo,134,KIMBLE,Economically Disadvantaged,27,23,0.85,19.00,0.70,3.00,0.11,18.00,0.67,6.00,0.22,3.00,0.11,9.00,0.33,0.00,0.00,3.00,0.11
15,San Angelo,157,MASON,Not Economically Disadvantaged,16,16,1.00,16.00,1.00,0.00,0.00,16.00,1.00,8.00,0.50,4.00,0.25,12.00,0.75,0.00,0.00,7.00,0.44
15,San Angelo,157,MASON,Economically Disadvantaged,24,21,0.88,21.00,0.88,0.00,0.00,21.00,0.88,8.00,0.33,4.00,0.17,12.00,0.50,0.00,0.00,8.00,0.33
15,San Angelo,160,MCCULLOCH,Not Economically Disadvantaged,46,46,1.00,44.00,0.96,2.00,0.04,44.00,0.96,26.00,0.57,8.00,0.17,34.00,0.74,1.00,0.02,21.00,0.46
15,San Angelo,160,MCCULLOCH,Economically Disadvantaged,65,59,0.91,48.00,0.74,6.00,0.09,46.00,0.71,15.00,0.23,8.00,0.12,23.00,0.35,0.00,0.00,5.00,0.08
15,San Angelo,164,MENARD,Not Economically Disadvantaged,7,7,1.00,7.00,1.00,0.00,0.00,6.00,0.86,3.00,0.43,2.00,0.29,5.00,0.71,0.00,0.00,4.00,0.57
15,San Angelo,164,MENARD,Economically Disadvantaged,27,27,1.00,26.00,0.96,0.00,0.00,22.00,0.81,6.00,0.22,2.00,0.07,8.00,0.30,0.00,0.00,3.00,0.11
15,San Angelo,200,RUNNELS,Not Economically Disadvantaged,92,88,0.96,85.00,0.92,2.00,0.02,80.00,0.87,37.00,0.40,26.00,0.28,63.00,0.68,3.00,0.03,38.00,0.41
15,San Angelo,200,RUNNELS,Economically Disadvantaged,97,87,0.90,76.00,0.78,11.00,0.11,71.00,0.73,18.00,0.19,19.00,0.20,37.00,0.38,2.00,0.02,14.00,0.14
15,San Angelo,206,SAN SABA,Not Economically Disadvantaged,37,35,0.95,35.00,0.95,0.00,0.00,32.00,0.86,15.00,0.41,11.00,0.30,26.00,0.70,1.00,0.03,9.00,0.24
15,San Angelo,206,SAN SABA,Economically Disadvantaged,60,58,0.97,56.00,0.93,1.00,0.02,45.00,0.75,11.00,0.18,10.00,0.17,21.00,0.35,1.00,0.02,4.00,0.07
15,San Angelo,207,SCHLEICHER,Not Economically Disadvantaged,22,20,0.91,19.00,0.86,2.00,0.09,20.00,0.91,7.00,0.32,7.00,0.32,14.00,0.64,0.00,0.00,7.00,0.32
15,San Angelo,207,SCHLEICHER,Economically Disadvantaged,17,16,0.94,15.00,0.88,0.00,0.00,13.00,0.76,0.00,0.00,5.00,0.29,5.00,0.29,0.00,0.00,1.00,0.06
15,San Angelo,216,STERLING,Not Economically Disadvantaged,14,14,1.00,14.00,1.00,0.00,0.00,13.00,0.93,4.00,0.29,5.00,0.36,9.00,0.64,0.00,0.00,4.00,0.29
15,San Angelo,216,STERLING,Economically Disadvantaged,13,13,1.00,12.00,0.92,0.00,0.00,11.00,0.85,1.00,0.08,6.00,0.46,7.00,0.54,0.00,0.00,1.00,0.08
15,San Angelo,218,SUTTON,Not Economically Disadvantaged,47,46,0.98,45.00,0.96,0.00,0.00,40.00,0.85,20.00,0.43,11.00,0.23,31.00,0.66,2.00,0.04,15.00,0.32
15,San Angelo,218,SUTTON,Economically Disadvantaged,31,28,0.90,24.00,0.77,0.00,0.00,21.00,0.68,5.00,0.16,9.00,0.29,14.00,0.45,0.00,0.00,3.00,0.10
15,San Angelo,226,TOM GREEN,Not Economically Disadvantaged,717,679,0.95,642.00,0.90,23.00,0.03,593.00,0.83,312.00,0.44,153.00,0.21,465.00,0.65,16.00,0.02,229.00,0.32
15,San Angelo,226,TOM GREEN,Economically Disadvantaged,717,636,0.89,554.00,0.77,102.00,0.14,490.00,0.68,112.00,0.16,151.00,0.21,263.00,0.37,22.00,0.03,54.00,0.08
15,San Angelo,233,VAL VERDE,Not Economically Disadvantaged,206,196,0.95,188.00,0.91,5.00,0.02,171.00,0.83,61.00,0.30,80.00,0.39,141.00,0.68,7.00,0.03,73.00,0.35
15,San Angelo,233,VAL VERDE,Economically Disadvantaged,620,556,0.90,490.00,0.79,75.00,0.12,411.00,0.66,66.00,0.11,206.00,0.33,272.00,0.44,17.00,0.03,92.00,0.15
16,Amarillo,6,ARMSTRONG,Not Economically Disadvantaged,19,19,1.00,19.00,1.00,0.00,0.00,18.00,0.95,8.00,0.42,8.00,0.42,16.00,0.84,1.00,0.05,7.00,0.37
16,Amarillo,6,ARMSTRONG,Economically Disadvantaged,14,13,0.93,13.00,0.93,0.00,0.00,13.00,0.93,4.00,0.29,6.00,0.43,10.00,0.71,0.00,0.00,5.00,0.36
16,Amarillo,23,BRISCOE,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,23,BRISCOE,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,33,CARSON,Not Economically Disadvantaged,75,73,0.97,70.00,0.93,1.00,0.01,64.00,0.85,31.00,0.41,30.00,0.40,61.00,0.81,3.00,0.04,36.00,0.48
16,Amarillo,33,CARSON,Economically Disadvantaged,33,31,0.94,27.00,0.82,2.00,0.06,24.00,0.73,6.00,0.18,9.00,0.27,15.00,0.45,0.00,0.00,5.00,0.15
16,Amarillo,35,CASTRO,Not Economically Disadvantaged,35,35,1.00,34.00,0.97,1.00,0.03,33.00,0.94,16.00,0.46,12.00,0.34,28.00,0.80,0.00,0.00,21.00,0.60
16,Amarillo,35,CASTRO,Economically Disadvantaged,88,84,0.95,76.00,0.86,7.00,0.08,62.00,0.70,19.00,0.22,27.00,0.31,46.00,0.52,3.00,0.03,14.00,0.16
16,Amarillo,38,CHILDRESS,Not Economically Disadvantaged,47,46,0.98,42.00,0.89,0.00,0.00,40.00,0.85,13.00,0.28,20.00,0.43,33.00,0.70,1.00,0.02,18.00,0.38
16,Amarillo,38,CHILDRESS,Economically Disadvantaged,48,47,0.98,42.00,0.88,2.00,0.04,33.00,0.69,2.00,0.04,10.00,0.21,12.00,0.25,0.00,0.00,4.00,0.08
16,Amarillo,44,COLLINGSWORTH,Not Economically Disadvantaged,26,25,0.96,25.00,0.96,0.00,0.00,25.00,0.96,14.00,0.54,4.00,0.15,18.00,0.69,1.00,0.04,8.00,0.31
16,Amarillo,44,COLLINGSWORTH,Economically Disadvantaged,36,34,0.94,32.00,0.89,1.00,0.03,25.00,0.69,8.00,0.22,8.00,0.22,16.00,0.44,2.00,0.06,4.00,0.11
16,Amarillo,56,DALLAM,Not Economically Disadvantaged,59,56,0.95,54.00,0.92,2.00,0.03,54.00,0.92,21.00,0.36,21.00,0.36,42.00,0.71,1.00,0.02,20.00,0.34
16,Amarillo,56,DALLAM,Economically Disadvantaged,76,63,0.83,59.00,0.78,0.00,0.00,49.00,0.64,9.00,0.12,14.00,0.18,23.00,0.30,1.00,0.01,10.00,0.13
16,Amarillo,59,DEAF SMITH,Not Economically Disadvantaged,79,76,0.96,75.00,0.95,4.00,0.05,66.00,0.84,34.00,0.43,24.00,0.30,58.00,0.73,4.00,0.05,28.00,0.35
16,Amarillo,59,DEAF SMITH,Economically Disadvantaged,236,221,0.94,187.00,0.79,28.00,0.12,154.00,0.65,29.00,0.12,65.00,0.28,94.00,0.40,5.00,0.02,34.00,0.14
16,Amarillo,65,DONLEY,Not Economically Disadvantaged,16,16,1.00,16.00,1.00,0.00,0.00,15.00,0.94,3.00,0.19,10.00,0.63,13.00,0.81,0.00,0.00,7.00,0.44
16,Amarillo,65,DONLEY,Economically Disadvantaged,44,43,0.98,41.00,0.93,1.00,0.02,35.00,0.80,7.00,0.16,20.00,0.45,27.00,0.61,1.00,0.02,8.00,0.18
16,Amarillo,90,GRAY,Not Economically Disadvantaged,161,152,0.94,140.00,0.87,12.00,0.07,130.00,0.81,43.00,0.27,66.00,0.41,109.00,0.68,11.00,0.07,51.00,0.32
16,Amarillo,90,GRAY,Economically Disadvantaged,127,119,0.94,96.00,0.76,13.00,0.10,81.00,0.64,14.00,0.11,44.00,0.35,58.00,0.46,10.00,0.08,17.00,0.13
16,Amarillo,96,HALL,Not Economically Disadvantaged,21,20,0.95,20.00,0.95,0.00,0.00,19.00,0.90,12.00,0.57,3.00,0.14,15.00,0.71,0.00,0.00,12.00,0.57
16,Amarillo,96,HALL,Economically Disadvantaged,40,38,0.95,38.00,0.95,0.00,0.00,32.00,0.80,7.00,0.18,13.00,0.33,20.00,0.50,2.00,0.05,8.00,0.20
16,Amarillo,98,HANSFORD,Not Economically Disadvantaged,37,37,1.00,36.00,0.97,1.00,0.03,35.00,0.95,21.00,0.57,6.00,0.16,27.00,0.73,0.00,0.00,15.00,0.41
16,Amarillo,98,HANSFORD,Economically Disadvantaged,57,56,0.98,57.00,1.00,0.00,0.00,50.00,0.88,9.00,0.16,18.00,0.32,27.00,0.47,0.00,0.00,9.00,0.16
16,Amarillo,103,HARTLEY,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,103,HARTLEY,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,106,HEMPHILL,Not Economically Disadvantaged,30,28,0.93,26.00,0.87,2.00,0.07,22.00,0.73,10.00,0.33,7.00,0.23,17.00,0.57,0.00,0.00,10.00,0.33
16,Amarillo,106,HEMPHILL,Economically Disadvantaged,19,17,0.89,14.00,0.74,4.00,0.21,12.00,0.63,2.00,0.11,3.00,0.16,5.00,0.26,1.00,0.05,2.00,0.11
16,Amarillo,117,HUTCHINSON,Not Economically Disadvantaged,181,169,0.93,160.00,0.88,5.00,0.03,146.00,0.81,34.00,0.19,80.00,0.44,114.00,0.63,6.00,0.03,57.00,0.31
16,Amarillo,117,HUTCHINSON,Economically Disadvantaged,136,120,0.88,111.00,0.82,6.00,0.04,89.00,0.65,3.00,0.02,56.00,0.41,59.00,0.43,8.00,0.06,14.00,0.10
16,Amarillo,148,LIPSCOMB,Not Economically Disadvantaged,26,23,0.88,24.00,0.92,0.00,0.00,23.00,0.88,7.00,0.27,5.00,0.19,12.00,0.46,0.00,0.00,6.00,0.23
16,Amarillo,148,LIPSCOMB,Economically Disadvantaged,36,34,0.94,33.00,0.92,0.00,0.00,29.00,0.81,5.00,0.14,10.00,0.28,15.00,0.42,0.00,0.00,4.00,0.11
16,Amarillo,171,MOORE,Not Economically Disadvantaged,159,151,0.95,149.00,0.94,3.00,0.02,129.00,0.81,34.00,0.21,61.00,0.38,95.00,0.60,2.00,0.01,49.00,0.31
16,Amarillo,171,MOORE,Economically Disadvantaged,160,145,0.91,140.00,0.88,9.00,0.06,123.00,0.77,8.00,0.05,75.00,0.47,83.00,0.52,8.00,0.05,33.00,0.21
16,Amarillo,179,OCHILTREE,Not Economically Disadvantaged,65,62,0.95,61.00,0.94,3.00,0.05,60.00,0.92,14.00,0.22,29.00,0.45,43.00,0.66,1.00,0.02,18.00,0.28
16,Amarillo,179,OCHILTREE,Economically Disadvantaged,90,80,0.89,58.00,0.64,21.00,0.23,67.00,0.74,8.00,0.09,20.00,0.22,28.00,0.31,1.00,0.01,9.00,0.10
16,Amarillo,180,OLDHAM,Not Economically Disadvantaged,23,23,1.00,23.00,1.00,0.00,0.00,21.00,0.91,10.00,0.43,8.00,0.35,18.00,0.78,0.00,0.00,8.00,0.35
16,Amarillo,180,OLDHAM,Economically Disadvantaged,65,59,0.91,56.00,0.86,4.00,0.06,45.00,0.69,8.00,0.12,24.00,0.37,32.00,0.49,3.00,0.05,4.00,0.06
16,Amarillo,185,PARMER,Not Economically Disadvantaged,41,40,0.98,39.00,0.95,1.00,0.02,38.00,0.93,15.00,0.37,15.00,0.37,30.00,0.73,0.00,0.00,22.00,0.54
16,Amarillo,185,PARMER,Economically Disadvantaged,142,135,0.95,124.00,0.87,2.00,0.01,106.00,0.75,28.00,0.20,55.00,0.39,83.00,0.58,4.00,0.03,38.00,0.27
16,Amarillo,188,POTTER,Not Economically Disadvantaged,1145,1104,0.96,1049.00,0.92,40.00,0.03,986.00,0.86,285.00,0.25,533.00,0.47,818.00,0.71,51.00,0.04,406.00,0.35
16,Amarillo,188,POTTER,Economically Disadvantaged,1294,1212,0.94,998.00,0.77,162.00,0.13,878.00,0.68,82.00,0.06,491.00,0.38,573.00,0.44,55.00,0.04,115.00,0.09
16,Amarillo,191,RANDALL,Not Economically Disadvantaged,527,503,0.95,486.00,0.92,8.00,0.02,440.00,0.83,170.00,0.32,213.00,0.40,383.00,0.73,25.00,0.05,198.00,0.38
16,Amarillo,191,RANDALL,Economically Disadvantaged,146,137,0.94,126.00,0.86,3.00,0.02,104.00,0.71,19.00,0.13,50.00,0.34,69.00,0.47,7.00,0.05,19.00,0.13
16,Amarillo,197,ROBERTS,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,197,ROBERTS,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
16,Amarillo,211,SHERMAN,Not Economically Disadvantaged,28,27,0.96,26.00,0.93,0.00,0.00,15.00,0.54,8.00,0.29,4.00,0.14,12.00,0.43,2.00,0.07,7.00,0.25
16,Amarillo,211,SHERMAN,Economically Disadvantaged,32,29,0.91,27.00,0.84,1.00,0.03,26.00,0.81,2.00,0.06,9.00,0.28,11.00,0.34,1.00,0.03,4.00,0.13
16,Amarillo,219,SWISHER,Not Economically Disadvantaged,32,31,0.97,29.00,0.91,1.00,0.03,30.00,0.94,13.00,0.41,8.00,0.25,21.00,0.66,1.00,0.03,9.00,0.28
16,Amarillo,219,SWISHER,Economically Disadvantaged,67,63,0.94,63.00,0.94,2.00,0.03,55.00,0.82,14.00,0.21,15.00,0.22,29.00,0.43,1.00,0.01,10.00,0.15
16,Amarillo,242,WHEELER,Not Economically Disadvantaged,47,44,0.94,42.00,0.89,2.00,0.04,39.00,0.83,11.00,0.23,18.00,0.38,29.00,0.62,0.00,0.00,11.00,0.23
16,Amarillo,242,WHEELER,Economically Disadvantaged,34,31,0.91,27.00,0.79,2.00,0.06,24.00,0.71,6.00,0.18,7.00,0.21,13.00,0.38,0.00,0.00,2.00,0.06
17,Lubbock,9,BAILEY,Not Economically Disadvantaged,25,24,0.96,24.00,0.96,0.00,0.00,24.00,0.96,10.00,0.40,6.00,0.24,16.00,0.64,1.00,0.04,9.00,0.36
17,Lubbock,9,BAILEY,Economically Disadvantaged,69,65,0.94,58.00,0.84,8.00,0.12,53.00,0.77,9.00,0.13,15.00,0.22,24.00,0.35,1.00,0.01,11.00,0.16
17,Lubbock,17,BORDEN,Not Economically Disadvantaged,11,11,1.00,11.00,1.00,0.00,0.00,11.00,1.00,4.00,0.36,5.00,0.45,9.00,0.82,0.00,0.00,7.00,0.64
17,Lubbock,17,BORDEN,Economically Disadvantaged,5,5,1.00,5.00,1.00,0.00,0.00,5.00,1.00,3.00,0.60,2.00,0.40,5.00,1.00,0.00,0.00,4.00,0.80
17,Lubbock,40,COCHRAN,Not Economically Disadvantaged,15,15,1.00,15.00,1.00,0.00,0.00,15.00,1.00,4.00,0.27,6.00,0.40,10.00,0.67,0.00,0.00,7.00,0.47
17,Lubbock,40,COCHRAN,Economically Disadvantaged,47,44,0.94,38.00,0.81,3.00,0.06,37.00,0.79,3.00,0.06,19.00,0.40,22.00,0.47,0.00,0.00,9.00,0.19
17,Lubbock,51,COTTLE,Not Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,51,COTTLE,Economically Disadvantaged,,,,,,,,,,,,,,,,,,,
17,Lubbock,54,CROSBY,Not Economically Disadvantaged,18,18,1.00,18.00,1.00,0.00,0.00,17.00,0.94,9.00,0.50,5.00,0.28,14.00,0.78,0.00,0.00,9.00,0.50
17,Lubbock,54,CROSBY,Economically Disadvantaged,79,77,0.97,73.00,0.92,3.00,0.04,60.00,0.76,7.00,0.09,24.00,0.30,31.00,0.39,2.00,0.03,11.00,0.14
