CAMPUS,CA0GS18R,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CALL_UPDATE,CAMPNAME,CASC4X18R,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD1G_18_19,CD1S,CD2A,CD2AG,CD2AS,CD2B,CD2BG,CD2BS,CD2G_18_19,CD2S,CD3,CD3G_18_19,CD3S,CDALLS,CFLAEATYPE,CFLAEC,CFLALTED,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIR,CFLPAIRD,CFLPAIRO,CFLRTF,CNTYNAME,COMP19F,COUNTY,CPE0312C,CPE0312P,CPEMALLC,CPEMALLP,CPEMALLT,CPETALLC,CPETECHC,CPETECHP,CPETECOC,CPETECOP,CPETLEPC,CPETLEPP,CPETPTEC,CPETPTEP,CPETSPEC,CPETSPEP,CPETSTEC,CPETSTEP,C_AEABONUS,C_AEABONUS_USED_PCT,C_AEAGRAD_PTS,C_AEASTAAR_PCT,C_AEASTAAR_PTS,C_APPEAL_DECISION,C_RATING_18_19,C_YRS_IR,DISTNAME,DISTRICT,GRDHIGH,GRDLOW,GRDSPAN,GRDTYPE,LAS_GRADE,LAS_SCORE,LAS_WEIGHT,PAIRCAMP,PAIRNAME,REGION,REGNNAME
092902106,., , , , , , , , ,KILGORE PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,74, ,N,N,N,N,N,N,N,Y,N,N,N,GREGG, ,92,0,0.0,44,13.1,336,792,.,0.0,625,78.9,200,25.3,.,0.0,64,8.1,.,0.0,.,.,.,.,., ,C,.,KILGORE ISD,92902,1,EE,EE - 01,E, ,.,.,92902101,CHANDLER EL,7,REGION 07: KILGORE
092902107,.,0,0,0,0,0,0, , ,KILGORE INT,.,37,64,.,.,.,.,D,64,65,D,62,37,D,60,D,62,19,F,55,61, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,618,100.0,64,9.5,671,618,.,0.0,423,68.4,162,26.2,.,0.0,50,8.1,.,0.0,.,.,.,.,., ,D,.,KILGORE ISD,92902,5,4,04 - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903001,94,1,1,1,0,1,0,1, ,LONGVIEW H S,94.9,51,78,62,91,99.5,95,B,87,64,C,72,57,B,85,B,85,75,B,82,86, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,2145,100.0,315,13.9,2271,2145,0,0.0,1312,61.2,150,7.0,0,0.0,187,8.7,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092903004,92.1, , , , , , , , ,LEAD ACADEMY H S,86.2,39,89,20,86,90.5,80,B,86,61,C,79,.,Not Rated,.,C,79,10,C,70,88,AEC OF CHOICE,Y,Y,N,N,N,N,N,N,N,N,N,GREGG,2,92,116,100.0,256,81.8,313,116,.,0.0,81,69.8,16,13.8,0,0.0,10,8.6,.,0.0,7,86,4,53,3, ,B,.,LONGVIEW ISD,92903,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092903041,.,1,1,1,1,1,0,0, ,FOREST PARK MAGNET SCHOOL,.,43,75,.,.,.,.,C,75,70,C,77,43,B,86,B,86,57,C,77,83, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,479,100.0,77,14.7,525,479,.,0.0,413,86.2,175,36.5,.,0.0,47,9.8,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092903042,.,1,1,1,1,1,1,1, ,FOSTER MIDDLE,.,59,89,.,.,.,.,B,89,69,C,75,59,A,92,A,92,68,B,80,88, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,763,100.0,84,10.7,783,763,.,0.0,549,72.0,162,21.2,.,0.0,42,5.5,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092903044,.,0,0,1,0,1,1,0, ,JUDSON STEAM ACADEMY,.,43,75,.,.,.,.,C,75,60,F,59,43,B,81,B,81,20,D,65,76, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,3B,92,561,100.0,117,20.6,567,561,.,0.0,397,70.8,60,10.7,.,0.0,63,11.2,.,0.0,.,.,.,.,., ,C,.,LONGVIEW ISD,92903,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092903111,., , , , , , , , ,EAST TEXAS MONTESSORI PREP ACADEMY,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,72, ,N,N,N,N,Y,N,N,Y,N,N,N,GREGG, ,92,0,0.0,.,.,.,1000,.,0.0,931,93.1,326,32.6,.,0.0,49,4.9,.,0.0,.,.,.,.,., ,C,.,LONGVIEW ISD,92903,KG,EE,EE - KG,E, ,.,.,92903125,WARE EL,7,REGION 07: KILGORE
092903117,.,1,1,1,1,1,1, , ,HUDSON EL,.,86,97,.,.,.,.,A,97,85,A,92,86,A,95,A,95,100,A,100,98, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,356,60.2,21,3.4,612,591,.,0.0,203,34.3,41,6.9,.,0.0,6,1.0,.,0.0,.,.,.,.,., ,A,.,LONGVIEW ISD,92903,5,1,01 - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903122,.,0,0,0,1,0,0, , ,J L EVERHART MAGNET EL,.,45,73,.,.,.,.,C,73,80,B,88,45,B,81,B,88,84,C,79,85, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,340,61.6,99,16.2,610,552,.,0.0,476,86.2,193,35.0,.,0.0,51,9.2,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,5,EE,EE - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903123,.,0,0,0,0,0,0, , ,JOHNSTON-MCQUEEN EL,.,45,73,.,.,.,.,C,73,64,D,60,45,C,75,C,75,35,D,65,72, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,307,43.7,136,23.4,582,703,.,0.0,457,65.0,30,4.3,.,0.0,69,9.8,.,0.0,.,.,.,.,., ,C,.,LONGVIEW ISD,92903,5,EE,EE - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903124,.,1,0,0,1,0,0, , ,SOUTH WARD EL,.,42,71,.,.,.,.,C,71,76,B,82,42,C,79,B,82,84,C,79,81, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,191,58.1,105,23.1,454,329,.,0.0,308,93.6,192,58.4,.,0.0,17,5.2,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,5,EE,EE - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903125,.,0,0,0,0,0,0, , ,WARE EL,.,39,67,.,.,.,.,D,67,60,F,58,39,C,75,C,75,37,D,65,72, ,N,N,N,N,N,N,N,N,N,Y,N,GREGG,3B,92,313,60.9,100,18.4,544,514,.,0.0,493,95.9,240,46.7,.,0.0,35,6.8,.,0.0,.,.,.,.,., ,C,.,LONGVIEW ISD,92903,5,1,01 - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903126,.,1,1,1,1,1,0, , ,NED E WILLIAMS EL,.,58,88,.,.,.,.,B,88,80,B,88,58,A,91,A,91,98,A,96,93, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,220,57.1,124,26.2,473,385,.,0.0,347,90.1,105,27.3,.,0.0,26,6.8,.,0.0,.,.,.,.,., ,A,.,LONGVIEW ISD,92903,5,EE,EE - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903127,.,1,1,1,1,1,1, , ,BRAMLETTE STEAM ACADEMY,.,55,83,.,.,.,.,B,83,76,B,82,55,A,90,A,90,93,B,88,89, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,271,59.2,129,24.8,520,458,.,0.0,383,83.6,99,21.6,.,0.0,49,10.7,.,0.0,.,.,.,.,., ,B,.,LONGVIEW ISD,92903,5,1,01 - 05,E, ,.,., , ,7,REGION 07: KILGORE
092903200,., , , , , , , , ,JUVENILE DETENT CTR,.,.,.,.,.,9,30,Not Rated,.,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,., ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,13,100.0,126,100,126,13,.,0.0,2,15.4,0,0.0,0,0.0,2,15.4,.,0.0,.,.,.,.,., ,Not Rated,.,LONGVIEW ISD,92903,11,5,05 - 11,B, ,.,., , ,7,REGION 07: KILGORE
092904001,85.1, , , , , , , ,2,PINE TREE H S,85.9,50,77,74,94,99,95,B,87,68,C,78,62,B,87,B,87,68,C,79,85, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,1206,100.0,188,13.8,1361,1206,.,0.0,668,55.4,87,7.2,0,0.0,112,9.3,.,0.0,.,.,.,.,., ,Data Integrity Issues,.,PINE TREE ISD,92904,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092904003,59.1, , , , , , , ,2,EXCEL H S OF CHOICE,57.1,39,89,18,83,75.6,70,B,83,38,F,58,.,Not Rated,.,F,58,.,Not Rated,.,88,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,GREGG,.,92,40,100.0,39,59.1,66,40,.,0.0,26,65.0,2,5.0,0,0.0,1,2.5,.,0.0,5,57,2,52,3, ,Data Integrity Issues,.,PINE TREE ISD,92904,12,10,10 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092904041,.,0,0,0,1,0,0,0, ,PINE TREE J H,.,43,75,.,.,.,.,C,75,77,B,86,43,B,80,B,86,68,B,80,84, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,709,100.0,89,11.7,760,709,.,0.0,471,66.4,101,14.2,.,0.0,66,9.3,.,0.0,.,.,.,.,., ,B,.,PINE TREE ISD,92904,8,7,07 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092904043,.,0,0,0,0,0,0, , ,PINE TREE MIDDLE,.,39,71,.,.,.,.,C,71,58,F,58,39,C,74,C,74,15,D,62,70, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,1B,92,689,100.0,109,13.8,789,689,.,0.0,468,67.9,137,19.9,.,0.0,82,11.9,.,0.0,.,.,.,.,., ,C,.,PINE TREE ISD,92904,6,5,05 - 06,M, ,.,., , ,7,REGION 07: KILGORE
092904103,., , , , , , , , ,PINE TREE PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,86, ,N,N,N,N,Y,N,N,Y,Y,N,N,GREGG, ,92,0,0.0,.,.,.,510,.,0.0,393,77.1,106,20.8,.,0.0,41,8.0,.,0.0,.,.,.,.,., ,Data Integrity Issues,.,PINE TREE ISD,92904,KG,EE,EE - KG,E, ,.,.,92904000,PINE TREE ISD,7,REGION 07: KILGORE
092904104,.,0,0,0,1,0, , , ,BIRCH EL,.,41,70,.,.,.,.,C,70,73,C,77,41,C,72,C,77,60,C,73,76, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,306,47.2,128,16.8,764,648,.,0.0,467,72.1,126,19.4,.,0.0,49,7.6,.,0.0,.,.,.,.,., ,C,.,PINE TREE ISD,92904,4,1,01 - 04,E, ,.,., , ,7,REGION 07: KILGORE
092904105,.,0,0,0,0,0, , , ,PARKWAY EL,.,39,67,.,.,.,.,D,67,61,F,58,39,D,69,D,69,36,D,65,68, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,331,48.4,184,23.1,798,684,.,0.0,493,72.1,145,21.2,.,0.0,81,11.8,.,0.0,.,.,.,.,., ,D,.,PINE TREE ISD,92904,4,1,01 - 04,E, ,.,., , ,7,REGION 07: KILGORE
092906002,92.6,1,1,0,0,1,1,0, ,SABINE H S,92.6,57,86,70,93,97.9,90,A,90,68,C,78,64,B,86,B,86,92,B,88,89, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,433,100.0,36,8.2,441,433,0,0.0,195,45.0,13,3.0,0,0.0,37,8.5,0,0.0,.,.,.,.,., ,B,.,SABINE ISD,92906,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092906041,.,1,0,1,0,0,1,1, ,SABINE MIDDLE,.,57,87,.,.,.,.,B,87,69,C,75,57,B,86,B,86,72,B,82,86, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,354,100.0,37,10.2,364,354,.,0.0,160,45.2,18,5.1,.,0.0,28,7.9,0,0.0,.,.,.,.,., ,B,.,SABINE ISD,92906,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092906102,.,0,0,1,1,1,0, , ,SABINE EL,.,56,85,.,.,.,.,B,85,77,B,83,56,B,84,B,84,88,B,83,84, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,333,47.7,76,12.4,614,698,0,0.0,370,53.0,99,14.2,0,0.0,80,11.5,0,0.0,.,.,.,.,., ,B,.,SABINE ISD,92906,5,PK,PK - 05,E, ,.,., , ,7,REGION 07: KILGORE
092907001,95.3,0,1,1,0,1,1,1, ,SPRING HILL H S,95.2,59,89,79,95,98.2,95,A,93,58,D,63,69,B,85,B,85,79,B,84,90, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,542,100.0,72,12.9,560,542,.,0.0,178,32.8,15,2.8,0,0.0,33,6.1,.,0.0,.,.,.,.,., ,A,.,SPRING HILL ISD,92907,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092907042,.,0,1,1,0,1,0,0, ,SPRING HILL J H,.,57,87,.,.,.,.,B,87,68,C,74,57,B,86,B,86,55,C,76,84, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,476,100.0,53,10.8,492,476,.,0.0,212,44.5,23,4.8,.,0.0,36,7.6,.,0.0,.,.,.,.,., ,B,.,SPRING HILL ISD,92907,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092907101,.,1,0,0,1,1,0, , ,SPRING HILL INT,.,56,85,.,.,.,.,B,85,79,B,86,56,B,83,B,86,88,B,83,85, ,N,N,N,N,N,N,N,N,N,Y,N,GREGG,.,92,503,100.0,73,13.7,532,503,.,0.0,255,50.7,30,6.0,.,0.0,37,7.4,.,0.0,.,.,.,.,., ,B,.,SPRING HILL ISD,92907,5,3,03 - 05,E, ,.,., , ,7,REGION 07: KILGORE
092907103,., , , , , , , , ,SPRING HILL PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,85, ,N,N,N,N,N,N,N,Y,N,N,N,GREGG, ,92,0,0.0,51,15,339,489,.,0.0,271,55.4,36,7.4,.,0.0,46,9.4,.,0.0,.,.,.,.,., ,B,.,SPRING HILL ISD,92907,2,EE,EE - 02,E, ,.,.,92907101,SPRING HILL INT,7,REGION 07: KILGORE
092908001,99,1,1,1,1,1,1,0, ,WHITE OAK H S,99,61,90,80,95,99.1,95,A,93,75,B,85,71,B,87,B,87,94,B,89,92, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,.,92,413,100.0,27,6.4,424,413,.,0.0,145,35.1,0,0.0,0,0.0,35,8.5,.,0.0,.,.,.,.,., ,A,.,WHITE OAK ISD,92908,12,9,09 - 12,S, ,.,., , ,7,REGION 07: KILGORE
092908041,.,0,0,0,0,1,0,0, ,WHITE OAK MIDDLE,.,50,81,.,.,.,.,B,81,64,D,66,50,C,72,C,72,60,C,78,80, ,N,N,N,N,N,N,N,N,N,N,N,GREGG,2,92,368,100.0,38,10.1,377,368,.,0.0,146,39.7,0,0.0,.,0.0,51,13.9,.,0.0,.,.,.,.,., ,B,.,WHITE OAK ISD,92908,8,6,06 - 08,M, ,.,., , ,7,REGION 07: KILGORE
092908102,., , , , , , , , ,WHITE OAK PRI,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,81, ,N,N,N,N,N,N,N,Y,N,N,N,GREGG, ,92,0,0.0,31,12.1,256,354,.,0.0,143,40.4,9,2.5,.,0.0,44,12.4,.,0.0,.,.,.,.,., ,B,.,WHITE OAK ISD,92908,2,EE,EE - 02,E, ,.,.,92908103,WHITE OAK INT,7,REGION 07: KILGORE
092908103,.,0,0,0,1,0,0, , ,WHITE OAK INT,.,54,82,.,.,.,.,B,82,76,B,82,54,C,77,B,82,80,C,78,81, ,N,N,N,N,N,N,N,N,N,Y,N,GREGG,.,92,353,100.0,34,9.3,365,353,.,0.0,148,41.9,7,2.0,.,0.0,35,9.9,.,0.0,.,.,.,.,., ,B,.,WHITE OAK ISD,92908,5,3,03 - 05,E, ,.,., , ,7,REGION 07: KILGORE
093901001,92.2,0,0,0,1,0,0,0, ,ANDERSON-SHIRO JR/SR H S,88.9,55,83,63,91,100,100,A,90,73,B,83,59,B,81,B,83,85,B,86,89, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,.,93,476,100.0,23,4.9,467,476,0,0.0,178,37.4,4,0.8,0,0.0,46,9.7,0,0.0,.,.,.,.,., ,B,.,ANDERSON-SHIRO CISD,93901,12,6,06 - 12,B, ,.,., , ,6,REGION 06: HUNTSVILLE
093901101,.,0,0,1,0,0,1, , ,ANDERSON-SHIRO EL,.,59,89,.,.,.,.,B,89,71,C,74,59,B,86,B,86,76,C,77,85, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,.,93,169,41.9,31,9.6,324,403,0,0.0,203,50.4,42,10.4,0,0.0,35,8.7,0,0.0,.,.,.,.,., ,B,.,ANDERSON-SHIRO CISD,93901,5,PK,PK - 05,E, ,.,., , ,6,REGION 06: HUNTSVILLE
093903001,92,1,0,0,0,0,0,0, ,IOLA H S,91.7,61,90,82,96,100,100,A,94,73,B,83,72,B,88,B,88,100,A,100,96, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,.,93,214,100.0,23,10.2,225,214,0,0.0,75,35.0,0,0.0,0,0.0,14,6.5,0,0.0,.,.,.,.,., ,A,.,IOLA ISD,93903,12,7,07 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
093903101,.,0,0,0,0,0,0, , ,IOLA EL,.,54,82,.,.,.,.,B,82,73,C,77,54,C,75,C,77,89,B,84,83, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,.,93,170,54.5,22,8.9,247,312,0,0.0,121,38.8,5,1.6,0,0.0,32,10.3,0,0.0,.,.,.,.,., ,B,.,IOLA ISD,93903,6,PK,PK - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
093904002,93.3,0,1,0,0,0,0,0, ,NAVASOTA H S,94.4,41,70,42,73,96.5,90,C,75,69,C,79,42,C,76,C,79,43,C,73,77, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,818,100.0,93,11.3,822,818,.,0.0,577,70.5,81,9.9,0,0.0,71,8.7,.,0.0,.,.,.,.,., ,C,.,NAVASOTA ISD,93904,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
093904005,20, , , , , , , , ,W B BIZZELL ACADEMY,13.3,8,47,21,87,100,100,C,74,.,Not Rated,.,.,Not Rated,.,Not Rated,.,.,Not Rated,.,74,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,GRIMES,.,93,25,100.0,31,67.4,46,25,.,0.0,17,68.0,2,8.0,0,0.0,1,4.0,.,0.0,0,13,0,16,0, ,C,.,NAVASOTA ISD,93904,12,9,09 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
093904042,.,0,0,0,0,0,0,0, ,NAVASOTA J H,.,31,59,.,.,.,.,F,59,57,F,57,31,D,63,D,63,0,F,30,53, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,652,100.0,71,9.9,717,652,.,0.0,512,78.5,137,21.0,.,0.0,72,11.0,.,0.0,.,.,.,.,., ,F,1,NAVASOTA ISD,93904,8,6,06 - 08,M, ,.,., , ,6,REGION 06: HUNTSVILLE
093904104,.,0,0,0,0,0,0, , ,JOHN C WEBB EL,.,34,59,.,.,.,.,F,59,68,D,69,34,D,60,D,69,32,D,63,67, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,312,41.1,65,11.1,587,759,.,0.0,621,81.8,153,20.2,.,0.0,70,9.2,.,0.0,.,.,.,.,., ,D,.,NAVASOTA ISD,93904,5,PK,PK - 05,E, ,.,., , ,6,REGION 06: HUNTSVILLE
093904106,.,0,0,0,0,0,0, , ,HIGH POINT EL,.,40,69,.,.,.,.,D,69,67,D,67,40,C,72,C,72,34,D,64,70, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,209,45.3,56,15.7,356,461,.,0.0,352,76.4,129,28.0,.,0.0,47,10.2,.,0.0,.,.,.,.,., ,C,.,NAVASOTA ISD,93904,5,EE,EE - 05,E, ,.,., , ,6,REGION 06: HUNTSVILLE
093904107,.,0,0,0,0,0,0, , ,BRULE EL,.,41,70,.,.,.,.,C,70,71,C,74,41,C,75,C,75,52,C,71,74, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,156,48.1,46,15.4,299,324,.,0.0,266,82.1,117,36.1,.,0.0,25,7.7,.,0.0,.,.,.,.,., ,C,.,NAVASOTA ISD,93904,5,PK,PK - 05,E, ,.,., , ,6,REGION 06: HUNTSVILLE
093905001,83.3,0,0,0,0,0,0,0, ,RICHARDS H S,90,38,65,58,88,100,100,B,81,61,D,68,48,B,80,B,80,61,C,77,80, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,3A,93,88,100.0,11,12.1,91,88,0,0.0,56,63.6,0,0.0,0,0.0,9,10.2,0,0.0,.,.,.,.,., ,B,.,RICHARDS ISD,93905,12,7,07 - 12,S, ,.,., , ,6,REGION 06: HUNTSVILLE
093905101,.,1,0,1,0,0,0, , ,RICHARDS EL,.,47,75,.,.,.,.,C,75,58,F,57,47,C,75,C,75,76,C,77,76, ,N,N,N,N,N,N,N,N,N,N,N,GRIMES,2,93,54,59.3,17,22.1,77,91,.,0.0,53,58.2,1,1.1,.,0.0,4,4.4,0,0.0,.,.,.,.,., ,C,.,RICHARDS ISD,93905,6,PK,PK - 06,E, ,.,., , ,6,REGION 06: HUNTSVILLE
094901001,75.8,0,0,0,0,1,0,0, ,SEGUIN H S,76,40,69,57,87,98.9,95,B,81,56,D,60,49,B,80,B,80,21,D,66,77, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,1978,100.0,439,20.7,2116,1978,538,27.2,1155,58.4,104,5.3,0,0.0,226,11.4,0,0.0,.,.,.,.,., ,C,.,SEGUIN ISD,94901,12,9,09 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094901002,53.7, , , , , , , , ,MERCER & BLUMBERG LRN CTR,56.2,26,76,12,76,100,100,B,81,.,Not Rated,.,.,Not Rated,.,Not Rated,.,0,F,30,70,AEC OF CHOICE - DRS,Y,Y,N,N,N,N,N,N,N,N,N,GUADALUPE,3B,94,78,100.0,107,77,139,78,0,0.0,62,79.5,5,6.4,0,0.0,7,9.0,0,0.0,4,56,2,45,2, ,C,.,SEGUIN ISD,94901,12,10,10 - 12,S, ,.,., , ,20,REGION 20: SAN ANTONIO
094901041,.,0,0,0,0,0,0,0, ,JIM BARNES MIDDLE,.,38,70,.,.,.,.,C,70,54,F,56,38,D,69,D,69,1,F,33,59, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,876,100.0,106,11.6,910,876,0,0.0,544,62.1,37,4.2,0,0.0,119,13.6,0,0.0,.,.,.,.,., ,F,1,SEGUIN ISD,94901,8,6,06 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094901042,.,0,0,0,0,0,0,0, ,BRIESEMEISTER MIDDLE,.,30,58,.,.,.,.,F,58,54,F,56,30,F,59,F,59,3,F,39,53, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,778,100.0,132,15.2,870,778,0,0.0,581,74.7,60,7.7,0,0.0,93,12.0,0,0.0,.,.,.,.,., ,F,1,SEGUIN ISD,94901,8,6,06 - 08,M, ,.,., , ,20,REGION 20: SAN ANTONIO
094901101,., , , , , , , , ,BALL EARLY CHILDHOOD CENTER,.,.,.,.,.,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,Not Rated: Paired Campus,.,.,Not Rated: Paired Campus,.,80, ,N,N,N,N,Y,N,N,Y,N,N,N,GUADALUPE, ,94,0,0.0,.,.,.,477,0,0.0,477,100.0,97,20.3,0,0.0,65,13.6,0,0.0,.,.,.,.,., ,B,.,SEGUIN ISD,94901,PK,EE,EE - PK,E, ,.,.,94901109,KOENNECKE EL,20,REGION 20: SAN ANTONIO
094901103,.,0,0,0,0,0,0, , ,JEFFERSON AVE EL,.,36,62,.,.,.,.,D,62,72,C,75,36,D,69,C,75,56,C,72,74, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,188,51.8,75,20.1,374,363,0,0.0,319,87.9,4,1.1,0,0.0,53,14.6,0,0.0,.,.,.,.,., ,C,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901104,.,0,0,0,0,0,0, , ,ORALIA R RODRIGUEZ EL,.,32,57,.,.,.,.,F,57,67,D,67,32,F,58,D,67,48,C,70,68, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,273,49.5,73,14.6,499,551,0,0.0,453,82.2,141,25.6,0,0.0,61,11.1,0,0.0,.,.,.,.,., ,D,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901105,.,0,0,0,0,0,0, , ,WEINERT EL,.,48,76,.,.,.,.,C,76,70,C,72,48,B,80,B,80,60,C,73,78, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,249,52.4,98,20.7,474,475,0,0.0,312,65.7,12,2.5,0,0.0,56,11.8,0,0.0,.,.,.,.,., ,C,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901106,.,0,0,1,0,0,0, , ,MCQUEENEY EL,.,49,77,.,.,.,.,C,77,67,D,67,49,B,85,B,85,57,C,72,81, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,.,94,172,51.0,66,20.8,318,337,0,0.0,281,83.4,11,3.3,0,0.0,33,9.8,0,0.0,.,.,.,.,., ,B,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
094901108,.,0,0,0,0,0,0, , ,PATLAN EL,.,38,65,.,.,.,.,D,65,67,D,67,38,C,70,C,70,30,D,63,68, ,N,N,N,N,N,N,N,N,N,N,N,GUADALUPE,2,94,223,53.2,77,18.1,426,419,0,0.0,347,82.8,85,20.3,0,0.0,34,8.1,0,0.0,.,.,.,.,., ,D,.,SEGUIN ISD,94901,5,KG,KG - 05,E, ,.,., , ,20,REGION 20: SAN ANTONIO
