DISTRICT,CAMPUS,COUNTY,REGION,GRDSPAN,PAIRCAMP,CD1A,CD1B,CD1C,CD2B,CGRPRATE21,CELPRATE21,CCCPRATE21,CSTPRATE21,CAAPRATE21,CPEMALLC,CPEMALLT,CPEMALLP,CPETALLC,CPETECOC,CPETSPEC,CPE0312C,CAMPNAME,REGNNAME,DISTNAME,CNTYNAME,GRDLOW,GRDHIGH,GRDTYPE,CPETLEPC,CPETSTEC,CPETECHC,CPETPTEC,CPETLEPP,CPETECOP,CPETSPEP,CPETECHP,CPETPTEP,CPETSTEP,CPE0312P,CFLCHART,CFLDAEP,CFLEEK,CFLJJ,CFLNEWCAMP,CFLPAIRD,CFLALTED,CFLAEC,CFLRTF,PAIRNAME,CFLPAIRO,CFLAEATYPE,CFLPAIR,CDA00A00T019R,CDA00A00T021R,C_RATING
082902,082902101,82,20,EE - 05, ,28,.,.,28,.,.,.,0,0,43,355,12.1,427,367,63,181,DILLEY EL,REGION 20: SAN ANTONIO,DILLEY ISD,FRIO,EE,05,E,17,0,0,0,4.0,85.9,14.8,0.0,0.0,0.0,42.4,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
082903,082903001,82,20,09 - 12, ,33,67,98.7,50,100,.,100,0,0,52,635,8.2,608,473,83,608,PEARSALL H S,REGION 20: SAN ANTONIO,PEARSALL ISD,FRIO,09,12,S,32,0,0,0,5.3,77.8,13.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,87,Not Rated: Declared State of Disaster
082903,082903003,82,20,10 - 12, ,.,.,.,.,.,.,.,.,.,5,5,100,3,3,0,3,ATASCOSA JUVENILE DETENTION CTR,REGION 20: SAN ANTONIO,PEARSALL ISD,FRIO,10,12,S,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,-1,.,Not Rated
082903,082903041,82,20,06 - 08, ,17,.,.,17,.,.,.,0,7,48,509,9.4,480,418,75,480,PEARSALL J H,REGION 20: SAN ANTONIO,PEARSALL ISD,FRIO,06,08,M,29,0,.,.,6.0,87.1,15.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,91,Not Rated: Declared State of Disaster
082903,082903103,82,20,03 - 05, ,18,.,.,18,.,0,.,0,0,37,510,7.3,435,350,54,435,PEARSALL INT,REGION 20: SAN ANTONIO,PEARSALL ISD,FRIO,03,05,E,37,0,0,0,8.5,80.5,12.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,86,Not Rated: Declared State of Disaster
082903,082903104,82,20,EE - 02,'082903103,.,.,.,.,.,.,.,.,.,33,332,9.9,488,438,27,0,TED FLORES EL,REGION 20: SAN ANTONIO,PEARSALL ISD,FRIO,EE,02,E,39,.,.,.,8.0,89.8,5.5,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,PEARSALL INT,N, ,Y,.,.,Not Rated: Declared State of Disaster
083901,083901001,83,17,PK - 12, ,31,79,97.7,55,67,100,100,0,7,52,527,9.9,504,396,29,388,SEAGRAVES SCHOOLS,REGION 17: LUBBOCK,SEAGRAVES ISD,GAINES,PK,12,B,120,0,0,0,23.8,78.6,5.8,0.0,0.0,0.0,77.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
083902,083902001,83,17,KG - 12, ,47,96,100,72,100,.,100,50,42,10,145,6.9,144,89,12,111,LOOP SCHOOL,REGION 17: LUBBOCK,LOOP ISD,GAINES,KG,12,B,13,0,0,0,9.0,61.8,8.3,0.0,0.0,0.0,77.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,99,Not Rated: Declared State of Disaster
083903,083903001,83,17,09 - 12, ,48,86,97.5,67,100,100,100,63,38,103,865,11.9,824,380,76,824,SEMINOLE H S,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,09,12,S,86,.,.,.,10.4,46.1,9.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,99,Not Rated: Declared State of Disaster
083903,083903002,83,17,10 - 12, ,25,37,100,.,0,.,0,0,0,55,57,96.5,44,19,5,44,SEMINOLE SUCCESS CTR,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,10,12,S,5,.,.,.,11.4,43.2,11.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE - DRS,N,100,100,Not Rated: Declared State of Disaster
083903,083903041,83,17,06 - 08, ,46,.,.,46,.,100,.,40,44,86,751,11.5,677,381,68,677,SEMINOLE J H,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,06,08,M,108,.,.,.,16.0,56.3,10.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
083903,083903101,83,17,04 - 05, ,54,.,.,54,.,100,.,100,94,70,504,13.9,411,242,66,411,SEMINOLE EL,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,04,05,E,70,.,.,.,17.0,58.9,16.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
083903,083903102,83,17,02 - 03, ,52,.,.,52,.,100,.,88,71,71,476,14.9,418,272,42,207,SEMINOLE PRI,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,02,03,E,99,.,.,.,23.7,65.1,10.0,0.0,0.0,0.0,49.5,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,100,Not Rated: Declared State of Disaster
083903,083903103,83,17,PK - 01,'083903102,.,.,.,.,.,.,.,.,.,31,238,13,553,382,43,0,YOUNG EL,REGION 17: LUBBOCK,SEMINOLE ISD,GAINES,PK,01,E,133,.,.,.,24.1,69.1,7.8,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,SEMINOLE PRI,N, ,Y,.,.,Not Rated: Declared State of Disaster
084802,084802001,84,4,PK - 12, ,27,100,100,64,100,100,100,0,0,87,770,11.3,903,696,82,590,ODYSSEY ACADEMY - GALVESTON,REGION 04: HOUSTON,ODYSSEY ACADEMY INC,GALVESTON,PK,12,B,239,0,0,0,26.5,77.1,9.1,0.0,0.0,0.0,65.3,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
084802,084802002,84,4,PK - 08, ,32,.,.,32,.,.,.,22,13,52,187,27.8,494,332,61,187,ODYSSEY ACADEMY - BAY AREA,REGION 04: HOUSTON,ODYSSEY ACADEMY INC,GALVESTON,PK,08,E,33,0,.,.,6.7,67.2,12.3,0.0,0.0,0.0,37.9,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084804,084804101,84,4,PK - 08, ,22,.,.,22,.,.,.,0,0,16,201,8,246,246,13,116,AMBASSADORS PREPARATORY ACADEMY,REGION 04: HOUSTON,AMBASSADORS PREPARATORY ACADEMY,GALVESTON,PK,08,E,0,0,0,0,0.0,100.0,5.3,0.0,0.0,0.0,47.2,Y,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
084901,084901001,84,4,09 - 12, ,49,67,93.5,58,100,0,100,50,55,337,3316,10.2,3335,2177,431,3335,DICKINSON H S,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,09,12,S,278,.,.,0,8.3,65.3,12.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084901,084901009,84,4,08 - 12, ,34,21,92.3,.,100,.,0,20,33,93,118,78.8,70,55,3,70,DICKINSON CONTINUATION CENTER,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,08,12,S,2,.,.,0,2.9,78.6,4.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE - DRS,N,97,90,Not Rated: Declared State of Disaster
084901,084901010,84,4,08 - 08, ,.,.,.,.,.,.,.,.,.,6,6,100,1,1,0,1,GALVESTON CO J J A E P,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,08,08,M,1,.,.,.,100.0,100.0,0.0,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,-1,.,Not Rated
084901,084901011,84,4,09 - 09, ,.,.,.,.,.,.,.,.,.,17,19,89.5,7,2,2,7,TRANSFORMING LIVES COOPERATIVE (TL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,09,09,S,0,.,.,0,0.0,28.6,28.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE,N,93,100,Not Rated: Declared State of Disaster
084901,084901012,84,4,07 - 11, ,.,.,.,.,.,.,.,.,.,153,153,100,9,2,1,9,GALVESTON CO DETENTION CTR,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,07,11,S,0,.,.,0,0.0,22.2,11.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,N,Y, ,N,RESIDENTIAL FACILITY,N,100,-1,Not Rated
084901,084901041,84,4,07 - 08, ,39,.,.,39,.,100,.,25,28,113,946,11.9,891,599,138,891,R D MCADAMS J H,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,07,08,M,102,.,.,.,11.4,67.2,15.5,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,93,Not Rated: Declared State of Disaster
084901,084901042,84,4,05 - 06, ,29,.,.,29,.,0,.,9,11,96,670,14.3,636,494,116,636,DUNBAR MIDDLE,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,05,06,M,184,.,.,.,28.9,77.7,18.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084901,084901043,84,4,05 - 06, ,52,.,.,52,.,100,.,92,94,49,752,6.5,710,449,81,710,JOHN AND SHAMARION BARBER MIDDLE,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,05,06,M,117,.,.,.,16.5,63.2,11.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084901,084901044,84,4,05 - 06, ,33,.,.,33,.,100,.,0,0,55,490,11.2,473,274,82,473,ELVA C LOBIT MIDDLE,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,05,06,M,37,.,.,.,7.8,57.9,17.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,87,Not Rated: Declared State of Disaster
084901,084901051,84,4,07 - 08, ,49,.,.,49,.,100,.,75,83,80,1050,7.6,978,679,117,978,EUGENE 'GENE' KRANZ J H,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,07,08,M,114,.,.,.,11.7,69.4,12.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,96,98,Not Rated: Declared State of Disaster
084901,084901101,84,4,PK - 04, ,33,.,.,33,.,100,.,11,0,84,532,15.8,584,491,56,222,KENNETH E LITTLE EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,PK,04,E,235,.,.,.,40.2,84.1,9.6,0.0,0.0,0.0,38.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,95,Not Rated: Declared State of Disaster
084901,084901102,84,4,PK - 04, ,46,.,.,46,.,.,.,50,69,63,523,12,622,280,109,243,LOUIS G LOBIT EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,PK,04,E,26,.,.,.,4.2,45.0,17.5,0.0,0.0,0.0,39.1,N,N,N,N,N,N,N,N,N, ,N, ,N,99,90,Not Rated: Declared State of Disaster
084901,084901105,84,4,EE - 04, ,36,.,.,36,.,100,.,0,31,68,506,13.4,611,471,69,222,JAKE SILBERNAGEL EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,EE,04,E,235,.,.,.,38.5,77.1,11.3,0.0,0.0,0.0,36.3,N,N,N,N,N,N,N,N,N, ,N, ,N,100,97,Not Rated: Declared State of Disaster
084901,084901106,84,4,EE - 04, ,38,.,.,38,.,100,.,10,13,85,554,15.3,658,460,90,247,HUGHES ROAD EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,EE,04,E,51,.,.,.,7.8,69.9,13.7,0.0,0.0,0.0,37.5,N,N,N,N,N,N,N,N,N, ,N, ,N,99,95,Not Rated: Declared State of Disaster
084901,084901107,84,4,EE - 04, ,44,.,.,44,.,100,.,44,50,52,529,9.8,673,420,87,236,BAY COLONY EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,EE,04,E,181,.,.,.,26.9,62.4,12.9,0.0,0.0,0.0,35.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084901,084901108,84,4,EE - 04, ,28,.,.,28,.,100,.,0,0,80,548,14.6,696,573,112,266,SAN LEON EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,EE,04,E,276,.,.,.,39.7,82.3,16.1,0.0,0.0,0.0,38.2,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
084901,084901109,84,4,EE - 04, ,51,.,.,51,.,100,.,100,94,56,493,11.4,642,372,102,240,CALDER ROAD EL,REGION 04: HOUSTON,DICKINSON ISD,GALVESTON,EE,04,E,110,.,.,.,17.1,57.9,15.9,0.0,0.0,0.0,37.4,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084902,084902001,84,4,09 - 12, ,40,58,91.1,49,29,0,100,18,47,262,2155,12.2,2051,1419,177,2051,BALL H S,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,09,12,S,240,824,.,0,11.7,69.2,8.6,0.0,0.0,40.2,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,97,87,Not Rated: Declared State of Disaster
084902,084902006,84,4,05 - 08, ,18,.,.,18,.,0,.,0,0,76,753,10.1,692,593,83,692,COLLEGIATE ACADEMY,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,05,08,M,177,.,.,.,25.6,85.7,12.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
084902,084902007,84,4,06 - 12, ,32,7,89.3,.,100,.,0,0,17,51,129,39.5,89,76,14,89,AIM COLLEGE & CAREER PREP,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,06,12,B,4,.,.,0,4.5,85.4,15.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,Y,Y,N, ,N,AEC OF CHOICE,N,100,95,Not Rated: Declared State of Disaster
084902,084902041,84,4,05 - 08, ,67,.,.,67,.,0,.,100,100,22,590,3.7,574,338,57,574,AUSTIN MIDDLE,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,05,08,M,77,.,.,.,13.4,58.9,9.9,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,97,94,Not Rated: Declared State of Disaster
084902,084902042,84,4,05 - 08, ,25,.,.,25,.,0,.,0,0,169,741,22.8,583,551,66,583,CENTRAL MIDDLE,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,05,08,M,167,.,.,.,28.6,94.5,11.3,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,89,Not Rated: Declared State of Disaster
084902,084902102,84,4,PK - 08, ,31,.,.,31,.,.,.,0,8,44,144,30.6,132,91,16,87,CRENSHAW EL AND MIDDLE,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,PK,08,E,23,.,.,.,17.4,68.9,12.1,0.0,0.0,0.0,65.9,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
084902,084902104,84,4,PK - 04, ,60,.,.,60,.,100,.,100,100,68,475,14.3,506,485,30,167,MORGAN EL MAGNET SCHOOL,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,PK,04,E,274,.,.,.,54.2,95.8,5.9,0.0,0.0,0.0,33.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,85,Not Rated: Declared State of Disaster
084902,084902106,84,4,PK - 04, ,58,.,.,58,.,100,.,90,100,37,513,7.2,584,310,77,229,OPPE EL,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,PK,04,E,160,.,.,.,27.4,53.1,13.2,0.0,0.0,0.0,39.2,N,N,N,N,N,N,N,N,N, ,N, ,N,99,92,Not Rated: Declared State of Disaster
084902,084902107,84,4,PK - 04, ,34,.,.,34,.,.,.,0,13,64,451,14.2,530,482,61,192,PARKER EL,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,PK,04,E,22,.,.,.,4.2,90.9,11.5,0.0,0.0,0.0,36.2,N,N,N,N,N,N,N,N,N, ,N, ,N,98,96,Not Rated: Declared State of Disaster
084902,084902114,84,4,EE - 04, ,28,.,.,28,.,.,.,13,0,34,177,19.2,328,303,77,87,ROSENBERG EL LABORATORY FOR LEARNI,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,EE,04,E,42,.,.,.,12.8,92.4,23.5,0.0,0.0,0.0,26.5,N,N,N,N,N,N,N,N,N, ,N, ,N,.,85,Not Rated: Declared State of Disaster
084902,084902115,84,4,EE - 04, ,21,.,.,21,.,100,.,0,0,84,469,17.9,516,511,43,184,BURNET EL,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,EE,04,E,216,.,.,.,41.9,99.0,8.3,0.0,0.0,0.0,35.7,N,N,N,N,N,N,N,N,N, ,N, ,N,98,92,Not Rated: Declared State of Disaster
084902,084902117,84,4,PK - PK,'084902000,.,.,.,.,.,.,.,.,.,.,.,.,106,90,2,0,MOODY EARLY CHILDHOOD CENTER,REGION 04: HOUSTON,GALVESTON ISD,GALVESTON,PK,PK,E,49,.,.,.,46.2,84.9,1.9,0.0,0.0,0.0,0.0,N,N,Y,N,N,Y,N,N,N,GALVESTON ISD,N, ,Y,.,.,Not Rated: Declared State of Disaster
084903,084903001,84,5,PK - 12, ,50,79,100,65,100,.,100,71,30,29,175,16.6,170,112,24,142,HIGH ISLAND SCHOOL,REGION 05: BEAUMONT,HIGH ISLAND ISD,GALVESTON,PK,12,B,0,0,0,0,0.0,65.9,14.1,0.0,0.0,0.0,83.5,N,N,N,N,N,N,N,N,N, ,N, ,N,100,100,Not Rated: Declared State of Disaster
084906,084906001,84,4,09 - 12, ,41,69,93.8,55,33,0,100,20,16,327,1897,17.2,1778,1387,196,1778,TEXAS CITY H S,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,09,12,S,99,.,.,0,5.6,78.0,11.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,97,89,Not Rated: Declared State of Disaster
084906,084906002,84,4,09 - 12, ,31,29,83.7,30,0,0,0,0,0,194,779,24.9,711,655,83,711,LA MARQUE H S,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,09,12,S,52,.,.,0,7.3,92.1,11.7,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,97,85,Not Rated: Declared State of Disaster
084906,084906006,84,4,07 - 12, ,.,.,.,.,.,.,.,.,.,347,349,99.4,20,16,0,20,WOODROW WILSON DAEP,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,07,12,S,1,.,.,0,5.0,80.0,0.0,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,100,Not Rated
084906,084906010,84,4,10 - 10, ,.,.,.,.,.,.,.,.,.,1,2,50,1,1,0,1,TEXAS CITY J J A E P,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,10,10,S,0,.,.,0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,.,.,Not Rated
084906,084906014,84,4,07 - 11, ,.,.,.,.,.,.,.,.,.,12,12,100,4,3,0,4,COASTAL ALTERNATIVE PROGRAM (CAP),REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,07,11,S,0,.,.,0,0.0,75.0,0.0,0.0,0.0,0.0,100.0,N,Y,N,N,N,N,N,N,N, ,N, ,N,.,.,Not Rated
084906,084906041,84,4,07 - 08, ,36,.,.,36,.,0,.,10,15,142,1020,13.9,896,747,135,896,BLOCKER MIDDLE,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,07,08,M,66,.,.,.,7.4,83.4,15.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084906,084906043,84,4,06 - 08, ,18,.,.,18,.,0,.,10,11,137,610,22.5,525,505,82,525,LA MARQUE MIDDLE,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,06,08,M,44,.,.,.,8.4,96.2,15.6,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,94,Not Rated: Declared State of Disaster
084906,084906101,84,4,05 - 06, ,33,.,.,33,.,0,.,0,6,121,991,12.2,893,770,162,893,FRY INT,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,05,06,M,130,.,.,.,14.6,86.2,18.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,89,Not Rated: Declared State of Disaster
084906,084906102,84,4,KG - 04, ,34,.,.,34,.,100,.,0,23,58,376,15.4,375,346,65,143,HEIGHTS EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,04,E,90,.,.,.,24.0,92.3,17.3,0.0,0.0,0.0,38.1,N,N,N,N,N,N,N,N,N, ,N, ,N,100,93,Not Rated: Declared State of Disaster
084906,084906103,84,4,KG - 04, ,37,.,.,37,.,100,.,22,25,89,457,19.5,437,395,75,188,KOHFELDT EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,04,E,88,.,.,.,20.1,90.4,17.2,0.0,0.0,0.0,43.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,98,Not Rated: Declared State of Disaster
084906,084906104,84,4,KG - 04, ,49,.,.,49,.,.,.,67,69,82,488,16.8,507,396,63,221,MANUAL GUAJARDO JR EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,04,E,12,.,.,.,2.4,78.1,12.4,0.0,0.0,0.0,43.6,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
084906,084906105,84,4,KG - 04, ,36,.,.,36,.,100,.,0,11,90,555,16.2,612,521,99,274,ROOSEVELT-WILSON EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,04,E,114,.,.,.,18.6,85.1,16.2,0.0,0.0,0.0,44.8,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,96,Not Rated: Declared State of Disaster
084906,084906109,84,4,EE - PK,'084906105,.,.,.,.,.,.,.,.,.,.,.,.,228,219,43,0,CALVIN VINCENT PRE-K HEAD START,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,EE,PK,E,47,.,.,.,20.6,96.1,18.9,0.0,0.0,0.0,0.0,N,N,Y,N,N,N,N,N,N,ROOSEVELT-WILSON EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
084906,084906110,84,4,KG - 05, ,13,.,.,13,.,100,.,0,0,92,405,22.7,535,510,90,287,HAYLEY EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,05,E,84,.,.,.,15.7,95.3,16.8,0.0,0.0,0.0,53.6,N,N,N,N,N,N,N,N,N, ,N, ,N,.,95,Not Rated: Declared State of Disaster
084906,084906111,84,4,KG - 05, ,25,.,.,25,.,.,.,11,14,120,619,19.4,471,451,89,260,SIMMS EL,REGION 04: HOUSTON,TEXAS CITY ISD,GALVESTON,KG,05,E,8,.,.,.,1.7,95.8,18.9,0.0,0.0,0.0,55.2,N,N,N,N,N,N,N,N,N, ,N, ,N,99,97,Not Rated: Declared State of Disaster
084908,084908001,84,4,09 - 12, ,46,49,96.3,48,50,.,33,67,85,65,419,15.5,378,271,53,378,HITCHCOCK H S,REGION 04: HOUSTON,HITCHCOCK ISD,GALVESTON,09,12,S,29,0,0,0,7.7,71.7,14.0,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,96,Not Rated: Declared State of Disaster
084908,084908042,84,4,06 - 08, ,30,.,.,30,.,.,.,0,6,70,388,18,367,285,58,367,CROSBY MIDDLE,REGION 04: HOUSTON,HITCHCOCK ISD,GALVESTON,06,08,M,30,0,0,0,8.2,77.7,15.8,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,98,Not Rated: Declared State of Disaster
084908,084908103,84,4,03 - 05, ,26,.,.,26,.,0,.,11,11,72,411,17.5,334,253,54,334,STEWART EL,REGION 04: HOUSTON,HITCHCOCK ISD,GALVESTON,03,05,E,36,0,0,0,10.8,75.7,16.2,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,Y, ,N,100,95,Not Rated: Declared State of Disaster
084908,084908104,84,4,PK - PK,'084908103,.,.,.,.,.,.,.,.,.,.,.,.,145,130,3,0,HITCHCOCK HEADSTART,REGION 04: HOUSTON,HITCHCOCK ISD,GALVESTON,PK,PK,E,0,0,0,0,0.0,89.7,2.1,0.0,0.0,0.0,0.0,N,N,Y,N,N,N,N,N,N,STEWART EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
084908,084908106,84,4,EE - 02,'084908103,.,.,.,.,.,.,.,.,.,52,290,17.9,420,355,59,0,HITCHCOCK PRI,REGION 04: HOUSTON,HITCHCOCK ISD,GALVESTON,EE,02,E,41,0,0,0,9.8,84.5,14.0,0.0,0.0,0.0,0.0,N,N,N,N,N,N,N,N,N,STEWART EL,N, ,Y,.,.,Not Rated: Declared State of Disaster
084909,084909001,84,4,09 - 12, ,41,69,96.4,55,40,.,100,11,7,142,1354,10.5,1319,541,164,1319,SANTA FE H S,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,09,12,S,26,.,.,0,2.0,41.0,12.4,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,99,92,Not Rated: Declared State of Disaster
084909,084909002,84,4,09 - 09, ,.,.,.,.,.,.,.,.,.,2,3,66.7,1,0,0,1,GALVESTON CO J J A E P,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,09,09,S,0,.,.,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,N,N,N,Y,N,N,N,N,N, ,N, ,N,.,.,Not Rated
084909,084909041,84,4,06 - 08, ,38,.,.,38,.,0,.,9,0,88,1092,8.1,1029,508,104,1029,SANTA FE J H,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,06,08,M,51,.,.,.,5.0,49.4,10.1,0.0,0.0,0.0,100.0,N,N,N,N,N,N,N,N,N, ,N, ,N,100,98,Not Rated: Declared State of Disaster
084909,084909103,84,4,EE - 05, ,47,.,.,47,.,100,.,44,33,56,551,10.2,608,339,94,301,ROY J WOLLAM EL,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,EE,05,E,59,.,.,.,9.7,55.8,15.5,0.0,0.0,0.0,49.5,N,N,N,N,N,N,N,N,N, ,N, ,N,.,97,Not Rated: Declared State of Disaster
084909,084909104,84,4,PK - 05, ,45,.,.,45,.,.,.,11,36,62,601,10.3,663,388,88,323,DAN J KUBACAK EL,REGION 04: HOUSTON,SANTA FE ISD,GALVESTON,PK,05,E,39,.,.,.,5.9,58.5,13.3,0.0,0.0,0.0,48.7,N,N,N,N,N,N,N,N,N, ,N, ,N,100,96,Not Rated: Declared State of Disaster
