Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
17,Lubbock,54,CROSBY,Female,46,45,98%,44,96%,,0%,40,87%,10,22%,10,22%,20,43%,,0%,8,17%
17,Lubbock,54,CROSBY,Male,46,46,100%,45,98%,1,2%,38,83%,3,7%,15,33%,18,39%,,0%,5,11%
17,Lubbock,58,DAWSON,Female,73,68,93%,60,82%,6,8%,49,67%,12,16%,26,36%,38,52%,2,3%,17,23%
17,Lubbock,58,DAWSON,Male,92,89,97%,78,85%,11,12%,71,77%,15,16%,38,41%,53,58%,2,2%,20,22%
17,Lubbock,63,DICKENS,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,63,DICKENS,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,77,FLOYD,Female,55,54,98%,48,87%,4,7%,44,80%,16,29%,18,33%,34,62%,1,2%,20,36%
17,Lubbock,77,FLOYD,Male,56,55,98%,52,93%,1,2%,46,82%,21,38%,14,25%,35,63%,2,4%,15,27%
17,Lubbock,83,GAINES,Female,102,99,97%,95,93%,2,2%,91,89%,13,13%,30,29%,43,42%,,0%,20,20%
17,Lubbock,83,GAINES,Male,110,102,93%,98,89%,3,3%,90,82%,15,14%,23,21%,38,35%,,0%,20,18%
17,Lubbock,85,GARZA,Female,25,25,100%,25,100%,,0%,23,92%,6,24%,6,24%,12,48%,,0%,9,36%
17,Lubbock,85,GARZA,Male,35,28,80%,27,77%,3,9%,21,60%,4,11%,6,17%,10,29%,2,6%,4,11%
17,Lubbock,95,HALE,Female,259,245,95%,223,86%,15,6%,192,74%,65,25%,56,22%,121,47%,5,2%,45,17%
17,Lubbock,95,HALE,Male,258,250,97%,212,82%,28,11%,208,81%,60,23%,58,22%,118,46%,6,2%,43,17%
17,Lubbock,110,HOCKLEY,Female,159,156,98%,148,93%,1,1%,132,83%,27,17%,77,48%,104,65%,3,2%,52,33%
17,Lubbock,110,HOCKLEY,Male,169,162,96%,157,93%,6,4%,137,81%,15,9%,75,44%,90,53%,2,1%,42,25%
17,Lubbock,132,KENT,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,132,KENT,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,135,KING,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,135,KING,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,140,LAMB,Female,98,92,94%,86,88%,6,6%,82,84%,15,15%,37,38%,52,53%,,0%,27,28%
17,Lubbock,140,LAMB,Male,112,110,98%,105,94%,3,3%,97,87%,25,22%,31,28%,56,50%,,0%,24,21%
17,Lubbock,152,LUBBOCK,Female,1562,1495,96%,1429,91%,58,4%,1293,83%,387,25%,512,33%,899,58%,46,3%,442,28%
17,Lubbock,152,LUBBOCK,Male,1631,1554,95%,1433,88%,84,5%,1250,77%,325,20%,438,27%,763,47%,37,2%,299,18%
17,Lubbock,153,LYNN,Female,40,40,100%,39,98%,,0%,32,80%,6,15%,17,43%,23,58%,1,3%,9,23%
17,Lubbock,153,LYNN,Male,35,34,97%,34,97%,1,3%,31,89%,4,11%,14,40%,18,51%,,0%,9,26%
17,Lubbock,173,MOTLEY,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,173,MOTLEY,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,223,TERRY,Female,72,67,93%,67,93%,1,1%,65,90%,12,17%,15,21%,27,38%,2,3%,11,15%
17,Lubbock,223,TERRY,Male,68,66,97%,63,93%,2,3%,59,87%,17,25%,18,26%,35,51%,1,1%,7,10%
17,Lubbock,251,YOAKUM,Female,61,56,92%,55,90%,3,5%,56,92%,9,15%,21,34%,30,49%,,0%,11,18%
17,Lubbock,251,YOAKUM,Male,65,64,98%,65,100%,,0%,59,91%,10,15%,21,32%,31,48%,1,2%,18,28%
18,Midland,2,ANDREWS,Female,103,101,98%,94,91%,3,3%,80,78%,20,19%,35,34%,55,53%,3,3%,23,22%
18,Midland,2,ANDREWS,Male,113,110,97%,94,83%,10,9%,84,74%,20,18%,22,19%,42,37%,1,1%,15,13%
18,Midland,22,BREWSTER,Female,54,52,96%,46,85%,,0%,46,85%,28,52%,6,11%,34,63%,3,6%,24,44%
18,Midland,22,BREWSTER,Male,46,43,93%,40,87%,1,2%,31,67%,19,41%,5,11%,24,52%,1,2%,8,17%
18,Midland,52,CRANE,Female,40,36,90%,36,90%,2,5%,33,83%,8,20%,14,35%,22,55%,,0%,15,38%
18,Midland,52,CRANE,Male,32,29,91%,29,91%,1,3%,25,78%,6,19%,8,25%,14,44%,,0%,6,19%
18,Midland,55,CULBERSON,Female,17,16,94%,15,88%,,0%,15,88%,7,41%,1,6%,8,47%,,0%,2,12%
18,Midland,55,CULBERSON,Male,23,23,100%,23,100%,,0%,21,91%,10,43%,3,13%,13,57%,,0%,6,26%
18,Midland,68,ECTOR,Female,949,902,95%,838,88%,49,5%,684,72%,144,15%,353,37%,497,52%,28,3%,224,24%
18,Midland,68,ECTOR,Male,967,901,93%,777,80%,112,12%,594,61%,110,11%,270,28%,380,39%,27,3%,137,14%
18,Midland,87,GLASSCOCK,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,87,GLASSCOCK,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,114,HOWARD,Female,195,181,93%,171,88%,10,5%,154,79%,26,13%,88,45%,114,58%,4,2%,48,25%
18,Midland,114,HOWARD,Male,224,205,92%,190,85%,18,8%,166,74%,24,11%,58,26%,82,37%,4,2%,36,16%
18,Midland,122,JEFF DAVIS,Female,13,10,77%,11,85%,,0%,9,69%,8,62%,2,15%,10,77%,3,23%,3,23%
18,Midland,122,JEFF DAVIS,Male,11,10,91%,9,82%,,0%,9,82%,4,36%,3,27%,7,64%,,0%,2,18%
18,Midland,156,MARTIN,Female,38,35,92%,35,92%,2,5%,30,79%,10,26%,11,29%,21,55%,2,5%,9,24%
18,Midland,156,MARTIN,Male,44,41,93%,34,77%,2,5%,31,70%,9,20%,16,36%,25,57%,1,2%,15,34%
18,Midland,165,MIDLAND,Female,876,834,95%,771,88%,51,6%,657,75%,141,16%,345,39%,486,55%,30,3%,208,24%
18,Midland,165,MIDLAND,Male,888,830,93%,725,82%,93,10%,591,67%,115,13%,281,32%,396,45%,32,4%,156,18%
18,Midland,186,PECOS,Female,120,119,99%,112,93%,4,3%,90,75%,24,20%,33,28%,57,48%,5,4%,24,20%
18,Midland,186,PECOS,Male,110,100,91%,92,84%,7,6%,77,70%,20,18%,26,24%,46,42%,2,2%,21,19%
18,Midland,189,PRESIDIO,Female,58,54,93%,52,90%,1,2%,47,81%,24,41%,10,17%,34,59%,,0%,18,31%
18,Midland,189,PRESIDIO,Male,90,85,94%,77,86%,4,4%,62,69%,28,31%,7,8%,35,39%,,0%,16,18%
18,Midland,192,REAGAN,Female,27,21,78%,21,78%,4,15%,18,67%,8,30%,3,11%,11,41%,,0%,8,30%
18,Midland,192,REAGAN,Male,31,29,94%,26,84%,3,10%,28,90%,7,23%,5,16%,12,39%,,0%,7,23%
18,Midland,195,REEVES,Female,89,81,91%,74,83%,7,8%,66,74%,15,17%,12,13%,27,30%,1,1%,15,17%
18,Midland,195,REEVES,Male,76,74,97%,70,92%,5,7%,64,84%,15,20%,19,25%,34,45%,1,1%,7,9%
18,Midland,222,TERRELL,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,222,TERRELL,Male,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,231,UPTON,Female,22,21,95%,21,95%,,0%,21,95%,6,27%,10,45%,16,73%,,0%,6,27%
18,Midland,231,UPTON,Male,23,22,96%,21,91%,,0%,18,78%,3,13%,5,22%,8,35%,,0%,4,17%
18,Midland,238,WARD,Female,74,71,96%,68,92%,,0%,66,89%,23,31%,18,24%,41,55%,,0%,19,26%
18,Midland,238,WARD,Male,79,77,97%,67,85%,6,8%,62,78%,10,13%,18,23%,28,35%,,0%,7,9%
18,Midland,248,WINKLER,Female,46,45,98%,42,91%,1,2%,38,83%,13,28%,19,41%,32,70%,1,2%,15,33%
18,Midland,248,WINKLER,Male,55,53,96%,47,85%,2,4%,39,71%,10,18%,10,18%,20,36%,1,2%,8,15%
19,El Paso,999,El Paso&Hudsp,Female,6205,5879,95%,5120,83%,617,10%,4989,80%,1624,26%,2231,36%,3855,62%,174,3%,1548,25%
19,El Paso,999,El Paso&Hudsp,Male,6760,6371,94%,5102,75%,1111,16%,5082,75%,1480,22%,2171,32%,3651,54%,230,3%,1108,16%
20,San Antonio,7,ATASCOSA,Female,300,284,95%,261,87%,19,6%,251,84%,53,18%,104,35%,157,52%,6,2%,82,27%
20,San Antonio,7,ATASCOSA,Male,308,293,95%,260,84%,39,13%,249,81%,44,14%,85,28%,129,42%,2,1%,40,13%
20,San Antonio,10,BANDERA,Female,125,120,96%,109,87%,8,6%,101,81%,32,26%,32,26%,64,51%,1,1%,32,26%
20,San Antonio,10,BANDERA,Male,107,102,95%,94,88%,6,6%,89,83%,20,19%,34,32%,54,50%,2,2%,24,22%
20,San Antonio,15,BEXAR,Female,11082,10356,93%,9312,84%,931,8%,8667,78%,2522,23%,3733,34%,6255,56%,313,3%,2948,27%
20,San Antonio,15,BEXAR,Male,11766,10802,92%,9219,78%,1488,13%,8704,74%,1967,17%,3351,28%,5318,45%,277,2%,2007,17%
20,San Antonio,64,DIMMIT,Female,75,73,97%,62,83%,6,8%,55,73%,20,27%,28,37%,48,64%,4,5%,23,31%
20,San Antonio,64,DIMMIT,Male,76,73,96%,68,89%,5,7%,50,66%,8,11%,25,33%,33,43%,2,3%,17,22%
20,San Antonio,82,FRIO,Female,98,96,98%,89,91%,6,6%,79,81%,17,17%,21,21%,38,39%,1,1%,12,12%
20,San Antonio,82,FRIO,Male,107,103,96%,92,86%,9,8%,81,76%,16,15%,20,19%,36,34%,1,1%,14,13%
20,San Antonio,130,KENDALL,Female,280,265,95%,261,93%,2,1%,254,91%,120,43%,72,26%,192,69%,8,3%,122,44%
20,San Antonio,130,KENDALL,Male,255,246,96%,244,96%,2,1%,233,91%,106,42%,59,23%,165,65%,8,3%,97,38%
20,San Antonio,133,KERR,Female,257,243,95%,217,84%,20,8%,206,80%,74,29%,43,17%,117,46%,7,3%,53,21%
20,San Antonio,133,KERR,Male,266,246,92%,216,81%,27,10%,216,81%,63,24%,47,18%,110,41%,4,2%,53,20%
20,San Antonio,136,KINNEY,Female,24,22,92%,22,92%,1,4%,20,83%,4,17%,13,54%,17,71%,1,4%,4,17%
20,San Antonio,136,KINNEY,Male,27,23,85%,19,70%,2,7%,19,70%,2,7%,9,33%,11,41%,1,4%,4,15%
20,San Antonio,142,LA SALLE,Female,40,39,98%,38,95%,,0%,34,85%,6,15%,11,28%,17,43%,,0%,9,23%
20,San Antonio,142,LA SALLE,Male,42,41,98%,39,93%,1,2%,36,86%,3,7%,12,29%,15,36%,,0%,5,12%
20,San Antonio,159,MAVERICK,Female,537,514,96%,470,88%,41,8%,452,84%,112,21%,245,46%,357,66%,11,2%,181,34%
20,San Antonio,159,MAVERICK,Male,555,529,95%,424,76%,106,19%,428,77%,81,15%,202,36%,283,51%,9,2%,126,23%
20,San Antonio,163,MEDINA,Female,324,306,94%,284,88%,17,5%,275,85%,90,28%,99,31%,189,58%,4,1%,113,35%
20,San Antonio,163,MEDINA,Male,345,333,97%,309,90%,21,6%,286,83%,75,22%,89,26%,164,48%,3,1%,70,20%
20,San Antonio,193,REAL,Female,14,13,93%,12,86%,,0%,9,64%,3,21%,5,36%,8,57%,1,7%,3,21%
20,San Antonio,193,REAL,Male,26,23,88%,23,88%,2,8%,17,65%,2,8%,5,19%,7,27%,1,4%,3,12%
20,San Antonio,232,UVALDE,Female,190,182,96%,174,92%,11,6%,146,77%,28,15%,94,49%,122,64%,9,5%,57,30%
20,San Antonio,232,UVALDE,Male,194,185,95%,169,87%,15,8%,143,74%,26,13%,76,39%,102,53%,7,4%,49,25%
20,San Antonio,247,WILSON,Female,316,305,97%,298,94%,7,2%,283,90%,87,28%,122,39%,209,66%,8,3%,103,33%
20,San Antonio,247,WILSON,Male,318,309,97%,275,86%,28,9%,274,86%,88,28%,68,21%,156,49%,3,1%,78,25%
20,San Antonio,254,ZAVALA,Female,93,88,95%,81,87%,6,6%,73,78%,14,15%,42,45%,56,60%,1,1%,29,31%
20,San Antonio,254,ZAVALA,Male,89,84,94%,74,83%,7,8%,68,76%,4,4%,46,52%,50,56%,2,2%,18,20%
