Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
16,Amarillo,44,COLLINGSWORTH,Economically Disadvantaged,27,23,85%,22,81%,,0%,19,70%,3,11%,7,26%,10,37%,,0%,5,19%
16,Amarillo,56,DALLAM,Not Economically Disadvantaged,72,69,96%,64,89%,,0%,59,82%,22,31%,18,25%,40,56%,2,3%,26,36%
16,Amarillo,56,DALLAM,Economically Disadvantaged,66,60,91%,56,85%,4,6%,46,70%,4,6%,10,15%,14,21%,1,2%,8,12%
16,Amarillo,59,DEAF SMITH,Not Economically Disadvantaged,88,84,95%,83,94%,1,1%,78,89%,29,33%,18,20%,47,53%,1,1%,28,32%
16,Amarillo,59,DEAF SMITH,Economically Disadvantaged,197,186,94%,164,83%,19,10%,145,74%,17,9%,68,35%,85,43%,4,2%,25,13%
16,Amarillo,65,DONLEY,Not Economically Disadvantaged,33,33,100%,.,.,.,.,32,97%,10,30%,17,52%,27,82%,,0%,18,55%
16,Amarillo,65,DONLEY,Economically Disadvantaged,32,30,94%,.,.,.,.,25,78%,4,13%,16,50%,20,63%,2,6%,5,16%
16,Amarillo,90,GRAY,Not Economically Disadvantaged,134,125,93%,123,92%,1,1%,111,83%,36,27%,48,36%,84,63%,6,4%,46,34%
16,Amarillo,90,GRAY,Economically Disadvantaged,138,129,93%,117,85%,5,4%,81,59%,11,8%,29,21%,40,29%,9,7%,8,6%
16,Amarillo,96,HALL,Not Economically Disadvantaged,28,27,96%,27,96%,,0%,27,96%,12,43%,11,39%,23,82%,,0%,16,57%
16,Amarillo,96,HALL,Economically Disadvantaged,34,28,82%,24,71%,2,6%,26,76%,6,18%,9,26%,15,44%,1,3%,8,24%
16,Amarillo,98,HANSFORD,Not Economically Disadvantaged,42,40,95%,.,.,.,.,37,88%,19,45%,11,26%,30,71%,2,5%,20,48%
16,Amarillo,98,HANSFORD,Economically Disadvantaged,50,49,98%,.,.,.,.,44,88%,6,12%,17,34%,23,46%,1,2%,12,24%
16,Amarillo,103,HARTLEY,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,103,HARTLEY,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,106,HEMPHILL,Not Economically Disadvantaged,31,29,94%,30,97%,,0%,24,77%,12,39%,7,23%,19,61%,1,3%,10,32%
16,Amarillo,106,HEMPHILL,Economically Disadvantaged,25,22,88%,19,76%,2,8%,19,76%,5,20%,5,20%,10,40%,,0%,4,16%
16,Amarillo,117,HUTCHINSON,Not Economically Disadvantaged,193,185,96%,179,93%,1,1%,163,84%,36,19%,85,44%,121,63%,4,2%,54,28%
16,Amarillo,117,HUTCHINSON,Economically Disadvantaged,111,105,95%,96,86%,4,4%,76,68%,3,3%,44,40%,47,42%,7,6%,18,16%
16,Amarillo,148,LIPSCOMB,Not Economically Disadvantaged,31,29,94%,29,94%,,0%,26,84%,11,35%,6,19%,17,55%,,0%,7,23%
16,Amarillo,148,LIPSCOMB,Economically Disadvantaged,33,29,88%,26,79%,2,6%,26,79%,5,15%,3,9%,8,24%,,0%,4,12%
16,Amarillo,171,MOORE,Not Economically Disadvantaged,140,139,99%,105,75%,28,20%,122,87%,23,16%,71,51%,94,67%,4,3%,49,35%
16,Amarillo,171,MOORE,Economically Disadvantaged,189,173,92%,111,59%,58,31%,146,77%,8,4%,81,43%,89,47%,2,1%,42,22%
16,Amarillo,179,OCHILTREE,Not Economically Disadvantaged,71,66,93%,59,83%,7,10%,62,87%,20,28%,16,23%,36,51%,,0%,21,30%
16,Amarillo,179,OCHILTREE,Economically Disadvantaged,81,78,96%,54,67%,21,26%,67,83%,3,4%,13,16%,16,20%,,0%,3,4%
16,Amarillo,180,OLDHAM,Not Economically Disadvantaged,19,18,95%,.,.,.,.,17,89%,6,32%,10,53%,16,84%,1,5%,8,42%
16,Amarillo,180,OLDHAM,Economically Disadvantaged,45,40,89%,.,.,.,.,32,71%,8,18%,12,27%,20,44%,,0%,6,13%
16,Amarillo,185,PARMER,Not Economically Disadvantaged,48,44,92%,43,90%,1,2%,41,85%,17,35%,10,21%,27,56%,,0%,18,38%
16,Amarillo,185,PARMER,Economically Disadvantaged,133,120,90%,115,86%,3,2%,107,80%,21,16%,40,30%,61,46%,,0%,27,20%
16,Amarillo,188,POTTER,Not Economically Disadvantaged,1044,988,95%,933,89%,48,5%,894,86%,252,24%,442,42%,694,66%,33,3%,335,32%
16,Amarillo,188,POTTER,Economically Disadvantaged,1377,1273,92%,1110,81%,165,12%,979,71%,114,8%,490,36%,604,44%,31,2%,183,13%
16,Amarillo,191,RANDALL,Not Economically Disadvantaged,485,471,97%,450,93%,5,1%,428,88%,166,34%,166,34%,332,68%,15,3%,186,38%
16,Amarillo,191,RANDALL,Economically Disadvantaged,173,162,94%,150,87%,8,5%,123,71%,22,13%,48,28%,70,40%,5,3%,20,12%
16,Amarillo,197,ROBERTS,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,197,ROBERTS,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
16,Amarillo,211,SHERMAN,Not Economically Disadvantaged,26,25,96%,.,.,.,.,16,62%,10,38%,1,4%,11,42%,1,4%,8,31%
16,Amarillo,211,SHERMAN,Economically Disadvantaged,32,26,81%,.,.,.,.,21,66%,1,3%,9,28%,10,31%,,0%,3,9%
16,Amarillo,219,SWISHER,Not Economically Disadvantaged,37,35,95%,35,95%,,0%,32,86%,13,35%,16,43%,29,78%,3,8%,14,38%
16,Amarillo,219,SWISHER,Economically Disadvantaged,63,62,98%,59,94%,3,5%,51,81%,4,6%,17,27%,21,33%,1,2%,5,8%
16,Amarillo,242,WHEELER,Not Economically Disadvantaged,43,41,95%,38,88%,3,7%,30,70%,10,23%,8,19%,18,42%,1,2%,9,21%
16,Amarillo,242,WHEELER,Economically Disadvantaged,31,28,90%,26,84%,1,3%,21,68%,6,19%,3,10%,9,29%,1,3%,3,10%
17,Lubbock,9,BAILEY,Not Economically Disadvantaged,23,20,87%,20,87%,,0%,19,83%,8,35%,4,17%,12,52%,,0%,9,39%
17,Lubbock,9,BAILEY,Economically Disadvantaged,83,78,94%,71,86%,4,5%,62,75%,11,13%,17,20%,28,34%,2,2%,10,12%
17,Lubbock,17,BORDEN,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,17,BORDEN,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,40,COCHRAN,Not Economically Disadvantaged,16,16,100%,15,94%,,0%,15,94%,4,25%,6,38%,10,63%,,0%,7,44%
17,Lubbock,40,COCHRAN,Economically Disadvantaged,34,30,88%,26,76%,5,15%,26,76%,5,15%,11,32%,16,47%,1,3%,6,18%
17,Lubbock,51,COTTLE,Not Economically Disadvantaged,7,6,86%,6,86%,1,14%,6,86%,3,43%,3,43%,6,86%,1,14%,4,57%
17,Lubbock,51,COTTLE,Economically Disadvantaged,17,14,82%,12,71%,3,18%,14,82%,2,12%,5,29%,7,41%,,0%,1,6%
17,Lubbock,54,CROSBY,Not Economically Disadvantaged,21,21,100%,.,.,.,.,17,81%,5,24%,4,19%,9,43%,,0%,5,24%
17,Lubbock,54,CROSBY,Economically Disadvantaged,71,70,99%,.,.,.,.,61,86%,8,11%,21,30%,29,41%,,0%,8,11%
17,Lubbock,58,DAWSON,Not Economically Disadvantaged,51,49,96%,45,88%,3,6%,44,86%,16,31%,17,33%,33,65%,,0%,18,35%
17,Lubbock,58,DAWSON,Economically Disadvantaged,114,108,95%,93,82%,14,12%,76,67%,11,10%,47,41%,58,51%,4,4%,19,17%
17,Lubbock,63,DICKENS,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,63,DICKENS,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,77,FLOYD,Not Economically Disadvantaged,46,46,100%,45,98%,,0%,42,91%,28,61%,9,20%,37,80%,2,4%,26,57%
17,Lubbock,77,FLOYD,Economically Disadvantaged,65,63,97%,55,85%,5,8%,48,74%,9,14%,23,35%,32,49%,1,2%,9,14%
17,Lubbock,83,GAINES,Not Economically Disadvantaged,106,103,97%,101,95%,2,2%,96,91%,22,21%,32,30%,54,51%,,0%,30,28%
17,Lubbock,83,GAINES,Economically Disadvantaged,106,98,92%,92,87%,3,3%,85,80%,6,6%,21,20%,27,25%,,0%,10,9%
17,Lubbock,85,GARZA,Not Economically Disadvantaged,23,23,100%,23,100%,,0%,19,83%,10,43%,6,26%,16,70%,1,4%,11,48%
17,Lubbock,85,GARZA,Economically Disadvantaged,37,30,81%,29,78%,3,8%,25,68%,,0%,6,16%,6,16%,1,3%,2,5%
17,Lubbock,95,HALE,Not Economically Disadvantaged,185,180,97%,164,89%,9,5%,156,84%,76,41%,40,22%,116,63%,8,4%,56,30%
17,Lubbock,95,HALE,Economically Disadvantaged,332,315,95%,271,82%,34,10%,244,73%,49,15%,74,22%,123,37%,3,1%,32,10%
17,Lubbock,110,HOCKLEY,Not Economically Disadvantaged,150,149,99%,145,97%,1,1%,135,90%,32,21%,79,53%,111,74%,1,1%,62,41%
17,Lubbock,110,HOCKLEY,Economically Disadvantaged,178,169,95%,160,90%,6,3%,134,75%,10,6%,73,41%,83,47%,4,2%,32,18%
17,Lubbock,132,KENT,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,132,KENT,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,135,KING,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,135,KING,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,140,LAMB,Not Economically Disadvantaged,61,56,92%,56,92%,1,2%,53,87%,26,43%,20,33%,46,75%,,0%,33,54%
17,Lubbock,140,LAMB,Economically Disadvantaged,149,146,98%,135,91%,8,5%,126,85%,14,9%,48,32%,62,42%,,0%,18,12%
17,Lubbock,152,LUBBOCK,Not Economically Disadvantaged,1513,1467,97%,1428,94%,19,1%,1323,87%,562,37%,483,32%,1045,69%,44,3%,575,38%
17,Lubbock,152,LUBBOCK,Economically Disadvantaged,1680,1582,94%,1434,85%,123,7%,1220,73%,150,9%,467,28%,617,37%,39,2%,166,10%
17,Lubbock,153,LYNN,Not Economically Disadvantaged,29,29,100%,.,.,.,.,27,93%,8,28%,16,55%,24,83%,1,3%,12,41%
17,Lubbock,153,LYNN,Economically Disadvantaged,46,45,98%,.,.,.,.,36,78%,2,4%,15,33%,17,37%,,0%,6,13%
17,Lubbock,173,MOTLEY,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,173,MOTLEY,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
17,Lubbock,223,TERRY,Not Economically Disadvantaged,54,51,94%,50,93%,2,4%,49,91%,19,35%,17,31%,36,67%,,0%,13,24%
17,Lubbock,223,TERRY,Economically Disadvantaged,86,82,95%,80,93%,1,1%,75,87%,10,12%,16,19%,26,30%,3,3%,5,6%
17,Lubbock,251,YOAKUM,Not Economically Disadvantaged,52,47,90%,49,94%,1,2%,49,94%,14,27%,19,37%,33,63%,1,2%,22,42%
17,Lubbock,251,YOAKUM,Economically Disadvantaged,74,73,99%,71,96%,2,3%,66,89%,5,7%,23,31%,28,38%,,0%,7,9%
18,Midland,2,ANDREWS,Not Economically Disadvantaged,127,125,98%,114,90%,7,6%,100,79%,31,24%,30,24%,61,48%,3,2%,34,27%
18,Midland,2,ANDREWS,Economically Disadvantaged,89,86,97%,74,83%,6,7%,64,72%,9,10%,27,30%,36,40%,1,1%,4,4%
18,Midland,22,BREWSTER,Not Economically Disadvantaged,52,51,98%,.,.,.,.,43,83%,27,52%,7,13%,34,65%,4,8%,18,35%
18,Midland,22,BREWSTER,Economically Disadvantaged,48,44,92%,.,.,.,.,34,71%,20,42%,4,8%,24,50%,,0%,14,29%
18,Midland,52,CRANE,Not Economically Disadvantaged,46,44,96%,45,98%,1,2%,40,87%,10,22%,15,33%,25,54%,,0%,15,33%
18,Midland,52,CRANE,Economically Disadvantaged,26,21,81%,20,77%,2,8%,18,69%,4,15%,7,27%,11,42%,,0%,6,23%
18,Midland,55,CULBERSON,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,55,CULBERSON,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,68,ECTOR,Not Economically Disadvantaged,1139,1089,96%,999,88%,79,7%,842,74%,194,17%,434,38%,628,55%,33,3%,275,24%
18,Midland,68,ECTOR,Economically Disadvantaged,777,714,92%,616,79%,82,11%,436,56%,60,8%,189,24%,249,32%,22,3%,86,11%
18,Midland,87,GLASSCOCK,Not Economically Disadvantaged,10,9,90%,.,.,.,.,10,100%,6,60%,4,40%,10,100%,,0%,8,80%
18,Midland,87,GLASSCOCK,Economically Disadvantaged,8,7,88%,.,.,.,.,8,100%,,0%,5,63%,5,63%,,0%,4,50%
18,Midland,114,HOWARD,Not Economically Disadvantaged,200,191,96%,183,92%,8,4%,175,88%,43,22%,78,39%,121,61%,1,1%,64,32%
18,Midland,114,HOWARD,Economically Disadvantaged,219,195,89%,178,81%,20,9%,145,66%,7,3%,68,31%,75,34%,7,3%,20,9%
18,Midland,122,JEFF DAVIS,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,122,JEFF DAVIS,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,156,MARTIN,Not Economically Disadvantaged,40,39,98%,36,90%,1,3%,34,85%,17,43%,14,35%,31,78%,1,3%,19,48%
18,Midland,156,MARTIN,Economically Disadvantaged,42,37,88%,33,79%,3,7%,27,64%,2,5%,13,31%,15,36%,2,5%,5,12%
18,Midland,165,MIDLAND,Not Economically Disadvantaged,1007,960,95%,890,88%,53,5%,773,77%,200,20%,402,40%,602,60%,39,4%,282,28%
18,Midland,165,MIDLAND,Economically Disadvantaged,757,704,93%,606,80%,91,12%,475,63%,56,7%,224,30%,280,37%,23,3%,82,11%
18,Midland,186,PECOS,Not Economically Disadvantaged,105,100,95%,97,92%,3,3%,87,83%,31,30%,31,30%,62,59%,5,5%,30,29%
18,Midland,186,PECOS,Economically Disadvantaged,125,119,95%,107,86%,8,6%,80,64%,13,10%,28,22%,41,33%,2,2%,15,12%
18,Midland,189,PRESIDIO,Not Economically Disadvantaged,21,21,100%,20,95%,,0%,18,86%,10,48%,2,10%,12,57%,,0%,5,24%
18,Midland,189,PRESIDIO,Economically Disadvantaged,127,118,93%,109,86%,5,4%,91,72%,42,33%,15,12%,57,45%,,0%,29,23%
18,Midland,192,REAGAN,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,192,REAGAN,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,195,REEVES,Not Economically Disadvantaged,62,61,98%,60,97%,2,3%,55,89%,21,34%,12,19%,33,53%,1,2%,13,21%
18,Midland,195,REEVES,Economically Disadvantaged,103,94,91%,84,82%,10,10%,75,73%,9,9%,19,18%,28,27%,1,1%,9,9%
18,Midland,222,TERRELL,Not Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,222,TERRELL,Economically Disadvantaged,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
18,Midland,231,UPTON,Not Economically Disadvantaged,28,27,96%,26,93%,,0%,24,86%,6,21%,11,39%,17,61%,,0%,8,29%
18,Midland,231,UPTON,Economically Disadvantaged,17,16,94%,16,94%,,0%,15,88%,3,18%,4,24%,7,41%,,0%,2,12%
18,Midland,238,WARD,Not Economically Disadvantaged,71,69,97%,67,94%,,0%,62,87%,22,31%,20,28%,42,59%,,0%,22,31%
18,Midland,238,WARD,Economically Disadvantaged,82,79,96%,68,83%,6,7%,66,80%,11,13%,16,20%,27,33%,,0%,4,5%
18,Midland,248,WINKLER,Not Economically Disadvantaged,48,47,98%,46,96%,,0%,44,92%,17,35%,15,31%,32,67%,1,2%,14,29%
18,Midland,248,WINKLER,Economically Disadvantaged,53,51,96%,43,81%,3,6%,33,62%,6,11%,14,26%,20,38%,1,2%,9,17%
19,El Paso,999,El Paso&Hudsp,Not Economically Disadvantaged,3302,3063,93%,2712,82%,275,8%,2668,81%,1155,35%,1010,31%,2165,66%,114,3%,1023,31%
19,El Paso,999,El Paso&Hudsp,Economically Disadvantaged,9663,9187,95%,7510,78%,1453,15%,7403,77%,1949,20%,3392,35%,5341,55%,290,3%,1633,17%
20,San Antonio,7,ATASCOSA,Not Economically Disadvantaged,213,206,97%,199,93%,7,3%,190,89%,57,27%,86,40%,143,67%,1,0%,74,35%
20,San Antonio,7,ATASCOSA,Economically Disadvantaged,395,371,94%,322,82%,51,13%,310,78%,40,10%,103,26%,143,36%,7,2%,48,12%
20,San Antonio,10,BANDERA,Not Economically Disadvantaged,124,120,97%,113,91%,5,4%,113,91%,41,33%,44,35%,85,69%,2,2%,46,37%
20,San Antonio,10,BANDERA,Economically Disadvantaged,108,102,94%,90,83%,9,8%,77,71%,11,10%,22,20%,33,31%,1,1%,10,9%
20,San Antonio,15,BEXAR,Not Economically Disadvantaged,9246,8698,94%,8048,87%,490,5%,7671,83%,2958,32%,3002,32%,5960,64%,299,3%,3161,34%
20,San Antonio,15,BEXAR,Economically Disadvantaged,13602,12460,92%,10483,77%,1929,14%,9700,71%,1531,11%,4082,30%,5613,41%,291,2%,1794,13%
20,San Antonio,64,DIMMIT,Not Economically Disadvantaged,33,33,100%,31,94%,2,6%,29,88%,10,30%,16,48%,26,79%,2,6%,16,48%
20,San Antonio,64,DIMMIT,Economically Disadvantaged,118,113,96%,99,84%,9,8%,76,64%,18,15%,37,31%,55,47%,4,3%,24,20%
20,San Antonio,82,FRIO,Not Economically Disadvantaged,53,51,96%,49,92%,2,4%,45,85%,14,26%,14,26%,28,53%,1,2%,14,26%
20,San Antonio,82,FRIO,Economically Disadvantaged,152,148,97%,132,87%,13,9%,115,76%,19,13%,27,18%,46,30%,1,1%,12,8%
20,San Antonio,130,KENDALL,Not Economically Disadvantaged,444,425,96%,422,95%,3,1%,415,93%,214,48%,114,26%,328,74%,15,3%,212,48%
20,San Antonio,130,KENDALL,Economically Disadvantaged,91,86,95%,83,91%,1,1%,72,79%,12,13%,17,19%,29,32%,1,1%,7,8%
20,San Antonio,133,KERR,Not Economically Disadvantaged,257,241,94%,225,88%,10,4%,219,85%,97,38%,54,21%,151,59%,7,3%,78,30%
20,San Antonio,133,KERR,Economically Disadvantaged,266,248,93%,208,78%,37,14%,203,76%,40,15%,36,14%,76,29%,4,2%,28,11%
20,San Antonio,136,KINNEY,Not Economically Disadvantaged,16,15,94%,14,88%,,0%,14,88%,5,31%,8,50%,13,81%,,0%,5,31%
20,San Antonio,136,KINNEY,Economically Disadvantaged,35,30,86%,27,77%,3,9%,25,71%,1,3%,14,40%,15,43%,2,6%,3,9%
20,San Antonio,142,LA SALLE,Not Economically Disadvantaged,12,12,100%,.,.,.,.,12,100%,2,17%,6,50%,8,67%,,0%,6,50%
20,San Antonio,142,LA SALLE,Economically Disadvantaged,70,68,97%,.,.,.,.,58,83%,7,10%,17,24%,24,34%,,0%,8,11%
20,San Antonio,159,MAVERICK,Not Economically Disadvantaged,175,169,97%,156,89%,13,7%,159,91%,49,28%,82,47%,131,75%,1,1%,77,44%
20,San Antonio,159,MAVERICK,Economically Disadvantaged,917,874,95%,738,80%,134,15%,721,79%,144,16%,365,40%,509,56%,19,2%,230,25%
20,San Antonio,163,MEDINA,Not Economically Disadvantaged,318,307,97%,299,94%,5,2%,288,91%,125,39%,91,29%,216,68%,3,1%,127,40%
20,San Antonio,163,MEDINA,Economically Disadvantaged,351,332,95%,294,84%,33,9%,273,78%,40,11%,97,28%,137,39%,4,1%,56,16%
20,San Antonio,193,REAL,Not Economically Disadvantaged,13,13,100%,.,.,.,.,13,100%,4,31%,6,46%,10,77%,,0%,6,46%
20,San Antonio,193,REAL,Economically Disadvantaged,27,23,85%,.,.,.,.,13,48%,1,4%,4,15%,5,19%,2,7%,,0%
20,San Antonio,232,UVALDE,Not Economically Disadvantaged,136,135,99%,133,98%,1,1%,118,87%,37,27%,67,49%,104,76%,6,4%,53,39%
20,San Antonio,232,UVALDE,Economically Disadvantaged,248,232,94%,210,85%,25,10%,171,69%,17,7%,103,42%,120,48%,10,4%,53,21%
20,San Antonio,247,WILSON,Not Economically Disadvantaged,380,374,98%,355,93%,12,3%,346,91%,143,38%,120,32%,263,69%,9,2%,145,38%
20,San Antonio,247,WILSON,Economically Disadvantaged,254,240,94%,218,86%,23,9%,211,83%,32,13%,70,28%,102,40%,2,1%,36,14%
20,San Antonio,254,ZAVALA,Not Economically Disadvantaged,25,24,96%,24,96%,,0%,23,92%,6,24%,15,60%,21,84%,,0%,12,48%
20,San Antonio,254,ZAVALA,Economically Disadvantaged,157,148,94%,131,83%,13,8%,118,75%,12,8%,73,47%,85,54%,3,2%,35,22%
