CAMPUS,DISTRICT,CAMPNAME,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLCHART,CFLALTED,PAIRCAMP,PAIRNAME
014906108,14906,MEADOWS EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906109,14906,PEEBLES EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906110,14906,PERSHING PARK EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906111,14906,SUGAR LOAF EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906112,14906,WEST WARD EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906113,14906,BELLAIRE EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906115,14906,NOLANVILLE EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906116,14906,CLARKE EL,14,KILLEEN ISD,12,BELL,E,PK - 03,N,N, , 
014906119,14906,HAY BRANCH EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906120,14906,WILLOW SPRINGS EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906121,14906,MOUNTAIN VIEW EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906122,14906,REECES CREEK EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906123,14906,CLEAR CREEK EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906124,14906,CEDAR VALLEY EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906125,14906,BROOKHAVEN EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906126,14906,VENABLE VILLAGE EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906127,14906,TRIMMIER EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906128,14906,MONTAGUE VILLAGE EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906129,14906,MAXDALE EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906130,14906,IRA CROSS JR EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906131,14906,IDUMA EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906132,14906,OVETA CULP HOBBY EL,14,KILLEEN ISD,12,BELL,E,EE - 03,N,N, , 
014906133,14906,TIMBER RIDGE EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906135,14906,SAEGERT EL,14,KILLEEN ISD,12,BELL,E,EE - 05,N,N, , 
014906136,14906,SKIPCHA EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906137,14906,RICHARD E CAVAZOS EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906138,14906,HAYNES EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906139,14906,DR JOSEPH A FOWLER EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906140,14906,ALICE W DOUSE EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014906141,14906,MAUDE MOORE WOOD EL,14,KILLEEN ISD,12,BELL,E,PK - 05,N,N, , 
014907001,14907,ROGERS H S,14,ROGERS ISD,12,BELL,S,12-Sep,N,N, , 
014907041,14907,ROGERS MIDDLE,14,ROGERS ISD,12,BELL,M,8-Jun,N,N, , 
014907043,14907,BELL COUNTY DAEP,14,ROGERS ISD,12,BELL,S,12-Sep,N,N, , 
014907102,14907,ROGERS EL,14,ROGERS ISD,12,BELL,E,PK - 05,N,N, , 
014908001,14908,SALADO H S,14,SALADO ISD,12,BELL,S,12-Sep,N,N, , 
014908005,14908,BELL COUNTY DAEP,14,SALADO ISD,12,BELL,S,10-Oct,N,N, , 
014908042,14908,SALADO J H,14,SALADO ISD,12,BELL,M,8-Jun,N,N, , 
014908102,14908,THOMAS ARNOLD EL,14,SALADO ISD,12,BELL,E,EE - 05,N,N, , 
014909002,14909,TEMPLE H S,14,TEMPLE ISD,12,BELL,S,12-Sep,N,N, , 
014909005,14909,WHEATLEY ALTERNATIVE EDUCATION CEN,14,TEMPLE ISD,12,BELL,B,12-Jun,N,N, , 
014909006,14909,BELL CO J J A E P,14,TEMPLE ISD,12,BELL,S,12-Aug,N,N, , 
014909008,14909,FRED W EDWARDS ACADEMY AEC,14,TEMPLE ISD,12,BELL,S,12-Sep,N,Y, , 
014909041,14909,LAMAR MIDDLE,14,TEMPLE ISD,12,BELL,M,8-Jun,N,N, , 
014909042,14909,TRAVIS SCIENCE ACADEMY,14,TEMPLE ISD,12,BELL,M,8-Jun,N,N, , 
014909044,14909,BONHAM MIDDLE,14,TEMPLE ISD,12,BELL,M,8-Jun,N,N, , 
014909101,14909,MERIDITH-DUNBAR EARLY CHILDHOOD AC,14,TEMPLE ISD,12,BELL,E,EE - PK,N,N,14909117,KENNEDY-POWELL EL
014909102,14909,CATER EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909107,14909,JEFFERSON EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909110,14909,SCOTT EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909111,14909,THORNTON EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909114,14909,WESTERN HILLS EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909116,14909,RAYE-ALLEN EL,14,TEMPLE ISD,12,BELL,E,EE - 05,N,N, , 
014909117,14909,KENNEDY-POWELL EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909118,14909,HECTOR P GARCIA EL,14,TEMPLE ISD,12,BELL,E,KG - 05,N,N, , 
014909198,14909,SCOTT & WHITE HOSPITAL,14,TEMPLE ISD,12,BELL,E,5-May,N,N, , 
014910001,14910,TROY H S,14,TROY ISD,12,BELL,S,12-Sep,N,N, , 
014910041,14910,RAYMOND MAYS MIDDLE,14,TROY ISD,12,BELL,M,8-Jun,N,N, , 
014910101,14910,TROY EL,14,TROY ISD,12,BELL,E,5-Feb,N,N, , 
014910103,14910,EDNA BIGHAM MAYS EL,14,TROY ISD,12,BELL,E,EE - 01,N,N,14910101,TROY EL
015801001,15801,POR VIDA ACADEMY CHARTER H S,15,POR VIDA ACADEMY,20,BEXAR,S,12-Sep,Y,Y, , 
015801002,15801,CORPUS CHRISTI COLLEGE PREP H S,15,POR VIDA ACADEMY,20,BEXAR,S,12-Sep,Y,Y, , 
015801003,15801,CESAR E CHAVEZ ACADEMY,15,POR VIDA ACADEMY,20,BEXAR,S,12-Sep,Y,Y, , 
015802001,15802,GEORGE GERVIN ACADEMY,15,GEORGE GERVIN ACADEMY,20,BEXAR,B,PK - 12,Y,N, , 
015802004,15802,RUTH JONES MCCLENDON MIDDLE,15,GEORGE GERVIN ACADEMY,20,BEXAR,B,12-Jun,Y,Y, , 
015805001,15805,FRANK L MADLA EARLY COLLEGE H S,15,NEW FRONTIERS PUBLIC SCHOOLS INC,20,BEXAR,S,12-Sep,Y,N, , 
015805041,15805,FRANK L MADLA ACCELERATED COLLEGIA,15,NEW FRONTIERS PUBLIC SCHOOLS INC,20,BEXAR,E,PK - 08,Y,N, , 
015806003,15806,MILTON B LEE ACADEMY OF SCIENCE &,15,SCHOOL OF EXCELLENCE IN EDUCATION,20,BEXAR,S,12-Sep,Y,N, , 
015806041,15806,DR PAUL S SAENZ J H,15,SCHOOL OF EXCELLENCE IN EDUCATION,20,BEXAR,M,8-Jul,Y,N, , 
015806101,15806,DR HARMON W KELLEY EL,15,SCHOOL OF EXCELLENCE IN EDUCATION,20,BEXAR,E,PK - 06,Y,N, , 
015806106,15806,DR DAVID C WALKER EL,15,SCHOOL OF EXCELLENCE IN EDUCATION,20,BEXAR,E,PK - 06,Y,N, , 
015807001,15807,SOUTHWEST PREPARATORY SCHOOL,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,E,PK - 05,Y,N, , 
015807002,15807,SOUTHWEST PREPARATORY SOUTHEAST CA,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,B,PK - 12,Y,Y, , 
015807004,15807,SOUTHWEST PREPARATORY SCHOOL-NORTH,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,B,12-Mar,Y,Y, , 
015807005,15807,NEW DIRECTIONS,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,B,12-Jun,Y,Y, , 
015807101,15807,SOUTHWEST PREP NORTHWEST EL,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,E,PK - 02,Y,N, , 
015807102,15807,SEGUIN EL,15,SOUTHWEST PREPARATORY SCHOOL,20,BEXAR,E,PK - 08,Y,N, , 
015808001,15808,JHW INSPIRE ACADEMY - AFTON OAKS,15,INSPIRE ACADEMIES,20,BEXAR,B,12-Jun,Y,Y, , 
015808003,15808,JHW INSPIRE ACADEMY - HAYS COUNTY,15,INSPIRE ACADEMIES,20,BEXAR,S,11-Jul,Y,Y, , 
015808007,15808,JHW INSPIRE ACADEMY - ROCKDALE,15,INSPIRE ACADEMIES,20,BEXAR,B,12-May,Y,Y, , 
015808009,15808,ANNE FRANK INSPIRE ACADEMY,15,INSPIRE ACADEMIES,20,BEXAR,B,KG - 12,Y,N, , 
015808010,15808,JHW INSPIRE ACADEMY - MERIDELL,15,INSPIRE ACADEMIES,20,BEXAR,B,12-Jun,Y,Y, , 
015808011,15808,JHW INSPIRE ACADEMY - WILLIAMS HOU,15,INSPIRE ACADEMIES,20,BEXAR,B,12-May,Y,Y, , 
015808012,15808,JHW INSPIRE ACADEMY - LEGACY RANCH,15,INSPIRE ACADEMIES,20,BEXAR,B,KG - 09,Y,N, , 
015808014,15808,JHW INSPIRE ACADEMY - BELL COUNTY,15,INSPIRE ACADEMIES,20,BEXAR,S,11-Aug,Y,Y, , 
015809101,15809,BEXAR COUNTY ACADEMY,15,BEXAR COUNTY ACADEMY,20,BEXAR,E,PK - 08,Y,N, , 
015814001,15814,POSITIVE SOLUTIONS CHARTER,15,POSITIVE SOLUTIONS CHARTER SCHOOL,20,BEXAR,S,12-Sep,Y,Y, , 
015815001,15815,HERITAGE ACADEMY OF WINDCREST,15,HERITAGE ACADEMY,20,BEXAR,E,PK - 05,Y,N, , 
015815041,15815,HERITAGE ACADEMY OF DEL RIO,15,HERITAGE ACADEMY,20,BEXAR,S,12-Sep,Y,Y, , 
015815042,15815,HERITAGE ACADEMY OF DEL RIO MIDDLE,15,HERITAGE ACADEMY,20,BEXAR,M,8-Apr,Y,Y, , 
015815101,15815,HERITAGE ACADEMY,15,HERITAGE ACADEMY,20,BEXAR,M,8-Jul,Y,Y, , 
015815104,15815,HERITAGE ACADEMY OF SAN ANTONIO,15,HERITAGE ACADEMY,20,BEXAR,M,6-Jun,Y,Y, , 
015822001,15822,JUBILEE SAN ANTONIO,15,JUBILEE ACADEMIES,20,BEXAR,B,KG - 12,Y,N, , 
015822002,15822,JUBILEE HIGHLAND HILLS,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 08,Y,N, , 
015822004,15822,JUBILEE - LAKE VIEW UNIVERSITY PRE,15,JUBILEE ACADEMIES,20,BEXAR,B,PK - 12,Y,N, , 
015822005,15822,JUBILEE HIGHLAND PARK,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 08,Y,N, , 
015822006,15822,JUBILEE KINGSVILLE,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 08,Y,N, , 
015822007,15822,JUBILEE LIVING WAY,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 05,Y,N, , 
015822008,15822,JUBILEE HARLINGEN,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 08,Y,N, , 
015822009,15822,JUBILEE WELLS BRANCH,15,JUBILEE ACADEMIES,20,BEXAR,B,PK - 10,Y,N, , 
015822010,15822,JUBILEE BROWNSVILLE,15,JUBILEE ACADEMIES,20,BEXAR,B,PK - 12,Y,N, , 
015822011,15822,JUBILEE LEADERSHIP ACADEMY,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 06,Y,N, , 
015822012,15822,JUBILEE WESTWOOD,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 05,Y,N, , 
015822013,15822,JUBILEE ACADEMIES MIDDLE,15,JUBILEE ACADEMIES,20,BEXAR,M,8-Jun,Y,N, , 
015822014,15822,JUBILEE SENDERO,15,JUBILEE ACADEMIES,20,BEXAR,E,PK - 03,Y,N, , 
015825001,15825,LIGHTHOUSE CHARTER SCHOOL - B CAMP,15,LIGHTHOUSE CHARTER SCHOOL,20,BEXAR,E,8-Feb,Y,N, , 
015825101,15825,LIGHTHOUSE CHARTER SCHOOL,15,LIGHTHOUSE CHARTER SCHOOL,20,BEXAR,E,PK - 01,Y,N, , 
015827001,15827,SCHOOL OF SCIENCE AND TECHNOLOGY,15,SCHOOL OF SCIENCE AND TECHNOLOGY,20,BEXAR,B,12-Jun,Y,N, , 
015827002,15827,SCHOOL OF SCIENCE AND TECHNOLOGY -,15,SCHOOL OF SCIENCE AND TECHNOLOGY,20,BEXAR,E,KG - 08,Y,N, , 
015827003,15827,SCHOOL OF SCIENCE AND TECHNOLOGY H,15,SCHOOL OF SCIENCE AND TECHNOLOGY,20,BEXAR,E,PK - 08,Y,N, , 
015827004,15827,SCHOOL OF SCIENCE AND TECHNOLOGY E,15,SCHOOL OF SCIENCE AND TECHNOLOGY,20,BEXAR,E,PK - 07,Y,N, , 
015827005,15827,SCHOOL OF SCIENCE AND TECHNOLOGY S,15,SCHOOL OF SCIENCE AND TECHNOLOGY,20,BEXAR,E,PK - 06,Y,N, , 
015828001,15828,HARMONY SCIENCE ACAD (SAN ANTONIO),15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,B,12-Jun,Y,N, , 
015828002,15828,HARMONY SCHOOL OF INNOVATION - SAN,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,E,PK - 08,Y,N, , 
015828003,15828,HARMONY SCIENCE ACADEMY - LAREDO,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,M,8-Jun,Y,N, , 
015828004,15828,HARMONY SCHOOL OF INNOVATION - LAR,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,E,KG - 05,Y,N, , 
015828005,15828,HARMONY SCIENCE ACADEMY - BROWNSVI,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,E,PK - 08,Y,N, , 
015828006,15828,HARMONY SCHOOL OF EXCELLENCE - SAN,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,E,PK - 05,Y,N, , 
015828007,15828,HARMONY SCHOOL OF INNOVATION - BRO,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,B,12-Jun,Y,N, , 
015828008,15828,HARMONY SCHOOL OF EXCELLENCE - LAR,15,HARMONY SCIENCE ACAD (SAN ANTONIO),20,BEXAR,S,12-Sep,Y,N, , 
015830001,15830,BROOKS ACADEMY OF SCIENCE AND ENGI,15,BROOKS ACADEMIES OF TEXAS,20,BEXAR,B,PK - 12,Y,N, , 
015830101,15830,BROOKS COLLEGIATE ACADEMY,15,BROOKS ACADEMIES OF TEXAS,20,BEXAR,B,PK - 12,Y,N, , 
015830102,15830,BROOKS ACADEMY LONESTAR,15,BROOKS ACADEMIES OF TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015830103,15830,BROOKS ACADEMY OAKS,15,BROOKS ACADEMIES OF TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015831001,15831,SCHOOL OF SCIENCE AND TECHNOLOGY D,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,E,PK - 08,Y,N, , 
015831002,15831,SCHOOL OF SCIENCE AND TECHNOLOGY C,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,B,PK - 12,Y,N, , 
015831003,15831,SCHOOL OF SCIENCE AND TECHNOLOGY A,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,E,KG - 08,Y,N, , 
015831004,15831,SCHOOL OF SCIENCE AND TECHNOLOGY N,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,E,PK - 07,Y,N, , 
015831005,15831,SCHOOL OF SCIENCE AND TECHNOLOGY S,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,E,PK - 07,Y,N, , 
015831006,15831,SCHOOL OF SCIENCE AND TECHNOLOGY H,15,SCHOOL OF SCIENCE AND TECHNOLOGY D,20,BEXAR,E,PK - 04,Y,N, , 
015833001,15833,HENRY FORD ACADEMY ALAMEDA SCHOOL,15,HENRY FORD ACADEMY ALAMEDA SCHOOL,20,BEXAR,S,12-Sep,Y,N, , 
015834001,15834,BASIS SAN ANTONIO- SHAVANO CAMPUS,15,BASIS TEXAS,20,BEXAR,B,12-Jun,Y,N, , 
015834002,15834,BASIS SAN ANTONIO- PRI NORTH CENTR,15,BASIS TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015834101,15834,BASIS SAN ANTONIO PRI- MEDICAL CEN,15,BASIS TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015835001,15835,GREAT HEARTS MONTE VISTA,15,GREAT HEARTS TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015835002,15835,GREAT HEARTS MONTE VISTA NORTH,15,GREAT HEARTS TEXAS,20,BEXAR,B,12-Jun,Y,N, , 
015835003,15835,GREAT HEARTS NORTHERN OAKS,15,GREAT HEARTS TEXAS,20,BEXAR,B,KG - 11,Y,N, , 
015835004,15835,GREAT HEARTS IRVING,15,GREAT HEARTS TEXAS,20,BEXAR,E,KG - 05,Y,N, , 
015835005,15835,GREAT HEARTS WESTERN HILLS,15,GREAT HEARTS TEXAS,20,BEXAR,E,KG - 06,Y,N, , 
015835006,15835,GREAT HEARTS FOREST HEIGHTS,15,GREAT HEARTS TEXAS,20,BEXAR,E,KG - 06,Y,N, , 
015835007,15835,GREAT HEARTS IRVING UPPER,15,GREAT HEARTS TEXAS,20,BEXAR,B,11-Jun,Y,N, , 
015836001,15836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,15,ELEANOR KOLITZ HEBREW LANGUAGE ACA,20,BEXAR,E,KG - 08,Y,N, , 
015838001,15838,COMPASS ROSE ACADEMY,15,COMPASS ROSE ACADEMY,20,BEXAR,M,9-Jun,Y,N, , 
015901001,15901,ALAMO HEIGHTS H S,15,ALAMO HEIGHTS ISD,20,BEXAR,S,12-Sep,N,N, , 
015901002,15901,BEXAR CO J J A E P,15,ALAMO HEIGHTS ISD,20,BEXAR,S,10-Jul,N,N, , 
015901041,15901,ALAMO HEIGHTS J H,15,ALAMO HEIGHTS ISD,20,BEXAR,M,8-Jun,N,N, , 
015901101,15901,CAMBRIDGE EL,15,ALAMO HEIGHTS ISD,20,BEXAR,E,5-Jan,N,N, , 
015901102,15901,HOWARD EL,15,ALAMO HEIGHTS ISD,20,BEXAR,E,EE - KG,N,N,15901104,WOODRIDGE EL
015901104,15901,WOODRIDGE EL,15,ALAMO HEIGHTS ISD,20,BEXAR,E,5-Jan,N,N, , 
015904001,15904,HARLANDALE H S,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,N, , 
015904002,15904,MCCOLLUM H S,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,N, , 
015904003,15904,HAC DAEP H S,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,N, , 
015904004,15904,FRANK M TEJEDA ACADEMY,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,Y, , 
015904007,15904,BEXAR CO J J A E P,15,HARLANDALE ISD,20,BEXAR,S,11-Sep,N,N, , 
015904010,15904,FENLEY TRANSITIONAL H S,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,N, , 
015904011,15904,HARLANDALE ISD STEM ECHS-ALAMO COL,15,HARLANDALE ISD,20,BEXAR,S,12-Sep,N,N, , 
015904041,15904,HARLANDALE MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Jun,N,N, , 
015904042,15904,A LEAL JR MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Jun,N,N, , 
015904043,15904,TERRELL WELLS MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Jun,N,N, , 
015904044,15904,KINGSBOROUGH MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Jun,N,N, , 
015904045,15904,HAC DAEP MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Jun,N,N, , 
015904047,15904,FENLEY TRANSITIONAL MIDDLE,15,HARLANDALE ISD,20,BEXAR,M,8-Aug,N,N, , 
015904048,15904,TEJEDA JUNIOR ACADEMY,15,HARLANDALE ISD,20,BEXAR,M,8-Aug,N,Y, , 
015904101,15904,CARROLL BELL EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904102,15904,BELLAIRE EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904103,15904,COLLIER EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904104,15904,COLUMBIA HEIGHTS EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904105,15904,STONEWALL/FLANDERS EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904106,15904,V M ADAMS EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904107,15904,GILLETTE EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904108,15904,H W SCHULZE EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904109,15904,MORRILL EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904110,15904,RAYBURN EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904113,15904,VESTAL EL,15,HARLANDALE ISD,20,BEXAR,E,EE - 05,N,N, , 
015904114,15904,WRIGHT EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904115,15904,JEWEL C WIETZEL CENTER,15,HARLANDALE ISD,20,BEXAR,B,12-Mar,N,N, , 
015904116,15904,E H GILBERT EL,15,HARLANDALE ISD,20,BEXAR,E,PK - 05,N,N, , 
015904117,15904,COLLIER DAEP,15,HARLANDALE ISD,20,BEXAR,E,4-Jan,N,N, , 
015905002,15905,JOHN F KENNEDY H S,15,EDGEWOOD ISD,20,BEXAR,S,12-Sep,N,N, , 
015905003,15905,MEMORIAL H S,15,EDGEWOOD ISD,20,BEXAR,S,12-Sep,N,N, , 
015905010,15905,BEXAR CO J J A E P,15,EDGEWOOD ISD,20,BEXAR,M,8-Aug,N,N, , 
015905015,15905,STEAM AT THE FINE ARTS ACADEMY,15,EDGEWOOD ISD,20,BEXAR,S,10-Sep,N,N, , 
015905041,15905,BRENTWOOD MIDDLE,15,EDGEWOOD ISD,20,BEXAR,M,8-Jun,N,N, , 
015905042,15905,ALTERNATIVE CENTER,15,EDGEWOOD ISD,20,BEXAR,B,12-Jun,N,N, , 
015905044,15905,E T WRENN MIDDLE,15,EDGEWOOD ISD,20,BEXAR,M,8-Jun,N,N, , 
015905046,15905,GUS GARCIA MIDDLE,15,EDGEWOOD ISD,20,BEXAR,M,8-Jun,N,N, , 
015905104,15905,ROY CISNEROS EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905106,15905,ALONSO S PERALES EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905108,15905,GARDENDALE EL,15,EDGEWOOD ISD,20,BEXAR,E,5-Jan,N,N, , 
015905109,15905,L B JOHNSON EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905110,15905,LAS PALMAS EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905112,15905,LOMA PARK EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905113,15905,ROOSEVELT EL,15,EDGEWOOD ISD,20,BEXAR,E,KG - 05,N,N, , 
015905114,15905,STAFFORD EL,15,EDGEWOOD ISD,20,BEXAR,E,KG - 05,N,N, , 
015905116,15905,WINSTON EL,15,EDGEWOOD ISD,20,BEXAR,E,KG - 05,N,N, , 
015905117,15905,H B GONZALEZ EL,15,EDGEWOOD ISD,20,BEXAR,E,PK - 05,N,N, , 
015905118,15905,CARDENAS CENTER,15,EDGEWOOD ISD,20,BEXAR,E,EE - PK,N,N,15905104,ROY CISNEROS EL
015905125,15905,STAFFORD CENTER,15,EDGEWOOD ISD,20,BEXAR,E,PK - PK,N,N,15905114,STAFFORD EL
015905126,15905,EL DAEP,15,EDGEWOOD ISD,20,BEXAR,E,4-Feb,N,N, , 
015905140,15905,GARDENDALE PRE-K 4 SA EARLY LEARNI,15,EDGEWOOD ISD,20,BEXAR,E,PK - KG,N,N,15905000,EDGEWOOD ISD
015905141,15905,PRE-K 4 SAN ANTONIO,15,EDGEWOOD ISD,20,BEXAR,E,PK - PK,N,N,15905000,EDGEWOOD ISD
015906001,15906,RANDOLPH H S,15,RANDOLPH FIELD ISD,20,BEXAR,S,12-Sep,N,N, , 
015906041,15906,RANDOLPH MIDDLE,15,RANDOLPH FIELD ISD,20,BEXAR,M,8-Jun,N,N, , 
015906101,15906,RANDOLPH EL,15,RANDOLPH FIELD ISD,20,BEXAR,E,EE - 05,N,N, , 
015907001,15907,BRACKENRIDGE H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907002,15907,BURBANK H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907003,15907,EDISON H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907004,15907,FOX TECHNICAL H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907005,15907,HIGHLANDS H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907006,15907,HOUSTON H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907007,15907,JEFFERSON H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907008,15907,LANIER H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907010,15907,ESTRADA ACHIEVEMENT CTR,15,SAN ANTONIO ISD,20,BEXAR,B,12-Jun,N,N, , 
015907020,15907,JJA,15,SAN ANTONIO ISD,20,BEXAR,S,10-Sep,N,N, , 
015907022,15907,TRAVIS EARLY COLLEGE H S,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907023,15907,YOUNG WOMEN'S LEADERSHIP ACADEMY,15,SAN ANTONIO ISD,20,BEXAR,B,12-Jun,N,N, , 
015907024,15907,COOPER ACADEMY AT NAVARRO,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,Y, , 
015907025,15907,ST PHILIP'S COLLEGE EARLY COLLEGE,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,N, , 
015907026,15907,ADVANCED LEARNING ACADEMY,15,SAN ANTONIO ISD,20,BEXAR,B,PK - 12,N,N, , 
015907027,15907,CAST TECH H S,15,SAN ANTONIO ISD,20,BEXAR,S,11-Sep,N,N, , 
015907028,15907,CAST MED H S,15,SAN ANTONIO ISD,20,BEXAR,S,9-Sep,N,N, , 
015907030,15907,TEXANS CAN ACADEMY AT HIGHLANDS H,15,SAN ANTONIO ISD,20,BEXAR,S,12-Sep,N,Y, , 
015907043,15907,DAVIS MIDDLE,15,SAN ANTONIO ISD,20,BEXAR,M,8-Jun,N,N, , 
