COUNTY,REGION,DISTRICT,DISTNAME,CNTYNAME,DFLCHART,DFLALTED,DAD_POST,OUTCOME,asvab_status,DISTNAME_CLEAN
101,4,'101875,BLOOM ACADEMY CHARTER SCHOOL,HARRIS,Y,N, ,Meets Requirements, ,Bloom Academy Charter School
101,4,'101876,REVE PREPARATORY CHARTER SCHOOL,HARRIS,Y,N, ,Meets Requirements, ,Reve Preparatory Charter School
101,4,'101877,ELEVATE COLLEGIATE CHARTER SCHOOL,HARRIS,Y,N, ,Meets Requirements, ,Elevate Collegiate Charter School
101,4,'101878,HOUSTON CLASSICAL CHARTER SCHOOL,HARRIS,Y,N, ,Meets Requirements, ,Houston Classical Charter School
101,4,'101902,ALDINE ISD,HARRIS,N,N,0,Needs Substantial Intervention, ,Aldine ISD
101,4,'101903,ALIEF ISD,HARRIS,N,N,0,Needs Assistance, ,Alief ISD
101,4,'101905,CHANNELVIEW ISD,HARRIS,N,N,0,Needs Assistance, ,Channelview ISD
101,4,'101906,CROSBY ISD,HARRIS,N,N,0,Meets Requirements, ,Crosby ISD
101,4,'101907,CYPRESS-FAIRBANKS ISD,HARRIS,N,N,0,Meets Requirements, ,Cypress-Fairbanks ISD
101,4,'101908,DEER PARK ISD,HARRIS,N,N,0,Meets Requirements, ,Deer Park ISD
101,4,'101910,GALENA PARK ISD,HARRIS,N,N, ,Needs Assistance, ,Galena Park ISD
101,4,'101911,GOOSE CREEK CISD,HARRIS,N,N,0,Needs Assistance, ,Goose Creek CISD
101,4,'101912,HOUSTON ISD,HARRIS,N,N,0,Needs Assistance, ,Houston ISD
101,4,'101913,HUMBLE ISD,HARRIS,N,N,0,Needs Assistance, ,Humble ISD
101,4,'101914,KATY ISD,HARRIS,N,N,0,Meets Requirements, ,Katy ISD
101,4,'101915,KLEIN ISD,HARRIS,N,N,0,Meets Requirements, ,Klein ISD
101,4,'101916,LA PORTE ISD,HARRIS,N,N,0,Meets Requirements, ,La Porte ISD
101,4,'101917,PASADENA ISD,HARRIS,N,N,0,Needs Assistance, ,Pasadena ISD
101,4,'101919,SPRING ISD,HARRIS,N,N,0,Needs Assistance, ,Spring ISD
101,4,'101920,SPRING BRANCH ISD,HARRIS,N,N,0,Meets Requirements, ,Spring Branch ISD
101,4,'101921,TOMBALL ISD,HARRIS,N,N,0,Meets Requirements, ,Tomball ISD
101,4,'101924,SHELDON ISD,HARRIS,N,N,0,Needs Assistance, ,Sheldon ISD
101,4,'101925,HUFFMAN ISD,HARRIS,N,N,0,Needs Assistance, ,Huffman ISD
102,7,'102901,KARNACK ISD,HARRISON,N,N, ,Meets Requirements, ,Karnack ISD
102,7,'102902,MARSHALL ISD,HARRISON,N,N,0,Needs Substantial Intervention, ,Marshall ISD
102,7,'102903,WASKOM ISD,HARRISON,N,N,0,Meets Requirements, ,Waskom ISD
102,7,'102904,HALLSVILLE ISD,HARRISON,N,N, ,Needs Assistance, ,Hallsville ISD
102,7,'102905,HARLETON ISD,HARRISON,N,N,0,Meets Requirements, ,Harleton ISD
102,7,'102906,ELYSIAN FIELDS ISD,HARRISON,N,N,0,Meets Requirements, ,Elysian Fields ISD
103,16,'103901,CHANNING ISD,HARTLEY,N,N, ,Meets Requirements, ,Channing ISD
103,16,'103902,HARTLEY ISD,HARTLEY,N,N, ,Meets Requirements,ASVAB Alternative Test Offered,Hartley ISD
104,14,'104901,HASKELL CISD,HASKELL,N,N,0,Meets Requirements, ,Haskell CISD
104,14,'104903,RULE ISD,HASKELL,N,N, ,Meets Requirements, ,Rule ISD
104,14,'104907,PAINT CREEK ISD,HASKELL,N,N, ,Meets Requirements,ASVAB Alternative Test Offered,Paint Creek ISD
105,13,'105801,KATHERINE ANNE PORTER SCHOOL,HAYS,Y,N, ,Meets Requirements,ASVAB Test not Offered,Katherine Anne Porter School
105,13,'105802,TEXAS PREPARATORY SCHOOL,HAYS,Y,N, ,Meets Requirements, ,Texas Preparatory School
105,13,'105803,KI CHARTER ACADEMY,HAYS,Y,N, ,Meets Requirements, ,Ki Charter Academy
105,13,'105902,SAN MARCOS CISD,HAYS,N,N,0,Needs Assistance, ,San Marcos CISD
105,13,'105904,DRIPPING SPRINGS ISD,HAYS,N,N,0,Meets Requirements, ,Dripping Springs ISD
105,13,'105905,WIMBERLEY ISD,HAYS,N,N,0,Meets Requirements,ASVAB Alternative Test Offered,Wimberley ISD
105,13,'105906,HAYS CISD,HAYS,N,N,0,Needs Assistance, ,Hays CISD
106,16,'106901,CANADIAN ISD,HEMPHILL,N,N,1,Meets Requirements, ,Canadian ISD
107,10,'107901,ATHENS ISD,HENDERSON,N,N,1,Needs Assistance, ,Athens ISD
107,7,'107902,BROWNSBORO ISD,HENDERSON,N,N,0,Meets Requirements, ,Brownsboro ISD
107,7,'107904,CROSS ROADS ISD,HENDERSON,N,N,0,Meets Requirements, ,Cross Roads ISD
107,7,'107905,EUSTACE ISD,HENDERSON,N,N,0,Meets Requirements, ,Eustace ISD
107,7,'107906,MALAKOFF ISD,HENDERSON,N,N,1,Meets Requirements, ,Malakoff ISD
107,7,'107907,TRINIDAD ISD,HENDERSON,N,N, ,Meets Requirements, ,Trinidad ISD
107,7,'107908,MURCHISON ISD,HENDERSON,N,N, ,Meets Requirements, ,Murchison ISD
107,7,'107910,LAPOYNOR ISD,HENDERSON,N,N,0,Meets Requirements, ,Lapoynor ISD
108,1,'108802,HORIZON MONTESSORI PUBLIC SCHOOLS,HIDALGO,Y,N,0,Meets Requirements, ,Horizon Montessori Public Schools
108,1,'108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,HIDALGO,Y,Y, ,Meets Requirements, ,Triumph Public High Schools-Rio Grande Valley
108,1,'108807,IDEA PUBLIC SCHOOLS,HIDALGO,Y,N,1,Meets Requirements,ASVAB Test not Offered,Idea Public Schools
108,1,'108808,VANGUARD ACADEMY,HIDALGO,Y,N,1,Meets Requirements, ,Vanguard Academy
108,1,'108809,EXCELLENCE IN LEADERSHIP ACADEMY,HIDALGO,Y,N, ,Meets Requirements, ,Excellence In Leadership Academy
108,1,'108902,DONNA ISD,HIDALGO,N,N,0,Needs Assistance, ,Donna ISD
108,1,'108903,EDCOUCH-ELSA ISD,HIDALGO,N,N,0,Needs Intervention, ,Edcouch-Elsa ISD
108,1,'108904,EDINBURG CISD,HIDALGO,N,N,1,Meets Requirements, ,Edinburg CISD
108,1,'108905,HIDALGO ISD,HIDALGO,N,N,1,Meets Requirements, ,Hidalgo ISD
108,1,'108906,MCALLEN ISD,HIDALGO,N,N,1,Meets Requirements, ,McAllen ISD
108,1,'108907,MERCEDES ISD,HIDALGO,N,N,0,Needs Assistance, ,Mercedes ISD
108,1,'108908,MISSION CISD,HIDALGO,N,N, ,Needs Intervention, ,Mission CISD
108,1,'108909,PHARR-SAN JUAN-ALAMO ISD,HIDALGO,N,N,0,Meets Requirements, ,Pharr-San Juan-Alamo ISD
108,1,'108910,PROGRESO ISD,HIDALGO,N,N,0,Needs Intervention, ,Progreso ISD
108,1,'108911,SHARYLAND ISD,HIDALGO,N,N,0,Meets Requirements, ,Sharyland ISD
108,1,'108912,LA JOYA ISD,HIDALGO,N,N, ,Needs Assistance, ,La Joya ISD
108,1,'108913,WESLACO ISD,HIDALGO,N,N,0,Needs Assistance, ,Weslaco ISD
108,1,'108914,LA VILLA ISD,HIDALGO,N,N,0,Meets Requirements, ,La Villa ISD
108,1,'108915,MONTE ALTO ISD,HIDALGO,N,N,0,Meets Requirements, ,Monte Alto ISD
108,1,'108916,VALLEY VIEW ISD,HIDALGO,N,N,1,Meets Requirements, ,Valley View ISD
109,12,'109901,ABBOTT ISD,HILL,N,N, ,Meets Requirements, ,Abbott ISD
109,12,'109902,BYNUM ISD,HILL,N,N, ,Meets Requirements, ,Bynum ISD
109,12,'109903,COVINGTON ISD,HILL,N,N, ,Meets Requirements, ,Covington ISD
109,12,'109904,HILLSBORO ISD,HILL,N,N,0,Meets Requirements, ,Hillsboro ISD
109,12,'109905,HUBBARD ISD,HILL,N,N,0,Meets Requirements, ,Hubbard ISD
109,12,'109907,ITASCA ISD,HILL,N,N,0,Meets Requirements, ,Itasca ISD
109,12,'109908,MALONE ISD,HILL,N,N, ,Meets Requirements, ,Malone ISD
109,12,'109910,MOUNT CALM ISD,HILL,N,N, ,Meets Requirements, ,Mount Calm ISD
109,12,'109911,WHITNEY ISD,HILL,N,N,0,Meets Requirements, ,Whitney ISD
109,12,'109912,AQUILLA ISD,HILL,N,N,0,Meets Requirements, ,Aquilla ISD
109,12,'109913,BLUM ISD,HILL,N,N, ,Meets Requirements, ,Blum ISD
109,12,'109914,PENELOPE ISD,HILL,N,N, ,Meets Requirements, ,Penelope ISD
110,17,'110901,ANTON ISD,HOCKLEY,N,N, ,Meets Requirements, ,Anton ISD
110,17,'110902,LEVELLAND ISD,HOCKLEY,N,N,0,Meets Requirements, ,Levelland ISD
110,17,'110905,ROPES ISD,HOCKLEY,N,N, ,Meets Requirements, ,Ropes ISD
110,17,'110906,SMYER ISD,HOCKLEY,N,N, ,Meets Requirements, ,Smyer ISD
110,17,'110907,SUNDOWN ISD,HOCKLEY,N,N,1,Meets Requirements,ASVAB Alternative Test Offered,Sundown ISD
110,17,'110908,WHITHARRAL ISD,HOCKLEY,N,N, ,Meets Requirements, ,Whitharral ISD
111,11,'111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,HOOD,Y,Y, ,Meets Requirements,ASVAB Test not Offered,Lake Granbury Academy Charter School
111,11,'111901,GRANBURY ISD,HOOD,N,N,0,Meets Requirements, ,Granbury ISD
111,11,'111902,LIPAN ISD,HOOD,N,N,0,Meets Requirements, ,Lipan ISD
111,11,'111903,TOLAR ISD,HOOD,N,N,0,Meets Requirements, ,Tolar ISD
112,8,'112901,SULPHUR SPRINGS ISD,HOPKINS,N,N,0,Needs Assistance, ,Sulphur Springs ISD
112,8,'112905,CUMBY ISD,HOPKINS,N,N,0,Meets Requirements, ,Cumby ISD
112,8,'112906,NORTH HOPKINS ISD,HOPKINS,N,N,0,Meets Requirements, ,North Hopkins ISD
112,8,'112907,MILLER GROVE ISD,HOPKINS,N,N, ,Meets Requirements, ,Miller Grove ISD
112,8,'112908,COMO-PICKTON CISD,HOPKINS,N,N, ,Meets Requirements, ,Como-Pickton CISD
112,8,'112909,SALTILLO ISD,HOPKINS,N,N, ,Meets Requirements, ,Saltillo ISD
112,8,'112910,SULPHUR BLUFF ISD,HOPKINS,N,N, ,Meets Requirements, ,Sulphur Bluff ISD
113,6,'113901,CROCKETT ISD,HOUSTON,N,N,0,Needs Assistance, ,Crockett ISD
113,6,'113902,GRAPELAND ISD,HOUSTON,N,N,0,Meets Requirements, ,Grapeland ISD
113,6,'113903,LOVELADY ISD,HOUSTON,N,N,0,Meets Requirements, ,Lovelady ISD
113,6,'113905,LATEXO ISD,HOUSTON,N,N,0,Meets Requirements, ,Latexo ISD
113,6,'113906,KENNARD ISD,HOUSTON,N,N, ,Meets Requirements, ,Kennard ISD
114,18,'114901,BIG SPRING ISD,HOWARD,N,N,0,Needs Assistance, ,Big Spring ISD
114,18,'114902,COAHOMA ISD,HOWARD,N,N,0,Meets Requirements, ,Coahoma ISD
114,18,'114904,FORSAN ISD,HOWARD,N,N,0,Meets Requirements, ,Forsan ISD
115,19,'115901,FT HANCOCK ISD,HUDSPETH,N,N,0,Meets Requirements, ,Ft Hancock ISD
115,19,'115902,SIERRA BLANCA ISD,HUDSPETH,N,N, ,Meets Requirements, ,Sierra Blanca ISD
115,19,'115903,DELL CITY ISD,HUDSPETH,N,N, ,Meets Requirements, ,Dell City ISD
116,10,'116901,CADDO MILLS ISD,HUNT,N,N,1,Meets Requirements, ,Caddo Mills ISD
116,10,'116902,CELESTE ISD,HUNT,N,N,0,Meets Requirements, ,Celeste ISD
116,10,'116903,COMMERCE ISD,HUNT,N,N,0,Needs Assistance, ,Commerce ISD
116,10,'116905,GREENVILLE ISD,HUNT,N,N,0,Needs Intervention, ,Greenville ISD
116,10,'116906,LONE OAK ISD,HUNT,N,N,0,Meets Requirements, ,Lone Oak ISD
116,10,'116908,QUINLAN ISD,HUNT,N,N,0,Needs Assistance, ,Quinlan ISD
116,10,'116909,WOLFE CITY ISD,HUNT,N,N,0,Meets Requirements, ,Wolfe City ISD
116,10,'116910,CAMPBELL ISD,HUNT,N,N,0,Meets Requirements, ,Campbell ISD
116,10,'116915,BLAND ISD,HUNT,N,N,0,Meets Requirements, ,Bland ISD
116,10,'116916,BOLES ISD,HUNT,N,N,1,Meets Requirements, ,Boles ISD
117,16,'117901,BORGER ISD,HUTCHINSON,N,N,0,Meets Requirements, ,Borger ISD
117,16,'117903,SANFORD-FRITCH ISD,HUTCHINSON,N,N,0,Meets Requirements, ,Sanford-Fritch ISD
117,16,'117904,PLEMONS-STINNETT-PHILLIPS CISD,HUTCHINSON,N,N,0,Meets Requirements, ,Plemons-Stinnett-Phillips CISD
117,16,'117907,SPRING CREEK ISD,HUTCHINSON,N,N, ,Meets Requirements, ,Spring Creek ISD
118,15,'118902,IRION COUNTY ISD,IRION,N,N,0,Meets Requirements, ,Irion County ISD
119,9,'119901,BRYSON ISD,JACK,N,N, ,Meets Requirements, ,Bryson ISD
119,9,'119902,JACKSBORO ISD,JACK,N,N,0,Meets Requirements, ,Jacksboro ISD
119,9,'119903,PERRIN-WHITT CISD,JACK,N,N,0,Meets Requirements, ,Perrin-Whitt CISD
120,3,'120901,EDNA ISD,JACKSON,N,N,1,Meets Requirements, ,Edna ISD
120,3,'120902,GANADO ISD,JACKSON,N,N,0,Meets Requirements, ,Ganado ISD
120,3,'120905,INDUSTRIAL ISD,JACKSON,N,N,1,Meets Requirements, ,Industrial ISD
121,5,'121902,BROOKELAND ISD,JASPER,N,N,0,Meets Requirements, ,Brookeland ISD
121,5,'121903,BUNA ISD,JASPER,N,N,0,Needs Assistance, ,Buna ISD
121,5,'121904,JASPER ISD,JASPER,N,N,0,Needs Substantial Intervention, ,Jasper ISD
121,5,'121905,KIRBYVILLE CISD,JASPER,N,N,0,Meets Requirements, ,Kirbyville CISD
121,5,'121906,EVADALE ISD,JASPER,N,N,0,Meets Requirements, ,Evadale ISD
122,18,'122901,FT DAVIS ISD,JEFF DAVIS,N,N, ,Meets Requirements, ,Ft Davis ISD
122,18,'122902,VALENTINE ISD,JEFF DAVIS,N,N, ,Meets Requirements, ,Valentine ISD
123,5,'123803,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,JEFFERSON,Y,N,0,Meets Requirements, ,Tekoa Academy Of Accelerated Studies Stem School
123,5,'123805,EHRHART SCHOOL,JEFFERSON,Y,N, ,Meets Requirements, ,Ehrhart School
123,5,'123807,BOB HOPE SCHOOL,JEFFERSON,Y,N,1,Meets Requirements, ,Bob Hope School
123,5,'123905,NEDERLAND ISD,JEFFERSON,N,N,1,Meets Requirements, ,Nederland ISD
123,5,'123907,PORT ARTHUR ISD,JEFFERSON,N,N,0,Needs Intervention, ,Port Arthur ISD
123,5,'123908,PORT NECHES-GROVES ISD,JEFFERSON,N,N,0,Needs Assistance, ,Port Neches-Groves ISD
123,5,'123910,BEAUMONT ISD,JEFFERSON,N,N,0,Needs Substantial Intervention, ,Beaumont ISD
123,5,'123913,SABINE PASS ISD,JEFFERSON,N,N, ,Meets Requirements, ,Sabine Pass ISD
123,5,'123914,HAMSHIRE-FANNETT ISD,JEFFERSON,N,N,0,Meets Requirements, ,Hamshire-Fannett ISD
124,1,'124901,JIM HOGG COUNTY ISD,JIM HOGG,N,N,1,Meets Requirements, ,Jim Hogg County ISD
125,2,'125901,ALICE ISD,JIM WELLS,N,N,0,Needs Assistance, ,Alice ISD
125,2,'125902,BEN BOLT-PALITO BLANCO ISD,JIM WELLS,N,N,0,Meets Requirements, ,Ben Bolt-Palito Blanco ISD
125,2,'125903,ORANGE GROVE ISD,JIM WELLS,N,N,0,Meets Requirements, ,Orange Grove ISD
125,2,'125905,PREMONT ISD,JIM WELLS,N,N,0,Meets Requirements,ASVAB Alternative Test Offered,Premont ISD
125,2,'125906,LA GLORIA ISD,JIM WELLS,N,N, ,Meets Requirements, ,La Gloria ISD
126,11,'126901,ALVARADO ISD,JOHNSON,N,N,0,Meets Requirements, ,Alvarado ISD
126,11,'126902,BURLESON ISD,JOHNSON,N,N,0,Meets Requirements, ,Burleson ISD
126,11,'126903,CLEBURNE ISD,JOHNSON,N,N,0,Needs Assistance, ,Cleburne ISD
126,11,'126904,GRANDVIEW ISD,JOHNSON,N,N,0,Meets Requirements, ,Grandview ISD
126,11,'126905,JOSHUA ISD,JOHNSON,N,N,1,Meets Requirements, ,Joshua ISD
126,11,'126906,KEENE ISD,JOHNSON,N,N,0,Meets Requirements, ,Keene ISD
126,11,'126907,RIO VISTA ISD,JOHNSON,N,N,0,Meets Requirements, ,Rio Vista ISD
126,11,'126908,VENUS ISD,JOHNSON,N,N,0,Needs Assistance, ,Venus ISD
126,11,'126911,GODLEY ISD,JOHNSON,N,N, ,Needs Intervention, ,Godley ISD
127,14,'127901,ANSON ISD,JONES,N,N,0,Meets Requirements, ,Anson ISD
127,14,'127903,HAMLIN COLLEGIATE ISD,JONES,N,N,0,Meets Requirements, ,Hamlin Collegiate ISD
127,14,'127904,HAWLEY ISD,JONES,N,N,0,Meets Requirements, ,Hawley ISD
127,14,'127905,LUEDERS-AVOCA ISD,JONES,N,N, ,Meets Requirements, ,Lueders-Avoca ISD
127,14,'127906,STAMFORD ISD,JONES,N,N,0,Meets Requirements, ,Stamford ISD
128,20,'128901,KARNES CITY ISD,KARNES,N,N,0,Needs Assistance, ,Karnes City ISD
128,3,'128902,KENEDY ISD,KARNES,N,N,0,Meets Requirements, ,Kenedy ISD
128,3,'128903,RUNGE ISD,KARNES,N,N,0,Meets Requirements, ,Runge ISD
128,20,'128904,FALLS CITY ISD,KARNES,N,N,1,Meets Requirements, ,Falls City ISD
129,10,'129901,CRANDALL ISD,KAUFMAN,N,N,0,Needs Assistance, ,Crandall ISD
129,10,'129902,FORNEY ISD,KAUFMAN,N,N,0,Needs Assistance, ,Forney ISD
129,10,'129903,KAUFMAN ISD,KAUFMAN,N,N,1,Meets Requirements, ,Kaufman ISD
129,10,'129904,KEMP ISD,KAUFMAN,N,N,0,Needs Assistance, ,Kemp ISD
129,10,'129905,MABANK ISD,KAUFMAN,N,N,0,Needs Assistance, ,Mabank ISD
129,10,'129906,TERRELL ISD,KAUFMAN,N,N,0,Needs Intervention, ,Terrell ISD
129,10,'129910,SCURRY-ROSSER ISD,KAUFMAN,N,N,0,Meets Requirements, ,Scurry-Rosser ISD
130,20,'130801,MEADOWLAND CHARTER DISTRICT,KENDALL,Y,N, ,Meets Requirements,ASVAB Alternative Test Offered,Meadowland Charter District
130,20,'130901,BOERNE ISD,KENDALL,N,N,0,Meets Requirements, ,Boerne ISD
130,13,'130902,COMFORT ISD,KENDALL,N,N,0,Meets Requirements, ,Comfort ISD
131,2,'131001,KENEDY COUNTY WIDE CSD,KENEDY,N,N, ,Meets Requirements, ,Kenedy County Wide CSD
132,17,'132902,JAYTON-GIRARD ISD,KENT,N,N, ,Meets Requirements, ,Jayton-Girard ISD
133,20,'133901,CENTER POINT ISD,KERR,N,N,0,Meets Requirements, ,Center Point ISD
133,20,'133902,HUNT ISD,KERR,N,N, ,Meets Requirements, ,Hunt ISD
133,20,'133903,KERRVILLE ISD,KERR,N,N,0,Meets Requirements, ,Kerrville ISD
133,20,'133904,INGRAM ISD,KERR,N,N,1,Meets Requirements, ,Ingram ISD
133,20,'133905,DIVIDE ISD,KERR,N,N, ,Meets Requirements, ,Divide ISD
134,15,'134901,JUNCTION ISD,KIMBLE,N,N,0,Meets Requirements, ,Junction ISD
135,17,'135001,GUTHRIE CSD,KING,N,N, ,Meets Requirements, ,Guthrie CSD
136,20,'136901,BRACKETT ISD,KINNEY,N,N,0,Meets Requirements, ,Brackett ISD
137,2,'137901,KINGSVILLE ISD,KLEBERG,N,N,0,Needs Substantial Intervention, ,Kingsville ISD
137,2,'137902,RICARDO ISD,KLEBERG,N,N, ,Meets Requirements, ,Ricardo ISD
137,2,'137903,RIVIERA ISD,KLEBERG,N,N,0,Meets Requirements, ,Riviera ISD
137,2,'137904,SANTA GERTRUDIS ISD,KLEBERG,N,N,0,Meets Requirements, ,Santa Gertrudis ISD
138,9,'138902,KNOX CITY-O'BRIEN CISD,KNOX,N,N, ,Meets Requirements, ,Knox City-O'Brien CISD
138,9,'138903,MUNDAY CISD,KNOX,N,N,0,Meets Requirements, ,Munday CISD
138,9,'138904,BENJAMIN ISD,KNOX,N,N, ,Meets Requirements, ,Benjamin ISD
139,8,'139905,CHISUM ISD,LAMAR,N,N,0,Meets Requirements, ,Chisum ISD
139,8,'139909,PARIS ISD,LAMAR,N,N,0,Meets Requirements, ,Paris ISD
139,8,'139911,NORTH LAMAR ISD,LAMAR,N,N,0,Needs Assistance, ,North Lamar ISD
139,8,'139912,PRAIRILAND ISD,LAMAR,N,N,0,Meets Requirements, ,Prairiland ISD
140,17,'140901,AMHERST ISD,LAMB,N,N, ,Meets Requirements, ,Amherst ISD
140,17,'140904,LITTLEFIELD ISD,LAMB,N,N, ,Meets Requirements, ,Littlefield ISD
140,17,'140905,OLTON ISD,LAMB,N,N,0,Meets Requirements, ,Olton ISD
140,17,'140907,SPRINGLAKE-EARTH ISD,LAMB,N,N, ,Meets Requirements, ,Springlake-Earth ISD
140,17,'140908,SUDAN ISD,LAMB,N,N,1,Meets Requirements, ,Sudan ISD
141,12,'141901,LAMPASAS ISD,LAMPASAS,N,N,1,Meets Requirements, ,Lampasas ISD
141,12,'141902,LOMETA ISD,LAMPASAS,N,N,0,Meets Requirements, ,Lometa ISD
142,20,'142901,COTULLA ISD,LA SALLE,N,N,0,Needs Assistance, ,Cotulla ISD
143,3,'143901,HALLETTSVILLE ISD,LAVACA,N,N,0,Meets Requirements, ,Hallettsville ISD
143,3,'143902,MOULTON ISD,LAVACA,N,N,1,Meets Requirements, ,Moulton ISD
143,3,'143903,SHINER ISD,LAVACA,N,N,0,Meets Requirements, ,Shiner ISD
143,3,'143904,VYSEHRAD ISD,LAVACA,N,N, ,Meets Requirements, ,Vysehrad ISD
143,3,'143905,SWEET HOME ISD,LAVACA,N,N, ,Meets Requirements, ,Sweet Home ISD
143,3,'143906,EZZELL ISD,LAVACA,N,N, ,Meets Requirements, ,Ezzell ISD
144,13,'144901,GIDDINGS ISD,LEE,N,N,0,Meets Requirements, ,Giddings ISD
144,13,'144902,LEXINGTON ISD,LEE,N,N,0,Meets Requirements, ,Lexington ISD
144,13,'144903,DIME BOX ISD,LEE,N,N, ,Meets Requirements, ,Dime Box ISD
145,6,'145901,BUFFALO ISD,LEON,N,N,1,Meets Requirements, ,Buffalo ISD
145,6,'145902,CENTERVILLE ISD,LEON,N,N,0,Meets Requirements, ,Centerville ISD
145,6,'145906,NORMANGEE ISD,LEON,N,N,0,Meets Requirements, ,Normangee ISD
145,6,'145907,OAKWOOD ISD,LEON,N,N,0,Meets Requirements, ,Oakwood ISD
145,6,'145911,LEON ISD,LEON,N,N,0,Meets Requirements, ,Leon ISD
146,4,'146901,CLEVELAND ISD,LIBERTY,N,N,0,Needs Assistance, ,Cleveland ISD
146,4,'146902,DAYTON ISD,LIBERTY,N,N,0,Needs Intervention, ,Dayton ISD
146,4,'146903,DEVERS ISD,LIBERTY,N,N, ,Meets Requirements, ,Devers ISD
146,5,'146904,HARDIN ISD,LIBERTY,N,N, ,Meets Requirements, ,Hardin ISD
146,5,'146905,HULL-DAISETTA ISD,LIBERTY,N,N,0,Meets Requirements, ,Hull-Daisetta ISD
146,5,'146906,LIBERTY ISD,LIBERTY,N,N,0,Meets Requirements, ,Liberty ISD
146,4,'146907,TARKINGTON ISD,LIBERTY,N,N,0,Meets Requirements, ,Tarkington ISD
147,12,'147901,COOLIDGE ISD,LIMESTONE,N,N,0,Meets Requirements, ,Coolidge ISD
147,12,'147902,GROESBECK ISD,LIMESTONE,N,N,0,Needs Assistance, ,Groesbeck ISD
147,12,'147903,MEXIA ISD,LIMESTONE,N,N,0,Needs Intervention, ,Mexia ISD
148,16,'148901,BOOKER ISD,LIPSCOMB,N,N,0,Meets Requirements, ,Booker ISD
148,16,'148902,FOLLETT ISD,LIPSCOMB,N,N, ,Meets Requirements, ,Follett ISD
148,16,'148905,DARROUZETT ISD,LIPSCOMB,N,N, ,Meets Requirements, ,Darrouzett ISD
149,2,'149901,GEORGE WEST ISD,LIVE OAK,N,N,1,Meets Requirements, ,George West ISD
149,2,'149902,THREE RIVERS ISD,LIVE OAK,N,N,0,Meets Requirements, ,Three Rivers ISD
150,13,'150901,LLANO ISD,LLANO,N,N,1,Meets Requirements, ,Llano ISD
152,17,'152504,TEXAS TECH UNIVERSITY K-12,LUBBOCK,N,N, ,Meets Requirements,ASVAB Test not Offered,Texas Tech University K-12
152,17,'152802,RISE ACADEMY,LUBBOCK,Y,N, ,Meets Requirements, ,Rise Academy
152,17,'152803,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,LUBBOCK,Y,Y, ,Meets Requirements, ,Triumph Public High Schools-Lubbock
152,17,'152806,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,LUBBOCK,Y,N, ,Meets Requirements, ,Betty M Condra School For Education Innovation
152,17,'152901,LUBBOCK ISD,LUBBOCK,N,N,0,Needs Assistance, ,Lubbock ISD
152,17,'152902,NEW DEAL ISD,LUBBOCK,N,N,1,Meets Requirements, ,New Deal ISD
152,17,'152903,SLATON ISD,LUBBOCK,N,N,0,Meets Requirements, ,Slaton ISD
152,17,'152906,LUBBOCK-COOPER ISD,LUBBOCK,N,N, ,Meets Requirements, ,Lubbock-Cooper ISD
152,17,'152907,FRENSHIP ISD,LUBBOCK,N,N,1,Meets Requirements, ,Frenship ISD
152,17,'152908,ROOSEVELT ISD,LUBBOCK,N,N,0,Needs Assistance, ,Roosevelt ISD
152,17,'152909,SHALLOWATER ISD,LUBBOCK,N,N,1,Meets Requirements, ,Shallowater ISD
152,17,'152910,IDALOU ISD,LUBBOCK,N,N,1,Meets Requirements, ,Idalou ISD
153,17,'153903,O'DONNELL ISD,LYNN,N,N, ,Meets Requirements, ,O'Donnell ISD
153,17,'153904,TAHOKA ISD,LYNN,N,N,1,Meets Requirements, ,Tahoka ISD
153,17,'153905,NEW HOME ISD,LYNN,N,N, ,Meets Requirements, ,New Home ISD
153,17,'153907,WILSON ISD,LYNN,N,N, ,Meets Requirements, ,Wilson ISD
154,6,'154901,MADISONVILLE CISD,MADISON,N,N, ,Meets Requirements, ,Madisonville CISD
154,6,'154903,NORTH ZULCH ISD,MADISON,N,N, ,Meets Requirements, ,North Zulch ISD
155,8,'155901,JEFFERSON ISD,MARION,N,N,0,Needs Assistance, ,Jefferson ISD
156,18,'156902,STANTON ISD,MARTIN,N,N, ,Needs Assistance, ,Stanton ISD
156,18,'156905,GRADY ISD,MARTIN,N,N, ,Meets Requirements, ,Grady ISD
157,15,'157901,MASON ISD,MASON,N,N,1,Meets Requirements, ,Mason ISD
158,3,'158901,BAY CITY ISD,MATAGORDA,N,N,0,Needs Intervention, ,Bay City ISD
158,3,'158902,TIDEHAVEN ISD,MATAGORDA,N,N,0,Meets Requirements, ,Tidehaven ISD
158,3,'158904,MATAGORDA ISD,MATAGORDA,N,N, ,Meets Requirements, ,Matagorda ISD
158,3,'158905,PALACIOS ISD,MATAGORDA,N,N,0,Meets Requirements, ,Palacios ISD
158,3,'158906,VAN VLECK ISD,MATAGORDA,N,N,0,Meets Requirements, ,Van Vleck ISD
159,20,'159901,EAGLE PASS ISD,MAVERICK,N,N,0,Meets Requirements, ,Eagle Pass ISD
