DISTRICT,CNTYNAME,COUNTY,DAD_POST,DFLALTED,DFLCHART,DISTNAME,D_RATING,OUTCOME,REGION
"111902","HOOD","111","0","N","N","LIPAN ISD","M","Meets Requirements","11"
"111903","HOOD","111","0","N","N","TOLAR ISD","M","Meets Requirements","11"
"112901","HOPKINS","112","0","N","N","SULPHUR SPRINGS ISD","M","Meets Requirements","08"
"112905","HOPKINS","112","0","N","N","CUMBY ISD","M","Meets Requirements","08"
"112906","HOPKINS","112","0","N","N","NORTH HOPKINS ISD","M","Meets Requirements","08"
"112907","HOPKINS","112"," ","N","N","MILLER GROVE ISD","M","Meets Requirements","08"
"112908","HOPKINS","112"," ","N","N","COMO-PICKTON CISD","M","Meets Requirements","08"
"112909","HOPKINS","112"," ","N","N","SALTILLO ISD","M","Meets Requirements","08"
"112910","HOPKINS","112"," ","N","N","SULPHUR BLUFF ISD","M","Meets Requirements","08"
"113901","HOUSTON","113","0","N","N","CROCKETT ISD","M","Needs Intervention","06"
"113902","HOUSTON","113","0","N","N","GRAPELAND ISD","M","Meets Requirements","06"
"113903","HOUSTON","113","0","N","N","LOVELADY ISD","M","Meets Requirements","06"
"113905","HOUSTON","113","0","N","N","LATEXO ISD","M","Meets Requirements","06"
"113906","HOUSTON","113","0","N","N","KENNARD ISD","M","Meets Requirements","06"
"114901","HOWARD","114","0","N","N","BIG SPRING ISD","M","Meets Requirements","18"
"114902","HOWARD","114","0","N","N","COAHOMA ISD","M","Meets Requirements","18"
"114904","HOWARD","114","0","N","N","FORSAN ISD","M","Meets Requirements","18"
"115901","HUDSPETH","115","0","N","N","FT HANCOCK ISD","M","Meets Requirements","19"
"115902","HUDSPETH","115"," ","N","N","SIERRA BLANCA ISD","I","Meets Requirements","19"
"115903","HUDSPETH","115"," ","N","N","DELL CITY ISD","M","Meets Requirements","19"
"116801","HUNT","116"," ","N","Y","PHOENIX CHARTER SCHOOL","M","Needs Assistance","10"
"116901","HUNT","116","0","N","N","CADDO MILLS ISD","M","Meets Requirements","10"
"116902","HUNT","116","0","N","N","CELESTE ISD","M","Meets Requirements","10"
"116903","HUNT","116","0","N","N","COMMERCE ISD","M","Meets Requirements","10"
"116905","HUNT","116","0","N","N","GREENVILLE ISD","M","Needs Intervention","10"
"116906","HUNT","116","1","N","N","LONE OAK ISD","M","Meets Requirements","10"
"116908","HUNT","116","0","N","N","QUINLAN ISD","M","Meets Requirements","10"
"116909","HUNT","116","0","N","N","WOLFE CITY ISD","M","Meets Requirements","10"
"116910","HUNT","116","0","N","N","CAMPBELL ISD","M","Meets Requirements","10"
"116915","HUNT","116","0","N","N","BLAND ISD","M","Meets Requirements","10"
"116916","HUNT","116","0","N","N","BOLES ISD","M","Meets Requirements","10"
"117901","HUTCHINSON","117","0","N","N","BORGER ISD","M","Needs Assistance","16"
"117903","HUTCHINSON","117","0","N","N","SANFORD-FRITCH ISD","M","Needs Assistance","16"
"117904","HUTCHINSON","117","0","N","N","PLEMONS-STINNETT-PHILLIPS CISD","M","Meets Requirements","16"
"117907","HUTCHINSON","117"," ","N","N","SPRING CREEK ISD","M","Meets Requirements","16"
"118902","IRION","118","0","N","N","IRION COUNTY ISD","M","Meets Requirements","15"
"119901","JACK","119"," ","N","N","BRYSON ISD","M","Meets Requirements","09"
"119902","JACK","119","0","N","N","JACKSBORO ISD","M","Needs Assistance","09"
"119903","JACK","119","0","N","N","PERRIN-WHITT CISD","M","Meets Requirements","09"
"120901","JACKSON","120","0","N","N","EDNA ISD","M","Needs Assistance","03"
"120902","JACKSON","120","0","N","N","GANADO ISD","M","Meets Requirements","03"
"120905","JACKSON","120","0","N","N","INDUSTRIAL ISD","M","Needs Assistance","03"
"121902","JASPER","121","0","N","N","BROOKELAND ISD","M","Meets Requirements","05"
"121903","JASPER","121","0","N","N","BUNA ISD","M","Needs Assistance","05"
"121904","JASPER","121","0","N","N","JASPER ISD","M","Needs Intervention","05"
"121905","JASPER","121","0","N","N","KIRBYVILLE CISD","M","Meets Requirements","05"
"121906","JASPER","121","0","N","N","EVADALE ISD","M","Meets Requirements","05"
"122901","JEFF DAVIS","122"," ","N","N","FT DAVIS ISD","M","Meets Requirements","18"
"122902","JEFF DAVIS","122"," ","N","N","VALENTINE ISD","M","Meets Requirements","18"
"123803","JEFFERSON","123","0","N","Y","TEKOA ACADEMY OF ACCELERATED STUDI","M","Meets Requirements","05"
"123805","JEFFERSON","123"," ","N","Y","EHRHART SCHOOL","I","Meets Requirements","05"
"123807","JEFFERSON","123"," ","N","Y","BOB HOPE SCHOOL","M","Meets Requirements","05"
"123905","JEFFERSON","123","0","N","N","NEDERLAND ISD","M","Meets Requirements","05"
"123907","JEFFERSON","123","0","N","N","PORT ARTHUR ISD","M","Needs Substantial Intervention","05"
"123908","JEFFERSON","123","0","N","N","PORT NECHES-GROVES ISD","M","Needs Assistance","05"
"123910","JEFFERSON","123","0","N","N","BEAUMONT ISD","M","Needs Intervention","05"
"123913","JEFFERSON","123"," ","N","N","SABINE PASS ISD","M","Meets Requirements","05"
"123914","JEFFERSON","123","0","N","N","HAMSHIRE-FANNETT ISD","M","Meets Requirements","05"
"124901","JIM HOGG","124","0","N","N","JIM HOGG COUNTY ISD","M","Needs Assistance","01"
"125901","JIM WELLS","125","0","N","N","ALICE ISD","M","Meets Requirements","02"
"125902","JIM WELLS","125","0","N","N","BEN BOLT-PALITO BLANCO ISD","M","Meets Requirements","02"
"125903","JIM WELLS","125","0","N","N","ORANGE GROVE ISD","M","Needs Assistance","02"
"125905","JIM WELLS","125","0","N","N","PREMONT ISD","I","Meets Requirements","02"
"125906","JIM WELLS","125"," ","N","N","LA GLORIA ISD","M","Meets Requirements","02"
"126901","JOHNSON","126","0","N","N","ALVARADO ISD","M","Meets Requirements","11"
"126902","JOHNSON","126","0","N","N","BURLESON ISD","M","Meets Requirements","11"
"126903","JOHNSON","126","0","N","N","CLEBURNE ISD","M","Needs Assistance","11"
"126904","JOHNSON","126","0","N","N","GRANDVIEW ISD","M","Meets Requirements","11"
"126905","JOHNSON","126","0","N","N","JOSHUA ISD","M","Meets Requirements","11"
"126906","JOHNSON","126","0","N","N","KEENE ISD","M","Meets Requirements","11"
"126907","JOHNSON","126","0","N","N","RIO VISTA ISD","M","Needs Intervention","11"
"126908","JOHNSON","126","0","N","N","VENUS ISD","M","Meets Requirements","11"
"126911","JOHNSON","126","0","N","N","GODLEY ISD","M","Needs Assistance","11"
"127901","JONES","127","0","N","N","ANSON ISD","M","Meets Requirements","14"
"127903","JONES","127","0","N","N","HAMLIN ISD","M","Meets Requirements","14"
"127904","JONES","127","0","N","N","HAWLEY ISD","M","Meets Requirements","14"
"127905","JONES","127"," ","N","N","LUEDERS-AVOCA ISD","M","Meets Requirements","14"
"127906","JONES","127","0","N","N","STAMFORD ISD","M","Meets Requirements","14"
"128901","KARNES","128","0","N","N","KARNES CITY ISD","M","Meets Requirements","03"
"128902","KARNES","128","0","N","N","KENEDY ISD","M","Meets Requirements","03"
"128903","KARNES","128","0","N","N","RUNGE ISD","I","Meets Requirements","03"
"128904","KARNES","128","1","N","N","FALLS CITY ISD","M","Meets Requirements","20"
"129901","KAUFMAN","129","0","N","N","CRANDALL ISD","M","Needs Assistance","10"
"129902","KAUFMAN","129","0","N","N","FORNEY ISD","M","Needs Assistance","10"
"129903","KAUFMAN","129","0","N","N","KAUFMAN ISD","M","Meets Requirements","10"
"129904","KAUFMAN","129","0","N","N","KEMP ISD","M","Meets Requirements","10"
"129905","KAUFMAN","129","0","N","N","MABANK ISD","M","Needs Assistance","10"
"129906","KAUFMAN","129","0","N","N","TERRELL ISD","M","Needs Assistance","10"
"129910","KAUFMAN","129","0","N","N","SCURRY-ROSSER ISD","M","Meets Requirements","10"
"130801","KENDALL","130"," ","Y","Y","MEADOWLAND CHARTER SCHOOL","A","Meets Requirements","20"
"130901","KENDALL","130","0","N","N","BOERNE ISD","M","Meets Requirements","20"
"130902","KENDALL","130","0","N","N","COMFORT ISD","M","Needs Assistance","13"
"131001","KENEDY","131"," ","N","N","KENEDY COUNTY WIDE CSD","M","Meets Requirements","02"
"132902","KENT","132"," ","N","N","JAYTON-GIRARD ISD","M","Meets Requirements","17"
"133901","KERR","133","0","N","N","CENTER POINT ISD","M","Meets Requirements","20"
"133902","KERR","133"," ","N","N","HUNT ISD","M","Meets Requirements","20"
"133903","KERR","133","1","N","N","KERRVILLE ISD","M","Needs Assistance","20"
"133904","KERR","133","0","N","N","INGRAM ISD","M","Needs Assistance","20"
"133905","KERR","133"," ","N","N","DIVIDE ISD","M","Meets Requirements","20"
"134901","KIMBLE","134","0","N","N","JUNCTION ISD","M","Meets Requirements","15"
"135001","KING","135"," ","N","N","GUTHRIE CSD","M","Meets Requirements","17"
"136901","KINNEY","136","0","N","N","BRACKETT ISD","M","Meets Requirements","20"
"137901","KLEBERG","137","0","N","N","KINGSVILLE ISD","M","Needs Assistance","02"
"137902","KLEBERG","137"," ","N","N","RICARDO ISD","M","Meets Requirements","02"
"137903","KLEBERG","137","0","N","N","RIVIERA ISD","M","Meets Requirements","02"
"137904","KLEBERG","137","0","N","N","SANTA GERTRUDIS ISD","M","Meets Requirements","02"
"138902","KNOX","138","0","N","N","KNOX CITY-O'BRIEN CISD","M","Meets Requirements","09"
"138903","KNOX","138","0","N","N","MUNDAY CISD","M","Meets Requirements","09"
"138904","KNOX","138"," ","N","N","BENJAMIN ISD","M","Meets Requirements","09"
"139905","LAMAR","139","0","N","N","CHISUM ISD","M","Meets Requirements","08"
"139908","LAMAR","139"," ","N","N","ROXTON ISD","M","Meets Requirements","08"
"139909","LAMAR","139","0","N","N","PARIS ISD","M","Needs Assistance","08"
"139911","LAMAR","139","0","N","N","NORTH LAMAR ISD","M","Needs Assistance","08"
"139912","LAMAR","139","0","N","N","PRAIRILAND ISD","M","Meets Requirements","08"
"140901","LAMB","140"," ","N","N","AMHERST ISD","I","Meets Requirements","17"
"140904","LAMB","140","0","N","N","LITTLEFIELD ISD","M","Needs Assistance","17"
"140905","LAMB","140","0","N","N","OLTON ISD","M","Meets Requirements","17"
"140907","LAMB","140","0","N","N","SPRINGLAKE-EARTH ISD","M","Meets Requirements","17"
"140908","LAMB","140","0","N","N","SUDAN ISD","M","Meets Requirements","17"
"141901","LAMPASAS","141","0","N","N","LAMPASAS ISD","M","Needs Assistance","12"
"141902","LAMPASAS","141"," ","N","N","LOMETA ISD","M","Meets Requirements","12"
"142901","LA SALLE","142","0","N","N","COTULLA ISD","M","Needs Intervention","20"
"143901","LAVACA","143","0","N","N","HALLETTSVILLE ISD","M","Needs Assistance","03"
"143902","LAVACA","143","0","N","N","MOULTON ISD","M","Meets Requirements","03"
"143903","LAVACA","143","0","N","N","SHINER ISD","M","Meets Requirements","03"
"143904","LAVACA","143"," ","N","N","VYSEHRAD ISD","M","Meets Requirements","03"
"143905","LAVACA","143"," ","N","N","SWEET HOME ISD","M","Meets Requirements","03"
"143906","LAVACA","143"," ","N","N","EZZELL ISD","M","Meets Requirements","03"
"144901","LEE","144","0","N","N","GIDDINGS ISD","M","Needs Assistance","13"
"144902","LEE","144","0","N","N","LEXINGTON ISD","M","Meets Requirements","13"
"144903","LEE","144"," ","N","N","DIME BOX ISD","M","Needs Assistance","13"
"145901","LEON","145","0","N","N","BUFFALO ISD","M","Meets Requirements","06"
"145902","LEON","145","0","N","N","CENTERVILLE ISD","M","Meets Requirements","06"
"145906","LEON","145","0","N","N","NORMANGEE ISD","M","Meets Requirements","06"
"145907","LEON","145","0","N","N","OAKWOOD ISD","M","Meets Requirements","06"
"145911","LEON","145","0","N","N","LEON ISD","M","Meets Requirements","06"
"146901","LIBERTY","146","0","N","N","CLEVELAND ISD","M","Needs Assistance","04"
"146902","LIBERTY","146","0","N","N","DAYTON ISD","M","Needs Substantial Intervention","04"
"146903","LIBERTY","146"," ","N","N","DEVERS ISD","M","Meets Requirements","04"
"146904","LIBERTY","146","0","N","N","HARDIN ISD","M","Meets Requirements","04"
"146905","LIBERTY","146","0","N","N","HULL-DAISETTA ISD","M","Meets Requirements","05"
"146906","LIBERTY","146","0","N","N","LIBERTY ISD","M","Needs Assistance","04"
"146907","LIBERTY","146","0","N","N","TARKINGTON ISD","M","Meets Requirements","04"
"147901","LIMESTONE","147","0","N","N","COOLIDGE ISD","M","Meets Requirements","12"
"147902","LIMESTONE","147","0","N","N","GROESBECK ISD","M","Needs Assistance","12"
"147903","LIMESTONE","147","0","N","N","MEXIA ISD","M","Meets Requirements","12"
"148901","LIPSCOMB","148","0","N","N","BOOKER ISD","M","Meets Requirements","16"
"148902","LIPSCOMB","148"," ","N","N","FOLLETT ISD","M","Meets Requirements","16"
"148903","LIPSCOMB","148"," ","N","N","HIGGINS ISD","M","Meets Requirements","16"
"148905","LIPSCOMB","148"," ","N","N","DARROUZETT ISD","M","Meets Requirements","16"
"149901","LIVE OAK","149","0","N","N","GEORGE WEST ISD","M","Meets Requirements","02"
"149902","LIVE OAK","149","0","N","N","THREE RIVERS ISD","M","Meets Requirements","02"
"150901","LLANO","150","0","N","N","LLANO ISD","M","Needs Assistance","13"
"152802","LUBBOCK","152"," ","N","Y","RISE ACADEMY","M","Meets Requirements","17"
"152803","LUBBOCK","152"," ","Y","Y","SOUTH PLAINS ACADEMY CHARTER DISTR","A","Meets Requirements","17"
"152901","LUBBOCK","152","0","N","N","LUBBOCK ISD","M","Needs Intervention","17"
"152902","LUBBOCK","152","0","N","N","NEW DEAL ISD","M","Meets Requirements","17"
"152903","LUBBOCK","152","0","N","N","SLATON ISD","M","Meets Requirements","17"
"152906","LUBBOCK","152","0","N","N","LUBBOCK-COOPER ISD","M","Meets Requirements","17"
"152907","LUBBOCK","152","0","N","N","FRENSHIP ISD","M","Meets Requirements","17"
"152908","LUBBOCK","152","0","N","N","ROOSEVELT ISD","M","Meets Requirements","17"
"152909","LUBBOCK","152","0","N","N","SHALLOWATER ISD","M","Meets Requirements","17"
"152910","LUBBOCK","152","0","N","N","IDALOU ISD","M","Meets Requirements","17"
"153903","LYNN","153","0","N","N","O'DONNELL ISD","M","Meets Requirements","17"
"153904","LYNN","153","0","N","N","TAHOKA ISD","M","Meets Requirements","17"
"153905","LYNN","153"," ","N","N","NEW HOME ISD","M","Meets Requirements","17"
"153907","LYNN","153"," ","N","N","WILSON ISD","M","Meets Requirements","17"
"154901","MADISON","154","0","N","N","MADISONVILLE CISD","M","Needs Assistance","06"
"154903","MADISON","154"," ","N","N","NORTH ZULCH ISD","M","Meets Requirements","06"
"155901","MARION","155","0","N","N","JEFFERSON ISD","M","Meets Requirements","08"
"156902","MARTIN","156","0","N","N","STANTON ISD","M","Needs Intervention","18"
"156905","MARTIN","156"," ","N","N","GRADY ISD","M","Meets Requirements","18"
"157901","MASON","157","1","N","N","MASON ISD","M","Meets Requirements","15"
"158901","MATAGORDA","158","0","N","N","BAY CITY ISD","M","Needs Intervention","03"
"158902","MATAGORDA","158","0","N","N","TIDEHAVEN ISD","M","Meets Requirements","03"
"158904","MATAGORDA","158"," ","N","N","MATAGORDA ISD","M","Meets Requirements","03"
"158905","MATAGORDA","158","0","N","N","PALACIOS ISD","M","Meets Requirements","03"
"158906","MATAGORDA","158","0","N","N","VAN VLECK ISD","M","Meets Requirements","03"
"159901","MAVERICK","159","0","N","N","EAGLE PASS ISD","M","Needs Assistance","20"
"160901","MCCULLOCH","160","0","N","N","BRADY ISD","M","Meets Requirements","15"
"160904","MCCULLOCH","160"," ","N","N","ROCHELLE ISD","M","Meets Requirements","15"
"160905","MCCULLOCH","160"," ","N","N","LOHN ISD","I","Meets Requirements","15"
"161801","MCLENNAN","161"," ","N","Y","WACO CHARTER SCHOOL","M","Meets Requirements","12"
"161802","MCLENNAN","161","0","N","Y","RAPOPORT ACADEMY PUBLIC SCHOOL","M","Meets Requirements","12"
"161807","MCLENNAN","161","0","N","Y","HARMONY SCIENCE ACAD (WACO)","M","Meets Requirements","12"
"161901","MCLENNAN","161","0","N","N","CRAWFORD ISD","M","Meets Requirements","12"
"161903","MCLENNAN","161","0","N","N","MIDWAY ISD","M","Needs Assistance","12"
"161906","MCLENNAN","161","0","N","N","LA VEGA ISD","M","Needs Intervention","12"
"161907","MCLENNAN","161","0","N","N","LORENA ISD","M","Meets Requirements","12"
"161908","MCLENNAN","161","0","N","N","MART ISD","M","Meets Requirements","12"
"161909","MCLENNAN","161","0","N","N","MCGREGOR ISD","M","Meets Requirements","12"
"161910","MCLENNAN","161","0","N","N","MOODY ISD","M","Needs Assistance","12"
"161912","MCLENNAN","161","0","N","N","RIESEL ISD","M","Meets Requirements","12"
"161914","MCLENNAN","161","0","N","N","WACO ISD","M","Needs Assistance","12"
"161916","MCLENNAN","161","0","N","N","WEST ISD","M","Meets Requirements","12"
"161918","MCLENNAN","161","0","N","N","AXTELL ISD","M","Meets Requirements","12"
"161919","MCLENNAN","161","0","N","N","BRUCEVILLE-EDDY ISD","M","Meets Requirements","12"
"161920","MCLENNAN","161","0","N","N","CHINA SPRING ISD","M","Meets Requirements","12"
"161921","MCLENNAN","161","0","N","N","CONNALLY ISD","M","Needs Intervention","12"
"161922","MCLENNAN","161","0","N","N","ROBINSON ISD","M","Needs Intervention","12"
"161923","MCLENNAN","161","0","N","N","BOSQUEVILLE ISD","M","Meets Requirements","12"
"161924","MCLENNAN","161"," ","N","N","HALLSBURG ISD","M","Meets Requirements","12"
"161925","MCLENNAN","161"," ","N","N","GHOLSON ISD","M","Meets Requirements","12"
"162904","MCMULLEN","162"," ","N","N","MCMULLEN COUNTY ISD","M","Meets Requirements","02"
"163901","MEDINA","163","0","N","N","DEVINE ISD","M","Meets Requirements","20"
"163902","MEDINA","163"," ","N","N","D'HANIS ISD","M","Meets Requirements","20"
"163903","MEDINA","163","0","N","N","NATALIA ISD","M","Meets Requirements","20"
"163904","MEDINA","163","0","N","N","HONDO ISD","M","Needs Assistance","20"
"163908","MEDINA","163","0","N","N","MEDINA VALLEY ISD","M","Meets Requirements","20"
"164901","MENARD","164","0","N","N","MENARD ISD","M","Meets Requirements","15"
"165802","MIDLAND","165"," ","N","Y","MIDLAND ACADEMY CHARTER SCHOOL","M","Meets Requirements","18"
"165901","MIDLAND","165","0","N","N","MIDLAND ISD","M","Needs Intervention","18"
"165902","MIDLAND","165","0","N","N","GREENWOOD ISD","M","Meets Requirements","18"
"166901","MILAM","166","0","N","N","CAMERON ISD","M","Meets Requirements","06"
"166902","MILAM","166"," ","N","N","GAUSE ISD","M","Meets Requirements","06"
"166903","MILAM","166","0","N","N","MILANO ISD","M","Meets Requirements","06"
"166904","MILAM","166","0","N","N","ROCKDALE ISD","M","Needs Assistance","06"
"166905","MILAM","166","0","N","N","THORNDALE ISD","M","Meets Requirements","13"
"166907","MILAM","166"," ","N","N","BUCKHOLTS ISD","I","Meets Requirements","06"
"167901","MILLS","167","0","N","N","GOLDTHWAITE ISD","M","Meets Requirements","12"
"167902","MILLS","167","0","N","N","MULLIN ISD","M","Meets Requirements","12"
"167904","MILLS","167"," ","N","N","PRIDDY ISD","M","Meets Requirements","12"
"168901","MITCHELL","168","0","N","N","COLORADO ISD","M","Meets Requirements","14"
"168902","MITCHELL","168"," ","N","N","LORAINE ISD","M","Meets Requirements","14"
"168903","MITCHELL","168"," ","N","N","WESTBROOK ISD","M","Meets Requirements","14"
"169901","MONTAGUE","169","0","N","N","BOWIE ISD","M","Needs Assistance","09"
"169902","MONTAGUE","169","0","N","N","NOCONA ISD","M","Meets Requirements","09"
"169906","MONTAGUE","169"," ","N","N","GOLD BURG ISD","M","Meets Requirements","09"
"169908","MONTAGUE","169"," ","N","N","MONTAGUE ISD","M","Meets Requirements","09"
"169909","MONTAGUE","169"," ","N","N","PRAIRIE VALLEY ISD","M","Meets Requirements","09"
"169910","MONTAGUE","169"," ","N","N","FORESTBURG ISD","M","Meets Requirements","09"
"169911","MONTAGUE","169","0","N","N","SAINT JO ISD","M","Meets Requirements","09"
"170801","MONTGOMERY","170"," ","N","Y","TEXAS SERENITY ACADEMY","M","Meets Requirements","06"
"170902","MONTGOMERY","170","0","N","N","CONROE ISD","M","Needs Assistance","06"
"170903","MONTGOMERY","170","0","N","N","MONTGOMERY ISD","M","Needs Assistance","06"
"170904","MONTGOMERY","170","0","N","N","WILLIS ISD","M","Needs Assistance","06"
"170906","MONTGOMERY","170","0","N","N","MAGNOLIA ISD","M","Needs Intervention","06"
"170907","MONTGOMERY","170","0","N","N","SPLENDORA ISD","M","Meets Requirements","06"
"170908","MONTGOMERY","170","0","N","N","NEW CANEY ISD","M","Needs Intervention","06"
"171901","MOORE","171","0","N","N","DUMAS ISD","M","Meets Requirements","16"
"171902","MOORE","171","0","N","N","SUNRAY ISD","M","Meets Requirements","16"
"172902","MORRIS","172","0","N","N","DAINGERFIELD-LONE STAR ISD","M","Meets Requirements","08"
"172905","MORRIS","172","0","N","N","PEWITT CISD","M","Meets Requirements","08"
"173901","MOTLEY","173"," ","N","N","MOTLEY COUNTY ISD","I","Meets Requirements","17"
"174801","NACOGDOCHES","174"," ","N","Y","STEPHEN F AUSTIN STATE UNIVERSITY","M","Meets Requirements","07"
"174901","NACOGDOCHES","174","0","N","N","CHIRENO ISD","M","Meets Requirements","07"
"174902","NACOGDOCHES","174","0","N","N","CUSHING ISD","M","Meets Requirements","07"
"174903","NACOGDOCHES","174","0","N","N","GARRISON ISD","M","Meets Requirements","07"
"174904","NACOGDOCHES","174","0","N","N","NACOGDOCHES ISD","M","Needs Substantial Intervention","07"
"174906","NACOGDOCHES","174","0","N","N","WODEN ISD","M","Meets Requirements","07"
"174908","NACOGDOCHES","174","0","N","N","CENTRAL HEIGHTS ISD","M","Meets Requirements","07"
"174909","NACOGDOCHES","174"," ","N","N","MARTINSVILLE ISD","M","Meets Requirements","07"
"174910","NACOGDOCHES","174"," ","N","N","ETOILE ISD","M","Meets Requirements","07"
"174911","NACOGDOCHES","174"," ","N","N","DOUGLASS ISD","M","Meets Requirements","07"
"175902","NAVARRO","175","0","N","N","BLOOMING GROVE ISD","M","Meets Requirements","12"
"175903","NAVARRO","175","0","N","N","CORSICANA ISD","M","Needs Substantial Intervention","12"
"175904","NAVARRO","175","0","N","N","DAWSON ISD","M","Meets Requirements","12"
"175905","NAVARRO","175","0","N","N","FROST ISD","M","Meets Requirements","12"
"175907","NAVARRO","175"," ","N","N","KERENS ISD","M","Meets Requirements","12"
"175910","NAVARRO","175","0","N","N","MILDRED ISD","M","Meets Requirements","12"
"175911","NAVARRO","175","0","N","N","RICE ISD","M","Meets Requirements","12"
"176901","NEWTON","176","0","N","N","BURKEVILLE ISD","M","Meets Requirements","05"
"176902","NEWTON","176","0","N","N","NEWTON ISD","M","Meets Requirements","05"
"176903","NEWTON","176","0","N","N","DEWEYVILLE ISD","M","Meets Requirements","05"
"177901","NOLAN","177","0","N","N","ROSCOE COLLEGIATE ISD","M","Meets Requirements","14"
"177902","NOLAN","177","0","N","N","SWEETWATER ISD","M","Meets Requirements","14"
"177903","NOLAN","177"," ","N","N","BLACKWELL CISD","M","Meets Requirements","14"
"177905","NOLAN","177"," ","N","N","HIGHLAND ISD","M","Meets Requirements","14"
"178801","NUECES","178"," ","Y","Y","DR M L GARZA-GONZALEZ CHARTER SCHO","A","Meets Requirements","02"
"178807","NUECES","178"," ","N","Y","CORPUS CHRISTI MONTESSORI SCHOOL","M","Meets Requirements","02"
"178808","NUECES","178"," ","N","Y","SEASHORE CHARTER SCHOOLS","M","Meets Requirements","02"
"178901","NUECES","178","0","N","N","AGUA DULCE ISD","M","Meets Requirements","02"
"178902","NUECES","178","0","N","N","BISHOP CISD","M","Meets Requirements","02"
"178903","NUECES","178","0","N","N","CALALLEN ISD","M","Needs Assistance","02"
"178904","NUECES","178","0","N","N","CORPUS CHRISTI ISD","M","Needs Intervention","02"
"178905","NUECES","178"," ","N","N","DRISCOLL ISD","M","Meets Requirements","02"
"178906","NUECES","178"," ","N","N","LONDON ISD","M","Meets Requirements","02"
"178908","NUECES","178","1","N","N","PORT ARANSAS ISD","M","Meets Requirements","02"
"178909","NUECES","178","0","N","N","ROBSTOWN ISD","M","Needs Intervention","02"
"178912","NUECES","178","0","N","N","TULOSO-MIDWAY ISD","M","Needs Intervention","02"
"178913","NUECES","178","0","N","N","BANQUETE ISD","M","Meets Requirements","02"
"178914","NUECES","178","0","N","N","FLOUR BLUFF ISD","M","Meets Requirements","02"
"178915","NUECES","178","0","N","N","WEST OSO ISD","M","Needs Assistance","02"
"179901","OCHILTREE","179","0","N","N","PERRYTON ISD","M","Needs Intervention","16"
"180901","OLDHAM","180"," ","N","N","BOYS RANCH ISD","X","Meets Requirements","16"
"180902","OLDHAM","180","0","N","N","VEGA ISD","M","Meets Requirements","16"
"180903","OLDHAM","180"," ","N","N","ADRIAN ISD","M","Meets Requirements","16"
"180904","OLDHAM","180"," ","N","N","WILDORADO ISD","M","Meets Requirements","16"
"181901","ORANGE","181","0","N","N","BRIDGE CITY ISD","M","Meets Requirements","05"
"181905","ORANGE","181","0","N","N","ORANGEFIELD ISD","M","Meets Requirements","05"
"181906","ORANGE","181","0","N","N","WEST ORANGE-COVE CISD","M","Needs Intervention","05"
"181907","ORANGE","181","0","N","N","VIDOR ISD","M","Needs Assistance","05"
"181908","ORANGE","181","0","N","N","LITTLE CYPRESS-MAURICEVILLE CISD","M","Needs Intervention","05"
"182901","PALO PINTO","182"," ","N","N","GORDON ISD","M","Meets Requirements","11"
"182902","PALO PINTO","182","0","N","N","GRAFORD ISD","M","Meets Requirements","11"
"182903","PALO PINTO","182","0","N","N","MINERAL WELLS ISD","M","Needs Intervention","11"
"182904","PALO PINTO","182","0","N","N","SANTO ISD","M","Meets Requirements","11"
"182905","PALO PINTO","182"," ","N","N","STRAWN ISD","I","Meets Requirements","11"
"182906","PALO PINTO","182"," ","N","N","PALO PINTO ISD","M","Meets Requirements","11"
"183801","PANOLA","183","0","N","Y","PANOLA CHARTER SCHOOL","M","Meets Requirements","07"
"183901","PANOLA","183","0","N","N","BECKVILLE ISD","M","Meets Requirements","07"
"183902","PANOLA","183","0","N","N","CARTHAGE ISD","M","Needs Assistance","07"
"183904","PANOLA","183"," ","N","N","GARY ISD","M","Meets Requirements","07"
"184801","PARKER","184"," ","Y","Y","CROSSTIMBERS ACADEMY","X","Meets Requirements","11"
"184901","PARKER","184","0","N","N","POOLVILLE ISD","M","Meets Requirements","11"
"184902","PARKER","184","0","N","N","SPRINGTOWN ISD","M","Needs Intervention","11"
"184903","PARKER","184","0","N","N","WEATHERFORD ISD","M","Needs Assistance","11"
"184904","PARKER","184","0","N","N","MILLSAP ISD","M","Meets Requirements","11"
"184907","PARKER","184","0","N","N","ALEDO ISD","M","Meets Requirements","11"
"184908","PARKER","184","0","N","N","PEASTER ISD","M","Needs Assistance","11"
"184909","PARKER","184","0","N","N","BROCK ISD","M","Meets Requirements","11"
"184911","PARKER","184"," ","N","N","GARNER ISD","M","Meets Requirements","11"
"185901","PARMER","185","0","N","N","BOVINA ISD","M","Meets Requirements","16"
"185902","PARMER","185","0","N","N","FARWELL ISD","M","Meets Requirements","16"
"185903","PARMER","185","0","N","N","FRIONA ISD","M","Meets Requirements","16"
"185904","PARMER","185"," ","N","N","LAZBUDDIE ISD","M","Meets Requirements","16"
"186901","PECOS","186"," ","N","N","BUENA VISTA ISD","M","Meets Requirements","18"
"186902","PECOS","186","0","N","N","FORT STOCKTON ISD","M","Meets Requirements","18"
"186903","PECOS","186","0","N","N","IRAAN-SHEFFIELD ISD","M","Meets Requirements","18"
"187901","POLK","187"," ","N","N","BIG SANDY ISD","M","Meets Requirements","06"
"187903","POLK","187","0","N","N","GOODRICH ISD","M","Meets Requirements","06"
