Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
17,Lubbock,77,FLOYD,Male,48,48,100%,36,75%,,nan,34,71%,8,17%,14,29%,22,46%,,nan,11,23%
17,Lubbock,83,GAINES,Female,101,93,92%,93,92%,,nan,83,82%,22,22%,19,19%,41,41%,,nan,21,21%
17,Lubbock,83,GAINES,Male,110,101,92%,95,86%,,nan,85,77%,17,15%,25,23%,42,38%,,nan,20,18%
17,Lubbock,85,GARZA,Female,28,28,100%,26,93%,,nan,25,89%,7,25%,10,36%,17,61%,,nan,8,29%
17,Lubbock,85,GARZA,Male,34,33,97%,31,91%,,nan,26,76%,6,18%,10,29%,16,47%,,nan,5,15%
17,Lubbock,95,HALE,Female,263,251,95%,239,91%,9,3%,212,81%,61,23%,79,30%,140,53%,6,2%,64,24%
17,Lubbock,95,HALE,Male,263,255,97%,238,90%,16,6%,214,81%,57,22%,59,22%,116,44%,,nan,46,17%
17,Lubbock,110,HOCKLEY,Female,166,157,95%,150,90%,5,3%,135,81%,29,17%,78,47%,107,64%,,nan,56,34%
17,Lubbock,110,HOCKLEY,Male,165,154,93%,145,88%,6,4%,125,76%,11,7%,68,41%,79,48%,5,3%,32,19%
17,Lubbock,132,KENT,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,132,KENT,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,135,KING,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,135,KING,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
17,Lubbock,140,LAMB,Female,113,108,96%,100,89%,5,4%,95,84%,22,19%,52,46%,74,65%,,nan,32,28%
17,Lubbock,140,LAMB,Male,133,130,98%,119,89%,10,8%,115,86%,20,15%,45,34%,65,49%,,nan,30,23%
17,Lubbock,152,LUBBOCK,Female,1641,1569,96%,1456,89%,79,5%,1344,82%,386,24%,537,33%,923,56%,40,2%,410,25%
17,Lubbock,152,LUBBOCK,Male,1729,1638,95%,1489,86%,113,7%,1351,78%,329,19%,459,27%,788,46%,29,2%,307,18%
17,Lubbock,153,LYNN,Female,49,48,98%,46,94%,,nan,42,86%,15,31%,13,27%,28,57%,,nan,11,22%
17,Lubbock,153,LYNN,Male,47,47,100%,44,94%,,nan,42,89%,11,23%,7,15%,18,38%,,nan,11,23%
17,Lubbock,173,MOTLEY,Female,7,7,100%,7,100%,,nan,7,100%,,nan,,nan,5,71%,,nan,5,71%
17,Lubbock,173,MOTLEY,Male,9,8,89%,8,89%,,nan,8,89%,,nan,7,78%,9,100%,,nan,,nan
17,Lubbock,223,TERRY,Female,76,73,96%,72,95%,,nan,65,86%,9,12%,31,41%,40,53%,,nan,16,21%
17,Lubbock,223,TERRY,Male,81,78,96%,74,91%,,nan,70,86%,8,10%,24,30%,32,40%,,nan,11,14%
17,Lubbock,251,YOAKUM,Female,57,56,98%,57,100%,,nan,55,96%,11,19%,21,37%,32,56%,,nan,19,33%
17,Lubbock,251,YOAKUM,Male,60,56,93%,55,92%,,nan,52,87%,11,18%,23,38%,34,57%,,nan,13,22%
18,Midland,2,ANDREWS,Female,124,115,93%,105,85%,6,5%,103,83%,28,23%,31,25%,59,48%,,nan,24,19%
18,Midland,2,ANDREWS,Male,127,120,94%,106,83%,5,4%,95,75%,20,16%,32,25%,52,41%,,nan,18,14%
18,Midland,22,BREWSTER,Female,48,43,90%,41,85%,,nan,37,77%,25,52%,,nan,29,60%,,nan,15,31%
18,Midland,22,BREWSTER,Male,38,33,87%,33,87%,,nan,32,84%,13,34%,5,13%,18,47%,,nan,8,21%
18,Midland,52,CRANE,Female,31,30,97%,23,74%,,nan,20,65%,6,19%,11,35%,17,55%,,nan,8,26%
18,Midland,52,CRANE,Male,32,31,97%,28,88%,,nan,26,81%,6,19%,11,34%,17,53%,,nan,9,28%
18,Midland,55,CULBERSON,Female,9,9,100%,9,100%,,nan,7,78%,5,56%,,nan,7,78%,,nan,5,56%
18,Midland,55,CULBERSON,Male,15,15,100%,14,93%,,nan,13,87%,6,40%,,nan,6,40%,,nan,,nan
18,Midland,68,ECTOR,Female,988,925,94%,859,87%,53,5%,728,74%,182,18%,345,35%,527,53%,40,4%,257,26%
18,Midland,68,ECTOR,Male,996,910,91%,788,79%,103,10%,647,65%,129,13%,266,27%,395,40%,34,3%,136,14%
18,Midland,87,GLASSCOCK,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
18,Midland,87,GLASSCOCK,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
18,Midland,114,HOWARD,Female,197,189,96%,168,85%,6,3%,140,71%,33,17%,70,36%,103,52%,8,4%,50,25%
18,Midland,114,HOWARD,Male,167,160,96%,150,90%,,nan,122,73%,20,12%,52,31%,72,43%,,nan,35,21%
18,Midland,122,JEFF DAVIS,Female,13,13,100%,13,100%,,nan,12,92%,7,54%,,nan,8,62%,,nan,5,38%
18,Midland,122,JEFF DAVIS,Male,12,10,83%,8,67%,,nan,9,75%,,nan,,nan,5,42%,,nan,,nan
18,Midland,156,MARTIN,Female,42,40,95%,38,90%,,nan,35,83%,12,29%,10,24%,22,52%,,nan,11,26%
18,Midland,156,MARTIN,Male,36,34,94%,32,89%,,nan,28,78%,7,19%,14,39%,21,58%,,nan,13,36%
18,Midland,165,MIDLAND,Female,834,799,96%,716,86%,65,8%,649,78%,145,17%,336,40%,481,58%,27,3%,214,26%
18,Midland,165,MIDLAND,Male,895,857,96%,722,81%,120,13%,627,70%,116,13%,290,32%,406,45%,19,2%,145,16%
18,Midland,186,PECOS,Female,101,96,95%,82,81%,8,8%,78,77%,22,22%,27,27%,49,49%,,nan,21,21%
18,Midland,186,PECOS,Male,100,96,96%,82,82%,11,11%,81,81%,17,17%,21,21%,38,38%,,nan,16,16%
18,Midland,189,PRESIDIO,Female,61,56,92%,54,89%,,nan,43,70%,25,41%,5,8%,30,49%,,nan,14,23%
18,Midland,189,PRESIDIO,Male,79,73,92%,68,86%,,nan,61,77%,24,30%,14,18%,38,48%,,nan,13,16%
18,Midland,192,REAGAN,Female,29,27,93%,24,83%,,nan,25,86%,8,28%,12,41%,20,69%,,nan,8,28%
18,Midland,192,REAGAN,Male,30,30,100%,27,90%,,nan,24,80%,6,20%,7,23%,13,43%,,nan,6,20%
18,Midland,195,REEVES,Female,81,79,98%,73,90%,,nan,68,84%,13,16%,22,27%,35,43%,,nan,17,21%
18,Midland,195,REEVES,Male,73,71,97%,62,85%,,nan,56,77%,12,16%,11,15%,23,32%,,nan,10,14%
18,Midland,222,TERRELL,Female,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
18,Midland,222,TERRELL,Male,,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan
18,Midland,231,UPTON,Female,31,31,100%,31,100%,,nan,28,90%,16,52%,6,19%,22,71%,,nan,14,45%
18,Midland,231,UPTON,Male,24,24,100%,24,100%,,nan,22,92%,5,21%,,nan,9,38%,,nan,,nan
18,Midland,238,WARD,Female,61,58,95%,56,92%,,nan,54,89%,16,26%,22,36%,38,62%,,nan,20,33%
18,Midland,238,WARD,Male,90,85,94%,70,78%,15,17%,69,77%,24,27%,11,12%,35,39%,,nan,19,21%
18,Midland,248,WINKLER,Female,57,56,98%,49,86%,,nan,47,82%,8,14%,27,47%,35,61%,,nan,18,32%
18,Midland,248,WINKLER,Male,54,52,96%,47,87%,,nan,41,76%,8,15%,13,24%,21,39%,,nan,8,15%
19,El Paso,999,El Paso&Hudsp,Female,6640,6273,94%,5524,83%,566,9%,5386,81%,1851,28%,2171,33%,4022,61%,142,2%,1758,26%
19,El Paso,999,El Paso&Hudsp,Male,6739,6362,94%,5233,78%,966,14%,5131,76%,1502,22%,1952,29%,3454,51%,172,3%,1153,17%
20,San Antonio,7,ATASCOSA,Female,379,370,98%,343,91%,20,5%,315,83%,85,22%,128,34%,213,56%,8,2%,109,29%
20,San Antonio,7,ATASCOSA,Male,349,333,95%,300,86%,28,8%,276,79%,43,12%,80,23%,123,35%,,nan,51,15%
20,San Antonio,10,BANDERA,Female,86,83,97%,80,93%,,nan,72,84%,30,35%,16,19%,46,53%,,nan,34,40%
20,San Antonio,10,BANDERA,Male,110,106,96%,93,85%,12,11%,83,75%,22,20%,26,24%,48,44%,,nan,26,24%
20,San Antonio,15,BEXAR,Female,11472,10916,95%,9675,84%,938,8%,9040,79%,2617,23%,3762,33%,6379,56%,338,3%,3276,29%
20,San Antonio,15,BEXAR,Male,12058,11322,94%,9544,79%,1446,12%,9019,75%,2044,17%,3315,27%,5359,44%,267,2%,2298,19%
20,San Antonio,64,DIMMIT,Female,88,84,95%,61,69%,19,22%,66,75%,20,23%,31,35%,51,58%,5,6%,21,24%
20,San Antonio,64,DIMMIT,Male,86,80,93%,57,66%,23,27%,62,72%,13,15%,26,30%,39,45%,,nan,17,20%
20,San Antonio,82,FRIO,Female,97,91,94%,75,77%,12,12%,72,74%,20,21%,21,22%,41,42%,,nan,21,22%
20,San Antonio,82,FRIO,Male,120,113,94%,92,77%,16,13%,93,78%,15,13%,22,18%,37,31%,,nan,10,8%
20,San Antonio,130,KENDALL,Female,279,265,95%,253,91%,,nan,234,84%,121,43%,69,25%,190,68%,9,3%,148,53%
20,San Antonio,130,KENDALL,Male,282,271,96%,257,91%,15,5%,242,86%,86,31%,78,28%,164,58%,,nan,104,37%
20,San Antonio,133,KERR,Female,251,231,92%,219,87%,11,4%,207,82%,85,34%,38,15%,123,49%,5,2%,74,29%
20,San Antonio,133,KERR,Male,265,250,94%,227,86%,14,5%,199,75%,59,22%,37,14%,96,36%,10,4%,47,18%
20,San Antonio,136,KINNEY,Female,21,20,95%,20,95%,,nan,19,90%,7,33%,8,38%,15,71%,,nan,8,38%
20,San Antonio,136,KINNEY,Male,29,28,97%,21,72%,,nan,22,76%,7,24%,12,41%,19,66%,,nan,11,38%
20,San Antonio,142,LA SALLE,Female,43,43,100%,42,98%,,nan,40,93%,13,30%,13,30%,26,60%,,nan,9,21%
20,San Antonio,142,LA SALLE,Male,42,40,95%,37,88%,5,12%,36,86%,11,26%,12,29%,23,55%,,nan,14,33%
20,San Antonio,159,MAVERICK,Female,492,473,96%,399,81%,60,12%,403,82%,89,18%,204,41%,293,60%,6,1%,153,31%
20,San Antonio,159,MAVERICK,Male,542,516,95%,396,73%,104,19%,417,77%,83,15%,197,36%,280,52%,9,2%,142,26%
20,San Antonio,163,MEDINA,Female,300,283,94%,258,86%,20,7%,241,80%,73,24%,113,38%,186,62%,14,5%,101,34%
20,San Antonio,163,MEDINA,Male,355,335,94%,304,86%,30,8%,293,83%,66,19%,91,26%,157,44%,8,2%,78,22%
20,San Antonio,193,REAL,Female,16,16,100%,15,94%,,nan,16,100%,5,31%,7,44%,12,75%,,nan,,nan
20,San Antonio,193,REAL,Male,22,22,100%,21,95%,,nan,18,82%,,nan,8,36%,9,41%,,nan,,nan
20,San Antonio,232,UVALDE,Female,207,189,91%,176,85%,19,9%,161,78%,33,16%,89,43%,122,59%,8,4%,58,28%
20,San Antonio,232,UVALDE,Male,255,236,93%,203,80%,34,13%,178,70%,21,8%,106,42%,127,50%,7,3%,45,18%
20,San Antonio,247,WILSON,Female,325,317,98%,297,91%,9,3%,289,89%,118,36%,96,30%,214,66%,,nan,138,42%
20,San Antonio,247,WILSON,Male,308,301,98%,288,94%,10,3%,267,87%,72,23%,89,29%,161,52%,5,2%,92,30%
20,San Antonio,254,ZAVALA,Female,77,72,94%,70,91%,,nan,64,83%,9,12%,33,43%,42,55%,,nan,16,21%
20,San Antonio,254,ZAVALA,Male,66,56,85%,45,68%,13,20%,40,61%,5,8%,21,32%,26,39%,,nan,14,21%
