Region Code,TEA Region,County Number,County Name,gender,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_percent,total_degrees,total_degrees_percent
16,Amarillo,197,ROBERTS,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
16,Amarillo,211,SHERMAN,Female,42,39,93%,34,81%,  ,  ,23,55%,9,21%,6,14%,15,36%,  ,  ,10,24%
16,Amarillo,211,SHERMAN,Male,39,38,97%,36,92%,  ,  ,21,54%,  ,  ,7,18%,11,28%,  ,  ,  ,  
16,Amarillo,219,SWISHER,Female,45,43,96%,42,93%,  ,  ,35,78%,6,13%,21,47%,27,60%,  ,  ,  ,  
16,Amarillo,219,SWISHER,Male,55,55,100%,53,96%,  ,  ,52,95%,19,35%,10,18%,29,53%,  ,  ,10,18%
16,Amarillo,242,WHEELER,Female,34,34,100%,31,91%,  ,  ,30,88%,  ,  ,14,41%,17,50%,  ,  ,7,21%
16,Amarillo,242,WHEELER,Male,34,33,97%,32,94%,  ,  ,28,82%,8,24%,9,26%,17,50%,  ,  ,7,21%
17,Lubbock,9,BAILEY,Female,46,44,96%,38,83%,  ,  ,35,76%,8,17%,12,26%,20,43%,  ,  ,11,24%
17,Lubbock,9,BAILEY,Male,52,49,94%,43,83%,  ,  ,35,67%,8,15%,6,12%,14,27%,  ,  ,5,10%
17,Lubbock,17,BORDEN,Female,8,8,100%,7,88%,  ,  ,7,88%,5,63%,  ,  ,7,88%,  ,  ,6,75%
17,Lubbock,17,BORDEN,Male,9,9,100%,8,89%,  ,  ,9,100%,  ,  ,  ,  ,6,67%,  ,  ,  ,  
17,Lubbock,40,COCHRAN,Female,31,28,90%,27,87%,  ,  ,29,94%,5,16%,15,48%,20,65%,  ,  ,10,32%
17,Lubbock,40,COCHRAN,Male,21,21,100%,17,81%,  ,  ,17,81%,  ,  ,  ,  ,7,33%,  ,  ,  ,  
17,Lubbock,51,COTTLE,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,51,COTTLE,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,54,CROSBY,Female,40,37,93%,36,90%,  ,  ,34,85%,  ,  ,14,35%,17,43%,  ,  ,7,18%
17,Lubbock,54,CROSBY,Male,31,29,94%,27,87%,  ,  ,28,90%,6,19%,6,19%,12,39%,  ,  ,  ,  
17,Lubbock,58,DAWSON,Female,101,95,94%,87,86%,9,9%,75,74%,23,23%,31,31%,54,53%,  ,  ,26,26%
17,Lubbock,58,DAWSON,Male,88,82,93%,75,85%,8,9%,65,74%,7,8%,33,38%,40,45%,  ,  ,16,18%
17,Lubbock,63,DICKENS,Female,11,11,100%,11,100%,  ,  ,8,73%,  ,  ,  ,  ,7,64%,  ,  ,  ,  
17,Lubbock,63,DICKENS,Male,17,16,94%,15,88%,  ,  ,15,88%,  ,  ,  ,  ,7,41%,  ,  ,5,29%
17,Lubbock,77,FLOYD,Female,45,45,100%,43,96%,  ,  ,38,84%,9,20%,20,44%,29,64%,  ,  ,13,29%
17,Lubbock,77,FLOYD,Male,59,57,97%,48,81%,5,8%,41,69%,12,20%,14,24%,26,44%,  ,  ,14,24%
17,Lubbock,83,GAINES,Female,108,99,92%,89,82%,8,7%,85,79%,24,22%,22,20%,46,43%,  ,  ,27,25%
17,Lubbock,83,GAINES,Male,111,103,93%,98,88%,  ,  ,86,77%,16,14%,26,23%,42,38%,  ,  ,17,15%
17,Lubbock,85,GARZA,Female,32,32,100%,31,97%,  ,  ,30,94%,  ,  ,12,38%,16,50%,  ,  ,9,28%
17,Lubbock,85,GARZA,Male,48,47,98%,42,88%,  ,  ,39,81%,8,17%,13,27%,21,44%,  ,  ,9,19%
17,Lubbock,95,HALE,Female,261,248,95%,241,92%,5,2%,219,84%,87,33%,78,30%,165,63%,  ,  ,71,27%
17,Lubbock,95,HALE,Male,277,260,94%,244,88%,17,6%,221,80%,76,27%,67,24%,143,52%,  ,  ,63,23%
17,Lubbock,110,HOCKLEY,Female,180,172,96%,162,90%,10,6%,150,83%,36,20%,84,47%,120,67%,6,3%,62,34%
17,Lubbock,110,HOCKLEY,Male,144,140,97%,136,94%,5,3%,119,83%,15,10%,60,42%,75,52%,  ,  ,40,28%
17,Lubbock,132,KENT,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,132,KENT,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,135,KING,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,135,KING,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,140,LAMB,Female,104,97,93%,88,85%,  ,  ,85,82%,19,18%,45,43%,64,62%,  ,  ,38,37%
17,Lubbock,140,LAMB,Male,136,129,95%,119,88%,10,7%,110,81%,27,20%,36,26%,63,46%,  ,  ,28,21%
17,Lubbock,152,LUBBOCK,Female,1531,1470,96%,1372,90%,76,5%,1262,82%,372,24%,534,35%,906,59%,34,2%,439,29%
17,Lubbock,152,LUBBOCK,Male,1630,1572,96%,1396,86%,128,8%,1290,79%,353,22%,447,27%,800,49%,36,2%,361,22%
17,Lubbock,153,LYNN,Female,49,49,100%,47,96%,  ,  ,45,92%,11,22%,16,33%,27,55%,  ,  ,10,20%
17,Lubbock,153,LYNN,Male,42,42,100%,40,95%,  ,  ,38,90%,5,12%,7,17%,12,29%,  ,  ,6,14%
17,Lubbock,173,MOTLEY,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,173,MOTLEY,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
17,Lubbock,223,TERRY,Female,61,61,100%,60,98%,  ,  ,56,92%,  ,  ,32,52%,35,57%,  ,  ,12,20%
17,Lubbock,223,TERRY,Male,75,72,96%,69,92%,  ,  ,62,83%,6,8%,21,28%,27,36%,  ,  ,11,15%
17,Lubbock,251,YOAKUM,Female,64,63,98%,63,98%,  ,  ,59,92%,7,11%,30,47%,37,58%,  ,  ,15,23%
17,Lubbock,251,YOAKUM,Male,60,58,97%,57,95%,  ,  ,55,92%,14,23%,18,30%,32,53%,  ,  ,15,25%
18,Midland,2,ANDREWS,Female,104,98,94%,97,93%,  ,  ,84,81%,19,18%,32,31%,51,49%,  ,  ,24,23%
18,Midland,2,ANDREWS,Male,110,108,98%,99,90%,6,5%,92,84%,20,18%,27,25%,47,43%,  ,  ,19,17%
18,Midland,22,BREWSTER,Female,40,38,95%,36,90%,  ,  ,35,88%,20,50%,7,18%,27,68%,  ,  ,13,33%
18,Midland,22,BREWSTER,Male,49,47,96%,43,88%,  ,  ,38,78%,19,39%,6,12%,25,51%,  ,  ,11,22%
18,Midland,52,CRANE,Female,34,33,97%,30,88%,  ,  ,29,85%,9,26%,16,47%,25,74%,  ,  ,11,32%
18,Midland,52,CRANE,Male,31,31,100%,31,100%,  ,  ,24,77%,6,19%,8,26%,14,45%,  ,  ,7,23%
18,Midland,55,CULBERSON,Female,21,20,95%,19,90%,  ,  ,18,86%,8,38%,  ,  ,9,43%,  ,  ,6,29%
18,Midland,55,CULBERSON,Male,19,17,89%,17,89%,  ,  ,16,84%,6,32%,  ,  ,9,47%,  ,  ,  ,  
18,Midland,68,ECTOR,Female,908,854,94%,790,87%,48,5%,628,69%,147,16%,331,36%,478,53%,34,4%,209,23%
18,Midland,68,ECTOR,Male,951,864,91%,761,80%,117,12%,569,60%,114,12%,245,26%,359,38%,28,3%,135,14%
18,Midland,87,GLASSCOCK,Female,10,10,100%,10,100%,  ,  ,10,100%,5,50%,  ,  ,8,80%,  ,  ,6,60%
18,Midland,87,GLASSCOCK,Male,16,16,100%,16,100%,  ,  ,16,100%,5,31%,8,50%,13,81%,  ,  ,8,50%
18,Midland,114,HOWARD,Female,191,179,94%,164,86%,7,4%,136,71%,30,16%,74,39%,104,54%,  ,  ,42,22%
18,Midland,114,HOWARD,Male,181,176,97%,153,85%,16,9%,142,78%,26,14%,53,29%,79,44%,  ,  ,35,19%
18,Midland,122,JEFF DAVIS,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
18,Midland,122,JEFF DAVIS,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
18,Midland,156,MARTIN,Female,36,33,92%,31,86%,  ,  ,28,78%,7,19%,12,33%,19,53%,  ,  ,11,31%
18,Midland,156,MARTIN,Male,39,37,95%,36,92%,  ,  ,34,87%,7,18%,17,44%,24,62%,  ,  ,9,23%
18,Midland,165,MIDLAND,Female,843,804,95%,747,89%,41,5%,624,74%,167,20%,287,34%,454,54%,29,3%,218,26%
18,Midland,165,MIDLAND,Male,864,831,96%,719,83%,94,11%,606,70%,131,15%,274,32%,405,47%,14,2%,163,19%
18,Midland,186,PECOS,Female,97,92,95%,85,88%,5,5%,74,76%,29,30%,29,30%,58,60%,  ,  ,30,31%
18,Midland,186,PECOS,Male,93,90,97%,77,83%,12,13%,68,73%,11,12%,15,16%,26,28%,  ,  ,13,14%
18,Midland,189,PRESIDIO,Female,71,66,93%,64,90%,  ,  ,54,76%,22,31%,17,24%,39,55%,  ,  ,23,32%
18,Midland,189,PRESIDIO,Male,61,58,95%,56,92%,  ,  ,49,80%,15,25%,10,16%,25,41%,  ,  ,12,20%
18,Midland,192,REAGAN,Female,41,40,98%,35,85%,  ,  ,35,85%,5,12%,13,32%,18,44%,  ,  ,9,22%
18,Midland,192,REAGAN,Male,29,28,97%,26,90%,  ,  ,24,83%,5,17%,9,31%,14,48%,  ,  ,5,17%
18,Midland,195,REEVES,Female,86,82,95%,76,88%,  ,  ,61,71%,12,14%,28,33%,40,47%,  ,  ,16,19%
18,Midland,195,REEVES,Male,94,91,97%,90,96%,  ,  ,78,83%,20,21%,26,28%,46,49%,  ,  ,14,15%
18,Midland,222,TERRELL,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
18,Midland,222,TERRELL,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
18,Midland,231,UPTON,Female,23,21,91%,21,91%,  ,  ,20,87%,6,26%,11,48%,17,74%,  ,  ,7,30%
18,Midland,231,UPTON,Male,28,27,96%,27,96%,  ,  ,25,89%,  ,  ,11,39%,14,50%,  ,  ,5,18%
18,Midland,238,WARD,Female,84,81,96%,74,88%,  ,  ,71,85%,26,31%,23,27%,49,58%,  ,  ,26,31%
18,Midland,238,WARD,Male,85,81,95%,74,87%,10,12%,66,78%,16,19%,12,14%,28,33%,  ,  ,10,12%
18,Midland,248,WINKLER,Female,55,51,93%,51,93%,  ,  ,44,80%,8,15%,19,35%,27,49%,  ,  ,8,15%
18,Midland,248,WINKLER,Male,60,57,95%,54,90%,  ,  ,44,73%,12,20%,15,25%,27,45%,  ,  ,7,12%
19,El Paso,999,El Paso&Hudsp,Female,6407,6048,94%,5380,84%,555,9%,5149,80%,1746,27%,2245,35%,3991,62%,162,3%,1742,27%
19,El Paso,999,El Paso&Hudsp,Male,6907,6475,94%,5464,79%,889,13%,5210,75%,1504,22%,2160,31%,3664,53%,194,3%,1141,17%
20,San Antonio,7,ATASCOSA,Female,323,311,96%,301,93%,10,3%,273,85%,62,19%,118,37%,180,56%,5,2%,80,25%
20,San Antonio,7,ATASCOSA,Male,317,309,97%,283,89%,22,7%,249,79%,56,18%,82,26%,138,44%,5,2%,66,21%
20,San Antonio,10,BANDERA,Female,104,102,98%,90,87%,  ,  ,84,81%,30,29%,23,22%,53,51%,5,5%,27,26%
20,San Antonio,10,BANDERA,Male,123,115,94%,108,88%,5,4%,95,77%,34,28%,24,20%,58,47%,5,4%,26,21%
20,San Antonio,15,BEXAR,Female,11261,10578,94%,9528,85%,825,7%,8814,78%,2623,23%,3846,34%,6469,57%,343,3%,3232,29%
20,San Antonio,15,BEXAR,Male,11942,11141,93%,9588,80%,1247,10%,8961,75%,2126,18%,3320,28%,5446,46%,238,2%,2181,18%
20,San Antonio,64,DIMMIT,Female,82,78,95%,67,82%,5,6%,62,76%,14,17%,29,35%,43,52%,  ,  ,21,26%
20,San Antonio,64,DIMMIT,Male,67,62,93%,53,79%,10,15%,49,73%,10,15%,22,33%,32,48%,  ,  ,13,19%
20,San Antonio,82,FRIO,Female,104,101,97%,90,87%,11,11%,81,78%,17,16%,31,30%,48,46%,  ,  ,19,18%
20,San Antonio,82,FRIO,Male,119,111,93%,87,73%,21,18%,81,68%,12,10%,21,18%,33,28%,  ,  ,9,8%
20,San Antonio,130,KENDALL,Female,238,236,99%,231,97%,  ,  ,216,91%,102,43%,63,26%,165,69%,6,3%,109,46%
20,San Antonio,130,KENDALL,Male,284,269,95%,261,92%,8,3%,245,86%,95,33%,71,25%,166,58%,  ,  ,103,36%
20,San Antonio,133,KERR,Female,209,195,93%,178,85%,7,3%,163,78%,75,36%,41,20%,116,56%,10,5%,67,32%
20,San Antonio,133,KERR,Male,265,248,94%,218,82%,19,7%,205,77%,71,27%,43,16%,114,43%,10,4%,51,19%
20,San Antonio,136,KINNEY,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
20,San Antonio,136,KINNEY,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
20,San Antonio,142,LA SALLE,Female,29,29,100%,29,100%,  ,  ,26,90%,12,41%,  ,  ,14,48%,  ,  ,11,38%
20,San Antonio,142,LA SALLE,Male,35,33,94%,30,86%,  ,  ,27,77%,6,17%,5,14%,11,31%,  ,  ,5,14%
20,San Antonio,159,MAVERICK,Female,522,501,96%,422,81%,63,12%,405,78%,110,21%,214,41%,324,62%,20,4%,161,31%
20,San Antonio,159,MAVERICK,Male,513,499,97%,416,81%,71,14%,411,80%,80,16%,211,41%,291,57%,9,2%,137,27%
20,San Antonio,163,MEDINA,Female,341,331,97%,310,91%,18,5%,280,82%,95,28%,111,33%,206,60%,10,3%,128,38%
20,San Antonio,163,MEDINA,Male,350,337,96%,308,88%,18,5%,284,81%,67,19%,86,25%,153,44%,  ,  ,78,22%
20,San Antonio,193,REAL,Female, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
20,San Antonio,193,REAL,Male, NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA , NA 
20,San Antonio,232,UVALDE,Female,208,196,94%,187,90%,6,3%,150,72%,35,17%,101,49%,136,65%,12,6%,69,33%
20,San Antonio,232,UVALDE,Male,193,183,95%,167,87%,16,8%,142,74%,25,13%,83,43%,108,56%,8,4%,48,25%
20,San Antonio,247,WILSON,Female,326,317,97%,301,92%,15,5%,287,88%,96,29%,108,33%,204,63%,  ,  ,115,35%
20,San Antonio,247,WILSON,Male,318,306,96%,296,93%,11,3%,273,86%,76,24%,84,26%,160,50%,9,3%,83,26%
20,San Antonio,254,ZAVALA,Female,80,76,95%,74,93%,  ,  ,66,83%,13,16%,40,50%,53,66%,  ,  ,20,25%
20,San Antonio,254,ZAVALA,Male,74,72,97%,66,89%,  ,  ,61,82%,9,12%,28,38%,37,50%,  ,  ,22,30%
