Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
16,Amarillo,035,CASTRO,Not Economically Disadvantaged,22,20,91%,21,95%,*,*,20,91%,12,55%,6,27%,18,82%,*,*,17,77%
16,Amarillo,035,CASTRO,Economically Disadvantaged,99,88,89%,79,80%,5,5%,68,69%,*,*,34,34%,36,36%,*,*,13,13%
16,Amarillo,038,CHILDRESS,Not Economically Disadvantaged,34,32,94%,32,94%,*,*,28,82%,12,35%,8,24%,20,59%,*,*,8,24%
16,Amarillo,038,CHILDRESS,Economically Disadvantaged,41,39,95%,38,93%,*,*,34,83%,5,12%,11,27%,16,39%,*,*,*,*
16,Amarillo,044,COLLINGSWORTH,Not Economically Disadvantaged,19,18,95%,18,95%,*,*,17,89%,9,47%,5,26%,14,74%,*,*,9,47%
16,Amarillo,044,COLLINGSWORTH,Economically Disadvantaged,33,31,94%,29,88%,*,*,23,70%,7,21%,9,27%,16,48%,*,*,8,24%
16,Amarillo,056,DALLAM,Not Economically Disadvantaged,62,59,95%,58,94%,*,*,52,84%,16,26%,16,26%,32,52%,*,*,22,35%
16,Amarillo,056,DALLAM,Economically Disadvantaged,73,69,95%,57,78%,*,*,50,68%,7,10%,13,18%,20,27%,*,*,8,11%
16,Amarillo,059,DEAF SMITH,Not Economically Disadvantaged,63,63,100%,39,62%,22,35%,57,90%,30,48%,16,25%,46,73%,*,*,26,41%
16,Amarillo,059,DEAF SMITH,Economically Disadvantaged,219,211,96%,81,37%,122,56%,156,71%,20,9%,54,25%,74,34%,*,*,23,11%
16,Amarillo,065,DONLEY,Not Economically Disadvantaged,22,22,100%,NA,NA,NA,NA,21,95%,*,*,14,64%,18,82%,*,*,14,64%
16,Amarillo,065,DONLEY,Economically Disadvantaged,30,27,90%,NA,NA,NA,NA,22,73%,*,*,14,47%,15,50%,*,*,5,17%
16,Amarillo,090,GRAY,Not Economically Disadvantaged,121,118,98%,112,93%,*,*,109,90%,37,31%,43,36%,80,66%,*,*,44,36%
16,Amarillo,090,GRAY,Economically Disadvantaged,143,135,94%,124,87%,5,4%,106,74%,9,6%,42,29%,51,36%,*,*,18,13%
16,Amarillo,096,HALL,Not Economically Disadvantaged,26,26,100%,26,100%,*,*,25,96%,10,38%,11,42%,21,81%,*,*,12,46%
16,Amarillo,096,HALL,Economically Disadvantaged,47,44,94%,40,85%,*,*,40,85%,8,17%,9,19%,17,36%,*,*,9,19%
16,Amarillo,098,HANSFORD,Not Economically Disadvantaged,44,42,95%,43,98%,*,*,40,91%,24,55%,9,20%,33,75%,*,*,23,52%
16,Amarillo,098,HANSFORD,Economically Disadvantaged,51,48,94%,48,94%,*,*,44,86%,*,*,9,18%,13,25%,*,*,8,16%
16,Amarillo,103,HARTLEY,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,103,HARTLEY,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,106,HEMPHILL,Not Economically Disadvantaged,34,33,97%,33,97%,*,*,33,97%,16,47%,7,21%,23,68%,*,*,16,47%
16,Amarillo,106,HEMPHILL,Economically Disadvantaged,19,17,89%,15,79%,*,*,11,58%,*,*,*,*,5,26%,*,*,*,*
16,Amarillo,117,HUTCHINSON,Not Economically Disadvantaged,162,157,97%,145,90%,*,*,137,85%,29,18%,72,44%,101,62%,*,*,48,30%
16,Amarillo,117,HUTCHINSON,Economically Disadvantaged,129,122,95%,115,89%,5,4%,96,74%,7,5%,44,34%,51,40%,*,*,18,14%
16,Amarillo,148,LIPSCOMB,Not Economically Disadvantaged,28,28,100%,26,93%,*,*,27,96%,11,39%,*,*,15,54%,*,*,7,25%
16,Amarillo,148,LIPSCOMB,Economically Disadvantaged,31,28,90%,27,87%,*,*,25,81%,6,19%,8,26%,14,45%,*,*,8,26%
16,Amarillo,171,MOORE,Not Economically Disadvantaged,139,135,97%,109,78%,22,16%,124,89%,28,20%,59,42%,87,63%,*,*,51,37%
16,Amarillo,171,MOORE,Economically Disadvantaged,237,227,96%,132,56%,77,32%,159,67%,7,3%,85,36%,92,39%,6,3%,40,17%
16,Amarillo,179,OCHILTREE,Not Economically Disadvantaged,76,76,100%,73,96%,*,*,72,95%,28,37%,24,32%,52,68%,*,*,22,29%
16,Amarillo,179,OCHILTREE,Economically Disadvantaged,96,90,94%,71,74%,18,19%,73,76%,5,5%,24,25%,29,30%,*,*,6,6%
16,Amarillo,180,OLDHAM,Not Economically Disadvantaged,21,20,95%,20,95%,*,*,20,95%,12,57%,*,*,15,71%,*,*,10,48%
16,Amarillo,180,OLDHAM,Economically Disadvantaged,63,55,87%,50,79%,*,*,40,63%,10,16%,11,17%,21,33%,*,*,9,14%
16,Amarillo,185,PARMER,Not Economically Disadvantaged,59,56,95%,56,95%,*,*,57,97%,27,46%,13,22%,40,68%,*,*,23,39%
16,Amarillo,185,PARMER,Economically Disadvantaged,113,107,95%,104,92%,*,*,97,86%,24,21%,37,33%,61,54%,*,*,29,26%
16,Amarillo,188,POTTER,Not Economically Disadvantaged,979,944,96%,887,91%,39,4%,863,88%,281,29%,421,43%,702,72%,17,2%,387,40%
16,Amarillo,188,POTTER,Economically Disadvantaged,1562,1473,94%,1242,80%,189,12%,1098,70%,138,9%,548,35%,686,44%,31,2%,250,16%
16,Amarillo,191,RANDALL,Not Economically Disadvantaged,522,507,97%,491,94%,*,*,465,89%,166,32%,201,39%,367,70%,11,2%,215,41%
16,Amarillo,191,RANDALL,Economically Disadvantaged,214,203,95%,183,86%,8,4%,147,69%,21,10%,64,30%,85,40%,6,3%,32,15%
16,Amarillo,197,ROBERTS,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,197,ROBERTS,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,211,SHERMAN,Not Economically Disadvantaged,44,41,93%,40,91%,*,*,16,36%,7,16%,5,11%,12,27%,*,*,8,18%
16,Amarillo,211,SHERMAN,Economically Disadvantaged,37,36,97%,30,81%,*,*,28,76%,6,16%,8,22%,14,38%,*,*,6,16%
16,Amarillo,219,SWISHER,Not Economically Disadvantaged,29,28,97%,28,97%,*,*,26,90%,9,31%,11,38%,20,69%,*,*,6,21%
16,Amarillo,219,SWISHER,Economically Disadvantaged,71,70,99%,67,94%,*,*,61,86%,16,23%,20,28%,36,51%,*,*,8,11%
16,Amarillo,242,WHEELER,Not Economically Disadvantaged,38,38,100%,36,95%,*,*,35,92%,8,21%,17,45%,25,66%,*,*,12,32%
16,Amarillo,242,WHEELER,Economically Disadvantaged,30,29,97%,27,90%,*,*,23,77%,*,*,6,20%,9,30%,*,*,*,*
17,Lubbock,009,BAILEY,Not Economically Disadvantaged,22,20,91%,18,82%,*,*,16,73%,10,45%,*,*,13,59%,*,*,9,41%
17,Lubbock,009,BAILEY,Economically Disadvantaged,76,73,96%,63,83%,5,7%,54,71%,6,8%,15,20%,21,28%,*,*,7,9%
17,Lubbock,017,BORDEN,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,017,BORDEN,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,040,COCHRAN,Not Economically Disadvantaged,17,17,100%,17,100%,*,*,16,94%,7,41%,6,35%,13,76%,*,*,9,53%
17,Lubbock,040,COCHRAN,Economically Disadvantaged,35,32,91%,27,77%,7,20%,30,86%,*,*,13,37%,14,40%,*,*,*,*
17,Lubbock,051,COTTLE,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,051,COTTLE,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,054,CROSBY,Not Economically Disadvantaged,15,14,93%,14,93%,*,*,14,93%,*,*,6,40%,9,60%,*,*,5,33%
17,Lubbock,054,CROSBY,Economically Disadvantaged,56,52,93%,49,88%,*,*,48,86%,6,11%,14,25%,20,36%,*,*,5,9%
17,Lubbock,058,DAWSON,Not Economically Disadvantaged,66,62,94%,61,92%,*,*,57,86%,21,32%,23,35%,44,67%,*,*,25,38%
17,Lubbock,058,DAWSON,Economically Disadvantaged,123,115,94%,101,82%,13,11%,83,67%,9,7%,41,33%,50,41%,*,*,17,14%
17,Lubbock,063,DICKENS,Not Economically Disadvantaged,10,9,90%,NA,NA,NA,NA,9,90%,*,*,*,*,6,60%,*,*,5,50%
17,Lubbock,063,DICKENS,Economically Disadvantaged,18,18,100%,NA,NA,NA,NA,14,78%,*,*,5,28%,8,44%,*,*,*,*
17,Lubbock,077,FLOYD,Not Economically Disadvantaged,27,27,100%,26,96%,*,*,27,100%,14,52%,7,26%,21,78%,*,*,14,52%
17,Lubbock,077,FLOYD,Economically Disadvantaged,77,75,97%,65,84%,*,*,52,68%,7,9%,27,35%,34,44%,*,*,13,17%
17,Lubbock,083,GAINES,Not Economically Disadvantaged,96,95,99%,89,93%,*,*,84,88%,30,31%,33,34%,63,66%,*,*,36,38%
17,Lubbock,083,GAINES,Economically Disadvantaged,123,107,87%,98,80%,7,6%,87,71%,10,8%,15,12%,25,20%,*,*,8,7%
17,Lubbock,085,GARZA,Not Economically Disadvantaged,30,30,100%,30,100%,*,*,28,93%,8,27%,14,47%,22,73%,*,*,13,43%
17,Lubbock,085,GARZA,Economically Disadvantaged,50,49,98%,43,86%,*,*,41,82%,*,*,11,22%,15,30%,*,*,5,10%
17,Lubbock,095,HALE,Not Economically Disadvantaged,195,189,97%,187,96%,*,*,175,90%,95,49%,47,24%,142,73%,*,*,80,41%
17,Lubbock,095,HALE,Economically Disadvantaged,343,319,93%,298,87%,20,6%,265,77%,68,20%,98,29%,166,48%,*,*,54,16%
17,Lubbock,110,HOCKLEY,Not Economically Disadvantaged,148,145,98%,141,95%,*,*,135,91%,41,28%,76,51%,117,79%,5,3%,71,48%
17,Lubbock,110,HOCKLEY,Economically Disadvantaged,176,167,95%,157,89%,12,7%,134,76%,10,6%,68,39%,78,44%,*,*,31,18%
17,Lubbock,132,KENT,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,132,KENT,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,135,KING,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,135,KING,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,140,LAMB,Not Economically Disadvantaged,80,76,95%,75,94%,*,*,75,94%,29,36%,32,40%,61,76%,*,*,41,51%
17,Lubbock,140,LAMB,Economically Disadvantaged,160,150,94%,132,83%,10,6%,120,75%,17,11%,49,31%,66,41%,*,*,25,16%
17,Lubbock,152,LUBBOCK,Not Economically Disadvantaged,1469,1426,97%,1365,93%,33,2%,1301,89%,566,39%,480,33%,1046,71%,31,2%,624,42%
17,Lubbock,152,LUBBOCK,Economically Disadvantaged,1692,1616,96%,1403,83%,171,10%,1251,74%,159,9%,501,30%,660,39%,39,2%,176,10%
17,Lubbock,153,LYNN,Not Economically Disadvantaged,25,25,100%,25,100%,*,*,24,96%,8,32%,11,44%,19,76%,*,*,9,36%
17,Lubbock,153,LYNN,Economically Disadvantaged,66,66,100%,62,94%,*,*,59,89%,8,12%,12,18%,20,30%,*,*,7,11%
17,Lubbock,173,MOTLEY,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,173,MOTLEY,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,223,TERRY,Not Economically Disadvantaged,47,45,96%,45,96%,*,*,45,96%,7,15%,20,43%,27,57%,*,*,13,28%
17,Lubbock,223,TERRY,Economically Disadvantaged,89,88,99%,84,94%,*,*,73,82%,*,*,33,37%,35,39%,*,*,10,11%
17,Lubbock,251,YOAKUM,Not Economically Disadvantaged,53,51,96%,52,98%,*,*,50,94%,14,26%,22,42%,36,68%,*,*,19,36%
17,Lubbock,251,YOAKUM,Economically Disadvantaged,71,70,99%,68,96%,*,*,64,90%,7,10%,26,37%,33,46%,*,*,11,15%
18,Midland,002,ANDREWS,Not Economically Disadvantaged,123,119,97%,114,93%,*,*,105,85%,34,28%,37,30%,71,58%,*,*,36,29%
18,Midland,002,ANDREWS,Economically Disadvantaged,91,87,96%,82,90%,6,7%,71,78%,5,5%,22,24%,27,30%,*,*,7,8%
18,Midland,022,BREWSTER,Not Economically Disadvantaged,42,40,95%,37,88%,*,*,37,88%,24,57%,5,12%,29,69%,*,*,18,43%
18,Midland,022,BREWSTER,Economically Disadvantaged,47,45,96%,42,89%,*,*,36,77%,15,32%,8,17%,23,49%,*,*,6,13%
18,Midland,052,CRANE,Not Economically Disadvantaged,38,38,100%,NA,NA,NA,NA,32,84%,13,34%,10,26%,23,61%,*,*,13,34%
18,Midland,052,CRANE,Economically Disadvantaged,27,26,96%,NA,NA,NA,NA,21,78%,*,*,14,52%,16,59%,*,*,5,19%
18,Midland,055,CULBERSON,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,055,CULBERSON,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,068,ECTOR,Not Economically Disadvantaged,862,818,95%,756,88%,50,6%,630,73%,177,21%,313,36%,490,57%,30,3%,219,25%
18,Midland,068,ECTOR,Economically Disadvantaged,997,900,90%,795,80%,115,12%,567,57%,84,8%,263,26%,347,35%,32,3%,125,13%
18,Midland,087,GLASSCOCK,Not Economically Disadvantaged,11,11,100%,11,100%,*,*,11,100%,8,73%,*,*,10,91%,*,*,10,91%
18,Midland,087,GLASSCOCK,Economically Disadvantaged,15,15,100%,15,100%,*,*,15,100%,*,*,9,60%,11,73%,*,*,*,*
18,Midland,114,HOWARD,Not Economically Disadvantaged,167,162,97%,155,93%,6,4%,147,88%,44,26%,66,40%,110,66%,*,*,59,35%
18,Midland,114,HOWARD,Economically Disadvantaged,205,193,94%,162,79%,17,8%,131,64%,12,6%,61,30%,73,36%,*,*,18,9%
18,Midland,122,JEFF DAVIS,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,122,JEFF DAVIS,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,156,MARTIN,Not Economically Disadvantaged,34,34,100%,34,100%,*,*,32,94%,11,32%,13,38%,24,71%,*,*,16,47%
18,Midland,156,MARTIN,Economically Disadvantaged,41,36,88%,33,80%,*,*,30,73%,*,*,16,39%,19,46%,*,*,*,*
18,Midland,165,MIDLAND,Not Economically Disadvantaged,885,851,96%,795,90%,35,4%,720,81%,234,26%,319,36%,553,62%,25,3%,290,33%
18,Midland,165,MIDLAND,Economically Disadvantaged,822,784,95%,671,82%,100,12%,510,62%,64,8%,242,29%,306,37%,18,2%,91,11%
18,Midland,186,PECOS,Not Economically Disadvantaged,74,73,99%,68,92%,*,*,62,84%,32,43%,20,27%,52,70%,*,*,30,41%
18,Midland,186,PECOS,Economically Disadvantaged,116,109,94%,94,81%,15,13%,80,69%,8,7%,24,21%,32,28%,*,*,13,11%
18,Midland,189,PRESIDIO,Not Economically Disadvantaged,25,24,96%,23,92%,*,*,22,88%,9,36%,6,24%,15,60%,*,*,5,20%
18,Midland,189,PRESIDIO,Economically Disadvantaged,107,100,93%,97,91%,*,*,81,76%,28,26%,21,20%,49,46%,*,*,30,28%
18,Midland,192,REAGAN,Not Economically Disadvantaged,32,32,100%,31,97%,*,*,31,97%,6,19%,11,34%,17,53%,*,*,6,19%
18,Midland,192,REAGAN,Economically Disadvantaged,38,36,95%,30,79%,5,13%,28,74%,*,*,11,29%,15,39%,*,*,8,21%
18,Midland,195,REEVES,Not Economically Disadvantaged,46,46,100%,45,98%,*,*,41,89%,14,30%,13,28%,27,59%,*,*,12,26%
18,Midland,195,REEVES,Economically Disadvantaged,134,127,95%,121,90%,6,4%,98,73%,18,13%,41,31%,59,44%,*,*,18,13%
18,Midland,222,TERRELL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,222,TERRELL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,231,UPTON,Not Economically Disadvantaged,22,21,95%,21,95%,*,*,20,91%,6,27%,11,50%,17,77%,*,*,7,32%
18,Midland,231,UPTON,Economically Disadvantaged,29,27,93%,27,93%,*,*,25,86%,*,*,11,38%,14,48%,*,*,5,17%
18,Midland,238,WARD,Not Economically Disadvantaged,84,82,98%,75,89%,6,7%,69,82%,31,37%,15,18%,46,55%,*,*,25,30%
18,Midland,238,WARD,Economically Disadvantaged,85,80,94%,73,86%,7,8%,68,80%,11,13%,20,24%,31,36%,*,*,11,13%
18,Midland,248,WINKLER,Not Economically Disadvantaged,57,55,96%,NA,NA,NA,NA,47,82%,13,23%,18,32%,31,54%,*,*,11,19%
18,Midland,248,WINKLER,Economically Disadvantaged,58,53,91%,NA,NA,NA,NA,41,71%,7,12%,16,28%,23,40%,*,*,*,*
19,El Paso,999,El Paso&Hudsp,Not Economically Disadvantaged,3228,3006,93%,2708,84%,212,7%,2637,82%,1148,36%,988,31%,2136,66%,97,3%,1010,31%
19,El Paso,999,El Paso&Hudsp,Economically Disadvantaged,10086,9517,94%,8136,81%,1232,12%,7722,77%,2102,21%,3417,34%,5519,55%,259,3%,1873,19%
20,San Antonio,007,ATASCOSA,Not Economically Disadvantaged,198,193,97%,186,94%,5,3%,182,92%,75,38%,65,33%,140,71%,NA,NA,NA,NA
20,San Antonio,007,ATASCOSA,Economically Disadvantaged,442,427,97%,398,90%,27,6%,340,77%,43,10%,135,31%,178,40%,NA,NA,NA,NA
20,San Antonio,010,BANDERA,Not Economically Disadvantaged,101,100,99%,95,94%,*,*,84,83%,44,44%,17,17%,61,60%,NA,NA,NA,NA
20,San Antonio,010,BANDERA,Economically Disadvantaged,126,117,93%,103,82%,8,6%,95,75%,20,16%,30,24%,50,40%,NA,NA,NA,NA
20,San Antonio,015,BEXAR,Not Economically Disadvantaged,8949,8442,94%,7848,88%,379,4%,7506,84%,3015,34%,2856,32%,5871,66%,NA,NA,NA,NA
20,San Antonio,015,BEXAR,Economically Disadvantaged,14254,13277,93%,11268,79%,1693,12%,10269,72%,1734,12%,4310,30%,6044,42%,NA,NA,NA,NA
20,San Antonio,064,DIMMIT,Not Economically Disadvantaged,39,38,97%,37,95%,*,*,35,90%,12,31%,18,46%,30,77%,NA,NA,NA,NA
20,San Antonio,064,DIMMIT,Economically Disadvantaged,110,102,93%,83,75%,14,13%,76,69%,12,11%,33,30%,45,41%,NA,NA,NA,NA
20,San Antonio,082,FRIO,Not Economically Disadvantaged,47,45,96%,43,91%,*,*,40,85%,14,30%,11,23%,25,53%,NA,NA,NA,NA
20,San Antonio,082,FRIO,Economically Disadvantaged,176,167,95%,134,76%,29,16%,122,69%,15,9%,41,23%,56,32%,NA,NA,NA,NA
20,San Antonio,130,KENDALL,Not Economically Disadvantaged,422,411,97%,400,95%,5,1%,387,92%,184,44%,109,26%,293,69%,NA,NA,NA,NA
20,San Antonio,130,KENDALL,Economically Disadvantaged,100,94,94%,92,92%,5,5%,74,74%,13,13%,25,25%,38,38%,NA,NA,NA,NA
20,San Antonio,133,KERR,Not Economically Disadvantaged,218,196,90%,185,85%,6,3%,183,84%,92,42%,46,21%,138,63%,NA,NA,NA,NA
20,San Antonio,133,KERR,Economically Disadvantaged,256,247,96%,211,82%,20,8%,185,72%,54,21%,38,15%,92,36%,NA,NA,NA,NA
20,San Antonio,136,KINNEY,Not Economically Disadvantaged,14,13,93%,12,86%,*,*,12,86%,6,43%,*,*,9,64%,NA,NA,NA,NA
20,San Antonio,136,KINNEY,Economically Disadvantaged,40,37,93%,33,83%,*,*,30,75%,*,*,14,35%,17,43%,NA,NA,NA,NA
20,San Antonio,142,LA SALLE,Not Economically Disadvantaged,10,10,100%,NA,NA,NA,NA,10,100%,5,50%,*,*,6,60%,NA,NA,NA,NA
20,San Antonio,142,LA SALLE,Economically Disadvantaged,54,52,96%,NA,NA,NA,NA,43,80%,13,24%,6,11%,19,35%,NA,NA,NA,NA
20,San Antonio,159,MAVERICK,Not Economically Disadvantaged,153,150,98%,136,89%,14,9%,135,88%,51,33%,67,44%,118,77%,NA,NA,NA,NA
20,San Antonio,159,MAVERICK,Economically Disadvantaged,882,850,96%,702,80%,120,14%,681,77%,139,16%,358,41%,497,56%,NA,NA,NA,NA
20,San Antonio,163,MEDINA,Not Economically Disadvantaged,330,324,98%,308,93%,7,2%,296,90%,128,39%,93,28%,221,67%,NA,NA,NA,NA
20,San Antonio,163,MEDINA,Economically Disadvantaged,361,344,95%,310,86%,29,8%,268,74%,34,9%,104,29%,138,38%,NA,NA,NA,NA
20,San Antonio,193,REAL,Not Economically Disadvantaged,13,13,100%,NA,NA,NA,NA,12,92%,6,46%,*,*,10,77%,NA,NA,NA,NA
20,San Antonio,193,REAL,Economically Disadvantaged,25,24,96%,NA,NA,NA,NA,17,68%,*,*,8,32%,9,36%,NA,NA,NA,NA
20,San Antonio,232,UVALDE,Not Economically Disadvantaged,114,111,97%,109,96%,*,*,97,85%,34,30%,54,47%,88,77%,NA,NA,NA,NA
20,San Antonio,232,UVALDE,Economically Disadvantaged,287,268,93%,245,85%,20,7%,195,68%,26,9%,130,45%,156,54%,NA,NA,NA,NA
20,San Antonio,247,WILSON,Not Economically Disadvantaged,373,362,97%,357,96%,7,2%,338,91%,144,39%,118,32%,262,70%,NA,NA,NA,NA
20,San Antonio,247,WILSON,Economically Disadvantaged,271,261,96%,240,89%,19,7%,222,82%,28,10%,74,27%,102,38%,NA,NA,NA,NA
20,San Antonio,254,ZAVALA,Not Economically Disadvantaged,15,15,100%,14,93%,*,*,14,93%,5,33%,7,47%,12,80%,NA,NA,NA,NA
20,San Antonio,254,ZAVALA,Economically Disadvantaged,139,133,96%,126,91%,7,5%,113,81%,17,12%,61,44%,78,56%,NA,NA,NA,NA
