DISTRICT,DISTNAME,DISTNAME_CLEAN,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED
227816,HARMONY SCIENCE ACADEMY (AUSTIN),Harmony Science Academy (Austin),227,TRAVIS,13,Y,N
227817,CEDARS INTERNATIONAL ACADEMY,Cedars International Academy,227,TRAVIS,13,Y,N
227819,UNIVERSITY OF TEXAS ELEMENTARY CHA,University of Texas Elementary Charter School,227,TRAVIS,13,Y,N
227820,KIPP TEXAS PUBLIC SCHOOLS,KIPP Austin Public Schools Inc,227,TRAVIS,13,Y,N
227821,AUSTIN DISCOVERY SCHOOL,Austin Discovery School,227,TRAVIS,13,Y,N
227824,PROMESA PUBLIC SCHOOLS,Promesa Public Schools,227,TRAVIS,13,Y,N
227825,AUSTIN ACHIEVE PUBLIC SCHOOLS,Austin Achieve Public Schools,227,TRAVIS,13,Y,N
227826,MONTESSORI FOR ALL,Montessori for All,227,TRAVIS,13,Y,N
227827,THE EXCEL CENTER (FOR ADULTS),The Excel Center (For Adults),227,TRAVIS,13,Y,N
227828,THE EXCEL CENTER,The Excel Center,227,TRAVIS,13,Y,Y
227829,VALOR PUBLIC SCHOOLS,Valor Public Schools,227,TRAVIS,13,Y,N
227901,AUSTIN ISD,Austin ISD,227,TRAVIS,13,N,N
227904,PFLUGERVILLE ISD,Pflugerville ISD,227,TRAVIS,13,N,N
227907,MANOR ISD,Manor ISD,227,TRAVIS,13,N,N
227909,EANES ISD,Eanes ISD,227,TRAVIS,13,N,N
227910,DEL VALLE ISD,Del Valle ISD,227,TRAVIS,13,N,N
227912,LAGO VISTA ISD,Lago Vista ISD,227,TRAVIS,13,N,N
227913,LAKE TRAVIS ISD,Lake Travis ISD,227,TRAVIS,13,N,N
228901,GROVETON ISD,Groveton ISD,228,TRINITY,6,N,N
228903,TRINITY ISD,Trinity ISD,228,TRINITY,6,N,N
228904,CENTERVILLE ISD,Centerville ISD,228,TRINITY,6,N,N
228905,APPLE SPRINGS ISD,Apple Springs ISD,228,TRINITY,6,N,N
229901,COLMESNEIL ISD,Colmesneil ISD,229,TYLER,5,N,N
229903,WOODVILLE ISD,Woodville ISD,229,TYLER,5,N,N
229904,WARREN ISD,Warren ISD,229,TYLER,5,N,N
229905,SPURGER ISD,Spurger ISD,229,TYLER,5,N,N
229906,CHESTER ISD,Chester ISD,229,TYLER,5,N,N
230901,BIG SANDY ISD,Big Sandy ISD,230,UPSHUR,7,N,N
230902,GILMER ISD,Gilmer ISD,230,UPSHUR,7,N,N
230903,ORE CITY ISD,Ore City ISD,230,UPSHUR,7,N,N
230904,UNION HILL ISD,Union Hill ISD,230,UPSHUR,7,N,N
230905,HARMONY ISD,Harmony ISD,230,UPSHUR,7,N,N
230906,NEW DIANA ISD,New Diana ISD,230,UPSHUR,7,N,N
230908,UNION GROVE ISD,Union Grove ISD,230,UPSHUR,7,N,N
231901,MCCAMEY ISD,McCamey ISD,231,UPTON,18,N,N
231902,RANKIN ISD,Rankin ISD,231,UPTON,18,N,N
232901,KNIPPA ISD,Knippa ISD,232,UVALDE,20,N,N
232902,SABINAL ISD,Sabinal ISD,232,UVALDE,20,N,N
232903,UVALDE CISD,Uvalde CISD,232,UVALDE,20,N,N
232904,UTOPIA ISD,Utopia ISD,232,UVALDE,20,N,N
233901,SAN FELIPE-DEL RIO CISD,San Felipe Del Rio CISD,233,VAL VERDE,15,N,N
233903,COMSTOCK ISD,Comstock ISD,233,VAL VERDE,15,N,N
234801,RANCH ACADEMY,Ranch Academy,234,VAN ZANDT,7,Y,Y
234902,CANTON ISD,Canton ISD,234,VAN ZANDT,10,N,N
234903,EDGEWOOD ISD,Edgewood ISD,234,VAN ZANDT,7,N,N
234904,GRAND SALINE ISD,Grand Saline ISD,234,VAN ZANDT,7,N,N
234905,MARTINS MILL ISD,Martins Mill ISD,234,VAN ZANDT,7,N,N
234906,VAN ISD,Van ISD,234,VAN ZANDT,7,N,N
234907,WILLS POINT ISD,Wills Point ISD,234,VAN ZANDT,10,N,N
234909,FRUITVALE ISD,Fruitvale ISD,234,VAN ZANDT,7,N,N
235901,BLOOMINGTON ISD,Bloomington ISD,235,VICTORIA,3,N,N
235902,VICTORIA ISD,Victoria ISD,235,VICTORIA,3,N,N
235904,NURSERY ISD,Nursery ISD,235,VICTORIA,3,N,N
236801,RAVEN SCHOOL,Raven School,236,WALKER,6,Y,Y
236802,SAM HOUSTON STATE UNIVERSITY CHART,Sam Houston State University Charter School,236,WALKER,6,Y,N
236901,NEW WAVERLY ISD,New Waverly ISD,236,WALKER,6,N,N
236902,HUNTSVILLE ISD,Huntsville ISD,236,WALKER,6,N,N
237902,HEMPSTEAD ISD,Hempstead ISD,237,WALLER,4,N,N
237904,WALLER ISD,Waller ISD,237,WALLER,4,N,N
237905,ROYAL ISD,Royal ISD,237,WALLER,4,N,N
238902,MONAHANS-WICKETT-PYOTE ISD,Monahans-Wickett-Pyote ISD,238,WARD,18,N,N
238904,GRANDFALLS-ROYALTY ISD,Grandfalls-Royalty ISD,238,WARD,18,N,N
239901,BRENHAM ISD,Brenham ISD,239,WASHINGTON,6,N,N
239903,BURTON ISD,Burton ISD,239,WASHINGTON,6,N,N
240801,GATEWAY ACADEMY CHARTER DISTRICT,Gateway Academy Charter District,240,WEBB,1,Y,Y
240901,LAREDO ISD,Laredo ISD,240,WEBB,1,N,N
240903,UNITED ISD,United ISD,240,WEBB,1,N,N
240904,WEBB CISD,Webb CISD,240,WEBB,1,N,N
241901,BOLING ISD,Boling ISD,241,WHARTON,3,N,N
241902,EAST BERNARD ISD,East Bernard ISD,241,WHARTON,3,N,N
241903,EL CAMPO ISD,El Campo ISD,241,WHARTON,3,N,N
241904,WHARTON ISD,Wharton ISD,241,WHARTON,3,N,N
241906,LOUISE ISD,Louise ISD,241,WHARTON,3,N,N
242902,SHAMROCK ISD,Shamrock ISD,242,WHEELER,16,N,N
242903,WHEELER ISD,Wheeler ISD,242,WHEELER,16,N,N
242905,KELTON ISD,Kelton ISD,242,WHEELER,16,N,N
242906,FORT ELLIOTT CISD,Fort Elliott CISD,242,WHEELER,16,N,N
243901,BURKBURNETT ISD,Burkburnett ISD,243,WICHITA,9,N,N
243902,ELECTRA ISD,Electra ISD,243,WICHITA,9,N,N
243903,IOWA PARK CISD,Iowa Park CISD,243,WICHITA,9,N,N
243905,WICHITA FALLS ISD,Wichita Falls ISD,243,WICHITA,9,N,N
243906,CITY VIEW ISD,City View ISD,243,WICHITA,9,N,N
244901,HARROLD ISD,Harrold ISD,244,WILBARGER,9,N,N
244903,VERNON ISD,Vernon ISD,244,WILBARGER,9,N,N
244905,NORTHSIDE ISD,Northside ISD,244,WILBARGER,9,N,N
245901,LASARA ISD,Lasara ISD,245,WILLACY,1,N,N
245902,LYFORD CISD,Lyford CISD,245,WILLACY,1,N,N
245903,RAYMONDVILLE ISD,Raymondville ISD,245,WILLACY,1,N,N
245904,SAN PERLITA ISD,San Perlita ISD,245,WILLACY,1,N,N
246801,MERIDIAN WORLD SCHOOL LLC,Meridian World School,246,WILLIAMSON,13,Y,N
246802,GOODWATER MONTESSORI SCHOOL,Goodwater Montessori School,246,WILLIAMSON,13,Y,N
246902,FLORENCE ISD,Florence ISD,246,WILLIAMSON,13,N,N
246904,GEORGETOWN ISD,Georgetown ISD,246,WILLIAMSON,13,N,N
246905,GRANGER ISD,Granger ISD,246,WILLIAMSON,13,N,N
246906,HUTTO ISD,Hutto ISD,246,WILLIAMSON,13,N,N
246907,JARRELL ISD,Jarrell ISD,246,WILLIAMSON,13,N,N
246908,LIBERTY HILL ISD,Liberty Hill ISD,246,WILLIAMSON,13,N,N
246909,ROUND ROCK ISD,Round Rock ISD,246,WILLIAMSON,13,N,N
246911,TAYLOR ISD,Taylor ISD,246,WILLIAMSON,13,N,N
246912,THRALL ISD,Thrall ISD,246,WILLIAMSON,13,N,N
246913,LEANDER ISD,Leander ISD,246,WILLIAMSON,13,N,N
246914,COUPLAND ISD,Coupland ISD,246,WILLIAMSON,13,N,N
247901,FLORESVILLE ISD,Floresville ISD,247,WILSON,20,N,N
247903,LA VERNIA ISD,La Vernia ISD,247,WILSON,20,N,N
247904,POTH ISD,Poth ISD,247,WILSON,20,N,N
247906,STOCKDALE ISD,Stockdale ISD,247,WILSON,20,N,N
248901,KERMIT ISD,Kermit ISD,248,WINKLER,18,N,N
248902,WINK-LOVING ISD,Wink-Loving ISD,248,WINKLER,18,N,N
249901,ALVORD ISD,Alvord ISD,249,WISE,11,N,N
249902,BOYD ISD,Boyd ISD,249,WISE,11,N,N
249903,BRIDGEPORT ISD,Bridgeport ISD,249,WISE,11,N,N
249904,CHICO ISD,Chico ISD,249,WISE,11,N,N
249905,DECATUR ISD,Decatur ISD,249,WISE,11,N,N
249906,PARADISE ISD,Paradise ISD,249,WISE,11,N,N
249908,SLIDELL ISD,Slidell ISD,249,WISE,11,N,N
250902,HAWKINS ISD,Hawkins ISD,250,WOOD,7,N,N
250903,MINEOLA ISD,Mineola ISD,250,WOOD,7,N,N
250904,QUITMAN ISD,Quitman ISD,250,WOOD,7,N,N
250905,YANTIS ISD,Yantis ISD,250,WOOD,7,N,N
250906,ALBA-GOLDEN ISD,Alba-Golden ISD,250,WOOD,7,N,N
250907,WINNSBORO ISD,Winnsboro ISD,250,WOOD,7,N,N
251901,DENVER CITY ISD,Denver City ISD,251,YOAKUM,17,N,N
251902,PLAINS ISD,Plains ISD,251,YOAKUM,17,N,N
252901,GRAHAM ISD,Graham ISD,252,YOUNG,9,N,N
252902,NEWCASTLE ISD,Newcastle ISD,252,YOUNG,9,N,N
252903,OLNEY ISD,Olney ISD,252,YOUNG,9,N,N
253901,ZAPATA COUNTY ISD,Zapata County ISD,253,ZAPATA,1,N,N
254901,CRYSTAL CITY ISD,Crystal City ISD,254,ZAVALA,20,N,N
254902,LA PRYOR ISD,La Pryor ISD,254,ZAVALA,20,N,N
