Region Code,TEA Region,County Number,County Name,economic_status,enrolled_8th,enrolled_9th,enrolled_9th_percent,enrolled_10th,enrolled_10th_percent,lessthan_10th_enrolled,lessthan_10th_enrolled_percent,graduated,graduated_percent,enrolled_4yr,enrolled_4yr_percent,enrolled_2yr,enrolled_2yr_percent,total_enrolled,total_enrolled_percent,enrolled_wo_record,enrolled_wo_record_per,total_degrees,total_degrees_percent
16,Amarillo,44,COLLINGSWORTH,Economically Disadvantaged,22,22,100%,21,95%,*,*,21,95%,7,32%,5,23%,12,55%,*,*,6,27%
16,Amarillo,56,DALLAM,Not Economically Disadvantaged,63,60,95%,60,95%,*,*,58,92%,20,32%,18,29%,38,60%,*,*,21,33%
16,Amarillo,56,DALLAM,Economically Disadvantaged,82,69,84%,62,76%,*,*,52,63%,8,10%,18,22%,26,32%,*,*,8,10%
16,Amarillo,59,DEAF SMITH,Not Economically Disadvantaged,68,67,99%,65,96%,*,*,62,91%,31,46%,14,21%,45,66%,*,*,29,43%
16,Amarillo,59,DEAF SMITH,Economically Disadvantaged,260,248,95%,211,81%,27,10%,200,77%,15,6%,74,28%,89,34%,*,*,33,13%
16,Amarillo,65,DONLEY,Not Economically Disadvantaged,18,18,100%,NA,NA,NA,NA,17,94%,7,39%,8,44%,15,83%,*,*,6,33%
16,Amarillo,65,DONLEY,Economically Disadvantaged,28,25,89%,NA,NA,NA,NA,23,82%,*,*,12,43%,13,46%,*,*,6,21%
16,Amarillo,90,GRAY,Not Economically Disadvantaged,137,132,96%,132,96%,*,*,121,88%,48,35%,36,26%,84,61%,*,*,45,33%
16,Amarillo,90,GRAY,Economically Disadvantaged,144,134,93%,120,83%,*,*,115,80%,13,9%,43,30%,56,39%,*,*,19,13%
16,Amarillo,96,HALL,Not Economically Disadvantaged,22,21,95%,21,95%,*,*,21,95%,12,55%,6,27%,18,82%,*,*,10,45%
16,Amarillo,96,HALL,Economically Disadvantaged,27,26,96%,25,93%,*,*,23,85%,*,*,11,41%,12,44%,*,*,*,*
16,Amarillo,98,HANSFORD,Not Economically Disadvantaged,45,44,98%,44,98%,*,*,44,98%,19,42%,9,20%,28,62%,*,*,15,33%
16,Amarillo,98,HANSFORD,Economically Disadvantaged,39,38,97%,37,95%,*,*,35,90%,6,15%,16,41%,22,56%,*,*,12,31%
16,Amarillo,103,HARTLEY,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,103,HARTLEY,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,106,HEMPHILL,Not Economically Disadvantaged,37,35,95%,35,95%,*,*,33,89%,14,38%,8,22%,22,59%,*,*,10,27%
16,Amarillo,106,HEMPHILL,Economically Disadvantaged,17,16,94%,12,71%,*,*,12,71%,*,*,*,*,5,29%,*,*,*,*
16,Amarillo,117,HUTCHINSON,Not Economically Disadvantaged,205,194,95%,185,90%,*,*,180,88%,42,20%,79,39%,121,59%,*,*,57,28%
16,Amarillo,117,HUTCHINSON,Economically Disadvantaged,117,106,91%,95,81%,*,*,86,74%,8,7%,47,40%,55,47%,*,*,22,19%
16,Amarillo,148,LIPSCOMB,Not Economically Disadvantaged,24,22,92%,21,88%,*,*,20,83%,10,42%,*,*,14,58%,*,*,9,38%
16,Amarillo,148,LIPSCOMB,Economically Disadvantaged,35,33,94%,33,94%,*,*,31,89%,*,*,6,17%,9,26%,*,*,*,*
16,Amarillo,171,MOORE,Not Economically Disadvantaged,134,130,97%,126,94%,*,*,116,87%,23,17%,64,48%,87,65%,*,*,41,31%
16,Amarillo,171,MOORE,Economically Disadvantaged,245,229,93%,213,87%,*,*,187,76%,11,4%,97,40%,108,44%,*,*,53,22%
16,Amarillo,179,OCHILTREE,Not Economically Disadvantaged,62,61,98%,53,85%,7,11%,51,82%,14,23%,16,26%,30,48%,*,*,15,24%
16,Amarillo,179,OCHILTREE,Economically Disadvantaged,95,87,92%,67,71%,13,14%,71,75%,6,6%,17,18%,23,24%,*,*,12,13%
16,Amarillo,180,OLDHAM,Not Economically Disadvantaged,32,31,97%,NA,NA,NA,NA,28,88%,12,38%,10,31%,22,69%,*,*,13,41%
16,Amarillo,180,OLDHAM,Economically Disadvantaged,36,35,97%,NA,NA,NA,NA,27,75%,7,19%,9,25%,16,44%,*,*,6,17%
16,Amarillo,185,PARMER,Not Economically Disadvantaged,50,48,96%,47,94%,*,*,46,92%,22,44%,11,22%,33,66%,*,*,23,46%
16,Amarillo,185,PARMER,Economically Disadvantaged,106,103,97%,93,88%,*,*,85,80%,13,12%,23,22%,36,34%,*,*,15,14%
16,Amarillo,188,POTTER,Not Economically Disadvantaged,1016,980,96%,908,89%,60,6%,906,89%,270,27%,437,43%,707,70%,21,2%,371,37%
16,Amarillo,188,POTTER,Economically Disadvantaged,1543,1449,94%,1191,77%,232,15%,1152,75%,141,9%,551,36%,692,45%,26,2%,219,14%
16,Amarillo,191,RANDALL,Not Economically Disadvantaged,537,523,97%,509,95%,10,2%,485,90%,192,36%,174,32%,366,68%,11,2%,200,37%
16,Amarillo,191,RANDALL,Economically Disadvantaged,195,185,95%,178,91%,6,3%,159,82%,19,10%,71,36%,90,46%,*,*,32,16%
16,Amarillo,197,ROBERTS,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,197,ROBERTS,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Amarillo,211,SHERMAN,Not Economically Disadvantaged,42,41,98%,38,90%,*,*,18,43%,*,*,12,29%,15,36%,*,*,6,14%
16,Amarillo,211,SHERMAN,Economically Disadvantaged,25,25,100%,24,96%,*,*,24,96%,9,36%,6,24%,15,60%,*,*,9,36%
16,Amarillo,219,SWISHER,Not Economically Disadvantaged,29,28,97%,28,97%,*,*,27,93%,13,45%,8,28%,21,72%,*,*,13,45%
16,Amarillo,219,SWISHER,Economically Disadvantaged,82,80,98%,75,91%,5,6%,66,80%,16,20%,17,21%,33,40%,*,*,11,13%
16,Amarillo,242,WHEELER,Not Economically Disadvantaged,47,43,91%,41,87%,*,*,37,79%,7,15%,10,21%,17,36%,*,*,5,11%
16,Amarillo,242,WHEELER,Economically Disadvantaged,32,29,91%,27,84%,*,*,28,88%,*,*,10,31%,13,41%,*,*,5,16%
17,Lubbock,9,BAILEY,Not Economically Disadvantaged,22,22,100%,NA,NA,NA,NA,17,77%,7,32%,5,23%,12,55%,*,*,7,32%
17,Lubbock,9,BAILEY,Economically Disadvantaged,90,83,92%,NA,NA,NA,NA,66,73%,13,14%,19,21%,32,36%,*,*,17,19%
17,Lubbock,17,BORDEN,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,17,BORDEN,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,40,COCHRAN,Not Economically Disadvantaged,10,10,100%,NA,NA,NA,NA,9,90%,*,*,7,70%,8,80%,*,*,*,*
17,Lubbock,40,COCHRAN,Economically Disadvantaged,38,38,100%,NA,NA,NA,NA,33,87%,*,*,17,45%,18,47%,*,*,7,18%
17,Lubbock,51,COTTLE,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,51,COTTLE,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,54,CROSBY,Not Economically Disadvantaged,20,19,95%,18,90%,*,*,15,75%,*,*,9,45%,12,60%,*,*,*,*
17,Lubbock,54,CROSBY,Economically Disadvantaged,86,84,98%,79,92%,*,*,70,81%,5,6%,33,38%,38,44%,*,*,9,10%
17,Lubbock,58,DAWSON,Not Economically Disadvantaged,42,40,95%,39,93%,*,*,37,88%,12,29%,22,52%,34,81%,*,*,17,40%
17,Lubbock,58,DAWSON,Economically Disadvantaged,125,118,94%,111,89%,5,4%,99,79%,8,6%,41,33%,49,39%,*,*,12,10%
17,Lubbock,63,DICKENS,Not Economically Disadvantaged,6,6,100%,6,100%,*,*,6,100%,*,*,*,*,6,100%,*,*,*,*
17,Lubbock,63,DICKENS,Economically Disadvantaged,18,17,94%,16,89%,*,*,17,94%,*,*,8,44%,10,56%,*,*,*,*
17,Lubbock,77,FLOYD,Not Economically Disadvantaged,32,32,100%,30,94%,*,*,29,91%,13,41%,10,31%,23,72%,*,*,11,34%
17,Lubbock,77,FLOYD,Economically Disadvantaged,71,69,97%,63,89%,*,*,50,70%,7,10%,19,27%,26,37%,*,*,8,11%
17,Lubbock,83,GAINES,Not Economically Disadvantaged,106,105,99%,103,97%,*,*,97,92%,22,21%,33,31%,55,52%,*,*,29,27%
17,Lubbock,83,GAINES,Economically Disadvantaged,117,102,87%,93,79%,*,*,84,72%,5,4%,21,18%,26,22%,*,*,7,6%
17,Lubbock,85,GARZA,Not Economically Disadvantaged,26,26,100%,NA,NA,NA,NA,23,88%,*,*,12,46%,15,58%,*,*,9,35%
17,Lubbock,85,GARZA,Economically Disadvantaged,48,46,96%,NA,NA,NA,NA,34,71%,*,*,13,27%,14,29%,*,*,*,*
17,Lubbock,95,HALE,Not Economically Disadvantaged,184,180,98%,172,93%,*,*,162,88%,67,36%,48,26%,115,63%,6,3%,50,27%
17,Lubbock,95,HALE,Economically Disadvantaged,370,357,96%,335,91%,10,3%,289,78%,62,17%,100,27%,162,44%,6,2%,44,12%
17,Lubbock,110,HOCKLEY,Not Economically Disadvantaged,136,131,96%,127,93%,*,*,123,90%,28,21%,76,56%,104,76%,*,*,59,43%
17,Lubbock,110,HOCKLEY,Economically Disadvantaged,193,182,94%,171,89%,6,3%,140,73%,9,5%,73,38%,82,42%,*,*,32,17%
17,Lubbock,132,KENT,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,132,KENT,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,135,KING,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,135,KING,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,140,LAMB,Not Economically Disadvantaged,66,65,98%,64,97%,*,*,61,92%,18,27%,29,44%,47,71%,*,*,22,33%
17,Lubbock,140,LAMB,Economically Disadvantaged,159,152,96%,135,85%,9,6%,117,74%,12,8%,50,31%,62,39%,*,*,27,17%
17,Lubbock,152,LUBBOCK,Not Economically Disadvantaged,1527,1484,97%,1424,93%,22,1%,1354,89%,570,37%,498,33%,1068,70%,45,3%,559,37%
17,Lubbock,152,LUBBOCK,Economically Disadvantaged,1831,1754,96%,1548,85%,150,8%,1323,72%,155,8%,491,27%,646,35%,20,1%,143,8%
17,Lubbock,153,LYNN,Not Economically Disadvantaged,30,28,93%,27,90%,*,*,26,87%,12,40%,13,43%,25,83%,*,*,14,47%
17,Lubbock,153,LYNN,Economically Disadvantaged,65,61,94%,57,88%,*,*,53,82%,8,12%,21,32%,29,45%,*,*,10,15%
17,Lubbock,173,MOTLEY,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,173,MOTLEY,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,Lubbock,223,TERRY,Not Economically Disadvantaged,41,39,95%,39,95%,*,*,38,93%,7,17%,14,34%,21,51%,*,*,9,22%
17,Lubbock,223,TERRY,Economically Disadvantaged,121,116,96%,114,94%,*,*,105,87%,14,12%,35,29%,49,41%,*,*,14,12%
17,Lubbock,251,YOAKUM,Not Economically Disadvantaged,66,64,97%,63,95%,*,*,62,94%,24,36%,23,35%,47,71%,*,*,22,33%
17,Lubbock,251,YOAKUM,Economically Disadvantaged,77,75,97%,75,97%,*,*,70,91%,*,*,22,29%,25,32%,*,*,9,12%
18,Midland,2,ANDREWS,Not Economically Disadvantaged,149,141,95%,137,92%,*,*,136,91%,42,28%,36,24%,78,52%,*,*,35,23%
18,Midland,2,ANDREWS,Economically Disadvantaged,107,99,93%,92,86%,10,9%,84,79%,6,6%,21,20%,27,25%,*,*,6,6%
18,Midland,22,BREWSTER,Not Economically Disadvantaged,45,42,93%,NA,NA,NA,NA,37,82%,23,51%,5,11%,28,62%,*,*,13,29%
18,Midland,22,BREWSTER,Economically Disadvantaged,49,44,90%,NA,NA,NA,NA,34,69%,14,29%,6,12%,20,41%,*,*,8,16%
18,Midland,52,CRANE,Not Economically Disadvantaged,60,58,97%,50,83%,5,8%,45,75%,18,30%,15,25%,33,55%,5,8%,13,22%
18,Midland,52,CRANE,Economically Disadvantaged,25,21,84%,17,68%,*,*,19,76%,*,*,5,20%,9,36%,*,*,*,*
18,Midland,55,CULBERSON,Not Economically Disadvantaged,11,11,100%,NA,NA,NA,NA,11,100%,7,64%,*,*,8,73%,*,*,*,*
18,Midland,55,CULBERSON,Economically Disadvantaged,30,29,97%,NA,NA,NA,NA,23,77%,8,27%,7,23%,15,50%,*,*,*,*
18,Midland,68,ECTOR,Not Economically Disadvantaged,1046,992,95%,919,88%,62,6%,826,79%,227,22%,384,37%,611,58%,27,3%,255,24%
18,Midland,68,ECTOR,Economically Disadvantaged,1002,926,92%,767,77%,114,11%,617,62%,83,8%,274,27%,357,36%,21,2%,86,9%
18,Midland,87,GLASSCOCK,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,87,GLASSCOCK,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,114,HOWARD,Not Economically Disadvantaged,173,163,94%,149,86%,8,5%,137,79%,43,25%,63,36%,106,61%,7,4%,54,31%
18,Midland,114,HOWARD,Economically Disadvantaged,223,205,92%,185,83%,13,6%,146,65%,18,8%,55,25%,73,33%,*,*,24,11%
18,Midland,122,JEFF DAVIS,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,122,JEFF DAVIS,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,156,MARTIN,Not Economically Disadvantaged,31,31,100%,29,94%,*,*,30,97%,10,32%,12,39%,22,71%,*,*,13,42%
18,Midland,156,MARTIN,Economically Disadvantaged,40,37,93%,35,88%,*,*,26,65%,*,*,7,18%,10,25%,*,*,*,*
18,Midland,165,MIDLAND,Not Economically Disadvantaged,967,911,94%,848,88%,53,5%,781,81%,210,22%,389,40%,599,62%,31,3%,255,26%
18,Midland,165,MIDLAND,Economically Disadvantaged,848,809,95%,690,81%,108,13%,580,68%,61,7%,255,30%,316,37%,19,2%,83,10%
18,Midland,186,PECOS,Not Economically Disadvantaged,80,78,98%,70,88%,8,10%,72,90%,35,44%,12,15%,47,59%,*,*,23,29%
18,Midland,186,PECOS,Economically Disadvantaged,109,108,99%,96,88%,9,8%,93,85%,17,16%,18,17%,35,32%,*,*,15,14%
18,Midland,189,PRESIDIO,Not Economically Disadvantaged,16,14,88%,13,81%,*,*,13,81%,10,63%,*,*,13,81%,*,*,11,69%
18,Midland,189,PRESIDIO,Economically Disadvantaged,118,114,97%,107,91%,*,*,102,86%,34,29%,31,26%,65,55%,*,*,25,21%
18,Midland,192,REAGAN,Not Economically Disadvantaged,25,25,100%,25,100%,*,*,25,100%,7,28%,5,20%,12,48%,*,*,7,28%
18,Midland,192,REAGAN,Economically Disadvantaged,42,41,98%,38,90%,*,*,35,83%,7,17%,12,29%,19,45%,*,*,*,*
18,Midland,195,REEVES,Not Economically Disadvantaged,38,37,97%,36,95%,*,*,35,92%,17,45%,10,26%,27,71%,*,*,8,21%
18,Midland,195,REEVES,Economically Disadvantaged,126,121,96%,97,77%,15,12%,95,75%,17,13%,31,25%,48,38%,*,*,14,11%
18,Midland,222,TERRELL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,222,TERRELL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,Midland,231,UPTON,Not Economically Disadvantaged,22,21,95%,20,91%,*,*,16,73%,6,27%,6,27%,12,55%,*,*,*,*
18,Midland,231,UPTON,Economically Disadvantaged,29,29,100%,26,90%,*,*,24,83%,*,*,14,48%,16,55%,*,*,*,*
18,Midland,238,WARD,Not Economically Disadvantaged,74,73,99%,68,92%,5,7%,65,88%,29,39%,15,20%,44,59%,*,*,18,24%
18,Midland,238,WARD,Economically Disadvantaged,69,67,97%,50,72%,13,19%,52,75%,7,10%,10,14%,17,25%,*,*,5,7%
18,Midland,248,WINKLER,Not Economically Disadvantaged,50,49,98%,NA,NA,NA,NA,45,90%,14,28%,16,32%,30,60%,*,*,14,28%
18,Midland,248,WINKLER,Economically Disadvantaged,69,66,96%,NA,NA,NA,NA,52,75%,11,16%,15,22%,26,38%,*,*,8,12%
19,El Paso,999,El Paso&Hudsp,Not Economically Disadvantaged,3298,3067,93%,2788,85%,179,5%,2746,83%,1263,38%,895,27%,2158,65%,86,3%,887,27%
19,El Paso,999,El Paso&Hudsp,Economically Disadvantaged,10090,9579,95%,8030,80%,1283,13%,7920,78%,2075,21%,3257,32%,5332,53%,188,2%,1617,16%
20,San Antonio,7,ATASCOSA,Not Economically Disadvantaged,270,262,97%,251,93%,10,4%,240,89%,79,29%,82,30%,161,60%,*,*,69,26%
20,San Antonio,7,ATASCOSA,Economically Disadvantaged,406,391,96%,368,91%,19,5%,321,79%,49,12%,96,24%,145,36%,5,1%,49,12%
20,San Antonio,10,BANDERA,Not Economically Disadvantaged,118,114,97%,106,90%,5,4%,98,83%,42,36%,32,27%,74,63%,*,*,41,35%
20,San Antonio,10,BANDERA,Economically Disadvantaged,126,118,94%,104,83%,10,8%,90,71%,19,15%,21,17%,40,32%,*,*,16,13%
20,San Antonio,15,BEXAR,Not Economically Disadvantaged,8733,8266,95%,7686,88%,360,4%,7394,85%,2991,34%,2634,30%,5625,64%,257,3%,2954,34%
20,San Antonio,15,BEXAR,Economically Disadvantaged,15251,14512,95%,12422,81%,1684,11%,11365,75%,1971,13%,4329,28%,6300,41%,313,2%,2057,13%
20,San Antonio,64,DIMMIT,Not Economically Disadvantaged,53,51,96%,49,92%,*,*,49,92%,21,40%,23,43%,44,83%,*,*,18,34%
20,San Antonio,64,DIMMIT,Economically Disadvantaged,134,130,97%,86,64%,35,26%,101,75%,13,10%,49,37%,62,46%,*,*,20,15%
20,San Antonio,82,FRIO,Not Economically Disadvantaged,59,56,95%,47,80%,9,15%,47,80%,13,22%,18,31%,31,53%,*,*,13,22%
20,San Antonio,82,FRIO,Economically Disadvantaged,179,175,98%,131,73%,36,20%,131,73%,9,5%,45,25%,54,30%,*,*,13,7%
20,San Antonio,130,KENDALL,Not Economically Disadvantaged,452,437,97%,420,93%,*,*,404,89%,223,49%,104,23%,327,72%,16,4%,208,46%
20,San Antonio,130,KENDALL,Economically Disadvantaged,121,112,93%,100,83%,10,8%,89,74%,10,8%,23,19%,33,27%,*,*,17,14%
20,San Antonio,133,KERR,Not Economically Disadvantaged,223,206,92%,200,90%,7,3%,195,87%,91,41%,42,19%,133,60%,6,3%,70,31%
20,San Antonio,133,KERR,Economically Disadvantaged,257,250,97%,221,86%,17,7%,208,81%,38,15%,40,16%,78,30%,7,3%,32,12%
20,San Antonio,136,KINNEY,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,San Antonio,136,KINNEY,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,San Antonio,142,LA SALLE,Not Economically Disadvantaged,15,15,100%,14,93%,*,*,14,93%,5,33%,5,33%,10,67%,*,*,8,53%
20,San Antonio,142,LA SALLE,Economically Disadvantaged,82,82,100%,73,89%,7,9%,67,82%,10,12%,18,22%,28,34%,*,*,11,13%
20,San Antonio,159,MAVERICK,Not Economically Disadvantaged,264,261,99%,237,90%,18,7%,240,91%,81,31%,119,45%,200,76%,*,*,109,41%
20,San Antonio,159,MAVERICK,Economically Disadvantaged,839,794,95%,645,77%,140,17%,666,79%,120,14%,333,40%,453,54%,12,1%,199,24%
20,San Antonio,163,MEDINA,Not Economically Disadvantaged,277,266,96%,263,95%,*,*,251,91%,117,42%,77,28%,194,70%,6,2%,120,43%
20,San Antonio,163,MEDINA,Economically Disadvantaged,405,388,96%,345,85%,26,6%,327,81%,48,12%,98,24%,146,36%,*,*,47,12%
20,San Antonio,193,REAL,Not Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,San Antonio,193,REAL,Economically Disadvantaged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,San Antonio,232,UVALDE,Not Economically Disadvantaged,122,115,94%,106,87%,5,N/A,100,82%,37,30%,54,44%,91,75%,*,*,60,49%
20,San Antonio,232,UVALDE,Economically Disadvantaged,324,313,97%,243,75%,59,18%,205,63%,24,7%,107,33%,131,40%,10,3%,53,16%
20,San Antonio,247,WILSON,Not Economically Disadvantaged,355,343,97%,336,95%,*,*,322,91%,129,36%,103,29%,232,65%,10,3%,143,40%
20,San Antonio,247,WILSON,Economically Disadvantaged,266,253,95%,232,87%,18,7%,215,81%,16,6%,73,27%,89,33%,*,*,23,9%
20,San Antonio,254,ZAVALA,Not Economically Disadvantaged,40,40,100%,39,98%,*,*,34,85%,*,*,22,55%,26,65%,*,*,14,35%
20,San Antonio,254,ZAVALA,Economically Disadvantaged,146,142,97%,124,85%,9,6%,115,79%,10,7%,61,42%,71,49%,*,*,29,20%
