DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,DFLCHART,DFLALTED,D_RATING,SECS
"148905","DARROUZETT ISD","148","LIPSCOMB","16","N","N","M"," "
"149901","GEORGE WEST ISD","149","LIVE OAK","02","N","N","M","D"
"149902","THREE RIVERS ISD","149","LIVE OAK","02","N","N","M","B"
"150901","LLANO ISD","150","LLANO","13","N","N","M","D"
"152802","RISE ACADEMY","152","LUBBOCK","17","Y","N","M"," "
"152803","SOUTH PLAINS ACADEMY CHARTER DISTR","152","LUBBOCK","17","Y","Y","A","D"
"152805","HARMONY SCIENCE ACAD (LUBBOCK)","152","LUBBOCK","17","Y","N","I"," "
"152901","LUBBOCK ISD","152","LUBBOCK","17","N","N","M"," "
"152902","NEW DEAL ISD","152","LUBBOCK","17","N","N","M","D"
"152903","SLATON ISD","152","LUBBOCK","17","N","N","M","D"
"152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","N","N","M","D"
"152907","FRENSHIP ISD","152","LUBBOCK","17","N","N","M"," "
"152908","ROOSEVELT ISD","152","LUBBOCK","17","N","N","M","D"
"152909","SHALLOWATER ISD","152","LUBBOCK","17","N","N","M","D"
"152910","IDALOU ISD","152","LUBBOCK","17","N","N","M","D"
"153903","O'DONNELL ISD","153","LYNN","17","N","N","M","D"
"153904","TAHOKA ISD","153","LYNN","17","N","N","M","D"
"153905","NEW HOME ISD","153","LYNN","17","N","N","M"," "
"153907","WILSON ISD","153","LYNN","17","N","N","M"," "
"154901","MADISONVILLE CISD","154","MADISON","06","N","N","M","B"
"154903","NORTH ZULCH ISD","154","MADISON","06","N","N","M"," "
"155901","JEFFERSON ISD","155","MARION","08","N","N","M","D"
"156902","STANTON ISD","156","MARTIN","18","N","N","M"," "
"156905","GRADY ISD","156","MARTIN","18","N","N","M"," "
"157901","MASON ISD","157","MASON","15","N","N","M","D"
"158901","BAY CITY ISD","158","MATAGORDA","03","N","N","M"," "
"158902","TIDEHAVEN ISD","158","MATAGORDA","03","N","N","M"," "
"158904","MATAGORDA ISD","158","MATAGORDA","03","N","N","M"," "
"158905","PALACIOS ISD","158","MATAGORDA","03","N","N","M"," "
"158906","VAN VLECK ISD","158","MATAGORDA","03","N","N","M"," "
"159901","EAGLE PASS ISD","159","MAVERICK","20","N","N","M","L"
"160901","BRADY ISD","160","MCCULLOCH","15","N","N","M"," "
"160904","ROCHELLE ISD","160","MCCULLOCH","15","N","N","M"," "
"160905","LOHN ISD","160","MCCULLOCH","15","N","N","M","D"
"161801","WACO CHARTER SCHOOL","161","MCLENNAN","12","Y","N","M"," "
"161802","RAPOPORT ACADEMY PUBLIC SCHOOL","161","MCLENNAN","12","Y","N","M"," "
"161807","HARMONY SCIENCE ACAD (WACO)","161","MCLENNAN","12","Y","N","M","D"
"161901","CRAWFORD ISD","161","MCLENNAN","12","N","N","M"," "
"161903","MIDWAY ISD","161","MCLENNAN","12","N","N","M"," "
"161906","LA VEGA ISD","161","MCLENNAN","12","N","N","M","D"
"161907","LORENA ISD","161","MCLENNAN","12","N","N","M"," "
"161908","MART ISD","161","MCLENNAN","12","N","N","M","D"
"161909","MCGREGOR ISD","161","MCLENNAN","12","N","N","M","D"
"161910","MOODY ISD","161","MCLENNAN","12","N","N","M","D"
"161912","RIESEL ISD","161","MCLENNAN","12","N","N","M"," "
"161914","WACO ISD","161","MCLENNAN","12","N","N","M","J"
"161916","WEST ISD","161","MCLENNAN","12","N","N","X","H"
"161918","AXTELL ISD","161","MCLENNAN","12","N","N","M"," "
"161919","BRUCEVILLE-EDDY ISD","161","MCLENNAN","12","N","N","M","D"
"161920","CHINA SPRING ISD","161","MCLENNAN","12","N","N","M","D"
"161921","CONNALLY ISD","161","MCLENNAN","12","N","N","M","B"
"161922","ROBINSON ISD","161","MCLENNAN","12","N","N","M","D"
"161923","BOSQUEVILLE ISD","161","MCLENNAN","12","N","N","M"," "
"161924","HALLSBURG ISD","161","MCLENNAN","12","N","N","M"," "
"161925","GHOLSON ISD","161","MCLENNAN","12","N","N","M"," "
"162904","MCMULLEN COUNTY ISD","162","MCMULLEN","02","N","N","M"," "
"163901","DEVINE ISD","163","MEDINA","20","N","N","M"," "
"163902","D'HANIS ISD","163","MEDINA","20","N","N","M"," "
"163903","NATALIA ISD","163","MEDINA","20","N","N","M"," "
"163904","HONDO ISD","163","MEDINA","20","N","N","M"," "
"163908","MEDINA VALLEY ISD","163","MEDINA","20","N","N","M"," "
"164901","MENARD ISD","164","MENARD","15","N","N","M","D"
"165802","MIDLAND ACADEMY CHARTER SCHOOL","165","MIDLAND","18","Y","N","M","D"
"165901","MIDLAND ISD","165","MIDLAND","18","N","N","M","L"
"165902","GREENWOOD ISD","165","MIDLAND","18","N","N","M"," "
"166901","CAMERON ISD","166","MILAM","06","N","N","M"," "
"166902","GAUSE ISD","166","MILAM","06","N","N","M"," "
"166903","MILANO ISD","166","MILAM","06","N","N","M","D"
"166904","ROCKDALE ISD","166","MILAM","06","N","N","M","B"
"166905","THORNDALE ISD","166","MILAM","13","N","N","M"," "
"166907","BUCKHOLTS ISD","166","MILAM","06","N","N","I"," "
"167901","GOLDTHWAITE ISD","167","MILLS","12","N","N","M"," "
"167902","MULLIN ISD","167","MILLS","12","N","N","M"," "
"167903","STAR ISD","167","MILLS","12","N","N","M"," "
"167904","PRIDDY ISD","167","MILLS","12","N","N","M"," "
"168901","COLORADO ISD","168","MITCHELL","14","N","N","M"," "
"168902","LORAINE ISD","168","MITCHELL","14","N","N","I"," "
"168903","WESTBROOK ISD","168","MITCHELL","14","N","N","M"," "
"169901","BOWIE ISD","169","MONTAGUE","09","N","N","M","B"
"169902","NOCONA ISD","169","MONTAGUE","09","N","N","M","B"
"169906","GOLD BURG ISD","169","MONTAGUE","09","N","N","I"," "
"169908","MONTAGUE ISD","169","MONTAGUE","09","N","N","M"," "
"169909","PRAIRIE VALLEY ISD","169","MONTAGUE","09","N","N","M"," "
"169910","FORESTBURG ISD","169","MONTAGUE","09","N","N","M"," "
"169911","SAINT JO ISD","169","MONTAGUE","09","N","N","M"," "
"170801","TEXAS SERENITY ACADEMY","170","MONTGOMERY","06","Y","N","I"," "
"170902","CONROE ISD","170","MONTGOMERY","06","N","N","M"," "
"170903","MONTGOMERY ISD","170","MONTGOMERY","06","N","N","M"," "
"170904","WILLIS ISD","170","MONTGOMERY","06","N","N","M"," "
"170906","MAGNOLIA ISD","170","MONTGOMERY","06","N","N","M","D"
"170907","SPLENDORA ISD","170","MONTGOMERY","06","N","N","M"," "
"170908","NEW CANEY ISD","170","MONTGOMERY","06","N","N","M","D"
"171901","DUMAS ISD","171","MOORE","16","N","N","M"," "
"171902","SUNRAY ISD","171","MOORE","16","N","N","M"," "
"172902","DAINGERFIELD-LONE STAR ISD","172","MORRIS","08","N","N","M","D"
"172905","PEWITT CISD","172","MORRIS","08","N","N","M"," "
"173901","MOTLEY COUNTY ISD","173","MOTLEY","17","N","N","M"," "
"174801","STEPHEN F AUSTIN STATE UNIVERSITY","174","NACOGDOCHES","07","Y","N","M","D"
"174901","CHIRENO ISD","174","NACOGDOCHES","07","N","N","M","D"
"174902","CUSHING ISD","174","NACOGDOCHES","07","N","N","M"," "
"174903","GARRISON ISD","174","NACOGDOCHES","07","N","N","M","D"
"174904","NACOGDOCHES ISD","174","NACOGDOCHES","07","N","N","M","H"
"174906","WODEN ISD","174","NACOGDOCHES","07","N","N","M","D"
"174908","CENTRAL HEIGHTS ISD","174","NACOGDOCHES","07","N","N","M","D"
"174909","MARTINSVILLE ISD","174","NACOGDOCHES","07","N","N","M","K"
"174910","ETOILE ISD","174","NACOGDOCHES","07","N","N","M"," "
"174911","DOUGLASS ISD","174","NACOGDOCHES","07","N","N","M"," "
"175902","BLOOMING GROVE ISD","175","NAVARRO","12","N","N","M"," "
"175903","CORSICANA ISD","175","NAVARRO","12","N","N","M","D"
"175904","DAWSON ISD","175","NAVARRO","12","N","N","M"," "
"175905","FROST ISD","175","NAVARRO","12","N","N","M"," "
"175907","KERENS ISD","175","NAVARRO","12","N","N","M"," "
"175910","MILDRED ISD","175","NAVARRO","12","N","N","M"," "
"175911","RICE ISD","175","NAVARRO","12","N","N","M","D"
"176901","BURKEVILLE ISD","176","NEWTON","05","N","N","M"," "
"176902","NEWTON ISD","176","NEWTON","05","N","N","M","B"
"176903","DEWEYVILLE ISD","176","NEWTON","05","N","N","M"," "
"177901","ROSCOE COLLEGIATE ISD","177","NOLAN","14","N","N","M"," "
"177902","SWEETWATER ISD","177","NOLAN","14","N","N","M"," "
"177903","BLACKWELL CISD","177","NOLAN","14","N","N","M"," "
"177905","HIGHLAND ISD","177","NOLAN","14","N","N","M"," "
"178801","DR M L GARZA-GONZALEZ CHARTER SCHO","178","NUECES","02","Y","N","I","L"
"178804","RICHARD MILBURN ALTER HIGH SCHOOL","178","NUECES","02","Y","Y","A","B"
"178807","CORPUS CHRISTI MONTESSORI SCHOOL","178","NUECES","02","Y","N","M","D"
"178808","SEASHORE CHARTER SCHOOLS","178","NUECES","02","Y","N","M"," "
"178901","AGUA DULCE ISD","178","NUECES","02","N","N","M"," "
"178902","BISHOP CISD","178","NUECES","02","N","N","M"," "
"178903","CALALLEN ISD","178","NUECES","02","N","N","M","D"
"178904","CORPUS CHRISTI ISD","178","NUECES","02","N","N","M"," "
"178905","DRISCOLL ISD","178","NUECES","02","N","N","M"," "
"178906","LONDON ISD","178","NUECES","02","N","N","M"," "
"178908","PORT ARANSAS ISD","178","NUECES","02","N","N","M"," "
"178909","ROBSTOWN ISD","178","NUECES","02","N","N","I","L"
"178912","TULOSO-MIDWAY ISD","178","NUECES","02","N","N","M"," "
"178913","BANQUETE ISD","178","NUECES","02","N","N","M","D"
"178914","FLOUR BLUFF ISD","178","NUECES","02","N","N","M"," "
"178915","WEST OSO ISD","178","NUECES","02","N","N","M","L"
"179901","PERRYTON ISD","179","OCHILTREE","16","N","N","M"," "
"180901","BOYS RANCH ISD","180","OLDHAM","16","N","N","M","D"
"180902","VEGA ISD","180","OLDHAM","16","N","N","M"," "
"180903","ADRIAN ISD","180","OLDHAM","16","N","N","M"," "
"180904","WILDORADO ISD","180","OLDHAM","16","N","N","M"," "
"181901","BRIDGE CITY ISD","181","ORANGE","05","N","N","M"," "
"181905","ORANGEFIELD ISD","181","ORANGE","05","N","N","M"," "
"181906","WEST ORANGE-COVE CISD","181","ORANGE","05","N","N","M","B"
"181907","VIDOR ISD","181","ORANGE","05","N","N","M","D"
"181908","LITTLE CYPRESS-MAURICEVILLE CISD","181","ORANGE","05","N","N","M"," "
"182901","GORDON ISD","182","PALO PINTO","11","N","N","M"," "
"182902","GRAFORD ISD","182","PALO PINTO","11","N","N","M"," "
"182903","MINERAL WELLS ISD","182","PALO PINTO","11","N","N","M"," "
"182904","SANTO ISD","182","PALO PINTO","11","N","N","I"," "
"182905","STRAWN ISD","182","PALO PINTO","11","N","N","M"," "
"182906","PALO PINTO ISD","182","PALO PINTO","11","N","N","M"," "
"183801","PANOLA CHARTER SCHOOL","183","PANOLA","07","Y","N","M"," "
"183901","BECKVILLE ISD","183","PANOLA","07","N","N","M","D"
"183902","CARTHAGE ISD","183","PANOLA","07","N","N","M","D"
"183904","GARY ISD","183","PANOLA","07","N","N","M"," "
"184801","CROSSTIMBERS ACADEMY","184","PARKER","11","Y","Y","A"," "
"184901","POOLVILLE ISD","184","PARKER","11","N","N","M"," "
"184902","SPRINGTOWN ISD","184","PARKER","11","N","N","M","D"
"184903","WEATHERFORD ISD","184","PARKER","11","N","N","M"," "
"184904","MILLSAP ISD","184","PARKER","11","N","N","M"," "
"184907","ALEDO ISD","184","PARKER","11","N","N","M"," "
"184908","PEASTER ISD","184","PARKER","11","N","N","M"," "
"184909","BROCK ISD","184","PARKER","11","N","N","M"," "
"184911","GARNER ISD","184","PARKER","11","N","N","M"," "
"185901","BOVINA ISD","185","PARMER","16","N","N","M"," "
"185902","FARWELL ISD","185","PARMER","16","N","N","M","D"
"185903","FRIONA ISD","185","PARMER","16","N","N","M"," "
"185904","LAZBUDDIE ISD","185","PARMER","16","N","N","M"," "
"186901","BUENA VISTA ISD","186","PECOS","18","N","N","M"," "
"186902","FORT STOCKTON ISD","186","PECOS","18","N","N","M"," "
"186903","IRAAN-SHEFFIELD ISD","186","PECOS","18","N","N","M"," "
"187901","BIG SANDY ISD","187","POLK","06","N","N","M"," "
"187903","GOODRICH ISD","187","POLK","06","N","N","I","B"
"187904","CORRIGAN-CAMDEN ISD","187","POLK","06","N","N","M","B"
"187906","LEGGETT ISD","187","POLK","06","N","N","M","B"
"187907","LIVINGSTON ISD","187","POLK","06","N","N","M"," "
"187910","ONALASKA ISD","187","POLK","06","N","N","M"," "
"188801","RICHARD MILBURN ACADEMY (AMARILLO)","188","POTTER","16","Y","Y","A","B"
"188901","AMARILLO ISD","188","POTTER","16","N","N","M"," "
"188902","RIVER ROAD ISD","188","POTTER","16","N","N","M","D"
"188903","HIGHLAND PARK ISD","188","POTTER","16","N","N","M"," "
"188904","BUSHLAND ISD","188","POTTER","16","N","N","M"," "
"189901","MARFA ISD","189","PRESIDIO","18","N","N","M"," "
"189902","PRESIDIO ISD","189","PRESIDIO","18","N","N","M"," "
"190903","RAINS ISD","190","RAINS","07","N","N","M","D"
"191901","CANYON ISD","191","RANDALL","16","N","N","M","D"
"192901","REAGAN COUNTY ISD","192","REAGAN","18","N","N","M"," "
"193801","BIG SPRINGS CHARTER SCHOOL","193","REAL","20","Y","Y","X","H"
"193902","LEAKEY ISD","193","REAL","20","N","N","M"," "
"194902","AVERY ISD","194","RED RIVER","08","N","N","M","D"
"194903","RIVERCREST ISD","194","RED RIVER","08","N","N","M","D"
"194904","CLARKSVILLE ISD","194","RED RIVER","08","N","N","M","B"
"194905","DETROIT ISD","194","RED RIVER","08","N","N","M","B"
"195901","PECOS-BARSTOW-TOYAH ISD","195","REEVES","18","N","N","M","D"
"195902","BALMORHEA ISD","195","REEVES","18","N","N","M"," "
"196901","AUSTWELL-TIVOLI ISD","196","REFUGIO","03","N","N","M"," "
"196902","WOODSBORO ISD","196","REFUGIO","03","N","N","M","D"
"196903","REFUGIO ISD","196","REFUGIO","03","N","N","M","D"
"197902","MIAMI ISD","197","ROBERTS","16","N","N","M"," "
"198901","BREMOND ISD","198","ROBERTSON","06","N","N","M"," "
"198902","CALVERT ISD","198","ROBERTSON","06","N","N","M"," "
"198903","FRANKLIN ISD","198","ROBERTSON","06","N","N","M","D"
"198905","HEARNE ISD","198","ROBERTSON","06","N","N","M"," "
"198906","MUMFORD ISD","198","ROBERTSON","06","N","N","M"," "
"199901","ROCKWALL ISD","199","ROCKWALL","10","N","N","M"," "
"199902","ROYSE CITY ISD","199","ROCKWALL","10","N","N","M"," "
"200901","BALLINGER ISD","200","RUNNELS","15","N","N","M"," "
"200902","MILES ISD","200","RUNNELS","15","N","N","M"," "
"200904","WINTERS ISD","200","RUNNELS","15","N","N","M"," "
"200906","OLFEN ISD","200","RUNNELS","15","N","N","M"," "
"201902","HENDERSON ISD","201","RUSK","07","N","N","M","D"
"201903","LANEVILLE ISD","201","RUSK","07","N","N","M","D"
"201904","LEVERETTS CHAPEL ISD","201","RUSK","07","N","N","I"," "
"201907","MOUNT ENTERPRISE ISD","201","RUSK","07","N","N","M"," "
"201908","OVERTON ISD","201","RUSK","07","N","N","M","D"
"201910","TATUM ISD","201","RUSK","07","N","N","M","D"
"201913","CARLISLE ISD","201","RUSK","07","N","N","M","D"
"201914","WEST RUSK COUNTY CONSOLIDATED ISD","201","RUSK","07","N","N","M"," "
"202903","HEMPHILL ISD","202","SABINE","07","N","N","M"," "
"202905","WEST SABINE ISD","202","SABINE","07","N","N","M","D"
"203901","SAN AUGUSTINE ISD","203","SAN AUGUSTINE","07","N","N","M"," "
"203902","BROADDUS ISD","203","SAN AUGUSTINE","07","N","N","M","D"
"204901","COLDSPRING-OAKHURST CISD","204","SAN JACINTO","06","N","N","M"," "
"204904","SHEPHERD ISD","204","SAN JACINTO","06","N","N","M","B"
"205901","ARANSAS PASS ISD","205","SAN PATRICIO","02","N","N","M"," "
"205902","GREGORY-PORTLAND ISD","205","SAN PATRICIO","02","N","N","M"," "
"205903","INGLESIDE ISD","205","SAN PATRICIO","02","N","N","M"," "
"205904","MATHIS ISD","205","SAN PATRICIO","02","N","N","M","B"
"205905","ODEM-EDROY ISD","205","SAN PATRICIO","02","N","N","M"," "
"205906","SINTON ISD","205","SAN PATRICIO","02","N","N","M"," "
"205907","TAFT ISD","205","SAN PATRICIO","02","N","N","M","D"
"206901","SAN SABA ISD","206","SAN SABA","15","N","N","M"," "
"206902","RICHLAND SPRINGS ISD","206","SAN SABA","15","N","N","M"," "
"206903","CHEROKEE ISD","206","SAN SABA","15","N","N","M"," "
"207901","SCHLEICHER ISD","207","SCHLEICHER","15","N","N","M"," "
"208901","HERMLEIGH ISD","208","SCURRY","14","N","N","M","D"
"208902","SNYDER ISD","208","SCURRY","14","N","N","M","J"
"208903","IRA ISD","208","SCURRY","14","N","N","M"," "
"209901","ALBANY ISD","209","SHACKELFORD","14","N","N","M"," "
"209902","MORAN ISD","209","SHACKELFORD","14","N","N","I","D"
"210901","CENTER ISD","210","SHELBY","07","N","N","M","D"
"210902","JOAQUIN ISD","210","SHELBY","07","N","N","M","B"
"210903","SHELBYVILLE ISD","210","SHELBY","07","N","N","M"," "
"210904","TENAHA ISD","210","SHELBY","07","N","N","M","D"
"210905","TIMPSON ISD","210","SHELBY","07","N","N","M"," "
"210906","EXCELSIOR ISD","210","SHELBY","07","N","N","M","D"
"211901","TEXHOMA ISD","211","SHERMAN","16","N","N","M","D"
"211902","STRATFORD ISD","211","SHERMAN","16","N","N","M","D"
"212801","CUMBERLAND ACADEMY","212","SMITH","07","Y","N","M","D"
"212803","AZLEWAY CHARTER SCHOOL","212","SMITH","07","Y","Y","X"," "
"212804","UT TYLER INNOVATION ACADEMY","212","SMITH","07","Y","N","I"," "
"212901","ARP ISD","212","SMITH","07","N","N","M"," "
"212902","BULLARD ISD","212","SMITH","07","N","N","M","B"
"212903","LINDALE ISD","212","SMITH","07","N","N","M","D"
"212904","TROUP ISD","212","SMITH","07","N","N","M","D"
"212905","TYLER ISD","212","SMITH","07","N","N","M","J"
"212906","WHITEHOUSE ISD","212","SMITH","07","N","N","M"," "
"212909","CHAPEL HILL ISD","212","SMITH","07","N","N","M"," "
"212910","WINONA ISD","212","SMITH","07","N","N","M","D"
"213801","BRAZOS RIVER CHARTER SCHOOL","213","SOMERVELL","11","Y","Y","A","B"
"213901","GLEN ROSE ISD","213","SOMERVELL","11","N","N","M"," "
"214901","RIO GRANDE CITY CISD","214","STARR","01","N","N","M","B"
"214902","SAN ISIDRO ISD","214","STARR","01","N","N","M","D"
"214903","ROMA ISD","214","STARR","01","N","N","M","D"
"215901","BRECKENRIDGE ISD","215","STEPHENS","14","N","N","M","D"
"216901","STERLING CITY ISD","216","STERLING","15","N","N","M","D"
"217901","ASPERMONT ISD","217","STONEWALL","14","N","N","M"," "
"218901","SONORA ISD","218","SUTTON","15","N","N","M"," "
"219901","HAPPY ISD","219","SWISHER","16","N","N","M","D"
"219903","TULIA ISD","219","SWISHER","16","N","N","M","B"
"219905","KRESS ISD","219","SWISHER","16","N","N","M"," "
"220801","TREETOPS SCHOOL INTERNATIONAL","220","TARRANT","11","Y","N","M"," "
"220802","ARLINGTON CLASSICS ACADEMY","220","TARRANT","11","Y","N","M"," "
"220804","FORT WORTH CAN ACADEMY","220","TARRANT","11","Y","Y","A","J"
"220809","FORT WORTH ACADEMY OF FINE ARTS","220","TARRANT","11","Y","N","M"," "
"220810","WESTLAKE ACADEMY CHARTER SCHOOL","220","TARRANT","11","Y","N","M"," "
"220811","EAST FORT WORTH MONTESSORI ACADEMY","220","TARRANT","11","Y","N","M","D"
"220812","RICHARD MILBURN ACADEMY (FORT WORT","220","TARRANT","11","Y","Y","A","B"
"220813","HARMONY SCIENCE ACAD (FORT WORTH)","220","TARRANT","11","Y","N","M"," "
"220814","TEXAS ELEMENTARY SCHOOL OF THE ART","220","TARRANT","11","Y","N","M"," "
"220815","CHAPEL HILL ACADEMY","220","TARRANT","11","Y","N","M"," "
"220816","UPLIFT EDUCATION-SUMMIT INTERNATIO","220","TARRANT","11","Y","N","M","D"
"220817","NEWMAN INTERNATIONAL ACADEMY OF AR","220","TARRANT","11","Y","N","M"," "
"220818","PRIME PREP ACADEMY","220","TARRANT","11","Y","N","I"," "
"220901","ARLINGTON ISD","220","TARRANT","11","N","N","M","A"
"220902","BIRDVILLE ISD","220","TARRANT","11","N","N","M"," "
"220904","EVERMAN ISD","220","TARRANT","11","N","N","M","D"
"220905","FORT WORTH ISD","220","TARRANT","11","N","N","M","L"
"220906","GRAPEVINE-COLLEYVILLE ISD","220","TARRANT","11","N","N","M"," "
"220907","KELLER ISD","220","TARRANT","11","N","N","M","D"
"220908","MANSFIELD ISD","220","TARRANT","11","N","N","M"," "
"220910","LAKE WORTH ISD","220","TARRANT","11","N","N","M","D"
"220912","CROWLEY ISD","220","TARRANT","11","N","N","M"," "
"220914","KENNEDALE ISD","220","TARRANT","11","N","N","M"," "
"220915","AZLE ISD","220","TARRANT","11","N","N","M","D"
"220916","HURST-EULESS-BEDFORD ISD","220","TARRANT","11","N","N","M"," "
"220917","CASTLEBERRY ISD","220","TARRANT","11","N","N","M"," "
"220918","EAGLE MT-SAGINAW ISD","220","TARRANT","11","N","N","M"," "
"220919","CARROLL ISD","220","TARRANT","11","N","N","M"," "
"220920","WHITE SETTLEMENT ISD","220","TARRANT","11","N","N","M"," "
"221801","TEXAS COLLEGE PREPARATORY ACADEMIE","221","TAYLOR","14","Y","N","M"," "
"221901","ABILENE ISD","221","TAYLOR","14","N","N","M","B"
"221904","MERKEL ISD","221","TAYLOR","14","N","N","M"," "
"221905","TRENT ISD","221","TAYLOR","14","N","N","M"," "
"221911","JIM NED CISD","221","TAYLOR","14","N","N","M"," "
"221912","WYLIE ISD","221","TAYLOR","14","N","N","M"," "
"222901","TERRELL COUNTY ISD","222","TERRELL","18","N","N","M"," "
"223901","BROWNFIELD ISD","223","TERRY","17","N","N","I","B"
"223902","MEADOW ISD","223","TERRY","17","N","N","M","D"
"223904","WELLMAN-UNION CISD","223","TERRY","17","N","N","M"," "
"224901","THROCKMORTON ISD","224","THROCKMORTON","09","N","N","M"," "
"224902","WOODSON ISD","224","THROCKMORTON","09","N","N","M"," "
"225902","MOUNT PLEASANT ISD","225","TITUS","08","N","N","M","L"
"225905","WINFIELD ISD","225","TITUS","08","N","N","M"," "
"225906","CHAPEL HILL ISD","225","TITUS","08","N","N","M"," "
"225907","HARTS BLUFF ISD","225","TITUS","08","N","N","M"," "
"226801","TEXAS LEADERSHIP","226","TOM GREEN","15","Y","N","M"," "
"226901","CHRISTOVAL ISD","226","TOM GREEN","15","N","N","M"," "
"226903","SAN ANGELO ISD","226","TOM GREEN","15","N","N","M","B"
"226905","WATER VALLEY ISD","226","TOM GREEN","15","N","N","M"," "
"226906","WALL ISD","226","TOM GREEN","15","N","N","M"," "
"226907","GRAPE CREEK ISD","226","TOM GREEN","15","N","N","M"," "
"226908","VERIBEST ISD","226","TOM GREEN","15","N","N","M"," "
"227801","AMERICAN YOUTHWORKS CHARTER SCHOOL","227","TRAVIS","13","Y","Y","A","L"
"227803","EDEN PARK ACADEMY","227","TRAVIS","13","Y","N","M","D"
"227804","NYOS CHARTER SCHOOL","227","TRAVIS","13","Y","N","M"," "
"227805","TEXAS EMPOWERMENT ACADEMY","227","TRAVIS","13","Y","N","M"," "
"227806","UNIVERSITY OF TEXAS UNIVERSITY CHA","227","TRAVIS","13","Y","Y","A","B"
"227814","CHAPARRAL STAR ACADEMY","227","TRAVIS","13","Y","N","M"," "
"227816","HARMONY SCIENCE ACADEMY (AUSTIN)","227","TRAVIS","13","Y","N","M"," "
"227817","CEDARS INTERNATIONAL ACADEMY","227","TRAVIS","13","Y","N","M"," "
"227818","AUSTIN CAN ACADEMY CHARTER SCHOOL","227","TRAVIS","13","Y","Y","A","L"
"227819","UNIVERSITY OF TEXAS ELEMENTARY CHA","227","TRAVIS","13","Y","N","M","D"
"227820","KIPP AUSTIN PUBLIC SCHOOLS INC","227","TRAVIS","13","Y","N","M"," "
"227821","AUSTIN DISCOVERY SCHOOL","227","TRAVIS","13","Y","N","M"," "
"227824","THE EAST AUSTIN COLLEGE PREP ACADE","227","TRAVIS","13","Y","N","M"," "
"227825","AUSTIN ACHIEVE PUBLIC SCHOOLS","227","TRAVIS","13","Y","N","M"," "
"227901","AUSTIN ISD","227","TRAVIS","13","N","N","M","B"
"227904","PFLUGERVILLE ISD","227","TRAVIS","13","N","N","M"," "
"227907","MANOR ISD","227","TRAVIS","13","N","N","M","H"
"227909","EANES ISD","227","TRAVIS","13","N","N","M"," "
"227910","DEL VALLE ISD","227","TRAVIS","13","N","N","M"," "
"227912","LAGO VISTA ISD","227","TRAVIS","13","N","N","M","D"
"227913","LAKE TRAVIS ISD","227","TRAVIS","13","N","N","M"," "
"228901","GROVETON ISD","228","TRINITY","06","N","N","M"," "
"228903","TRINITY ISD","228","TRINITY","06","N","N","I","D"
"228904","CENTERVILLE ISD","228","TRINITY","06","N","N","I"," "
"228905","APPLE SPRINGS ISD","228","TRINITY","06","N","N","M","D"
"229901","COLMESNEIL ISD","229","TYLER","05","N","N","M"," "
"229903","WOODVILLE ISD","229","TYLER","05","N","N","M"," "
"229904","WARREN ISD","229","TYLER","05","N","N","M","D"
"229905","SPURGER ISD","229","TYLER","05","N","N","M"," "
"229906","CHESTER ISD","229","TYLER","05","N","N","M"," "
"230901","BIG SANDY ISD","230","UPSHUR","07","N","N","M","D"
"230902","GILMER ISD","230","UPSHUR","07","N","N","M","D"
"230903","ORE CITY ISD","230","UPSHUR","07","N","N","M"," "
"230904","UNION HILL ISD","230","UPSHUR","07","N","N","M"," "
"230905","HARMONY ISD","230","UPSHUR","07","N","N","M"," "
"230906","NEW DIANA ISD","230","UPSHUR","07","N","N","M"," "
"230908","UNION GROVE ISD","230","UPSHUR","07","N","N","M"," "
"231901","MCCAMEY ISD","231","UPTON","18","N","N","M"," "
"231902","RANKIN ISD","231","UPTON","18","N","N","M","D"
"232901","KNIPPA ISD","232","UVALDE","20","N","N","M"," "
"232902","SABINAL ISD","232","UVALDE","20","N","N","M","D"
"232903","UVALDE CISD","232","UVALDE","20","N","N","I","B"
"232904","UTOPIA ISD","232","UVALDE","20","N","N","M"," "
"233901","SAN FELIPE-DEL RIO CISD","233","VAL VERDE","15","N","N","M","L"
"233903","COMSTOCK ISD","233","VAL VERDE","15","N","N","M"," "
"234801","RANCH ACADEMY","234","VAN ZANDT","07","Y","Y","X"," "
"234902","CANTON ISD","234","VAN ZANDT","10","N","N","M","D"
"234903","EDGEWOOD ISD","234","VAN ZANDT","07","N","N","M","D"
"234904","GRAND SALINE ISD","234","VAN ZANDT","07","N","N","M"," "
"234905","MARTINS MILL ISD","234","VAN ZANDT","07","N","N","M"," "
"234906","VAN ISD","234","VAN ZANDT","07","N","N","M"," "
"234907","WILLS POINT ISD","234","VAN ZANDT","10","N","N","M"," "
"234909","FRUITVALE ISD","234","VAN ZANDT","07","N","N","M"," "
"235901","BLOOMINGTON ISD","235","VICTORIA","03","N","N","I","B"
"235902","VICTORIA ISD","235","VICTORIA","03","N","N","I","L"
"235904","NURSERY ISD","235","VICTORIA","03","N","N","M"," "
"236801","RAVEN SCHOOL","236","WALKER","06","Y","Y","X"," "
"236901","NEW WAVERLY ISD","236","WALKER","06","N","N","M","D"
"236902","HUNTSVILLE ISD","236","WALKER","06","N","N","M","B"
"237902","HEMPSTEAD ISD","237","WALLER","04","N","N","M","D"
